location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_NC_37123,2020-01-01,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,12.03,13.42,,,20.82,8.33,,31.0,7.4,,37.01,,,5.994444,-0.616667,13.061111,0.0,-1.188889,60.219605
US_NC_37123,2020-01-02,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,11.68,7.25,,6.04,12.08,7.25,10.87,24.97,,8.46,46.31,8.05,6.04,5.494444,0.738889,11.211111,0.592667,1.472222,75.627383
US_NC_37123,2020-01-03,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,12.21,8.95,8.55,,19.13,9.77,9.77,19.53,6.1,9.36,39.88,,6.51,10.422222,6.611111,17.072222,12.954,9.522222,94.327903
US_NC_37123,2020-01-04,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,12.42,8.12,9.08,10.04,7.65,7.65,10.04,24.37,,7.17,37.75,,,14.383333,10.366667,18.744444,15.691556,12.738889,90.053485
US_NC_37123,2020-01-05,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,8.1,7.14,,7.14,14.29,8.1,8.57,30.01,7.62,,45.73,,7.62,6.555556,0.351852,14.617284,1.128889,-2.962963,50.796646
US_NC_37123,2020-01-06,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,6.98,12.32,9.04,7.39,15.2,12.73,6.98,26.7,6.16,,41.07,,,5.419753,-2.148148,15.425926,0.0,-2.012346,58.970546
US_NC_37123,2020-01-07,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,10.08,10.88,10.48,6.45,22.58,8.47,8.06,29.43,6.05,5.64,48.78,,6.45,5.138889,-0.844444,13.005556,1.439333,1.055556,75.119378
US_NC_37123,2020-01-08,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,9.61,11.61,10.01,,18.41,12.01,6.0,36.82,6.8,7.2,43.62,11.61,,5.194444,-2.461111,15.633333,0.0,-3.327778,54.449107
US_NC_37123,2020-01-09,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,,6.37,8.91,6.37,21.22,9.34,9.34,29.71,8.06,,39.47,9.34,,4.911111,-2.361111,13.605556,0.0,-3.394444,55.47325
US_NC_37123,2020-01-10,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,6.47,9.31,10.93,,18.21,10.52,8.5,31.56,8.9,6.07,35.61,10.93,,8.605556,2.977778,15.727778,0.0,3.405556,70.002265
US_NC_37123,2020-01-11,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,,9.66,7.82,,16.1,,11.5,26.68,10.12,,42.33,,,16.511111,8.85,21.872222,0.733778,14.616667,88.650309
US_NC_37123,2020-01-12,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,8.55,9.97,,8.55,18.05,,9.5,23.75,7.12,7.12,44.17,9.03,8.07,18.972222,15.45,21.933333,8.184444,16.183333,83.955528
US_NC_37123,2020-01-13,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,7.54,10.05,6.7,,14.65,6.7,6.7,22.19,7.95,7.12,49.4,,,17.683333,16.155556,19.3,5.954889,17.05,96.136779
US_NC_37123,2020-01-14,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,8.61,7.38,6.97,,14.76,15.99,8.2,29.11,11.89,6.15,43.87,,,17.877778,15.733333,19.511111,18.513778,17.205556,95.930465
US_NC_37123,2020-01-15,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,,10.14,7.6,,13.52,8.87,12.67,25.77,11.41,6.34,40.98,,,15.711111,12.522222,20.716667,2.032,13.861111,88.79049
US_NC_37123,2020-01-16,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,6.9,12.93,9.48,,9.48,10.78,6.9,29.74,,10.34,40.95,7.33,6.9,15.75,12.394444,19.111111,0.09525,9.072222,64.552142
US_NC_37123,2020-01-17,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,,11.29,,10.89,10.49,9.68,10.08,21.78,7.26,9.28,41.54,6.45,7.26,6.45,2.205556,13.716667,0.0,-9.105556,32.207083
US_NC_37123,2020-01-18,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,7.67,11.51,,,10.55,10.07,14.38,22.05,,8.63,35.96,,,4.7,1.7,8.827778,0.973667,-4.272222,52.414929
US_NC_37123,2020-01-19,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,7.31,7.8,,8.77,13.64,10.23,10.23,26.31,7.8,12.18,43.37,,,9.322222,3.811111,13.105556,1.354667,4.005556,69.43971
US_NC_37123,2020-01-20,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,8.46,10.34,,10.34,22.57,10.81,,24.92,,,40.9,10.81,,0.933333,-2.961111,7.95,0.0,-9.783333,44.885727
US_NC_37123,2020-01-21,ChIJeYwxCxK9VIgR_9Xr2vNpcFQ,Q506697,geoId/37123,US,United States of America,NC,North Carolina,37123,Montgomery County,US,USA,2,,,,,,,27269,13290,13979,3149,3624,3159,2862,3321,3778,3813,2393,1170,2528724,35.33,-79.9,1299,76.1,,,,,,,10.23,10.23,,,16.46,13.79,8.9,31.58,,,36.47,,7.12,-1.555556,-5.222222,3.622222,0.0,-11.577778,46.689495
