location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NC_37199,2020-01-01,ChIJs-olvq4DWogRiTpnZW69zN4,Q502487,geoId/37199,US,United States of America,NC,North Carolina,37199,Yancey County,US,USA,2,,,,,,,17697,8709,8988,1671,1930,1838,1752,2153,2523,2789,1962,1079,2528759,35.9,-82.31,313,76.68,,,,,24.84,,23.71,,41.78,,4.911111,0.211111,10.444444,0.0,,-3.888889,52.337458
US_NC_37199,2020-01-02,ChIJs-olvq4DWogRiTpnZW69zN4,Q502487,geoId/37199,US,United States of America,NC,North Carolina,37199,Yancey County,US,USA,2,,,,,,,17697,8709,8988,1671,1930,1838,1752,2153,2523,2789,1962,1079,2528759,35.9,-82.31,313,76.68,,,,9.76,21.68,8.67,26.56,8.67,54.75,8.13,2.988889,-0.911111,8.305556,0.818444,,-0.840278,74.749777
US_NC_37199,2020-01-03,ChIJs-olvq4DWogRiTpnZW69zN4,Q502487,geoId/37199,US,United States of America,NC,North Carolina,37199,Yancey County,US,USA,2,,,,,,,17697,8709,8988,1671,1930,1838,1752,2153,2523,2789,1962,1079,2528759,35.9,-82.31,313,76.68,,,,12.07,19.21,10.97,27.44,8.78,51.03,10.97,8.4,3.872222,11.772222,16.256,,7.513889,95.723925
US_NC_37199,2020-01-04,ChIJs-olvq4DWogRiTpnZW69zN4,Q502487,geoId/37199,US,United States of America,NC,North Carolina,37199,Yancey County,US,USA,2,,,,,,,17697,8709,8988,1671,1930,1838,1752,2153,2523,2789,1962,1079,2528759,35.9,-82.31,313,76.68,,,,14.06,28.12,13.5,31.49,,47.8,,10.322222,3.9,13.994444,12.248444,,8.027778,85.728737
US_NC_37199,2020-01-05,ChIJs-olvq4DWogRiTpnZW69zN4,Q502487,geoId/37199,US,United States of America,NC,North Carolina,37199,Yancey County,US,USA,2,,,,,,,17697,8709,8988,1671,1930,1838,1752,2153,2523,2789,1962,1079,2528759,35.9,-82.31,313,76.68,,,,,14.82,13.63,20.15,10.08,47.42,9.48,2.977778,-0.816667,10.583333,2.0066,,-4.361111,58.319211
US_NC_37199,2020-01-06,ChIJs-olvq4DWogRiTpnZW69zN4,Q502487,geoId/37199,US,United States of America,NC,North Carolina,37199,Yancey County,US,USA,2,,,,,,,17697,8709,8988,1671,1930,1838,1752,2153,2523,2789,1962,1079,2528759,35.9,-82.31,313,76.68,,,,12.37,15.32,10.6,32.99,9.43,50.66,,4.361111,-2.127778,12.25,0.0,,-4.229167,53.484276
US_NC_37199,2020-01-07,ChIJs-olvq4DWogRiTpnZW69zN4,Q502487,geoId/37199,US,United States of America,NC,North Carolina,37199,Yancey County,US,USA,2,,,,,,,17697,8709,8988,1671,1930,1838,1752,2153,2523,2789,1962,1079,2528759,35.9,-82.31,313,76.68,,,,13.06,24.41,11.36,26.12,,51.67,,4.094444,-0.888889,10.65,1.636889,,-2.111111,64.085909
US_NC_37199,2020-01-08,ChIJs-olvq4DWogRiTpnZW69zN4,Q502487,geoId/37199,US,United States of America,NC,North Carolina,37199,Yancey County,US,USA,2,,,,,,,17697,8709,8988,1671,1930,1838,1752,2153,2523,2789,1962,1079,2528759,35.9,-82.31,313,76.68,,,,10.64,25.67,11.9,34.44,,55.1,10.02,5.605556,-0.95,12.811111,2.1082,,-5.895833,43.431118
US_NC_37199,2020-01-09,ChIJs-olvq4DWogRiTpnZW69zN4,Q502487,geoId/37199,US,United States of America,NC,North Carolina,37199,Yancey County,US,USA,2,,,,,,,17697,8709,8988,1671,1930,1838,1752,2153,2523,2789,1962,1079,2528759,35.9,-82.31,313,76.68,,,,,20.66,,40.1,12.15,63.8,10.33,4.083333,-3.227778,13.027778,0.0,,-3.819444,54.759972
US_NC_37199,2020-01-10,ChIJs-olvq4DWogRiTpnZW69zN4,Q502487,geoId/37199,US,United States of America,NC,North Carolina,37199,Yancey County,US,USA,2,,,,,,,17697,8709,8988,1671,1930,1838,1752,2153,2523,2789,1962,1079,2528759,35.9,-82.31,313,76.68,,,,13.72,23.26,11.33,28.63,10.74,47.12,9.54,9.3,5.35,13.916667,0.0,,1.583333,59.329671
