location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_NC_37013,2020-01-01,ChIJc_BuSVlAr4kRWS2OOG_AXOo,Q484639,geoId/37013,US,United States of America,NC,North Carolina,37013,Beaufort County,US,USA,2,,,,,,,47033,22400,24633,4924,5661,4779,4734,5523,6656,7368,5043,2345,2528675,35.48,-76.84,2483,75.490909,,,,,,8.33,9.37,5.47,11.45,9.63,6.51,,9.89,4.68,,,20.3,,15.88,5.73,5.21,6.77,5.73,,4.17,7.29,5.21,4.95,7.81,3.9,8.07,28.89,6.51,3.64,6.51,3.64,3.64,5.47,7.29,50.23,5.21,10.41,7.55,,,4.68,7.03,10.333333,4.62963,16.037037,0.0,1.061728,53.867731
US_NC_37013,2020-01-02,ChIJc_BuSVlAr4kRWS2OOG_AXOo,Q484639,geoId/37013,US,United States of America,NC,North Carolina,37013,Beaufort County,US,USA,2,,,,,,,47033,22400,24633,4924,5661,4779,4734,5523,6656,7368,5043,2345,2528675,35.48,-76.84,2483,75.490909,,,,,,5.59,9.97,6.32,11.68,7.54,6.81,,5.84,8.03,3.65,,22.62,4.62,11.43,3.89,4.38,10.95,,3.65,4.62,,5.84,4.38,7.54,4.13,12.16,30.65,9.24,5.59,4.13,,4.13,7.3,4.87,42.32,3.89,9.73,4.87,,7.78,3.89,,9.098765,2.41358,17.635802,0.0,1.845679,61.733397
US_NC_37013,2020-01-03,ChIJc_BuSVlAr4kRWS2OOG_AXOo,Q484639,geoId/37013,US,United States of America,NC,North Carolina,37013,Beaufort County,US,USA,2,,,,,,,47033,22400,24633,4924,5661,4779,4734,5523,6656,7368,5043,2345,2528675,35.48,-76.84,2483,75.490909,,,,,,8.43,10.6,4.1,13.49,10.36,6.51,3.61,8.91,6.75,,4.58,17.59,3.85,14.94,5.3,4.1,12.29,3.61,6.75,5.78,,6.75,4.1,3.85,4.58,8.19,31.8,7.23,5.3,8.91,4.34,,5.54,8.19,50.36,4.1,5.54,5.06,6.02,6.02,4.34,,17.098765,10.246914,24.944444,0.592667,11.549383,70.246905
US_NC_37013,2020-01-04,ChIJc_BuSVlAr4kRWS2OOG_AXOo,Q484639,geoId/37013,US,United States of America,NC,North Carolina,37013,Beaufort County,US,USA,2,,,,,,,47033,22400,24633,4924,5661,4779,4734,5523,6656,7368,5043,2345,2528675,35.48,-76.84,2483,75.490909,,,,,,5.71,9.43,4.71,10.91,10.42,7.44,,5.46,,,,19.6,,11.66,3.72,5.95,11.41,7.94,,6.2,6.45,3.47,5.71,8.19,,8.43,30.26,4.46,4.22,8.43,4.22,4.96,6.95,5.95,49.61,5.95,8.93,5.46,,4.46,6.7,,19.419753,14.530864,23.864198,13.570857,16.697531,84.907721
US_NC_37013,2020-01-05,ChIJc_BuSVlAr4kRWS2OOG_AXOo,Q484639,geoId/37013,US,United States of America,NC,North Carolina,37013,Beaufort County,US,USA,2,,,,,,,47033,22400,24633,4924,5661,4779,4734,5523,6656,7368,5043,2345,2528675,35.48,-76.84,2483,75.490909,,,,,,6.67,9.74,4.36,10.26,9.74,9.49,,7.44,3.59,4.36,,18.2,4.36,11.54,3.59,7.18,5.38,5.38,,6.41,,4.87,4.36,6.67,,8.21,24.36,10.26,5.38,8.21,5.9,4.62,5.13,8.72,50.0,5.13,6.41,6.15,,5.9,6.15,4.1,10.561728,4.604938,19.697531,6.434667,0.716049,51.357577
US_NC_37013,2020-01-06,ChIJc_BuSVlAr4kRWS2OOG_AXOo,Q484639,geoId/37013,US,United States of America,NC,North Carolina,37013,Beaufort County,US,USA,2,,,,,,,47033,22400,24633,4924,5661,4779,4734,5523,6656,7368,5043,2345,2528675,35.48,-76.84,2483,75.490909,,,,,,5.61,6.69,3.88,6.69,7.55,7.55,5.82,9.49,4.31,3.45,,17.9,4.96,9.71,6.47,5.39,9.06,3.88,,,6.25,5.18,5.39,5.39,3.23,10.14,25.45,22.65,3.23,7.12,3.45,4.53,5.39,6.25,44.64,4.75,8.41,4.96,7.12,7.55,7.12,4.53,8.037037,1.771605,18.339506,0.0,0.290123,58.860541
US_NC_37013,2020-01-07,ChIJc_BuSVlAr4kRWS2OOG_AXOo,Q484639,geoId/37013,US,United States of America,NC,North Carolina,37013,Beaufort County,US,USA,2,,,,,,,47033,22400,24633,4924,5661,4779,4734,5523,6656,7368,5043,2345,2528675,35.48,-76.84,2483,75.490909,,,,,,3.95,9.78,5.83,8.95,11.65,6.24,5.41,9.78,3.54,3.33,3.12,14.57,,14.57,,5.0,9.99,4.16,3.12,3.95,,5.41,,5.0,4.37,10.61,31.01,12.07,5.2,7.49,3.12,3.33,3.33,5.0,45.78,6.04,7.91,6.66,5.2,8.12,,4.58,8.765432,1.006173,19.895062,0.465667,3.12963,68.859624
US_NC_37013,2020-01-08,ChIJc_BuSVlAr4kRWS2OOG_AXOo,Q484639,geoId/37013,US,United States of America,NC,North Carolina,37013,Beaufort County,US,USA,2,,,,,,,47033,22400,24633,4924,5661,4779,4734,5523,6656,7368,5043,2345,2528675,35.48,-76.84,2483,75.490909,,,,,,6.56,6.76,2.87,12.5,7.58,4.92,3.07,6.15,3.28,,3.89,15.37,,12.5,,4.51,12.09,4.3,3.89,5.94,7.58,6.97,5.12,3.28,4.71,6.76,35.03,10.86,,10.24,3.89,5.74,4.92,6.15,40.56,5.53,14.55,5.74,5.94,8.2,,3.48,8.561728,0.993827,17.969136,0.197556,-1.425926,50.02862
US_NC_37013,2020-01-09,ChIJc_BuSVlAr4kRWS2OOG_AXOo,Q484639,geoId/37013,US,United States of America,NC,North Carolina,37013,Beaufort County,US,USA,2,,,,,,,47033,22400,24633,4924,5661,4779,4734,5523,6656,7368,5043,2345,2528675,35.48,-76.84,2483,75.490909,,,,,,5.97,6.17,3.29,8.64,11.52,5.55,4.11,5.97,5.55,3.09,3.91,14.61,3.29,9.46,5.55,6.58,10.9,3.91,3.7,4.94,3.7,3.7,3.7,4.53,5.14,8.64,36.21,8.64,5.76,7.82,2.88,6.79,4.94,7.61,40.12,4.53,12.34,5.76,5.14,5.97,,3.29,6.54321,0.191358,14.271605,0.0,-0.141975,63.339024
US_NC_37013,2020-01-10,ChIJc_BuSVlAr4kRWS2OOG_AXOo,Q484639,geoId/37013,US,United States of America,NC,North Carolina,37013,Beaufort County,US,USA,2,,,,,,,47033,22400,24633,4924,5661,4779,4734,5523,6656,7368,5043,2345,2528675,35.48,-76.84,2483,75.490909,,,,,,4.94,6.79,,10.09,8.85,6.59,3.71,7.21,3.09,3.09,3.91,15.85,4.74,9.88,,8.65,8.03,3.5,,6.38,,5.76,3.09,4.32,4.32,7.82,21.82,8.03,2.88,7.21,,7.0,5.56,5.15,42.41,3.71,6.38,5.76,3.29,4.53,,3.29,12.944444,3.604938,22.87037,0.0,6.32716,66.064307
