location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NC_37017,2020-01-01,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,,8.86,9.24,,5.78,6.93,17.71,8.09,,10.78,,5.78,,6.16,10.01,27.72,5.39,7.7,6.16,8.86,41.2,5.39,8.09,7.7,,8.020833,2.111111,14.819444,0.0,,0.375,58.604604
US_NC_37017,2020-01-02,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,5.62,7.73,7.73,6.33,4.92,,22.49,16.52,,11.24,,5.27,,,9.49,31.63,5.27,7.03,6.33,6.33,38.3,,,6.68,7.03,7.354167,2.270833,14.131944,0.0,,2.493056,71.363559
US_NC_37017,2020-01-03,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,6.57,7.55,11.17,6.57,5.91,6.24,14.12,9.2,,8.54,5.26,5.26,4.6,5.58,10.18,27.26,4.6,9.53,,8.21,48.61,4.6,9.85,,6.57,15.944444,6.154321,25.555556,0.931333,,12.432099,79.896495
US_NC_37017,2020-01-04,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,,12.12,11.74,,,8.71,13.63,7.2,7.95,8.71,7.57,,,,,30.67,,5.68,,,42.41,,6.82,6.44,8.33,18.5,12.333333,23.197531,13.17625,,16.320988,87.200241
US_NC_37017,2020-01-05,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,,10.81,14.29,6.57,10.04,6.95,13.13,9.27,,10.81,,,6.95,,6.18,28.58,9.27,10.43,5.41,,46.35,,6.57,,,8.962963,2.734568,18.209877,4.176889,,-1.271605,48.745014
US_NC_37017,2020-01-06,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,5.17,10.04,9.43,6.69,4.87,4.26,14.91,9.13,,10.35,,4.87,,4.26,7.3,40.77,8.21,9.13,5.48,4.87,35.29,,8.52,,4.87,7.012346,0.617284,16.833333,0.0,,0.098765,61.675158
US_NC_37017,2020-01-07,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,,11.4,12.03,9.81,,,12.98,8.55,5.38,10.13,5.07,5.07,5.7,4.75,9.81,36.09,4.75,12.35,,7.6,38.31,,11.71,6.01,5.07,7.41358,0.623457,18.067901,0.254,,3.296296,75.196686
US_NC_37017,2020-01-08,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,6.45,8.38,13.54,11.93,8.7,7.74,11.61,11.61,8.7,14.19,,7.42,,,10.96,38.04,,5.8,,9.03,47.07,5.8,11.61,7.74,,6.783951,-1.018519,16.790123,0.084667,,-1.135802,57.144312
US_NC_37017,2020-01-09,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,,6.46,10.01,8.07,5.49,7.43,16.15,7.43,4.84,7.75,6.14,,,4.52,10.01,33.58,,6.46,,6.14,40.04,,6.46,7.1,6.78,5.858025,-0.722222,15.166667,0.0,,-1.067901,61.329864
US_NC_37017,2020-01-10,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,7.75,12.59,8.72,8.07,5.17,4.52,14.86,4.52,,12.92,6.46,5.49,7.1,4.84,8.07,33.91,,8.07,5.49,6.14,44.56,,5.49,7.1,5.49,10.87037,2.888889,20.993827,0.0,,6.018519,72.046409
US_NC_37017,2020-01-11,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,5.42,6.58,8.12,8.9,,,13.54,10.45,,10.45,,5.8,,9.29,9.67,29.02,8.9,10.06,7.74,6.58,47.59,,10.83,10.45,6.19,18.648148,12.709877,23.395062,0.0635,,15.308642,81.030159
US_NC_37017,2020-01-12,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,7.54,12.06,7.16,10.93,,9.8,15.82,7.16,,13.94,,5.28,,5.28,9.8,25.24,,11.68,9.8,6.03,54.63,6.78,7.54,7.91,,20.833333,16.895062,23.185185,8.41375,,18.765432,88.024902
US_NC_37017,2020-01-13,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,6.74,8.03,9.31,9.63,,,13.17,8.99,,13.49,,4.5,5.14,,11.56,25.37,7.07,8.03,,7.71,36.29,,6.1,11.24,,19.407407,17.783951,22.432099,10.16,,18.771605,96.160031
US_NC_37017,2020-01-14,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,5.89,10.8,12.11,14.72,4.58,6.22,15.38,7.2,,11.12,,,4.91,5.56,9.82,26.18,9.49,8.51,8.83,6.54,45.48,7.85,9.49,7.2,7.2,19.790123,17.333333,23.123457,13.687778,,18.419753,91.916178
US_NC_37017,2020-01-15,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,5.75,9.26,8.62,7.98,5.43,5.75,14.69,8.94,4.47,8.3,6.07,,5.43,4.79,9.9,28.42,6.71,7.03,5.43,6.71,35.13,,5.75,6.07,8.3,17.753086,14.858025,21.950617,1.27,,15.888889,88.874005
US_NC_37017,2020-01-16,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,5.96,11.26,8.94,5.3,6.62,5.96,11.26,9.94,6.96,8.94,5.3,7.29,7.29,8.61,9.94,24.84,8.61,8.61,8.28,,35.78,4.64,4.97,7.95,,17.487654,13.895062,22.037037,0.0,,11.753086,69.270084
US_NC_37017,2020-01-17,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,,5.52,12.52,8.47,,,15.09,9.94,,13.25,,,,6.99,5.89,24.29,,5.52,11.04,7.36,27.97,,,,5.15,7.709877,2.895062,15.314815,0.197556,,-7.197531,34.099472
US_NC_37017,2020-01-18,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,8.39,9.59,8.79,7.19,,6.0,16.39,11.99,6.0,9.59,6.39,6.39,,6.0,8.79,27.58,,13.59,7.59,,43.96,,7.59,6.0,,5.864198,1.506173,13.074074,0.0,,-2.123457,56.640329
US_NC_37017,2020-01-19,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,6.57,11.6,11.6,13.53,7.73,6.96,13.53,9.66,,8.5,,9.28,,5.41,9.66,34.79,8.89,13.14,6.18,7.73,47.16,5.8,,,,14.679012,7.382716,16.734568,1.306286,,9.950617,73.387669
US_NC_37017,2020-01-20,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,8.19,7.44,12.28,10.42,8.19,7.07,21.96,10.42,5.21,9.68,,9.3,,6.7,12.28,31.26,7.07,11.54,11.16,,48.75,,6.33,5.21,5.21,2.765432,-1.728395,13.592593,0.423333,,-8.080247,44.788135
US_NC_37017,2020-01-21,ChIJccIvb2BRqokRal4yllnTwCw,Q504403,geoId/37017,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2,,,,,,,33443,15919,17524,3597,4100,3724,3491,4039,4787,5040,3098,1567,2528676,34.62,-78.56,2298,76.85,,,,,,,5.62,8.27,9.59,,4.63,27.13,11.58,,12.57,,7.28,10.59,9.26,9.92,40.03,6.95,7.94,7.94,,44.0,5.62,11.58,5.29,6.29,-0.37037,-3.901235,4.802469,0.0,,-10.45679,46.674545
