location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NC_37079,2020-01-01,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,15.27,24.29,32.62,7.462963,1.345679,13.91358,0.0,,0.493827,61.434256
US_NC_37079,2020-01-02,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,14.9,28.38,34.77,44.7,6.567901,0.512346,15.462963,0.0,,1.037037,67.944417
US_NC_37079,2020-01-03,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,17.86,19.92,43.27,14.672222,6.738889,24.438889,1.397,,10.766667,77.936911
US_NC_37079,2020-01-04,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,11.52,18.0,26.63,38.87,17.427778,13.083333,21.994444,12.784667,,15.905556,90.863738
US_NC_37079,2020-01-05,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,18.12,24.39,42.51,8.388889,3.055556,16.861111,2.709333,,-0.227778,54.6914
US_NC_37079,2020-01-06,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,14.26,30.45,31.75,5.494444,-0.394444,16.072222,2.032,,-0.422222,65.996143
US_NC_37079,2020-01-07,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,16.87,31.87,35.62,5.827778,-1.155556,17.566667,0.2032,,2.016667,76.672387
US_NC_37079,2020-01-08,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,15.32,24.25,48.5,38.93,6.25,-1.55,16.138889,0.5588,,-1.827778,56.350065
US_NC_37079,2020-01-09,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,14.0,16.55,45.19,51.55,4.138889,-1.961111,12.75,0.0,,-1.344444,67.59711
US_NC_37079,2020-01-10,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,11.39,22.77,26.57,36.69,9.572222,1.127778,20.788889,0.0,,5.194444,74.228454
US_NC_37079,2020-01-11,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,,23.5,46.26,18.027778,13.422222,22.883333,0.036286,,14.4,79.502724
US_NC_37079,2020-01-12,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,15.53,27.68,52.67,20.872222,16.722222,22.55,6.9088,,18.088889,84.211991
US_NC_37079,2020-01-13,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,10.42,20.22,31.86,34.31,18.955556,16.561111,22.277778,3.175,,18.305556,96.05144
US_NC_37079,2020-01-14,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,14.94,28.64,46.07,19.0,16.483333,22.694444,15.131143,,17.9,93.387874
US_NC_37079,2020-01-15,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,11.72,18.23,24.75,52.75,16.711111,14.066667,21.122222,0.0254,,14.533333,87.085023
US_NC_37079,2020-01-16,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,10.3,14.81,29.62,36.06,16.477778,12.638889,19.616667,0.0,,10.294444,67.01013
US_NC_37079,2020-01-17,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,15.63,18.89,35.17,6.294444,1.35,13.688889,0.0,,-7.233333,37.400911
US_NC_37079,2020-01-18,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,18.9,20.3,38.5,4.2,-0.2,11.8,0.0,,-2.477778,61.903381
US_NC_37079,2020-01-19,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,12.17,12.17,25.02,45.31,13.694444,7.9,15.561111,2.074333,,9.061111,73.628865
US_NC_37079,2020-01-20,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,10.53,14.03,25.96,52.62,1.738889,-2.033333,9.488889,0.2286,,-8.011111,48.424419
US_NC_37079,2020-01-21,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,12.29,21.51,30.11,44.24,-1.005556,-4.155556,3.561111,0.0,,-9.888889,51.03922
US_NC_37079,2020-01-22,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,10.15,19.66,36.15,34.88,1.05,-3.372222,8.288889,0.0,,-6.838889,55.704219
US_NC_37079,2020-01-23,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,12.38,19.55,28.02,35.84,3.25,-2.361111,10.661111,0.0,,-0.305556,77.556134
US_NC_37079,2020-01-24,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,26.54,31.6,42.34,9.722222,3.461111,19.455556,0.0,,6.838889,82.258766
US_NC_37079,2020-01-25,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,13.78,26.83,37.7,42.78,13.838889,8.055556,17.45,12.2936,,10.355556,79.57989
US_NC_37079,2020-01-26,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,18.75,33.63,43.33,6.761111,1.555556,13.083333,1.8288,,1.288889,68.238283
US_NC_37079,2020-01-27,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,10.01,26.9,45.67,31.91,5.794444,-0.305556,14.511111,0.0,,1.666667,74.888305
US_NC_37079,2020-01-28,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,10.27,21.19,38.53,41.09,7.505556,2.227778,12.7,1.989667,,2.55,70.891385
US_NC_37079,2020-01-29,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,12.62,27.77,39.12,41.65,3.788889,-1.538889,11.266667,0.0254,,-0.488889,73.720115
US_NC_37079,2020-01-30,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,30.12,44.22,37.17,6.116667,1.455556,11.077778,0.0,,0.044444,65.157918
US_NC_37079,2020-01-31,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,22.52,42.53,35.65,4.183333,-0.605556,11.316667,2.455333,,0.8,78.696979
US_NC_37079,2020-02-01,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,11.65,30.59,41.51,36.41,6.116667,3.244444,9.055556,18.832286,,5.472222,95.667024
US_NC_37079,2020-02-02,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,27.32,35.03,55.34,7.944444,1.961111,16.727778,0.254,,2.45,68.310583
US_NC_37079,2020-02-03,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,13.36,29.14,36.43,37.04,14.583333,5.955556,24.338889,0.0,,3.033333,46.033528
US_NC_37079,2020-02-04,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,,25.05,29.94,42.16,16.438889,10.422222,22.938889,0.0,,7.25,54.602762
US_NC_37079,2020-02-05,ChIJacvcwG6YrokR2N-xwU_S9Gc,Q511772,geoId/37079,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2,,,,,,,20963,11439,9524,2255,2482,2812,2857,2757,2932,2657,1423,788,2528704,35.49,-77.68,689,77.075,,,,,11.38,31.6,47.4,37.28,17.327778,14.238889,20.933333,0.465667,,12.577778,73.758197
