location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NC_37111,2020-01-11,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,6.84,3.97,7.06,11.69,9.92,8.16,5.51,3.53,,20.73,5.07,10.37,,4.63,8.6,3.75,4.85,5.51,4.63,3.75,4.41,3.75,5.29,26.91,7.06,,6.84,4.19,,7.28,4.63,44.99,4.41,6.17,8.16,,5.73,3.75,,13.433333,8.166667,18.622222,4.445,,11.993056,92.052464
US_NC_37111,2020-01-12,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,7.91,6.98,4.42,9.3,7.91,6.05,6.05,5.81,3.72,18.6,6.74,8.14,3.49,9.3,11.86,8.37,5.12,7.21,3.26,,5.81,,7.44,26.98,8.6,,6.98,,3.72,6.05,8.6,46.98,4.19,8.84,7.91,7.91,,3.95,,15.838889,9.333333,20.266667,33.87725,,10.979167,70.535001
US_NC_37111,2020-01-13,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,4.81,8.65,6.35,8.65,9.62,8.46,5.96,5.19,,16.92,2.69,7.12,4.04,7.69,12.88,5.77,7.12,5.96,4.81,4.04,6.92,4.62,9.42,23.65,12.69,2.69,8.27,3.85,6.15,7.31,7.12,48.84,,5.96,4.04,7.5,4.23,4.42,,11.4,8.288889,16.772222,2.467429,,10.020833,88.106744
US_NC_37111,2020-01-14,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,4.0,6.29,,9.15,9.34,6.67,5.15,3.81,3.81,15.63,,9.34,3.05,4.58,12.39,2.86,5.34,8.01,4.77,3.05,6.67,2.67,10.49,22.5,6.1,3.62,5.53,4.19,7.05,3.81,7.82,49.0,3.62,5.53,6.48,6.48,5.91,3.62,,13.677778,10.677778,16.422222,9.17575,,12.979167,94.164101
US_NC_37111,2020-01-15,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,6.76,5.21,2.7,7.92,8.49,6.37,6.18,4.05,2.7,18.15,3.48,8.49,,5.79,7.53,5.21,3.86,5.79,4.44,2.9,6.37,3.67,9.27,28.19,5.21,3.28,5.99,,4.44,5.02,4.05,42.09,,5.99,6.37,3.28,5.21,,,13.088889,10.388889,17.75,4.572,,12.4375,94.129786
US_NC_37111,2020-01-16,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,5.32,8.28,4.34,8.09,9.66,8.09,6.31,3.94,,17.35,3.15,7.1,,5.13,10.85,6.51,5.72,5.13,3.55,2.96,5.52,4.54,7.49,25.24,7.69,4.93,7.89,3.15,2.76,5.72,6.51,44.37,4.73,4.54,5.92,5.52,5.13,3.35,,12.527778,8.527778,16.472222,0.1524,,6.069444,63.527888
US_NC_37111,2020-01-17,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,4.98,6.58,4.18,8.37,8.37,4.18,5.18,4.78,3.39,15.35,3.59,7.97,4.98,5.38,14.15,5.98,5.78,4.38,5.98,4.98,3.39,3.19,7.77,24.31,7.97,2.79,5.18,,6.78,3.99,4.98,38.06,4.18,6.78,5.58,5.18,7.57,,3.19,5.205556,1.083333,10.561111,0.0,,-11.25,29.266793
US_NC_37111,2020-01-18,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,3.34,8.92,4.01,7.13,7.58,4.01,5.13,,3.79,13.6,,11.15,4.24,6.24,11.15,6.02,4.01,7.8,5.13,3.57,4.9,,6.24,28.76,7.58,,8.92,,,4.46,5.8,39.46,,10.92,5.8,6.24,5.35,,3.34,2.861111,0.277778,6.616667,0.6985,,-4.847222,57.25161
US_NC_37111,2020-01-19,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,5.18,6.08,4.96,9.01,8.56,6.08,5.18,3.38,,17.34,4.73,9.91,3.6,4.05,10.36,5.86,5.86,5.41,4.05,4.5,5.18,,7.66,27.25,5.86,3.6,8.56,6.08,4.05,5.63,4.73,44.82,6.53,9.91,7.66,4.96,4.5,3.83,3.38,5.788889,0.894444,9.994444,1.669143,,-0.805556,61.358181
US_NC_37111,2020-01-20,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,5.04,10.52,,9.64,7.45,4.6,6.36,6.14,4.16,18.63,3.29,10.08,3.51,5.92,10.08,4.6,6.14,6.58,6.58,4.6,7.23,,8.99,33.97,8.11,4.38,6.36,3.07,4.6,7.23,5.48,44.27,5.04,8.77,6.58,6.79,6.58,3.29,,-2.027778,-5.427778,3.883333,0.0,,-10.465278,50.710341
US_NC_37111,2020-01-21,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,5.4,8.21,4.75,11.66,7.13,6.7,7.56,3.02,,21.6,,11.45,,,11.23,4.54,6.05,6.7,,,7.78,3.24,10.8,32.18,9.07,3.24,6.7,4.97,6.05,7.99,4.32,51.61,3.02,11.23,7.34,5.18,4.75,3.46,4.1,-3.3,-6.388889,1.522222,0.0,,-11.6875,50.966707
US_NC_37111,2020-01-22,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,6.7,7.1,5.13,10.25,8.87,7.1,6.31,3.15,,18.73,4.34,10.65,4.34,6.31,10.45,6.9,3.75,4.34,2.76,,6.31,2.96,13.01,24.64,7.89,5.52,7.1,4.54,5.32,7.49,9.27,41.21,4.54,5.13,3.35,4.34,7.49,,4.14,-1.827778,-8.266667,7.25,0.0,,-11.576389,45.866095
US_NC_37111,2020-01-23,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,5.69,7.45,4.71,9.8,11.96,7.84,5.1,2.75,3.92,18.82,2.75,10.2,4.71,5.69,9.22,3.73,4.9,6.47,7.06,4.71,4.9,6.47,6.86,29.61,7.45,7.25,6.86,3.53,3.73,3.92,8.24,45.1,6.86,8.24,6.67,5.69,6.08,3.33,3.33,1.266667,-5.072222,9.544444,0.0,,-8.638889,47.23418
US_NC_37111,2020-01-24,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,8.82,9.01,7.13,11.83,9.01,6.57,5.63,3.19,4.13,23.09,4.32,6.57,3.57,,6.57,5.63,3.57,4.32,,4.5,4.88,,9.2,32.85,6.57,3.94,7.7,,5.44,5.63,4.13,40.74,2.82,4.5,6.95,5.26,5.82,3.0,3.57,4.044444,0.016667,7.605556,5.5245,,-0.201389,74.042338
US_NC_37111,2020-01-25,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,5.25,7.76,3.19,8.44,7.76,5.47,5.93,3.88,3.42,24.86,3.65,8.9,4.11,7.76,20.76,6.16,3.88,3.65,3.42,3.42,4.79,,9.35,31.94,6.39,,8.9,4.56,5.02,3.42,5.47,38.78,,6.62,6.62,5.02,5.7,3.65,5.25,4.65,1.444444,8.911111,23.8506,,2.222222,81.7509
US_NC_37111,2020-01-26,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,6.97,10.24,3.49,7.85,11.99,4.36,6.97,5.01,3.05,27.68,3.71,8.94,3.49,5.01,7.85,6.76,7.41,7.63,,4.79,5.01,3.05,7.63,31.17,3.05,3.05,6.1,5.01,3.49,7.19,6.76,44.46,5.88,3.92,6.32,3.71,5.45,9.15,6.32,2.372222,-2.761111,10.366667,0.0254,,-3.479167,64.202394
US_NC_37111,2020-01-27,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,4.5,5.44,3.75,9.76,8.26,6.19,5.63,2.63,3.75,25.34,6.19,7.7,2.81,4.13,11.82,5.63,6.01,3.57,6.19,,4.69,6.19,9.01,35.66,3.75,2.63,6.38,3.0,4.69,5.63,7.13,45.79,3.75,5.44,5.63,4.13,4.5,,3.38,4.661111,-0.388889,9.688889,0.254,,0.590278,72.648633
US_NC_37111,2020-01-28,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,5.42,7.75,5.81,8.71,9.87,3.87,6.2,3.1,3.48,21.49,3.1,6.58,2.71,5.03,10.84,4.07,5.03,4.84,5.42,4.45,4.07,4.65,10.07,33.3,4.45,3.87,8.13,,5.81,5.81,4.45,41.24,6.39,8.91,5.03,5.42,4.65,,3.1,5.305556,-0.472222,11.955556,1.197429,,-0.416667,66.120543
US_NC_37111,2020-01-29,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,5.15,5.53,4.39,10.11,8.97,6.68,6.29,3.05,,27.85,4.2,9.16,4.58,6.87,10.68,7.06,7.25,4.96,3.05,4.01,2.86,,7.63,33.19,7.06,4.39,4.77,2.86,8.39,4.58,7.63,45.02,4.2,6.29,6.87,5.53,,3.05,3.81,3.488889,-1.961111,9.705556,0.0,,-1.333333,69.052182
US_NC_37111,2020-01-30,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,3.69,6.21,,12.81,8.35,5.24,6.79,4.85,6.21,27.75,3.88,7.76,2.72,6.6,10.29,2.72,8.54,5.82,5.24,4.27,3.49,3.88,8.35,32.22,5.63,,6.41,4.08,6.41,4.08,5.63,38.24,2.91,7.18,6.99,4.27,4.27,,3.1,5.011111,1.427778,9.527778,0.108857,,0.430556,72.740596
US_NC_37111,2020-01-31,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,4.65,7.17,4.65,9.88,6.39,3.1,3.1,,4.46,28.67,3.68,9.11,,3.88,10.27,4.26,6.2,8.52,5.04,,3.68,3.29,9.69,31.58,5.04,,8.72,,3.49,4.65,,37.39,,7.17,6.39,4.26,6.2,3.29,2.71,2.433333,-0.338889,6.622222,2.31775,,-0.125,84.72893
US_NC_37111,2020-02-01,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,5.43,5.66,4.53,11.31,6.34,6.34,8.15,,,25.8,,8.6,,,8.6,5.43,7.01,5.43,,3.85,8.6,,7.24,32.58,4.98,3.85,9.05,4.07,3.39,,3.62,45.71,3.17,7.24,5.43,3.17,6.56,4.3,3.17,3.522222,0.111111,10.416667,3.189111,,1.541667,86.653679
US_NC_37111,2020-02-02,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,5.65,7.45,,9.48,7.45,6.55,4.74,3.84,4.29,24.16,3.39,10.39,4.07,3.39,12.87,4.52,5.65,4.52,4.74,3.16,,,4.07,29.58,4.74,,7.23,4.29,,4.52,6.32,38.62,,4.29,,6.78,4.52,5.65,3.16,6.95,-0.116667,16.861111,0.3556,,-1.340278,54.86357
US_NC_37111,2020-02-03,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,5.24,9.7,2.91,11.64,10.86,4.27,4.27,5.62,3.88,20.37,2.71,10.09,7.37,7.37,12.61,7.76,9.12,7.37,4.66,,5.62,2.91,10.09,37.24,6.98,,8.92,3.49,4.85,4.27,5.43,38.79,3.49,7.56,5.82,6.79,6.21,3.3,3.1,11.322222,1.338889,22.261111,0.0,,-0.368056,42.040425
US_NC_37111,2020-02-04,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,6.07,7.58,3.98,12.51,11.76,6.64,4.93,3.6,5.31,21.8,3.79,12.13,,4.55,8.53,3.03,7.96,7.58,5.69,4.36,7.77,4.74,9.48,32.42,5.88,,10.81,,4.93,7.01,7.21,39.62,6.83,7.21,5.88,,7.39,2.65,3.03,14.616667,10.444444,19.411111,0.254,,4.222222,48.041401
US_NC_37111,2020-02-05,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,8.04,9.91,4.3,8.04,9.17,4.49,6.36,4.86,2.62,24.69,3.37,7.11,3.55,5.61,9.35,6.17,6.55,6.55,3.93,,4.3,4.12,8.23,28.25,6.36,5.24,7.3,,6.92,5.42,5.05,44.34,4.86,7.11,7.67,4.68,5.61,3.18,,13.811111,11.566667,15.955556,4.826,,12.180556,87.68186
US_NC_37111,2020-02-06,ChIJVZhJBk60UIgRd7v1AlX2MWQ,Q507811,geoId/37111,US,United States of America,NC,North Carolina,37111,McDowell County,US,USA,2,,,,,,,45083,22557,22526,4788,5298,5246,4908,5968,6544,6310,3957,2064,2528721,35.68,-82.05,1156,76.64,,,,,,,3.75,5.62,3.94,11.24,11.24,5.43,7.31,3.56,3.0,18.74,3.37,8.06,4.12,3.94,8.25,3.37,6.37,4.12,4.12,3.0,4.5,,10.87,26.99,5.43,4.87,7.12,3.19,5.06,3.75,7.31,41.42,5.43,6.18,4.69,3.75,3.94,,3.56,14.605556,13.255556,16.461111,29.591,,14.256944,96.784593
