location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NC_37169,2020-01-01,ChIJ2YKiJ4JWUogRs5iaqQMK-BY,Q506682,geoId/37169,US,United States of America,NC,North Carolina,37169,Stokes County,US,USA,2,,,,,,,45724,22352,23372,4388,5266,4976,4586,6148,7342,6524,4268,2226,2528745,36.41,-80.23,1181,77.233333,,,,,,4.08,8.75,3.89,7.0,5.25,5.64,4.28,5.06,13.81,3.31,10.31,,3.31,7.2,4.86,4.47,5.06,3.5,4.28,5.06,3.5,5.83,22.95,7.58,3.31,6.81,3.69,4.28,5.06,39.87,4.28,8.36,4.67,2.92,4.47,3.5,5.794444,0.488889,11.561111,0.0,,-2.016667,57.492053
US_NC_37169,2020-01-02,ChIJ2YKiJ4JWUogRs5iaqQMK-BY,Q506682,geoId/37169,US,United States of America,NC,North Carolina,37169,Stokes County,US,USA,2,,,,,,,45724,22352,23372,4388,5266,4976,4586,6148,7342,6524,4268,2226,2528745,36.41,-80.23,1181,77.233333,,,,,,4.48,7.35,3.41,9.86,6.63,5.38,5.2,4.48,21.16,3.94,15.78,,4.66,7.89,3.77,5.02,3.23,4.12,3.59,5.92,,8.96,24.57,5.74,4.48,8.25,4.3,5.38,5.74,39.45,4.3,6.81,6.81,3.59,2.51,4.66,4.083333,-0.222222,10.55,0.211667,,-0.027778,74.936152
US_NC_37169,2020-01-03,ChIJ2YKiJ4JWUogRs5iaqQMK-BY,Q506682,geoId/37169,US,United States of America,NC,North Carolina,37169,Stokes County,US,USA,2,,,,,,,45724,22352,23372,4388,5266,4976,4586,6148,7342,6524,4268,2226,2528745,36.41,-80.23,1181,77.233333,,,,,,5.6,6.29,2.97,11.37,6.64,5.6,5.95,2.45,16.61,3.85,12.77,2.8,3.32,9.09,5.25,5.6,6.29,4.9,4.37,4.9,3.15,8.74,29.9,6.47,4.9,6.64,3.32,3.67,4.2,42.15,5.6,6.82,6.64,3.67,4.9,3.67,7.655556,2.333333,10.794444,12.065,,7.094444,96.2973
US_NC_37169,2020-01-04,ChIJ2YKiJ4JWUogRs5iaqQMK-BY,Q506682,geoId/37169,US,United States of America,NC,North Carolina,37169,Stokes County,US,USA,2,,,,,,,45724,22352,23372,4388,5266,4976,4586,6148,7342,6524,4268,2226,2528745,36.41,-80.23,1181,77.233333,,,,,,4.08,7.58,3.11,8.75,4.86,5.25,5.83,5.05,16.72,4.28,13.41,2.72,4.47,7.0,6.61,4.28,,3.3,3.5,6.41,3.89,6.22,24.68,6.03,,6.41,2.72,4.86,4.67,37.12,,4.08,6.03,4.67,4.67,,11.7,6.544444,15.438889,13.490222,,10.361111,91.570136
US_NC_37169,2020-01-05,ChIJ2YKiJ4JWUogRs5iaqQMK-BY,Q506682,geoId/37169,US,United States of America,NC,North Carolina,37169,Stokes County,US,USA,2,,,,,,,45724,22352,23372,4388,5266,4976,4586,6148,7342,6524,4268,2226,2528745,36.41,-80.23,1181,77.233333,,,,,,7.23,9.38,3.52,7.62,8.8,5.28,6.25,5.67,16.22,4.3,10.16,3.13,6.06,8.01,4.69,5.08,5.86,7.23,3.32,3.91,2.93,6.65,23.85,4.89,3.13,8.6,5.28,,4.5,39.48,6.25,5.28,5.08,6.25,5.08,4.3,4.844444,0.35,12.366667,1.7526,,-3.783333,53.964225
US_NC_37169,2020-01-06,ChIJ2YKiJ4JWUogRs5iaqQMK-BY,Q506682,geoId/37169,US,United States of America,NC,North Carolina,37169,Stokes County,US,USA,2,,,,,,,45724,22352,23372,4388,5266,4976,4586,6148,7342,6524,4268,2226,2528745,36.41,-80.23,1181,77.233333,,,,,,5.15,8.27,2.76,8.64,9.38,4.04,7.54,5.51,14.89,3.86,7.17,3.31,4.78,8.09,3.31,4.96,5.7,3.31,3.68,2.94,2.94,4.6,20.59,6.62,3.31,5.15,4.41,4.23,6.07,37.32,2.94,6.62,4.41,5.15,4.41,,5.077778,-1.822222,13.55,0.0,,-4.333333,50.764547
US_NC_37169,2020-01-07,ChIJ2YKiJ4JWUogRs5iaqQMK-BY,Q506682,geoId/37169,US,United States of America,NC,North Carolina,37169,Stokes County,US,USA,2,,,,,,,45724,22352,23372,4388,5266,4976,4586,6148,7342,6524,4268,2226,2528745,36.41,-80.23,1181,77.233333,,,,,,4.03,6.42,3.3,9.35,7.33,8.25,6.6,3.48,18.88,5.68,8.98,3.67,3.48,7.7,5.87,3.12,4.21,3.85,3.67,3.48,3.12,5.68,24.74,6.05,4.4,6.42,3.12,3.48,6.6,40.69,3.85,6.05,6.6,4.76,4.58,4.95,2.711111,-1.888889,11.611111,1.905,,-2.766667,67.871691
US_NC_37169,2020-01-08,ChIJ2YKiJ4JWUogRs5iaqQMK-BY,Q506682,geoId/37169,US,United States of America,NC,North Carolina,37169,Stokes County,US,USA,2,,,,,,,45724,22352,23372,4388,5266,4976,4586,6148,7342,6524,4268,2226,2528745,36.41,-80.23,1181,77.233333,,,,,,5.08,8.66,4.33,12.05,8.66,6.4,5.08,3.58,14.68,4.33,10.35,2.63,5.46,6.59,3.2,,2.82,3.39,,4.89,,6.4,29.55,6.78,,7.34,2.82,5.83,4.33,37.08,3.95,9.98,5.46,3.58,4.89,,4.75,-1.977778,13.027778,2.1082,,-4.416667,51.721144
US_NC_37169,2020-01-09,ChIJ2YKiJ4JWUogRs5iaqQMK-BY,Q506682,geoId/37169,US,United States of America,NC,North Carolina,37169,Stokes County,US,USA,2,,,,,,,45724,22352,23372,4388,5266,4976,4586,6148,7342,6524,4268,2226,2528745,36.41,-80.23,1181,77.233333,,,,,,3.04,7.79,3.8,9.88,6.65,4.94,5.89,3.42,13.69,,9.5,2.85,3.99,6.65,3.8,5.13,3.8,4.56,4.94,7.41,3.42,6.08,26.42,6.27,3.61,6.84,4.56,5.13,6.27,35.55,5.32,7.98,4.75,2.85,4.56,,3.722222,-2.561111,11.888889,0.0,,-5.061111,52.898549
US_NC_37169,2020-01-10,ChIJ2YKiJ4JWUogRs5iaqQMK-BY,Q506682,geoId/37169,US,United States of America,NC,North Carolina,37169,Stokes County,US,USA,2,,,,,,,45724,22352,23372,4388,5266,4976,4586,6148,7342,6524,4268,2226,2528745,36.41,-80.23,1181,77.233333,,,,,,3.89,8.14,4.26,9.81,7.03,,3.7,3.15,17.77,3.52,8.88,4.26,4.26,9.07,5.55,5.0,4.44,5.92,4.07,2.96,2.59,10.55,30.35,4.44,2.59,5.92,4.07,3.7,,31.83,,9.25,4.44,4.44,3.52,4.44,6.288889,-0.561111,11.511111,0.0,,0.794444,68.063516
