location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NC_37165,2020-01-01,ChIJB68Q7zEsq4kR3UDlzkLzD7Y,Q506690,geoId/37165,US,United States of America,NC,North Carolina,37165,Scotland County,US,USA,2,,,,,,,35174,17436,17738,4559,4497,4765,3963,4298,4567,4444,2643,1438,2528743,34.84,-79.48,830,75.585714,,,,,7.03,11.95,6.33,14.41,7.73,7.03,,,18.98,15.81,,6.33,6.33,,5.97,,10.19,,9.14,27.76,,11.24,5.62,,6.33,50.6,,10.89,5.27,5.62,8.43,7.290123,0.814815,14.5,0.028222,,-0.419753,58.174317
US_NC_37165,2020-01-02,ChIJB68Q7zEsq4kR3UDlzkLzD7Y,Q506690,geoId/37165,US,United States of America,NC,North Carolina,37165,Scotland County,US,USA,2,,,,,,,35174,17436,17738,4559,4497,4765,3963,4298,4567,4444,2643,1438,2528743,34.84,-79.48,830,75.585714,,,,,,9.31,,14.28,9.31,7.45,9.01,4.66,18.63,11.18,5.28,6.52,,,,7.45,5.9,5.9,11.18,31.98,7.45,6.21,4.66,4.97,5.9,41.3,7.14,9.31,4.35,4.66,6.83,6.740741,1.648148,13.092593,0.471714,,2.358025,73.87245
US_NC_37165,2020-01-03,ChIJB68Q7zEsq4kR3UDlzkLzD7Y,Q506690,geoId/37165,US,United States of America,NC,North Carolina,37165,Scotland County,US,USA,2,,,,,,,35174,17436,17738,4559,4497,4765,3963,4298,4567,4444,2643,1438,2528743,34.84,-79.48,830,75.585714,,,,,8.44,6.25,,14.07,9.69,5.31,5.63,,18.75,9.69,5.63,8.75,,5.94,5.0,6.56,,,10.63,35.63,5.31,10.94,5.94,5.0,7.19,44.7,5.63,14.69,8.13,6.88,8.75,13.574074,5.154321,23.54321,2.648857,,11.512346,87.448425
US_NC_37165,2020-01-04,ChIJB68Q7zEsq4kR3UDlzkLzD7Y,Q506690,geoId/37165,US,United States of America,NC,North Carolina,37165,Scotland County,US,USA,2,,,,,,,35174,17436,17738,4559,4497,4765,3963,4298,4567,4444,2643,1438,2528743,34.84,-79.48,830,75.585714,,,,,7.04,7.38,5.03,9.72,4.69,8.72,7.38,5.37,20.79,11.06,,7.71,,,5.37,5.03,8.05,5.03,9.05,30.18,,11.74,,10.06,5.7,40.57,,9.72,6.71,,,17.049383,10.469136,22.450617,18.759714,,14.537037,85.229907
US_NC_37165,2020-01-05,ChIJB68Q7zEsq4kR3UDlzkLzD7Y,Q506690,geoId/37165,US,United States of America,NC,North Carolina,37165,Scotland County,US,USA,2,,,,,,,35174,17436,17738,4559,4497,4765,3963,4298,4567,4444,2643,1438,2528743,34.84,-79.48,830,75.585714,,,,,,10.01,,11.05,7.94,8.29,8.29,8.29,22.44,12.78,6.21,11.39,5.52,6.56,5.87,7.6,6.21,,11.05,33.84,9.32,7.94,6.91,,6.56,39.01,,12.43,,,7.6,7.833333,1.425926,17.388889,2.116667,,-2.006173,49.998618
US_NC_37165,2020-01-06,ChIJB68Q7zEsq4kR3UDlzkLzD7Y,Q506690,geoId/37165,US,United States of America,NC,North Carolina,37165,Scotland County,US,USA,2,,,,,,,35174,17436,17738,4559,4497,4765,3963,4298,4567,4444,2643,1438,2528743,34.84,-79.48,830,75.585714,,,,,7.74,7.19,3.87,14.65,8.85,8.85,6.63,3.87,17.42,10.78,6.63,10.78,3.87,7.46,,4.15,5.81,5.81,9.68,32.9,4.98,8.57,5.81,,8.29,45.06,5.53,8.02,10.23,12.72,4.7,6.91358,-0.54321,16.555556,0.0,,-0.419753,59.834422
US_NC_37165,2020-01-07,ChIJB68Q7zEsq4kR3UDlzkLzD7Y,Q506690,geoId/37165,US,United States of America,NC,North Carolina,37165,Scotland County,US,USA,2,,,,,,,35174,17436,17738,4559,4497,4765,3963,4298,4567,4444,2643,1438,2528743,34.84,-79.48,830,75.585714,,,,,7.22,6.42,4.28,9.9,8.03,5.08,8.83,6.69,17.12,8.29,,7.49,,8.83,4.55,4.82,4.01,,12.31,35.85,8.03,9.63,,5.35,5.89,43.34,5.35,10.43,5.62,5.08,5.89,6.58642,0.111111,16.024691,0.326571,,2.987654,77.981923
US_NC_37165,2020-01-08,ChIJB68Q7zEsq4kR3UDlzkLzD7Y,Q506690,geoId/37165,US,United States of America,NC,North Carolina,37165,Scotland County,US,USA,2,,,,,,,35174,17436,17738,4559,4497,4765,3963,4298,4567,4444,2643,1438,2528743,34.84,-79.48,830,75.585714,,,,,4.02,8.58,,8.85,6.97,,5.9,7.24,12.07,5.63,3.75,10.99,5.63,7.78,6.17,5.09,,5.36,10.73,37.27,6.7,7.78,4.29,5.09,8.85,39.69,5.36,15.28,,7.24,4.83,5.82716,-1.876543,16.419753,0.056444,,-2.024691,57.558591
US_NC_37165,2020-01-09,ChIJB68Q7zEsq4kR3UDlzkLzD7Y,Q506690,geoId/37165,US,United States of America,NC,North Carolina,37165,Scotland County,US,USA,2,,,,,,,35174,17436,17738,4559,4497,4765,3963,4298,4567,4444,2643,1438,2528743,34.84,-79.48,830,75.585714,,,,,7.59,6.51,,15.18,7.59,6.78,9.22,5.96,17.62,4.34,5.15,9.22,,7.05,6.78,6.51,5.96,5.15,10.3,43.37,5.15,9.76,5.69,4.88,4.34,44.19,4.34,20.06,4.34,5.69,4.34,5.432099,-1.962963,15.024691,0.028222,,-2.432099,57.607457
US_NC_37165,2020-01-10,ChIJB68Q7zEsq4kR3UDlzkLzD7Y,Q506690,geoId/37165,US,United States of America,NC,North Carolina,37165,Scotland County,US,USA,2,,,,,,,35174,17436,17738,4559,4497,4765,3963,4298,4567,4444,2643,1438,2528743,34.84,-79.48,830,75.585714,,,,,5.74,6.84,4.1,9.3,8.75,6.56,6.02,7.93,13.68,8.48,4.38,12.58,4.38,8.48,,7.11,6.29,4.1,7.93,26.53,6.02,10.67,,,5.2,40.48,4.65,7.66,8.21,6.56,8.75,9.691358,2.117284,18.098765,0.0,,4.802469,71.770268
