subregion1_name,subregion2_name,date,population,new_deceased,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,state_fips,incidence_rate,normalized_incidence_rate,color
Indiana,Hamilton County,2020-01-31,322933,0.0,,0.0,,18,0.0,0.0,#00FF00
Indiana,Hamilton County,2020-07-31,322933,112.0,112.0,0.0,,18,34.68211672390248,0.4955752212389381,#3FBF00
Indiana,Hamilton County,2021-01-31,322933,226.0,338.0,0.0,,18,69.98355696073179,1.0,#FF0000
Indiana,Hamilton County,2021-07-31,322933,107.0,445.0,93111.0,200384.0,18,33.13380794158541,0.4734513274336284,#3FBF00
Indiana,Hamilton County,2022-01-31,322933,149.0,594.0,35383.0,235767.0,18,46.13960171304883,0.6592920353982301,#7F7F00
Indiana,Hamilton County,2022-07-31,322933,67.0,661.0,12605.0,248372.0,18,20.747337683048805,0.29646017699115046,#3FBF00
Indiana,Hamilton County,2023-01-31,322933,0.0,,1113.0,249485.0,18,0.0,0.0,#00FF00
Virginia,Appomattox County,2020-01-31,15723,0.0,,0.0,,51,0.0,0.0,#00FF00
Virginia,Appomattox County,2020-07-31,15723,0.0,0.0,0.0,,51,0.0,0.0,#00FF00
Virginia,Appomattox County,2021-01-31,15723,8.0,8.0,0.0,,51,50.88087515105261,0.4444444444444446,#3FBF00
Virginia,Appomattox County,2021-07-31,15723,18.0,26.0,30.0,218.0,51,114.48196908986833,1.0,#FF0000
Virginia,Appomattox County,2022-01-31,15723,17.0,43.0,4918.0,5136.0,51,108.12185969598677,0.9444444444444445,#BF3F00
Virginia,Appomattox County,2022-07-31,15723,10.0,53.0,19.0,5155.0,51,63.601093938815744,0.5555555555555556,#7F7F00
Virginia,Appomattox County,2023-01-31,15723,0.0,,1.0,5156.0,51,0.0,0.0,#00FF00
Arkansas,Phillips County,2020-01-31,18599,0.0,,0.0,,05,0.0,0.0,#00FF00
Arkansas,Phillips County,2020-07-31,18599,6.0,6.0,0.0,,05,32.2597989139201,0.15789473684210525,#00FF00
Arkansas,Phillips County,2021-01-31,18599,25.0,31.0,0.0,,05,134.41582880800044,0.6578947368421054,#7F7F00
Arkansas,Phillips County,2021-07-31,18599,15.0,46.0,1714.0,5607.0,05,80.64949728480026,0.3947368421052632,#3FBF00
Arkansas,Phillips County,2022-01-31,18599,38.0,84.0,2891.0,8498.0,05,204.31205978816064,1.0,#FF0000
Arkansas,Phillips County,2022-07-31,18599,15.0,99.0,551.0,9049.0,05,80.64949728480026,0.3947368421052632,#3FBF00
Arkansas,Phillips County,2023-01-31,18599,0.0,,60.0,9109.0,05,0.0,0.0,#00FF00
Ohio,Sandusky County,2020-01-31,59093,0.0,,0.0,,39,0.0,0.0,#00FF00
Ohio,Sandusky County,2020-07-31,59093,17.0,17.0,0.0,,39,28.768212817084937,0.21250000000000002,#00FF00
Ohio,Sandusky County,2021-01-31,59093,47.0,64.0,0.0,,39,79.53564720017599,0.5875,#7F7F00
Ohio,Sandusky County,2021-07-31,59093,66.0,130.0,7432.0,25172.0,39,111.68835564280032,0.825,#BF3F00
Ohio,Sandusky County,2022-01-31,59093,80.0,210.0,5011.0,30183.0,39,135.37982502157615,1.0,#FF0000
Ohio,Sandusky County,2022-07-31,59093,28.0,238.0,962.0,31145.0,39,47.382938757551656,0.35000000000000003,#3FBF00
Ohio,Sandusky County,2023-01-31,59093,0.0,,87.0,31232.0,39,0.0,0.0,#00FF00
Nebraska,Cuming County,2020-01-31,8947,0.0,,0.0,,31,0.0,0.0,#00FF00
Nebraska,Cuming County,2020-07-31,8947,0.0,0.0,0.0,,31,0.0,0.0,#00FF00
