subregion1_name,subregion2_name,date,population,new_deceased,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,state_fips,incidence_rate,normalized_incidence_rate,color
Washington,Adams County,2022-12-31,19651,4.0,39.0,1257.0,12291.0,53,20.355198208742557,0.0,#00FF00
Kentucky,Bullitt County,2020-12-31,80269,30.0,30.0,0.0,,21,37.37432881934495,0.0,#00FF00
Kentucky,Bullitt County,2021-12-31,80269,130.0,160.0,16826.0,34926.0,21,161.95542488382813,1.0,#FF0000
Kentucky,Bullitt County,2022-12-31,80269,63.0,223.0,2821.0,37747.0,21,78.4860905206244,0.33,#3FBF00
Ohio,Muskingum County,2020-12-31,86123,27.0,27.0,0.0,,39,31.350510316640154,0.0,#00FF00
Ohio,Muskingum County,2021-12-31,86123,202.0,229.0,14088.0,39878.0,39,234.54826236893743,1.0,#FF0000
Ohio,Muskingum County,2022-12-31,86123,65.0,294.0,2424.0,42302.0,39,75.47345076228186,0.21714285714285717,#00FF00
Georgia,Elbert County,2020-12-31,19102,33.0,33.0,0.0,,13,172.75677939482776,0.38636363636363635,#3FBF00
Georgia,Elbert County,2021-12-31,19102,60.0,93.0,2618.0,4151.0,13,314.1032352633232,1.0,#FF0000
Georgia,Elbert County,2022-12-31,19102,16.0,109.0,4086.0,8237.0,13,83.7608627368862,0.0,#00FF00
New Jersey,Essex County,2020-12-31,796349,2391.0,2391.0,0.0,,34,300.24524423337004,1.0,#FF0000
New Jersey,Essex County,2021-12-31,796349,821.0,3212.0,324529.0,531205.0,34,103.09550209769837,0.21065862242332833,#00FF00
New Jersey,Essex County,2022-12-31,796349,402.0,3614.0,64765.0,595970.0,34,50.48037983346497,0.0,#00FF00
South Carolina,Abbeville County,2020-12-31,24567,25.0,25.0,0.0,,45,101.76252696706965,0.7142857142857143,#7F7F00
South Carolina,Abbeville County,2021-12-31,24567,29.0,54.0,3702.0,9275.0,45,118.04453128180079,1.0,#FF0000
South Carolina,Abbeville County,2022-12-31,24567,15.0,69.0,797.0,10072.0,45,61.057516180241784,0.0,#00FF00
Ohio,Portage County,2020-12-31,162473,97.0,97.0,0.0,,39,59.70222744702197,0.0,#00FF00
Ohio,Portage County,2021-12-31,162473,237.0,334.0,42251.0,88634.0,39,145.87039077262068,1.0,#FF0000
Ohio,Portage County,2022-12-31,162473,116.0,450.0,5876.0,94510.0,39,71.3964781840675,0.13571428571428568,#00FF00
Virginia,Spotsylvania County,2020-12-31,132739,67.0,67.0,0.0,,51,50.47499227807954,0.0,#00FF00
Virginia,Spotsylvania County,2021-12-31,132739,117.0,184.0,50581.0,58818.0,51,88.14289696321353,1.0,#FF0000
Virginia,Spotsylvania County,2022-12-31,132739,117.0,301.0,2558.0,61376.0,51,88.14289696321353,1.0,#FF0000
Oklahoma,Washita County,2020-12-31,11055,3.0,3.0,0.0,,40,27.137042062415198,0.0,#00FF00
Oklahoma,Washita County,2021-12-31,11055,31.0,34.0,1749.0,4076.0,40,280.4161013116237,1.0,#FF0000
Oklahoma,Washita County,2022-12-31,11055,20.0,54.0,286.0,4362.0,40,180.91361374943463,0.6071428571428571,#7F7F00
Arkansas,Nevada County,2020-12-31,8309,20.0,20.0,0.0,,05,240.70285232880008,0.8888888888888887,#BF3F00
Arkansas,Nevada County,2021-12-31,8309,22.0,42.0,2302.0,3439.0,05,264.77313756168013,1.0,#FF0000
Arkansas,Nevada County,2022-12-31,8309,4.0,46.0,407.0,3846.0,05,48.14057046576002,0.0,#00FF00
Montana,Powell County,2020-12-31,6789,5.0,5.0,0.0,,30,73.64854912358227,0.11111111111111112,#00FF00
Montana,Powell County,2021-12-31,6789,21.0,26.0,1317.0,3001.0,30,309.32390631904553,1.0,#FF0000
Montana,Powell County,2022-12-31,6789,3.0,29.0,162.0,3163.0,30,44.18912947414936,0.0,#00FF00
North Carolina,Halifax County,2020-12-31,51311,49.0,49.0,0.0,,37,95.4960924558087,0.14285714285714277,#00FF00
North Carolina,Halifax County,2021-12-31,51311,97.0,146.0,11398.0,25133.0,37,189.04328506558048,1.0,#FF0000
North Carolina,Halifax County,2022-12-31,51311,41.0,187.0,2613.0,27746.0,37,79.90489368751341,0.0,#00FF00
Texas,Washington County,2020-12-31,34861,60.0,60.0,0.0,,48,172.1121023493302,0.7580645161290323,#BF3F00
Texas,Washington County,2021-12-31,34861,75.0,135.0,17359.0,17359.0,48,215.14012793666274,1.0,#FF0000
Texas,Washington County,2022-12-31,34861,13.0,148.0,796.0,18155.0,48,37.29095550902154,0.0,#00FF00
Tennessee,Loudon County,2020-12-31,52260,37.0,37.0,0.0,,47,70.7998469192499,0.0,#00FF00
Tennessee,Loudon County,2021-12-31,52260,109.0,146.0,15018.0,33139.0,47,208.57252200535783,1.0,#FF0000
Tennessee,Loudon County,2022-12-31,52260,46.0,192.0,1936.0,35075.0,47,88.0214313050134,0.125,#00FF00
Alabama,Henry County,2020-12-31,17115,8.0,8.0,0.0,,01,46.74262342973999,0.0,#00FF00
Alabama,Henry County,2021-12-31,17115,58.0,66.0,3568.0,7378.0,01,338.88401986561496,1.0,#FF0000
Alabama,Henry County,2022-12-31,17115,10.0,76.0,561.0,7939.0,01,58.42827928717499,0.03999999999999999,#00FF00
West Virginia,Wetzel County,2020-12-31,15433,16.0,16.0,0.0,,54,103.67394544158623,0.0,#00FF00
West Virginia,Wetzel County,2021-12-31,15433,52.0,68.0,7596.0,8364.0,54,336.9403226851552,1.0,#FF0000
West Virginia,Wetzel County,2022-12-31,15433,18.0,86.0,358.0,8722.0,54,116.63318862178448,0.055555555555555476,#00FF00
Alabama,Marengo County,2020-12-31,19396,26.0,26.0,0.0,,01,134.04825737265415,0.21153846153846145,#00FF00
Alabama,Marengo County,2021-12-31,19396,67.0,93.0,4906.0,9734.0,01,345.4320478449165,1.0,#FF0000
Alabama,Marengo County,2022-12-31,19396,15.0,108.0,685.0,10419.0,01,77.33553309960817,0.0,#00FF00
Washington,Clallam County,2020-12-31,75637,4.0,4.0,0.0,,53,5.288417044568135,0.0,#00FF00
Washington,Clallam County,2021-12-31,75637,79.0,83.0,19171.0,50734.0,53,104.44623663022065,1.0,#FF0000
Washington,Clallam County,2022-12-31,75637,58.0,141.0,3024.0,53758.0,53,76.68204714623795,0.72,#7F7F00
Michigan,Mason County,2020-12-31,28996,19.0,19.0,0.0,,26,65.52627948682577,0.0,#00FF00
Michigan,Mason County,2021-12-31,28996,47.0,66.0,7134.0,16921.0,26,162.0913229410953,1.0,#FF0000
Michigan,Mason County,2022-12-31,28996,30.0,96.0,974.0,17895.0,26,103.46254655814595,0.3928571428571428,#3FBF00
Illinois,Vermilion County,2020-12-31,77689,90.0,90.0,0.0,,17,115.84651623782003,0.3097345132743363,#3FBF00
Illinois,Vermilion County,2021-12-31,77689,168.0,258.0,16222.0,32775.0,17,216.24683031059737,1.0,#FF0000
Illinois,Vermilion County,2022-12-31,77689,55.0,313.0,2462.0,35237.0,17,70.79509325644557,0.0,#00FF00
Florida,Indian River County,2020-12-31,154241,159.0,159.0,0.0,,12,103.0854312407207,0.22935779816513763,#00FF00
Florida,Indian River County,2021-12-31,154241,411.0,570.0,50834.0,102855.0,12,266.4661147165799,1.0,#FF0000
Florida,Indian River County,2022-12-31,154241,84.0,654.0,6657.0,109512.0,12,54.4602278252864,0.0,#00FF00
Michigan,Van Buren County,2020-12-31,75303,78.0,78.0,0.0,,26,103.5815306163101,0.22535211267605634,#00FF00
Michigan,Van Buren County,2021-12-31,75303,133.0,211.0,19602.0,40821.0,26,176.61978938422106,1.0,#FF0000
Michigan,Van Buren County,2022-12-31,75303,62.0,273.0,3163.0,43984.0,26,82.33403715655419,0.0,#00FF00
Tennessee,Lake County,2020-12-31,7451,13.0,13.0,0.0,,47,174.47322507046036,0.3333333333333335,#3FBF00
Tennessee,Lake County,2021-12-31,7451,21.0,34.0,1221.0,2350.0,47,281.841363575359,1.0,#FF0000
Tennessee,Lake County,2022-12-31,7451,9.0,43.0,175.0,2525.0,47,120.789155818011,0.0,#00FF00
Georgia,Wilkinson County,2020-12-31,8954,18.0,18.0,0.0,,13,201.02747375474647,0.44999999999999996,#3FBF00
Georgia,Wilkinson County,2021-12-31,8954,29.0,47.0,1553.0,2221.0,13,323.8775966048693,1.0,#FF0000
Georgia,Wilkinson County,2022-12-31,8954,9.0,56.0,2420.0,4641.0,13,100.51373687737323,0.0,#00FF00
Louisiana,Union Parish,2020-12-31,22398,66.0,66.0,0.0,,22,294.66916688990085,1.0,#FF0000
Louisiana,Union Parish,2021-12-31,22398,47.0,113.0,4400.0,9523.0,22,209.84016430038395,0.5681818181818181,#7F7F00
Louisiana,Union Parish,2022-12-31,22398,22.0,135.0,704.0,10227.0,22,98.22305562996696,0.0,#00FF00
Florida,Franklin County,2020-12-31,11724,4.0,4.0,0.0,,12,34.1180484476288,0.0,#00FF00
Florida,Franklin County,2021-12-31,11724,42.0,46.0,2552.0,5650.0,12,358.23950870010236,1.0,#FF0000
Florida,Franklin County,2022-12-31,11724,6.0,52.0,287.0,5937.0,12,51.17707267144319,0.05263157894736839,#00FF00
Minnesota,Hubbard County,2020-12-31,20965,37.0,37.0,0.0,,27,176.48461721917482,1.0,#FF0000
Minnesota,Hubbard County,2021-12-31,20965,14.0,51.0,3503.0,9768.0,27,66.7779632721202,0.20689655172413796,#00FF00
Minnesota,Hubbard County,2022-12-31,20965,8.0,59.0,595.0,10363.0,27,38.158836155497255,0.0,#00FF00
Missouri,Dade County,2020-12-31,7586,29.0,29.0,0.0,,29,382.2831531769048,1.0,#FF0000
Missouri,Dade County,2021-12-31,7586,9.0,38.0,1323.0,3171.0,29,118.63959926179804,0.19999999999999998,#00FF00
Missouri,Dade County,2022-12-31,7586,4.0,42.0,161.0,3332.0,29,52.72871078302136,0.0,#00FF00
Texas,Rusk County,2020-12-31,54213,51.0,51.0,0.0,,48,94.07337723424271,0.09183673469387758,#00FF00
Texas,Rusk County,2021-12-31,54213,140.0,191.0,19672.0,19672.0,48,258.24064338811723,1.0,#FF0000
Texas,Rusk County,2022-12-31,54213,42.0,233.0,1526.0,21198.0,48,77.47219301643517,0.0,#00FF00
Florida,Hendry County,2020-12-31,41018,49.0,49.0,0.0,,12,119.45974937832172,0.41558441558441567,#3FBF00
Florida,Hendry County,2021-12-31,41018,94.0,143.0,12229.0,19232.0,12,229.16768248086206,1.0,#FF0000
Florida,Hendry County,2022-12-31,41018,17.0,160.0,2185.0,21417.0,12,41.4452191720708,0.0,#00FF00
Florida,Osceola County,2020-12-31,353623,288.0,288.0,0.0,,12,81.4426663424042,0.1747126436781609,#00FF00
Florida,Osceola County,2021-12-31,353623,647.0,935.0,172789.0,256817.0,12,182.96321223449831,1.0,#FF0000
Florida,Osceola County,2022-12-31,353623,212.0,1147.0,23735.0,280552.0,12,59.95085161315865,0.0,#00FF00
Ohio,Clinton County,2020-12-31,42004,39.0,39.0,0.0,,39,92.84830016188934,0.0,#00FF00
Ohio,Clinton County,2021-12-31,42004,76.0,115.0,7972.0,18743.0,39,180.9351490334254,1.0,#FF0000
Ohio,Clinton County,2022-12-31,42004,53.0,168.0,2280.0,21023.0,39,126.17845919436245,0.3783783783783784,#3FBF00
Kentucky,Logan County,2020-12-31,27003,39.0,39.0,0.0,,21,144.42839684479503,0.35483870967741943,#3FBF00
Kentucky,Logan County,2021-12-31,27003,59.0,98.0,5678.0,13106.0,21,218.49424138058734,1.0,#FF0000
Kentucky,Logan County,2022-12-31,27003,28.0,126.0,958.0,14064.0,21,103.69218235010925,0.0,#00FF00
Virginia,King George County,2020-12-31,26337,10.0,10.0,0.0,,51,37.96939666628697,0.0,#00FF00
Virginia,King George County,2021-12-31,26337,17.0,27.0,10234.0,11812.0,51,64.54797433268786,1.0,#FF0000
Virginia,King George County,2022-12-31,26337,12.0,39.0,-651.0,11161.0,51,45.563275999544366,0.28571428571428575,#3FBF00
Arkansas,Cross County,2020-12-31,16792,36.0,36.0,0.0,,05,214.38780371605526,1.0,#FF0000
Arkansas,Cross County,2021-12-31,16792,35.0,71.0,4176.0,8052.0,05,208.43258694616483,0.9583333333333331,#BF3F00
Arkansas,Cross County,2022-12-31,16792,12.0,83.0,541.0,8593.0,05,71.46260123868508,0.0,#00FF00
Pennsylvania,York County,2020-12-31,445484,419.0,419.0,0.0,,42,94.05500534250389,0.2388059701492538,#00FF00
Pennsylvania,York County,2021-12-31,445484,776.0,1195.0,133147.0,247456.0,42,174.19256359375422,1.0,#FF0000
Pennsylvania,York County,2022-12-31,445484,307.0,1502.0,25399.0,272855.0,42,68.91381059701358,0.0,#00FF00
Mississippi,Hinds County,2020-12-31,239929,265.0,265.0,0.0,,28,110.4493412634571,0.5079365079365078,#7F7F00
Mississippi,Hinds County,2021-12-31,239929,389.0,654.0,64656.0,125380.0,28,162.1312971754144,1.0,#FF0000
Mississippi,Hinds County,2022-12-31,239929,137.0,791.0,12754.0,138134.0,28,57.100225483372164,0.0,#00FF00
Colorado,Rio Blanco County,2020-12-31,6352,3.0,3.0,0.0,,08,47.22921914357683,0.16666666666666666,#00FF00
Colorado,Rio Blanco County,2021-12-31,6352,8.0,11.0,1796.0,2332.0,08,125.94458438287154,1.0,#FF0000
Colorado,Rio Blanco County,2022-12-31,6352,2.0,13.0,151.0,2483.0,08,31.486146095717885,0.0,#00FF00
Kentucky,Todd County,2020-12-31,12177,16.0,16.0,0.0,,21,131.39525334647286,0.6470588235294118,#7F7F00
Kentucky,Todd County,2021-12-31,12177,22.0,38.0,2713.0,4900.0,21,180.66847335140017,1.0,#FF0000
Kentucky,Todd County,2022-12-31,12177,5.0,43.0,421.0,5321.0,21,41.06101667077277,0.0,#00FF00
Nebraska,Lincoln County,2020-12-31,35265,27.0,27.0,0.0,,31,76.56316461080391,0.08571428571428566,#00FF00
Nebraska,Lincoln County,2021-12-31,35265,59.0,86.0,5416.0,10890.0,31,167.30469303842338,1.0,#FF0000
Nebraska,Lincoln County,2022-12-31,35265,24.0,110.0,974.0,11864.0,31,68.05614632071459,0.0,#00FF00
Texas,Crane County,2020-12-31,4685,9.0,9.0,0.0,,48,192.102454642476,0.8,#BF3F00
Texas,Crane County,2021-12-31,4685,10.0,19.0,1652.0,1652.0,48,213.44717182497334,1.0,#FF0000
Texas,Crane County,2022-12-31,4685,5.0,24.0,137.0,1789.0,48,106.72358591248667,0.0,#00FF00
Louisiana,St. Mary Parish,2020-12-31,50708,102.0,102.0,0.0,,22,201.15169204070364,0.7291666666666666,#7F7F00
Louisiana,St. Mary Parish,2021-12-31,50708,128.0,230.0,10406.0,21082.0,22,252.42565275696143,1.0,#FF0000
Louisiana,St. Mary Parish,2022-12-31,50708,32.0,262.0,1541.0,22623.0,22,63.10641318924036,0.0,#00FF00
Arizona,La Paz County,2020-12-31,20706,35.0,35.0,0.0,,04,169.03313049357675,0.0,#00FF00
Arizona,La Paz County,2021-12-31,20706,73.0,108.0,4112.0,9727.0,04,352.55481502946003,1.0,#FF0000
Arizona,La Paz County,2022-12-31,20706,36.0,144.0,743.0,10470.0,04,173.86264850767893,0.026315789473684133,#00FF00
New Mexico,Roosevelt County,2020-12-31,18900,27.0,27.0,0.0,,35,142.85714285714286,0.2894736842105263,#3FBF00
New Mexico,Roosevelt County,2021-12-31,18900,54.0,81.0,4275.0,6599.0,35,285.7142857142857,1.0,#FF0000
New Mexico,Roosevelt County,2022-12-31,18900,16.0,97.0,679.0,7278.0,35,84.65608465608466,0.0,#00FF00
West Virginia,Harrison County,2020-12-31,67905,33.0,33.0,0.0,,54,48.59730505853766,0.0,#00FF00
West Virginia,Harrison County,2021-12-31,67905,169.0,202.0,23627.0,33724.0,54,248.87710772402622,1.0,#FF0000
West Virginia,Harrison County,2022-12-31,67905,51.0,253.0,2048.0,35772.0,54,75.1049259995582,0.13235294117647062,#00FF00
Massachusetts,Norfolk County,2020-12-31,700599,1302.0,1302.0,0.0,,25,185.84097322434087,1.0,#FF0000
Massachusetts,Norfolk County,2021-12-31,700599,652.0,1954.0,285879.0,530595.0,25,93.06322161464689,0.500768049155146,#7F7F00
Massachusetts,Norfolk County,2022-12-31,700599,0.0,1901.0,42551.0,573146.0,25,0.0,0.0,#00FF00
South Dakota,Union County,2020-12-31,15277,30.0,30.0,0.0,,46,196.37363356679975,1.0,#FF0000
South Dakota,Union County,2021-12-31,15277,17.0,47.0,3251.0,7796.0,46,111.27839235451987,0.48000000000000004,#3FBF00
South Dakota,Union County,2022-12-31,15277,5.0,52.0,757.0,8553.0,46,32.72893892779996,0.0,#00FF00
Louisiana,Madison Parish,2020-12-31,11342,18.0,18.0,0.0,,22,158.70216892964203,0.4242424242424242,#3FBF00
Louisiana,Madison Parish,2021-12-31,11342,37.0,55.0,2650.0,4565.0,22,326.221125022042,1.0,#FF0000
Louisiana,Madison Parish,2022-12-31,11342,4.0,59.0,587.0,5152.0,22,35.26714865103156,0.0,#00FF00
Florida,Santa Rosa County,2020-12-31,174049,128.0,128.0,0.0,,12,73.54250814425822,0.11147540983606556,#00FF00
Florida,Santa Rosa County,2021-12-31,174049,399.0,527.0,50243.0,88635.0,12,229.24578710592994,1.0,#FF0000
Florida,Santa Rosa County,2022-12-31,174049,94.0,621.0,12739.0,101374.0,12,54.00777941843963,0.0,#00FF00
Texas,McCulloch County,2020-12-31,7941,12.0,12.0,0.0,,48,151.1144692104269,0.23809523809523814,#00FF00
Texas,McCulloch County,2021-12-31,7941,28.0,40.0,2940.0,2940.0,48,352.60042815766275,1.0,#FF0000
Texas,McCulloch County,2022-12-31,7941,7.0,47.0,114.0,3054.0,48,88.15010703941569,0.0,#00FF00
Idaho,Elmore County,2020-12-31,26881,9.0,9.0,0.0,,16,33.48089728804732,0.0,#00FF00
Idaho,Elmore County,2021-12-31,26881,44.0,53.0,5523.0,11123.0,16,163.68438674156468,1.0,#FF0000
Idaho,Elmore County,2022-12-31,26881,17.0,70.0,4243.0,15366.0,16,63.24169487742272,0.22857142857142854,#00FF00
Louisiana,Tensas Parish,2020-12-31,4574,3.0,3.0,0.0,,22,65.58810668998689,0.33333333333333337,#3FBF00
Louisiana,Tensas Parish,2021-12-31,4574,7.0,10.0,1237.0,2585.0,22,153.0389156099694,1.0,#FF0000
Louisiana,Tensas Parish,2022-12-31,4574,1.0,11.0,175.0,2760.0,22,21.862702229995627,0.0,#00FF00
Texas,Guadalupe County,2020-12-31,159639,106.0,106.0,0.0,,48,66.39981458164985,0.2916666666666667,#3FBF00
Texas,Guadalupe County,2021-12-31,159639,242.0,348.0,86343.0,86343.0,48,151.59202951659682,1.0,#FF0000
Texas,Guadalupe County,2022-12-31,159639,50.0,398.0,6537.0,92880.0,48,31.320667255495213,0.0,#00FF00
Virginia,Alexandria,2020-12-31,159215,87.0,87.0,0.0,,51,54.64309267342901,1.0,#FF0000
Virginia,Alexandria,2021-12-31,159215,74.0,161.0,70512.0,94414.0,51,46.47803284866376,0.7833333333333334,#BF3F00
Virginia,Alexandria,2022-12-31,159215,27.0,188.0,9280.0,103694.0,51,16.958201174512453,0.0,#00FF00
West Virginia,Pleasants County,2020-12-31,7455,5.0,5.0,0.0,,54,67.0690811535882,0.0,#00FF00
West Virginia,Pleasants County,2021-12-31,7455,26.0,31.0,3421.0,3748.0,54,348.75922199865863,1.0,#FF0000
West Virginia,Pleasants County,2022-12-31,7455,5.0,36.0,233.0,3981.0,54,67.0690811535882,0.0,#00FF00
North Dakota,Emmons County,2020-12-31,3298,10.0,10.0,0.0,,38,303.21406913280777,1.0,#FF0000
North Dakota,Emmons County,2021-12-31,3298,6.0,16.0,382.0,1080.0,38,181.92844147968466,0.5,#7F7F00
North Dakota,Emmons County,2022-12-31,3298,2.0,18.0,47.0,1127.0,38,60.64281382656156,0.0,#00FF00
Texas,Jim Wells County,2020-12-31,40920,65.0,65.0,0.0,,48,158.84652981427175,0.4301075268817204,#3FBF00
Texas,Jim Wells County,2021-12-31,40920,118.0,183.0,20687.0,20687.0,48,288.36754643206257,1.0,#FF0000
Texas,Jim Wells County,2022-12-31,40920,25.0,208.0,1342.0,22029.0,48,61.09481915933529,0.0,#00FF00
Illinois,Boone County,2020-12-31,53513,72.0,72.0,0.0,,17,134.54674565058957,1.0,#FF0000
Illinois,Boone County,2021-12-31,53513,31.0,103.0,18063.0,30727.0,17,57.929848821781626,0.08888888888888893,#00FF00
Illinois,Boone County,2022-12-31,53513,27.0,130.0,2480.0,33207.0,17,50.45502961897109,0.0,#00FF00
Texas,Brewster County,2020-12-31,9325,8.0,8.0,0.0,,48,85.79088471849866,0.2727272727272727,#3FBF00
Texas,Brewster County,2021-12-31,9325,16.0,24.0,5177.0,5177.0,48,171.58176943699732,1.0,#FF0000
Texas,Brewster County,2022-12-31,9325,5.0,29.0,-12.0,5165.0,48,53.61930294906167,0.0,#00FF00
Iowa,Woodbury County,2020-12-31,102132,167.0,167.0,0.0,,19,163.51388399326362,1.0,#FF0000
Iowa,Woodbury County,2021-12-31,102132,115.0,282.0,25302.0,55114.0,19,112.59938119296596,0.5272727272727273,#7F7F00
Iowa,Woodbury County,2022-12-31,102132,57.0,339.0,4495.0,59609.0,19,55.81012806955704,0.0,#00FF00
Texas,Dallam County,2020-12-31,7272,18.0,18.0,0.0,,48,247.52475247524754,1.0,#FF0000
Texas,Dallam County,2021-12-31,7272,14.0,32.0,3005.0,3005.0,48,192.51925192519252,0.6,#7F7F00
Texas,Dallam County,2022-12-31,7272,8.0,40.0,204.0,3209.0,48,110.01100110011001,0.0,#00FF00
Pennsylvania,Allegheny County,2020-12-31,1220141,1009.0,1009.0,0.0,,42,82.69536061815806,0.36762075134168154,#3FBF00
Pennsylvania,Allegheny County,2021-12-31,1220141,1716.0,2725.0,413207.0,805631.0,42,140.63948346953345,1.0,#FF0000
Pennsylvania,Allegheny County,2022-12-31,1220141,598.0,3323.0,70450.0,876081.0,42,49.01072908786771,0.0,#00FF00
Wisconsin,Jackson County,2020-12-31,20485,18.0,18.0,0.0,,55,87.86917256529168,0.8235294117647058,#BF3F00
Wisconsin,Jackson County,2021-12-31,20485,21.0,39.0,3781.0,9880.0,55,102.51403465950696,1.0,#FF0000
Wisconsin,Jackson County,2022-12-31,20485,4.0,43.0,642.0,10522.0,55,19.52648279228704,0.0,#00FF00
Mississippi,Clarke County,2020-12-31,15805,58.0,58.0,0.0,,28,366.9724770642202,1.0,#FF0000
Mississippi,Clarke County,2021-12-31,15805,38.0,96.0,4841.0,8412.0,28,240.43024359379942,0.5652173913043477,#7F7F00
Mississippi,Clarke County,2022-12-31,15805,12.0,108.0,648.0,9060.0,28,75.92534008225245,0.0,#00FF00
Idaho,Franklin County,2020-12-31,13467,8.0,8.0,0.0,,16,59.40447018638153,0.3529411764705883,#3FBF00
Idaho,Franklin County,2021-12-31,13467,19.0,27.0,2490.0,5351.0,16,141.08561669265612,1.0,#FF0000
Idaho,Franklin County,2022-12-31,13467,2.0,29.0,982.0,6333.0,16,14.851117546595383,0.0,#00FF00
Oregon,Jackson County,2020-12-31,216746,72.0,72.0,0.0,,41,33.21860611037805,0.0,#00FF00
Oregon,Jackson County,2021-12-31,216746,318.0,390.0,71675.0,123305.0,41,146.71551032083636,1.0,#FF0000
Oregon,Jackson County,2022-12-31,216746,145.0,535.0,7341.0,130646.0,41,66.8985817500669,0.2967479674796748,#3FBF00
Washington,Spokane County,2020-12-31,505623,370.0,370.0,0.0,,53,73.17705088573898,0.2589928057553957,#3FBF00
Washington,Spokane County,2021-12-31,505623,782.0,1152.0,159218.0,302111.0,53,154.66068592607536,1.0,#FF0000
Washington,Spokane County,2022-12-31,505623,226.0,1378.0,24988.0,327099.0,53,44.697333784262185,0.0,#00FF00
Texas,Kaufman County,2020-12-31,122628,118.0,118.0,0.0,,48,96.22598427765274,0.13888888888888887,#00FF00
Texas,Kaufman County,2021-12-31,122628,335.0,453.0,66369.0,66369.0,48,273.1839384153701,1.0,#FF0000
Texas,Kaufman County,2022-12-31,122628,83.0,536.0,5483.0,71852.0,48,67.6843787715693,0.0,#00FF00
Kansas,Cheyenne County,2020-12-31,2684,10.0,10.0,0.0,,20,372.5782414307005,1.0,#FF0000
Kansas,Cheyenne County,2021-12-31,2684,4.0,14.0,404.0,1149.0,20,149.03129657228018,0.39999999999999997,#3FBF00
Kansas,Cheyenne County,2022-12-31,2684,0.0,14.0,79.0,1228.0,20,0.0,0.0,#00FF00
Maryland,Allegany County,2020-12-31,71352,153.0,153.0,0.0,,24,214.42986881937435,1.0,#FF0000
Maryland,Allegany County,2021-12-31,71352,141.0,294.0,17442.0,37564.0,24,197.6118398923646,0.8588235294117648,#BF3F00
Maryland,Allegany County,2022-12-31,71352,68.0,362.0,2241.0,39805.0,24,95.30216391972195,0.0,#00FF00
California,Plumas County,2020-12-31,18660,1.0,1.0,0.0,,06,5.359056806002143,0.0,#00FF00
California,Plumas County,2021-12-31,18660,11.0,12.0,0.0,0.0,06,58.949624866023576,1.0,#FF0000
California,Plumas County,2022-12-31,18660,1.0,13.0,0.0,0.0,06,5.359056806002143,0.0,#00FF00
Louisiana,Morehouse Parish,2020-12-31,25655,46.0,46.0,0.0,,22,179.3022802572598,0.5357142857142858,#7F7F00
Louisiana,Morehouse Parish,2021-12-31,25655,72.0,118.0,4912.0,10687.0,22,280.64704735918923,1.0,#FF0000
Louisiana,Morehouse Parish,2022-12-31,25655,16.0,134.0,970.0,11657.0,22,62.366010524264276,0.0,#00FF00
Nevada,Nye County,2020-12-31,43977,43.0,43.0,0.0,,32,97.77838415535393,0.017241379310344848,#00FF00
Nevada,Nye County,2021-12-31,43977,157.0,200.0,9628.0,20549.0,32,357.00479796257133,1.0,#FF0000
Nevada,Nye County,2022-12-31,43977,41.0,241.0,1589.0,22138.0,32,93.23055233417467,0.0,#00FF00
Georgia,Randolph County,2020-12-31,6969,31.0,31.0,0.0,,13,444.82709140479267,1.0,#FF0000
Georgia,Randolph County,2021-12-31,6969,13.0,44.0,1275.0,1488.0,13,186.54039316975175,0.3333333333333333,#3FBF00
Georgia,Randolph County,2022-12-31,6969,4.0,48.0,1738.0,3226.0,13,57.39704405223131,0.0,#00FF00
Indiana,Greene County,2020-12-31,32172,59.0,59.0,0.0,,18,183.38928260599278,1.0,#FF0000
Indiana,Greene County,2021-12-31,32172,53.0,112.0,5866.0,12453.0,18,164.73952505284097,0.8125000000000001,#BF3F00
Indiana,Greene County,2022-12-31,32172,27.0,139.0,1150.0,13603.0,18,83.92390898918313,0.0,#00FF00
Wisconsin,Shawano County,2020-12-31,40846,67.0,67.0,0.0,,55,164.0307496450081,1.0,#FF0000
Wisconsin,Shawano County,2021-12-31,40846,43.0,110.0,8372.0,20841.0,55,105.27346619007982,0.03999999999999992,#00FF00
Wisconsin,Shawano County,2022-12-31,40846,42.0,152.0,1419.0,22260.0,55,102.82524604612448,0.0,#00FF00
Minnesota,Lake County,2020-12-31,10493,15.0,15.0,0.0,,27,142.95244448680072,1.0,#FF0000
Minnesota,Lake County,2021-12-31,10493,11.0,26.0,2509.0,6866.0,27,104.83179262365387,0.6923076923076924,#7F7F00
Minnesota,Lake County,2022-12-31,10493,2.0,28.0,299.0,7165.0,27,19.06032593157343,0.0,#00FF00
Florida,Hamilton County,2020-12-31,14364,15.0,15.0,0.0,,12,104.42773600668338,0.29629629629629634,#3FBF00
Florida,Hamilton County,2021-12-31,14364,34.0,49.0,2564.0,4922.0,12,236.70286828181563,1.0,#FF0000
Florida,Hamilton County,2022-12-31,14364,7.0,56.0,215.0,5137.0,12,48.732943469785575,0.0,#00FF00
Montana,Fergus County,2020-12-31,11281,13.0,13.0,0.0,,30,115.2380108146441,0.24242424242424243,#00FF00
Montana,Fergus County,2021-12-31,11281,38.0,51.0,2228.0,4998.0,30,336.849570073575,1.0,#FF0000
