location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NC_37145,2020-01-01,ChIJxfp9uW4erYkRn1riVNq3YQQ,Q508271,geoId/37145,US,United States of America,NC,North Carolina,37145,Person County,US,USA,2,,,,,,,39338,19034,20304,4398,4760,4428,4175,5099,5975,5547,3272,1684,2528733,36.39,-78.98,1047,76.4,,,,,6.34,8.07,7.5,10.95,8.07,5.19,9.22,5.76,21.33,14.12,6.34,6.05,5.76,7.78,5.19,7.21,5.76,4.04,7.78,27.38,7.5,8.94,,7.21,8.36,42.66,6.05,7.21,7.21,,4.61,6.261111,0.161111,12.044444,0.0,,-1.783951,56.639535
US_NC_37145,2020-01-02,ChIJxfp9uW4erYkRn1riVNq3YQQ,Q508271,geoId/37145,US,United States of America,NC,North Carolina,37145,Person County,US,USA,2,,,,,,,39338,19034,20304,4398,4760,4428,4175,5099,5975,5547,3272,1684,2528733,36.39,-78.98,1047,76.4,,,,,5.34,10.13,,12.66,7.59,5.63,6.47,4.5,26.16,16.32,6.75,11.25,,7.03,6.47,3.94,9.28,7.31,10.97,31.5,5.63,9.28,7.03,5.63,5.34,45.57,6.19,7.31,3.94,7.03,5.91,5.027778,-0.427778,13.238889,0.084667,,-0.382716,68.37372
US_NC_37145,2020-01-03,ChIJxfp9uW4erYkRn1riVNq3YQQ,Q508271,geoId/37145,US,United States of America,NC,North Carolina,37145,Person County,US,USA,2,,,,,,,39338,19034,20304,4398,4760,4428,4175,5099,5975,5547,3272,1684,2528733,36.39,-78.98,1047,76.4,,,,,5.97,6.51,,13.02,6.24,5.43,9.77,,19.26,17.36,3.8,8.68,4.88,,6.78,,4.61,4.34,7.05,27.4,5.43,5.7,,4.61,8.95,45.85,4.34,6.51,4.34,4.34,,8.483333,3.911111,12.6,7.46125,,7.320988,92.577276
US_NC_37145,2020-01-04,ChIJxfp9uW4erYkRn1riVNq3YQQ,Q508271,geoId/37145,US,United States of America,NC,North Carolina,37145,Person County,US,USA,2,,,,,,,39338,19034,20304,4398,4760,4428,4175,5099,5975,5547,3272,1684,2528733,36.39,-78.98,1047,76.4,,,,,6.6,9.47,5.17,9.19,6.03,4.59,5.45,4.59,23.54,15.79,,6.03,6.32,6.03,,5.17,5.17,6.32,10.05,27.27,6.89,11.48,4.59,5.74,4.31,43.06,6.32,6.89,6.03,,6.03,13.288889,9.177778,16.961111,23.368,,11.962963,92.175901
US_NC_37145,2020-01-05,ChIJxfp9uW4erYkRn1riVNq3YQQ,Q508271,geoId/37145,US,United States of America,NC,North Carolina,37145,Person County,US,USA,2,,,,,,,39338,19034,20304,4398,4760,4428,4175,5099,5975,5547,3272,1684,2528733,36.39,-78.98,1047,76.4,,,,,,,,9.03,6.11,6.7,4.95,,19.22,10.77,,8.73,5.53,4.95,7.86,,,,4.37,29.11,7.57,8.15,6.11,7.57,5.82,42.51,,4.37,5.24,4.37,6.99,6.105556,1.172222,13.45,2.9464,,-2.703704,53.469027
US_NC_37145,2020-01-06,ChIJxfp9uW4erYkRn1riVNq3YQQ,Q508271,geoId/37145,US,United States of America,NC,North Carolina,37145,Person County,US,USA,2,,,,,,,39338,19034,20304,4398,4760,4428,4175,5099,5975,5547,3272,1684,2528733,36.39,-78.98,1047,76.4,,,,,4.7,6.01,5.22,9.92,3.66,6.27,6.79,3.92,15.14,10.18,,9.4,4.96,4.18,4.96,5.48,4.44,6.79,7.31,32.64,7.31,6.27,4.7,7.05,,40.74,,7.31,4.96,,4.7,4.911111,-1.644444,14.161111,0.0,,-2.981481,57.020581
US_NC_37145,2020-01-07,ChIJxfp9uW4erYkRn1riVNq3YQQ,Q508271,geoId/37145,US,United States of America,NC,North Carolina,37145,Person County,US,USA,2,,,,,,,39338,19034,20304,4398,4760,4428,4175,5099,5975,5547,3272,1684,2528733,36.39,-78.98,1047,76.4,,,,,4.64,9.83,5.19,6.01,6.55,7.37,7.1,6.01,16.38,9.28,4.1,10.92,,3.82,6.28,3.82,4.37,,10.1,34.13,4.92,7.92,,,5.19,37.41,,6.55,3.82,6.01,6.55,2.677778,-2.383333,10.694444,1.524,,-1.197531,76.209877
US_NC_37145,2020-01-08,ChIJxfp9uW4erYkRn1riVNq3YQQ,Q508271,geoId/37145,US,United States of America,NC,North Carolina,37145,Person County,US,USA,2,,,,,,,39338,19034,20304,4398,4760,4428,4175,5099,5975,5547,3272,1684,2528733,36.39,-78.98,1047,76.4,,,,,,8.06,4.89,8.06,8.63,7.48,4.32,4.32,21.01,11.22,5.76,11.51,7.77,6.04,6.91,6.33,,4.03,8.63,48.64,6.91,6.91,5.47,6.91,7.2,40.58,,13.24,6.04,5.76,5.76,4.244444,-2.783333,13.633333,2.2606,,-3.506173,57.414362
US_NC_37145,2020-01-09,ChIJxfp9uW4erYkRn1riVNq3YQQ,Q508271,geoId/37145,US,United States of America,NC,North Carolina,37145,Person County,US,USA,2,,,,,,,39338,19034,20304,4398,4760,4428,4175,5099,5975,5547,3272,1684,2528733,36.39,-78.98,1047,76.4,,,,,5.68,10.8,,12.79,25.58,5.12,7.67,5.12,25.01,13.64,7.67,11.94,4.26,5.4,6.54,5.4,,3.98,10.52,44.91,5.68,8.24,5.68,,4.83,46.33,,12.79,,5.12,10.52,2.988889,-3.005556,11.433333,0.0,,-4.802469,57.072535
US_NC_37145,2020-01-10,ChIJxfp9uW4erYkRn1riVNq3YQQ,Q508271,geoId/37145,US,United States of America,NC,North Carolina,37145,Person County,US,USA,2,,,,,,,39338,19034,20304,4398,4760,4428,4175,5099,5975,5547,3272,1684,2528733,36.39,-78.98,1047,76.4,,,,,,5.81,,6.39,5.23,5.81,4.64,4.36,26.71,11.32,,9.0,4.93,6.39,7.55,4.64,6.39,5.23,9.58,29.32,5.23,8.42,5.81,4.07,6.39,46.74,4.93,6.39,5.81,4.07,6.1,6.705556,0.011111,14.988889,0.0,,1.771605,71.382433
