location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NC_37003,2020-01-01,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,4.46,8.6,5.1,12.74,5.1,6.05,8.6,,22.61,6.05,9.55,6.05,11.15,7.64,8.28,5.73,,,5.73,8.92,30.26,6.69,10.19,9.87,6.37,7.33,49.68,5.73,7.64,9.87,,5.1,5.294444,-0.227778,11.061111,0.0,,-3.066667,55.458477
US_NC_37003,2020-01-02,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,5.93,10.93,,12.8,12.49,6.24,6.87,,22.16,,12.49,4.99,7.49,6.55,9.05,5.93,9.68,,7.18,5.93,37.15,5.93,8.43,,8.12,8.74,39.33,4.37,6.87,9.99,4.68,8.12,3.916667,-0.355556,9.25,0.92075,,-0.077778,75.631402
US_NC_37003,2020-01-03,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,8.99,6.82,,13.64,7.44,6.2,7.75,,24.48,,16.12,6.2,12.4,4.96,5.27,6.51,4.65,,,4.34,35.33,5.89,9.3,4.96,4.96,,41.53,4.65,6.2,,6.2,9.3,7.672222,4.205556,10.833333,11.33475,,7.172222,96.68355
US_NC_37003,2020-01-04,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,8.24,6.02,6.02,7.61,7.29,6.97,7.61,,25.03,,13.31,5.7,8.87,5.07,8.87,7.29,,5.7,4.75,5.39,29.47,6.34,4.44,,,5.07,39.29,,5.07,4.44,4.44,7.92,11.172222,5.716667,15.833333,15.9385,,9.161111,87.511088
US_NC_37003,2020-01-05,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,9.75,6.17,,16.57,,4.87,,,26.32,,13.64,4.87,7.8,6.17,7.47,8.77,,5.85,8.77,5.85,29.56,9.1,8.77,,6.17,4.87,38.34,,5.85,6.17,,,4.127778,-0.85,11.883333,1.6256,,-4.211111,55.228965
US_NC_37003,2020-01-06,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,5.71,10.85,,17.41,9.71,6.57,8.85,5.14,24.55,,15.13,,13.99,4.57,,4.28,7.14,7.14,4.85,8.56,32.83,6.0,8.56,8.56,4.85,7.71,47.11,7.42,5.14,6.0,4.57,8.28,5.061111,-1.566667,13.522222,0.0,,-4.272222,51.213394
US_NC_37003,2020-01-07,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,,6.95,,17.51,10.84,7.23,5.0,4.45,25.57,3.89,16.12,4.72,11.4,7.78,6.67,6.95,6.95,6.12,5.56,13.06,35.3,9.73,10.01,,,9.73,47.53,,8.62,6.67,6.12,4.72,4.2,-1.055556,11.288889,1.36525,,-2.011111,64.378614
US_NC_37003,2020-01-08,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,6.92,7.79,,12.98,6.35,5.77,8.37,,23.08,5.48,14.71,5.48,10.67,6.92,7.79,6.92,6.06,4.62,,10.96,32.6,6.92,6.92,4.62,4.33,8.08,42.98,,11.83,5.77,4.9,,6.061111,-0.566667,13.516667,0.5588,,-5.544444,43.823179
US_NC_37003,2020-01-09,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,4.33,6.64,4.91,7.8,9.24,5.78,4.62,,18.78,5.49,11.27,5.2,10.69,,5.78,7.22,10.11,,,14.44,34.95,5.78,5.78,,4.91,7.8,42.75,7.22,8.38,5.49,9.82,5.78,4.794444,-2.344444,12.455556,0.0,,-3.916667,53.490916
US_NC_37003,2020-01-10,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,,6.53,,10.34,7.35,6.26,5.44,3.81,21.5,,11.16,,11.43,5.99,7.08,,4.08,5.44,,7.89,26.67,5.44,7.08,3.81,4.35,,37.55,4.08,6.26,5.71,4.9,4.63,7.683333,2.95,12.233333,0.0,,1.177778,63.750942
US_NC_37003,2020-01-11,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,5.1,6.69,4.46,10.2,8.61,7.33,4.78,,25.82,4.46,14.34,5.42,11.47,,6.05,6.37,,,7.65,11.47,27.09,6.05,8.92,,4.46,7.01,39.84,,10.52,4.46,4.46,8.29,13.533333,7.405556,19.183333,4.064,,12.155556,91.54712
US_NC_37003,2020-01-12,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,4.76,13.6,,12.58,7.14,6.46,14.62,5.78,23.8,5.78,8.5,6.46,8.16,,8.16,7.48,8.16,5.1,9.52,10.2,26.18,8.16,,,5.78,5.44,56.77,5.44,6.12,8.16,6.12,5.78,16.738889,10.494444,20.566667,26.70175,,11.711111,72.248049
US_NC_37003,2020-01-13,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,5.95,7.94,,11.05,11.05,6.8,6.8,4.25,19.27,5.95,9.92,,9.35,6.52,4.54,7.37,,4.25,6.8,9.64,29.19,8.5,9.35,8.22,8.22,5.1,44.5,4.25,7.09,6.24,4.25,4.54,12.711111,9.7,18.022222,2.503714,,10.711111,87.905725
US_NC_37003,2020-01-14,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,5.5,11.3,,9.85,9.27,10.43,9.27,6.66,16.51,6.08,6.95,5.5,11.3,5.5,9.56,6.66,5.21,4.92,8.11,7.24,28.39,8.4,6.95,,8.4,5.79,40.85,5.21,9.27,8.98,5.5,,14.338889,11.633333,17.111111,12.8905,,13.361111,93.924028
US_NC_37003,2020-01-15,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,5.29,7.94,,11.18,9.71,5.88,7.06,4.41,20.88,,8.82,4.12,12.94,6.76,6.18,6.47,4.71,5.29,5.29,8.23,30.29,8.53,6.76,4.71,,7.94,45.58,5.59,7.06,6.76,5.59,,13.694444,11.222222,17.461111,3.048,,12.477778,92.482022
US_NC_37003,2020-01-16,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,8.74,9.95,4.52,18.99,5.73,5.12,6.63,5.12,18.09,,12.06,4.52,9.65,4.82,5.43,5.73,,,4.52,6.03,27.44,6.93,8.14,5.43,4.22,7.84,38.89,9.04,11.46,7.54,,5.43,13.144444,9.116667,16.594444,0.2032,,6.094444,62.443945
US_NC_37003,2020-01-17,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,6.71,8.24,,10.37,7.93,10.37,,5.8,21.35,4.88,10.98,4.27,10.98,6.1,6.41,,,,6.1,4.58,27.45,7.02,6.1,5.49,,4.58,50.94,,5.19,5.8,6.41,6.41,4.95,0.972222,11.5,0.0,,-11.477778,29.801445
US_NC_37003,2020-01-18,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,5.03,8.72,5.7,11.4,,7.71,6.37,6.37,19.11,,10.39,5.7,12.74,6.71,6.04,,,5.03,6.37,5.7,24.14,5.7,11.4,,,,39.57,,7.38,7.38,7.38,,2.988889,0.755556,5.95,1.3335,,-5.272222,54.847237
US_NC_37003,2020-01-19,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,,10.08,4.55,9.11,4.88,5.86,6.83,4.88,20.17,,14.96,5.21,11.71,4.88,6.18,,,7.81,5.86,8.46,26.02,8.78,6.83,,4.55,,46.84,4.55,8.13,7.81,5.53,5.86,6.216667,1.005556,10.705556,1.6256,,-0.538889,62.166719
US_NC_37003,2020-01-20,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,11.81,7.22,5.25,13.12,9.19,6.56,7.55,5.25,22.96,,7.55,7.22,11.15,,5.91,7.22,5.91,4.92,8.2,7.55,26.57,11.81,7.55,7.87,6.56,8.53,53.15,,7.55,5.91,7.87,5.58,-1.561111,-5.233333,4.811111,0.03175,,-10.588889,50.905862
US_NC_37003,2020-01-21,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,5.79,9.97,,12.54,11.89,9.97,5.79,,15.75,,11.57,,9.32,5.46,,5.46,,,15.11,7.07,30.54,7.72,10.29,5.14,10.61,6.43,50.8,6.75,10.29,,7.39,8.36,-3.127778,-6.922222,2.144444,0.0,,-11.95,51.225565
US_NC_37003,2020-01-22,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,3.96,7.35,3.96,14.14,12.44,7.07,5.09,,19.79,,9.61,8.48,6.5,7.07,5.09,,,,6.22,6.5,29.69,6.5,6.22,7.35,9.05,,34.78,6.5,10.46,3.96,,,-1.616667,-7.5,6.738889,0.0,,-11.411111,47.294312
US_NC_37003,2020-01-23,ChIJ7_7QSVVBUYgRvE6z3GwpOeE,Q491584,geoId/37003,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2,,,,,,,37143,18932,18211,3863,4429,4322,4194,5022,5413,4951,3356,1593,2528670,35.92,-81.18,682,77.171429,,,,,5.96,8.39,3.79,11.37,10.02,6.77,6.77,4.06,16.52,,8.39,8.12,7.58,4.33,7.31,6.77,7.31,5.69,5.96,10.02,30.32,6.5,7.31,5.42,3.79,6.5,42.24,4.87,9.21,4.6,5.42,5.96,0.944444,-5.544444,8.35,0.0,,-8.527778,49.405005
