location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NC_37153,2020-01-01,ChIJFZpwnTTBVIgRYFCxoAaD2VU,Q507870,geoId/37153,US,United States of America,NC,North Carolina,37153,Richmond County,US,USA,2,,,,,,,44827,21899,22928,5536,5763,5900,5016,5621,6165,5540,3523,1763,2528737,35.0,-79.75,1242,74.388889,,,,,6.82,9.7,6.29,11.01,8.39,6.03,6.82,4.72,,21.76,4.46,11.54,4.72,4.72,6.03,7.08,7.6,3.93,3.93,5.51,7.34,,6.82,28.32,8.13,3.93,8.39,,6.82,5.77,4.98,48.51,5.77,7.34,7.6,3.93,3.67,,6.894444,0.216667,14.322222,0.0254,,-0.55,59.239819
US_NC_37153,2020-01-02,ChIJFZpwnTTBVIgRYFCxoAaD2VU,Q507870,geoId/37153,US,United States of America,NC,North Carolina,37153,Richmond County,US,USA,2,,,,,,,44827,21899,22928,5536,5763,5900,5016,5621,6165,5540,3523,1763,2528737,35.0,-79.75,1242,74.388889,,,,,5.0,9.77,4.29,10.96,9.77,5.48,3.57,5.0,,22.39,,11.2,3.57,6.67,6.19,4.29,5.96,6.43,5.48,,4.53,5.48,7.86,32.63,7.15,4.76,7.62,,5.72,5.24,9.77,45.26,5.0,6.43,5.72,4.05,,4.53,6.333333,1.188889,12.705556,0.53975,,2.244444,75.370651
US_NC_37153,2020-01-03,ChIJFZpwnTTBVIgRYFCxoAaD2VU,Q507870,geoId/37153,US,United States of America,NC,North Carolina,37153,Richmond County,US,USA,2,,,,,,,44827,21899,22928,5536,5763,5900,5016,5621,6165,5540,3523,1763,2528737,35.0,-79.75,1242,74.388889,,,,,8.1,13.1,5.48,11.67,8.57,6.67,5.48,3.33,,20.48,,14.76,5.0,4.53,7.38,4.05,5.71,6.19,,4.76,4.53,,7.62,30.24,9.76,,9.05,,4.53,6.19,4.05,46.67,4.29,8.57,8.1,4.29,5.48,4.29,12.827778,5.772222,22.15,5.2705,,11.116667,89.480659
US_NC_37153,2020-01-04,ChIJFZpwnTTBVIgRYFCxoAaD2VU,Q507870,geoId/37153,US,United States of America,NC,North Carolina,37153,Richmond County,US,USA,2,,,,,,,44827,21899,22928,5536,5763,5900,5016,5621,6165,5540,3523,1763,2528737,35.0,-79.75,1242,74.388889,,,,,,10.92,,13.72,8.13,6.35,6.35,6.1,,20.57,4.06,12.7,4.57,3.81,11.18,6.1,6.86,5.59,4.83,4.57,3.56,,10.41,31.24,6.86,4.06,12.19,,4.57,4.83,5.33,42.42,5.59,12.19,7.87,6.35,7.11,4.32,16.294444,10.6,21.033333,15.1765,,14.133333,87.167872
US_NC_37153,2020-01-05,ChIJFZpwnTTBVIgRYFCxoAaD2VU,Q507870,geoId/37153,US,United States of America,NC,North Carolina,37153,Richmond County,US,USA,2,,,,,,,44827,21899,22928,5536,5763,5900,5016,5621,6165,5540,3523,1763,2528737,35.0,-79.75,1242,74.388889,,,,,3.62,12.16,,7.5,8.8,3.62,6.47,7.76,5.18,22.77,4.66,13.46,3.88,4.4,11.13,5.43,7.76,4.66,6.73,6.73,4.4,3.88,7.5,24.07,6.99,4.92,8.8,3.62,3.62,5.69,7.25,39.6,4.66,4.92,5.69,5.69,5.95,,7.54321,0.969136,17.234568,1.439333,,-1.981481,51.092581
US_NC_37153,2020-01-06,ChIJFZpwnTTBVIgRYFCxoAaD2VU,Q507870,geoId/37153,US,United States of America,NC,North Carolina,37153,Richmond County,US,USA,2,,,,,,,44827,21899,22928,5536,5763,5900,5016,5621,6165,5540,3523,1763,2528737,35.0,-79.75,1242,74.388889,,,,,5.14,8.64,4.11,11.31,7.81,4.93,6.17,3.7,4.93,16.86,,11.93,5.35,3.7,10.69,5.14,5.76,5.35,,4.32,3.5,,8.02,25.5,5.14,3.91,11.72,5.35,4.32,8.43,2.88,40.72,3.7,9.05,7.4,4.11,8.02,3.5,6.54321,-0.987654,16.290123,0.0,,-0.567901,60.720529
US_NC_37153,2020-01-07,ChIJFZpwnTTBVIgRYFCxoAaD2VU,Q507870,geoId/37153,US,United States of America,NC,North Carolina,37153,Richmond County,US,USA,2,,,,,,,44827,21899,22928,5536,5763,5900,5016,5621,6165,5540,3523,1763,2528737,35.0,-79.75,1242,74.388889,,,,,,7.46,,6.85,5.44,6.04,5.84,,3.02,15.72,,12.29,,,11.69,2.82,6.65,4.03,3.02,4.23,,4.43,6.85,22.57,4.84,4.23,7.46,3.43,4.43,,4.84,31.84,,5.84,6.85,4.03,5.24,4.03,6.144444,-0.372222,15.494444,0.60325,,2.7,78.73232
US_NC_37153,2020-01-08,ChIJFZpwnTTBVIgRYFCxoAaD2VU,Q507870,geoId/37153,US,United States of America,NC,North Carolina,37153,Richmond County,US,USA,2,,,,,,,44827,21899,22928,5536,5763,5900,5016,5621,6165,5540,3523,1763,2528737,35.0,-79.75,1242,74.388889,,,,,4.97,7.04,2.9,11.18,6.62,3.1,6.42,3.93,,12.21,3.52,7.04,3.31,,10.35,4.35,5.17,3.1,,5.59,3.52,6.83,9.94,30.43,6.21,3.73,8.07,,4.35,3.52,5.59,37.88,4.35,13.66,3.93,5.38,,,5.733333,-1.977778,16.238889,0.0254,,-2.3,56.760851
US_NC_37153,2020-01-09,ChIJFZpwnTTBVIgRYFCxoAaD2VU,Q507870,geoId/37153,US,United States of America,NC,North Carolina,37153,Richmond County,US,USA,2,,,,,,,44827,21899,22928,5536,5763,5900,5016,5621,6165,5540,3523,1763,2528737,35.0,-79.75,1242,74.388889,,,,,4.21,6.61,,8.01,8.01,7.81,4.81,4.61,,11.02,3.81,8.21,3.4,4.41,7.61,3.4,5.01,4.81,,4.41,4.41,3.4,7.81,30.84,6.81,,4.41,3.0,3.81,4.81,2.8,35.25,3.2,10.62,6.01,4.01,5.61,3.4,5.227778,-2.233333,14.811111,0.0254,,-2.572222,57.766382
US_NC_37153,2020-01-10,ChIJFZpwnTTBVIgRYFCxoAaD2VU,Q507870,geoId/37153,US,United States of America,NC,North Carolina,37153,Richmond County,US,USA,2,,,,,,,44827,21899,22928,5536,5763,5900,5016,5621,6165,5540,3523,1763,2528737,35.0,-79.75,1242,74.388889,,,,,6.1,6.51,3.25,9.15,5.49,5.9,3.25,6.71,,15.26,,10.98,4.07,3.87,9.76,3.25,9.97,6.92,5.49,4.88,4.27,,6.31,27.05,5.29,3.46,5.49,4.88,4.27,4.27,3.66,39.06,6.31,6.51,6.31,5.7,5.49,4.27,9.338889,2.127778,17.205556,0.0,,4.683333,72.860097
