location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_NC_37185,2020-01-01,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,32.48,18.04,11.55,36.09,6.411111,0.444444,12.338889,0.0,-1.127778,58.79677
US_NC_37185,2020-01-02,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,12.85,12.85,21.41,,42.11,5.433333,-0.922222,15.15,0.0,-0.522222,65.748327
US_NC_37185,2020-01-03,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,16.48,24.04,,35.72,9.227778,2.838889,15.088889,4.100286,7.35,88.183758
US_NC_37185,2020-01-04,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,10.89,12.25,18.38,,32.67,13.927778,9.383333,16.961111,17.526,13.105556,94.8206
US_NC_37185,2020-01-05,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,15.59,14.91,23.05,,36.61,6.655556,1.666667,13.383333,2.455333,-1.055556,58.093504
US_NC_37185,2020-01-06,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,13.99,15.82,,34.08,5.072222,-0.9,13.65,0.0,-1.833333,61.271237
US_NC_37185,2020-01-07,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,18.03,32.05,,34.05,2.494444,-2.4,11.083333,0.834571,-0.344444,81.795286
US_NC_37185,2020-01-08,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,9.85,12.93,28.94,,40.03,4.461111,-2.316667,12.927778,2.4384,-2.588889,60.447886
US_NC_37185,2020-01-09,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,10.35,11.57,27.4,,29.84,2.005556,-3.277778,10.316667,0.0,-4.472222,62.791265
US_NC_37185,2020-01-10,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,,24.16,,35.03,6.572222,-0.8,17.555556,0.0,2.588889,75.812118
US_NC_37185,2020-01-11,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,15.07,27.89,,31.66,15.9,11.7,21.1,0.145143,13.166667,83.939071
US_NC_37185,2020-01-12,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,10.71,,29.99,,47.12,19.011111,14.161111,21.016667,3.374571,15.5,80.301502
US_NC_37185,2020-01-13,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,8.99,20.99,10.19,34.18,15.877778,12.883333,19.5,3.882571,15.022222,94.730039
US_NC_37185,2020-01-14,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,13.71,26.18,,35.53,15.15,13.027778,18.044444,14.296571,14.722222,97.336171
US_NC_37185,2020-01-15,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,10.59,25.55,,39.88,13.527778,10.677778,17.533333,1.1684,11.794444,89.343917
US_NC_37185,2020-01-16,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,18.13,23.57,,44.12,14.15,10.722222,16.516667,0.0254,7.344444,63.752458
US_NC_37185,2020-01-17,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,12.03,24.07,,28.28,3.888889,-0.45,12.211111,0.0,-8.566667,40.126027
US_NC_37185,2020-01-18,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,,19.25,,41.35,1.872222,-1.155556,6.9,0.036286,-5.1,60.228107
US_NC_37185,2020-01-19,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,14.09,21.13,12.68,38.73,8.288889,1.838889,11.866667,2.322286,3.394444,71.403449
US_NC_37185,2020-01-20,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,11.36,15.62,27.7,,45.45,-0.355556,-3.677778,7.183333,0.1778,-9.811111,49.175968
US_NC_37185,2020-01-21,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,35.35,17.98,28.76,,35.35,-2.345679,-5.685185,2.376543,0.0,-11.382716,50.237382
US_NC_37185,2020-01-22,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,15.9,14.07,31.81,,39.15,-0.5,-4.844444,5.872222,0.0,-9.011111,53.277253
US_NC_37185,2020-01-23,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,11.69,16.94,30.96,9.35,33.3,0.055556,-5.5,6.838889,0.0,-4.077778,73.958228
US_NC_37185,2020-01-24,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,11.41,23.36,28.79,,29.88,6.716667,-1.827778,17.216667,0.0,3.838889,82.006446
US_NC_37185,2020-01-25,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,17.58,21.24,,39.55,12.455556,5.672222,16.111111,22.932571,8.894444,79.00147
US_NC_37185,2020-01-26,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,27.14,37.07,,27.8,5.355556,0.2,12.305556,1.8288,-0.838889,64.53532
US_NC_37185,2020-01-27,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,23.52,31.19,,34.77,3.838889,-2.35,11.672222,0.0,-0.061111,75.87048
US_NC_37185,2020-01-28,ChIJQzOnupjbrYkRwO3NmkFG9vs,Q507853,geoId/37185,US,United States of America,NC,North Carolina,37185,Warren County,US,USA,2,,,,,,,19849,9817,10032,1929,2078,2230,2053,2020,2946,3273,2159,1161,2528752,36.4,-78.1,444,76.12,,,,,24.18,32.08,,29.61,5.977778,-0.177778,11.083333,0.6096,0.188889,66.600541
