location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17173,2020-01-11,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,,10.62,,19.65,,29.21,7.894444,1.416667,15.183333,46.4185,,6.635802,91.789765
US_IL_17173,2020-01-12,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,13.61,15.18,,21.99,,35.6,-1.261111,-2.894444,1.472222,11.557,,-3.240741,86.380501
US_IL_17173,2020-01-13,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,7.51,20.77,9.72,22.54,9.28,30.49,1.555556,-0.361111,4.122222,0.0254,50.8,-0.654321,85.288971
US_IL_17173,2020-01-14,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,,8.37,,18.5,,29.07,3.155556,-0.422222,7.522222,0.0254,50.8,1.506173,88.65524
US_IL_17173,2020-01-15,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,7.35,8.65,7.79,19.04,,29.42,5.483333,1.616667,10.411111,0.181429,,4.339506,91.619475
US_IL_17173,2020-01-16,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,8.34,14.36,,18.07,,31.97,-1.677778,-6.788889,7.444444,0.127,,-5.975309,72.837336
US_IL_17173,2020-01-17,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,7.5,13.24,7.06,14.56,,22.51,-3.9,-6.083333,-0.594444,0.28575,,-8.45679,70.89052
US_IL_17173,2020-01-18,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,,9.93,10.98,16.2,,31.36,1.95,-3.516667,7.327778,20.8915,,-0.561728,83.378494
US_IL_17173,2020-01-19,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,10.02,12.13,11.07,23.2,,36.91,-9.644444,-13.161111,-3.355556,3.65125,,-15.283951,63.597942
US_IL_17173,2020-01-20,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,,12.36,17.73,24.18,,31.7,-9.238889,-11.65,-4.538889,0.0,,-13.222222,73.848414
US_IL_17173,2020-01-21,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,13.65,20.93,11.38,20.48,,34.58,-5.505556,-9.405556,-0.944444,0.112889,,-8.765432,78.23611
US_IL_17173,2020-01-22,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,6.82,21.82,8.18,26.36,,35.9,-2.922222,-5.233333,1.538889,0.0,,-7.580247,70.999348
US_IL_17173,2020-01-23,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,9.0,15.14,7.77,19.64,,30.27,0.583333,-0.427778,2.727778,1.560286,,-3.290123,76.478242
US_IL_17173,2020-01-24,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,7.51,24.29,9.28,22.52,,30.47,1.783333,1.033333,2.716667,6.31825,30.48,0.537037,91.943168
US_IL_17173,2020-01-25,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,9.48,20.02,,22.65,,30.55,0.533333,0.027778,1.427778,0.362857,30.48,-1.5,86.731254
US_IL_17173,2020-01-26,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,,21.07,9.77,28.78,,33.92,0.033333,-3.866667,4.466667,0.0,30.48,-3.524691,78.060452
US_IL_17173,2020-01-27,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,8.27,22.64,12.62,25.68,,26.56,-1.388889,-2.877778,1.488889,0.0,30.48,-3.024691,89.24357
US_IL_17173,2020-01-28,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,,20.5,7.85,22.68,,29.22,-1.194444,-1.888889,-0.366667,0.0,,-3.111111,87.564422
US_IL_17173,2020-01-29,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,9.54,24.07,10.9,38.15,,29.52,-0.627778,-1.594444,0.994444,0.042333,,-3.074074,84.441447
US_IL_17173,2020-01-30,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,,27.79,,29.13,9.86,24.65,0.166667,-1.255556,2.466667,0.042333,,-2.345679,84.01519
US_IL_17173,2020-01-31,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,,31.44,7.86,28.67,,31.44,1.588889,-0.088889,4.688889,0.0,,-0.969136,83.263697
US_IL_17173,2020-02-01,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,,27.18,,26.63,,30.98,2.705556,1.405556,4.144444,0.5715,,-0.030864,82.364245
US_IL_17173,2020-02-02,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,8.36,21.95,9.41,32.93,,32.93,6.211111,0.238889,16.133333,0.0254,,-0.012346,65.191912
US_IL_17173,2020-02-03,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,8.45,23.13,6.67,26.24,8.01,36.02,8.538889,1.877778,18.922222,0.0,,3.08642,68.552836
US_IL_17173,2020-02-04,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,8.84,14.58,10.16,23.42,,28.72,7.472222,1.75,14.238889,0.677333,,4.135802,79.008475
US_IL_17173,2020-02-05,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,,13.91,7.39,21.73,,29.56,0.211111,-1.155556,1.872222,1.161143,,-3.216049,77.991584
US_IL_17173,2020-02-06,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,,21.96,9.98,25.45,,31.44,-2.033333,-3.005556,-0.694444,2.582333,,-4.160494,85.235351
US_IL_17173,2020-02-07,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,9.64,14.9,8.33,24.98,,24.11,-1.522222,-3.427778,1.588889,0.217714,78.74,-6.604938,68.96702
US_IL_17173,2020-02-08,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,8.72,22.34,10.9,31.6,,27.25,-1.011111,-2.033333,0.177778,0.8128,78.74,-3.969136,81.231206
US_IL_17173,2020-02-09,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,8.9,18.33,8.38,23.56,7.86,36.66,-0.394444,-4.672222,5.455556,4.15925,50.8,-3.518519,79.48367
US_IL_17173,2020-02-10,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,7.29,19.72,9.86,32.15,7.71,25.72,2.227778,-0.505556,7.105556,10.3505,50.8,0.08642,85.174818
US_IL_17173,2020-02-11,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,7.53,15.06,8.86,23.91,,37.2,1.111111,-0.794444,5.133333,0.084667,,-2.574074,77.085011
US_IL_17173,2020-02-12,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,11.8,20.98,11.36,29.72,,28.85,0.233333,-2.105556,2.7,1.36525,,-2.382716,82.6513
US_IL_17173,2020-02-13,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,8.44,19.84,8.44,31.23,,33.34,-3.838889,-11.777778,0.866667,3.3655,,-6.067901,85.33075
US_IL_17173,2020-02-14,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,,,,7.35,11.27,8.82,20.59,,26.47,-14.061111,-17.894444,-8.227778,0.145143,78.74,-19.024691,66.133822
US_IL_17173,2020-02-15,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,10,-4,,,16.42,,22.65,,32.28,-4.588889,-11.95,4.188889,0.0,50.8,-10.17284,65.037863
US_IL_17173,2020-02-16,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,9,0,,,23.92,9.24,25.55,,30.44,2.138889,-3.244444,7.55,0.254,50.8,-3.148148,68.578138
US_IL_17173,2020-02-17,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,-1,-23,,11.5,20.91,7.84,26.66,,33.98,2.555556,-0.272222,6.238889,0.036286,50.8,-0.450617,80.287126
US_IL_17173,2020-02-18,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,2,4,,6.34,21.56,8.45,28.32,,23.67,4.661111,1.033333,9.072222,10.704286,,1.660494,80.993989
US_IL_17173,2020-02-19,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,4,3,,6.29,19.7,10.48,21.8,,26.41,-0.855556,-4.477778,3.161111,0.0,,-6.024691,69.527835
US_IL_17173,2020-02-20,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,8,2,,9.33,19.09,13.57,26.73,,27.15,-2.811111,-5.622222,0.577778,0.0,,-10.154321,58.589612
US_IL_17173,2020-02-21,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,9,3,,,9.99,7.39,19.55,,29.54,-4.938889,-9.877778,1.894444,0.0254,,-12.67284,56.036608
US_IL_17173,2020-02-22,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,14,3,,,16.69,,21.69,,38.93,0.311111,-5.233333,8.866667,0.0,,-9.037037,51.261253
US_IL_17173,2020-02-23,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,19,2,,9.87,22.48,,25.22,,34.53,5.555556,0.422222,14.055556,0.0508,,-2.876543,55.750406
US_IL_17173,2020-02-24,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,6,3,,9.08,18.99,8.67,26.01,,26.01,6.122222,4.572222,9.572222,1.143,,3.611111,83.695273
US_IL_17173,2020-02-25,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,12,3,,,20.84,6.41,27.66,,34.48,4.116667,1.6,6.516667,6.82625,,2.666667,90.899397
US_IL_17173,2020-02-26,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,-2,0,,,21.03,6.6,30.11,,32.99,0.172222,-1.5,1.955556,4.318,,-2.876543,82.108467
US_IL_17173,2020-02-27,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,9,5,,8.56,23.98,8.14,37.26,6.42,30.4,-0.755556,-5.483333,4.605556,0.6985,78.74,-8.438272,59.063572
US_IL_17173,2020-02-28,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,7,7,,9.98,16.93,11.29,40.37,,30.39,-0.222222,-3.594444,3.666667,0.036286,50.8,-6.388889,65.383806
US_IL_17173,2020-02-29,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,22,9,,,19.7,,31.1,,29.55,-1.916667,-7.122222,4.244444,0.0762,,-8.95679,60.450065
US_IL_17173,2020-03-01,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,30,0,,,14.75,12.02,38.25,,31.69,5.95,0.177778,17.355556,0.0,,-2.790123,56.14448
US_IL_17173,2020-03-02,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,17,-3,,12.23,21.75,,26.73,6.8,31.72,9.883333,5.472222,14.716667,6.95325,,5.08642,74.096908
US_IL_17173,2020-03-03,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,15,3,,,21.24,7.22,31.86,,34.41,7.65,1.472222,12.827778,4.98475,,0.679012,63.061664
US_IL_17173,2020-03-04,ChIJp5sPPtt9c4gRVvA_ht2b_rY,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2,,,,,,,21774,10823,10951,2463,2564,2320,2373,2440,3169,3094,2035,1316,1800584,39.39,-88.81,1989,80.183333,16,4,,9.59,15.84,7.5,22.09,,37.52,6.55,1.261111,10.944444,0.0,,-3.555556,50.423756
