location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ID_16053,2020-01-11,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,10.86,8.97,,,9.44,,,19.36,7.08,8.03,34.94,8.5,,-3.296296,-8.592593,0.037037,1.30175,30.48,-5.174603,79.713899
US_ID_16053,2020-01-12,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,8.49,,,,10.38,9.9,,20.75,10.85,8.96,35.38,,8.49,-3.240741,-7.179012,0.228395,2.50825,50.8,-5.833333,77.772621
US_ID_16053,2020-01-13,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,7.14,12.4,5.64,,14.28,6.01,,24.05,6.76,7.51,25.93,7.51,,-2.87037,-6.919753,-0.067901,2.82575,50.8,-7.293651,69.042307
US_ID_16053,2020-01-14,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,10.99,10.99,10.63,,12.46,9.53,6.23,19.79,,5.5,32.61,,5.86,-3.166667,-6.555556,-0.197531,2.032,50.8,-6.138889,78.42389
US_ID_16053,2020-01-15,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,6.82,,12.56,,11.84,11.84,,17.58,5.02,,33.37,,,-7.41358,-13.820988,-1.12963,2.286,64.77,-10.365079,77.613705
US_ID_16053,2020-01-16,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,10.31,8.52,6.72,,13.45,11.21,8.07,17.93,,,31.38,,,-3.962963,-10.179012,3.080247,2.25425,64.77,-7.849206,69.475402
US_ID_16053,2020-01-17,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,,7.02,8.5,,10.72,7.76,8.5,27.73,,5.54,21.81,7.76,,-0.802469,-5.802469,4.283951,1.0795,54.61,-5.555556,69.486985
US_ID_16053,2020-01-18,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,,,,,14.95,,9.79,17.01,,,44.32,8.25,,-5.074074,-9.166667,0.469136,0.903111,129.54,-9.0,69.832509
US_ID_16053,2020-01-19,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,8.25,7.28,7.28,,16.99,7.77,,25.73,,8.25,34.47,9.22,,-5.679012,-10.555556,0.623457,0.056444,99.06,-8.690476,75.634231
US_ID_16053,2020-01-20,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,6.96,11.61,,,14.86,13.46,,21.82,,,43.18,,,-4.425926,-9.808642,1.617284,0.0,99.06,-8.611111,71.607944
US_ID_16053,2020-01-21,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,7.29,9.12,8.02,5.47,17.87,7.29,8.39,21.88,,,36.47,5.47,,0.308642,-4.506173,5.253086,0.0,99.06,-3.579365,72.776165
US_ID_16053,2020-01-22,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,7.2,5.4,7.56,,12.24,5.04,7.2,22.69,6.48,6.12,37.46,,6.12,0.067901,-4.950617,5.024691,0.889,78.74,-2.777778,78.691712
US_ID_16053,2020-01-23,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,,7.23,10.48,5.06,13.73,,,24.94,6.5,7.23,28.19,11.93,,0.537037,-2.358025,4.944444,0.282222,30.48,-1.793651,79.068702
US_ID_16053,2020-01-24,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,13.96,6.63,7.33,6.63,18.49,6.98,,23.03,6.98,8.37,25.12,8.72,4.88,-0.191358,-3.283951,5.049383,0.3175,30.48,-0.904762,89.811597
US_ID_16053,2020-01-25,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,8.24,10.66,9.69,,23.74,9.69,,33.43,7.27,7.75,31.98,,,0.487654,-3.820988,5.024691,2.398889,,-1.119048,85.75593
US_ID_16053,2020-01-26,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,10.61,9.28,7.07,8.84,20.77,,,33.15,,,49.95,8.84,,0.851852,-2.722222,5.802469,0.0635,,-0.230159,87.410105
US_ID_16053,2020-01-27,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,7.28,10.06,5.55,,24.98,5.9,,43.01,7.28,5.55,28.79,9.37,4.86,1.098765,-3.080247,6.407407,4.699,,-0.880952,82.624646
US_ID_16053,2020-01-28,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,7.24,8.97,,6.9,23.11,8.97,,26.55,7.24,5.17,26.55,7.59,5.17,0.32716,-3.407407,4.858025,0.09525,,-1.595238,81.772423
US_ID_16053,2020-01-29,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,9.26,6.3,10.75,,20.01,7.41,6.67,31.87,,8.15,31.87,9.26,7.04,-0.660494,-3.901235,3.271605,4.064,,-2.240741,88.195556
US_ID_16053,2020-01-30,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,11.03,6.76,7.11,,27.03,7.11,7.83,29.88,6.4,8.18,34.14,4.98,,-0.882716,-3.895062,1.734568,1.382889,,-1.793651,88.360553
US_ID_16053,2020-01-31,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,,6.02,6.4,,26.35,6.4,,32.0,,,40.65,5.27,5.65,-1.62963,-5.814815,3.765432,0.310444,30.48,-3.15873,83.416031
US_ID_16053,2020-02-01,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,,11.04,,,29.61,,,21.08,,9.04,32.63,,,0.388889,-5.462963,8.67284,0.028222,30.48,-2.428571,76.703874
US_ID_16053,2020-02-02,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,,,,,18.53,,,27.08,,,46.56,,,2.722222,-4.074074,9.574074,0.0,,-2.547619,67.590738
US_ID_16053,2020-02-03,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,10.25,,5.86,6.96,16.84,6.22,6.96,27.82,,,27.82,,,-5.17284,-8.092593,-1.037037,3.39725,,-10.031746,67.56533
US_ID_16053,2020-02-04,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,8.67,8.3,5.42,,20.22,,,29.61,,6.5,31.78,5.05,,-9.808642,-15.567901,-2.975309,1.016,129.54,-15.531746,61.957809
US_ID_16053,2020-02-05,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,5.73,7.17,7.88,7.17,24.72,,7.52,29.73,6.09,6.09,29.38,7.52,,-6.080247,-11.796296,-1.962963,0.112889,149.86,-8.285714,75.978731
US_ID_16053,2020-02-06,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,,10.64,10.64,,15.04,,,30.82,6.24,8.07,30.09,9.54,,-0.271605,-6.728395,6.808642,1.552222,99.06,-1.063492,84.787079
US_ID_16053,2020-02-07,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,,6.16,6.16,,15.58,,,21.01,6.16,,29.34,,5.07,4.407407,-0.253086,8.123457,0.338667,78.74,0.650794,72.966787
US_ID_16053,2020-02-08,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,8.91,11.39,,7.92,19.81,,,35.65,,,42.09,,,2.907407,-0.253086,7.753086,0.028222,30.48,-2.5,64.991619
US_ID_16053,2020-02-09,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,12.11,8.38,10.71,,21.43,11.65,6.99,30.75,10.71,7.92,45.19,6.99,,-3.104938,-7.783951,3.740741,0.225778,,-6.619048,74.478356
US_ID_16053,2020-02-10,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,4.99,5.35,5.71,,17.12,,6.42,30.67,6.78,5.71,38.51,,4.99,-3.234568,-8.679012,1.864198,0.0,,-7.119048,69.820931
US_ID_16053,2020-02-11,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,8.51,6.38,6.73,,20.56,6.03,,28.35,,8.15,32.61,7.44,,-5.04321,-10.537037,2.746914,0.141111,,-9.246032,67.79081
US_ID_16053,2020-02-12,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,5.2,,,,17.33,9.71,4.85,30.85,4.85,5.89,44.36,,,-2.5,-8.58642,3.839506,0.0,,-6.111111,69.971954
US_ID_16053,2020-02-13,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,5.7,6.06,6.41,,15.68,7.48,7.84,26.72,5.34,5.34,30.64,,5.7,-2.641975,-9.216049,5.166667,0.0,,-7.31746,66.981925
US_ID_16053,2020-02-14,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,,,,,,,7.09,7.45,,12.06,6.38,,17.73,,7.09,22.69,,,-0.722222,-7.462963,6.197531,0.112889,,-7.071429,58.72622
US_ID_16053,2020-02-15,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,15,-15,1,1,,,10.21,,,22.36,,,25.27,,,39.37,,,-2.037037,-8.462963,4.555556,0.0,,-8.285714,59.019062
US_ID_16053,2020-02-16,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,23,-21,2,-1,,11.4,12.82,7.12,,18.52,9.02,7.12,22.79,9.97,,37.99,,,0.882716,-3.765432,4.783951,0.635,,-1.357143,81.790294
US_ID_16053,2020-02-17,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,6,-20,6,-22,,7.46,8.85,7.46,,17.24,8.39,7.92,21.9,,,41.01,,,-2.845679,-8.08642,3.833333,2.427111,,-6.761905,73.120275
US_ID_16053,2020-02-18,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,7,-19,14,2,0,9.05,,,7.24,21.36,6.88,5.79,30.78,,,30.05,,,-6.679012,-12.45679,-0.080247,0.056444,,-11.079365,67.665694
US_ID_16053,2020-02-19,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,5,-19,16,1,-1,9.04,6.87,6.51,,12.29,8.31,,23.13,,,31.81,5.06,6.87,-8.216049,-13.925926,-0.67284,0.0,,-12.698413,67.218287
US_ID_16053,2020-02-20,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,19,-4,10,3,-1,6.47,8.26,7.54,,17.6,6.47,,28.38,6.83,5.03,35.92,,,-8.296296,-15.240741,0.58642,0.0,,-14.095238,60.043512
US_ID_16053,2020-02-21,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,9,-9,25,6,-1,8.09,,5.88,8.45,15.8,5.88,,23.52,5.51,,28.67,5.14,5.88,-6.308642,-13.358025,3.45679,0.0,,-13.928571,52.915112
US_ID_16053,2020-02-22,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,15,-16,11,7,,7.97,,,,17.43,12.45,,24.91,,8.47,40.85,,,-3.45679,-11.549383,6.425926,0.0,,-10.642857,56.355099
US_ID_16053,2020-02-23,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,38,-11,20,-1,,,,,,14.04,8.71,,25.17,9.2,7.74,33.88,7.74,,-1.191358,-9.382716,9.197531,0.0,,-8.277778,58.726614
US_ID_16053,2020-02-24,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,17,-21,10,5,0,10.52,9.43,6.53,6.53,14.51,9.07,6.53,35.55,8.34,6.17,37.0,,,-0.061728,-7.561728,8.962963,0.66675,,-7.880952,53.997281
US_ID_16053,2020-02-25,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,17,-8,10,2,0,7.83,7.08,8.57,,15.29,8.2,,33.55,7.08,5.22,31.69,7.83,5.22,-4.209877,-10.166667,2.475309,0.0,,-11.269841,56.597547
US_ID_16053,2020-02-26,ChIJe3b7Xlxoq1QRRHZra-CeBqw,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2,,,,,,,23768,12125,11643,4143,3758,3076,3197,2571,2796,2250,1314,663,1742094,42.69,-114.26,1559,78.46,17,-16,14,3,-2,,,5.54,5.91,23.29,,9.98,34.38,5.17,5.54,25.14,8.87,5.17,-3.018519,-9.777778,5.895062,0.0,,-10.634921,51.923824
