location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51570,2020-01-01,ChIJ6aeCQUwIsYkRq3DhonRjUqA,Q501789,geoId/51570,US,United States of America,VA,Virginia,51570,Colonial Heights,US,USA,2,,,,,,,17424,8087,9337,2231,2151,2244,2063,1992,2293,1910,1484,1056,206600,37.262257,-77.402728,29,20,76.88,,,,,9.97,10.26,5.13,4.84,,16.81,5.98,4.56,,18.8,5.7,6.84,30.49,,,6.25,-0.572222,13.255556,0.0,,-1.338889,58.481313
US_VA_51570,2020-01-02,ChIJ6aeCQUwIsYkRq3DhonRjUqA,Q501789,geoId/51570,US,United States of America,VA,Virginia,51570,Colonial Heights,US,USA,2,,,,,,,17424,8087,9337,2231,2151,2244,2063,1992,2293,1910,1484,1056,206600,37.262257,-77.402728,29,20,76.88,,,,,6.77,11.11,,5.69,,15.99,8.67,,5.69,21.95,7.59,8.67,36.85,5.15,4.07,6.466667,-1.255556,16.294444,0.0,,-0.838889,59.702471
US_VA_51570,2020-01-03,ChIJ6aeCQUwIsYkRq3DhonRjUqA,Q501789,geoId/51570,US,United States of America,VA,Virginia,51570,Colonial Heights,US,USA,2,,,,,,,17424,8087,9337,2231,2151,2244,2063,1992,2293,1910,1484,1056,206600,37.262257,-77.402728,29,20,76.88,,,,,7.42,11.65,5.03,4.5,,13.51,4.24,,6.62,20.39,9.53,5.83,31.51,4.77,,10.533333,4.922222,15.2,2.9464,,7.138889,79.619205
US_VA_51570,2020-01-04,ChIJ6aeCQUwIsYkRq3DhonRjUqA,Q501789,geoId/51570,US,United States of America,VA,Virginia,51570,Colonial Heights,US,USA,2,,,,,,,17424,8087,9337,2231,2151,2244,2063,1992,2293,1910,1484,1056,206600,37.262257,-77.402728,29,20,76.88,,,,,6.72,8.34,,,,14.53,8.34,,6.46,18.29,4.04,5.92,29.59,4.3,5.92,14.411111,9.105556,17.133333,4.2672,,13.494444,94.275867
US_VA_51570,2020-01-05,ChIJ6aeCQUwIsYkRq3DhonRjUqA,Q501789,geoId/51570,US,United States of America,VA,Virginia,51570,Colonial Heights,US,USA,2,,,,,,,17424,8087,9337,2231,2151,2244,2063,1992,2293,1910,1484,1056,206600,37.262257,-77.402728,29,20,76.88,,,,,5.61,9.26,5.05,4.77,,15.71,5.61,,8.98,19.36,,5.05,30.58,4.21,,7.438889,2.2,15.5,5.715,,0.377778,61.027159
US_VA_51570,2020-01-06,ChIJ6aeCQUwIsYkRq3DhonRjUqA,Q501789,geoId/51570,US,United States of America,VA,Virginia,51570,Colonial Heights,US,USA,2,,,,,,,17424,8087,9337,2231,2151,2244,2063,1992,2293,1910,1484,1056,206600,37.262257,-77.402728,29,20,76.88,,,,,5.39,10.51,6.2,7.27,5.12,10.78,5.12,,4.31,20.2,7.81,6.2,31.52,,6.74,5.35,-0.805556,13.672222,0.3556,,-1.705556,60.566438
US_VA_51570,2020-01-07,ChIJ6aeCQUwIsYkRq3DhonRjUqA,Q501789,geoId/51570,US,United States of America,VA,Virginia,51570,Colonial Heights,US,USA,2,,,,,,,17424,8087,9337,2231,2151,2244,2063,1992,2293,1910,1484,1056,206600,37.262257,-77.402728,29,20,76.88,,,,,5.81,8.71,6.07,5.55,3.7,13.2,7.92,3.96,7.13,21.39,6.07,7.66,32.75,5.28,,2.377778,-2.2,11.588889,0.635,,0.072222,84.917425
US_VA_51570,2020-01-08,ChIJ6aeCQUwIsYkRq3DhonRjUqA,Q501789,geoId/51570,US,United States of America,VA,Virginia,51570,Colonial Heights,US,USA,2,,,,,,,17424,8087,9337,2231,2151,2244,2063,1992,2293,1910,1484,1056,206600,37.262257,-77.402728,29,20,76.88,,,,,5.13,8.11,6.76,5.95,5.95,14.59,6.76,5.67,5.4,22.7,5.13,6.21,32.97,12.16,5.4,4.294444,-2.05,11.794444,5.0292,,-2.738889,60.295755
US_VA_51570,2020-01-09,ChIJ6aeCQUwIsYkRq3DhonRjUqA,Q501789,geoId/51570,US,United States of America,VA,Virginia,51570,Colonial Heights,US,USA,2,,,,,,,17424,8087,9337,2231,2151,2244,2063,1992,2293,1910,1484,1056,206600,37.262257,-77.402728,29,20,76.88,,,,,4.93,10.96,6.3,5.48,5.21,7.95,6.3,4.11,4.93,24.95,,7.67,32.62,9.87,6.03,0.927778,-4.527778,9.933333,0.0,,-5.822222,60.913269
US_VA_51570,2020-01-10,ChIJ6aeCQUwIsYkRq3DhonRjUqA,Q501789,geoId/51570,US,United States of America,VA,Virginia,51570,Colonial Heights,US,USA,2,,,,,,,17424,8087,9337,2231,2151,2244,2063,1992,2293,1910,1484,1056,206600,37.262257,-77.402728,29,20,76.88,,,,,5.92,6.96,9.02,4.64,3.61,11.34,9.79,,7.99,25.25,6.18,8.5,33.23,4.64,,6.611111,-2.805556,17.744444,0.0,,2.2,73.514986
