location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_LA_22117,2020-01-01,ChIJvynQi31-J4YRFHDyyOlY2Xg,Q506907,geoId/22117,US,United States of America,LA,Louisiana,22117,Washington Parish,US,USA,2,,,,,,,46649,23070,23579,6026,6314,5588,5652,5379,6254,5952,3636,1848,1836621,30.85,-90.04,676,73.21,,,,,5.3,7.29,11.59,,6.62,6.95,13.25,5.3,4.64,6.95,,,,8.61,24.5,8.28,10.27,6.29,42.39,8.28,4.97,8.537037,3.067901,15.364198,0.0,2.376543,65.523382
US_LA_22117,2020-01-02,ChIJvynQi31-J4YRFHDyyOlY2Xg,Q506907,geoId/22117,US,United States of America,LA,Louisiana,22117,Washington Parish,US,USA,2,,,,,,,46649,23070,23579,6026,6314,5588,5652,5379,6254,5952,3636,1848,1836621,30.85,-90.04,676,73.21,,,,,6.84,8.08,11.81,8.08,,4.97,16.17,7.46,5.6,10.88,4.66,6.84,5.29,10.26,26.12,6.53,7.46,5.29,46.02,7.77,5.29,17.728395,12.067901,24.074074,13.758333,15.222222,85.330319
US_LA_22117,2020-01-03,ChIJvynQi31-J4YRFHDyyOlY2Xg,Q506907,geoId/22117,US,United States of America,LA,Louisiana,22117,Washington Parish,US,USA,2,,,,,,,46649,23070,23579,6026,6314,5588,5652,5379,6254,5952,3636,1848,1836621,30.85,-90.04,676,73.21,,,,,,8.61,8.92,7.38,8.3,5.23,12.92,9.23,,11.07,,,4.31,9.53,22.14,8.3,5.84,6.15,39.37,4.92,5.84,17.08642,14.888889,22.740741,15.494,15.87037,92.638115
US_LA_22117,2020-01-04,ChIJvynQi31-J4YRFHDyyOlY2Xg,Q506907,geoId/22117,US,United States of America,LA,Louisiana,22117,Washington Parish,US,USA,2,,,,,,,46649,23070,23579,6026,6314,5588,5652,5379,6254,5952,3636,1848,1836621,30.85,-90.04,676,73.21,,,,,,7.41,13.8,8.75,,6.73,16.16,6.73,,7.07,,,,7.41,21.88,4.71,8.08,,38.37,7.41,6.06,14.203704,11.277778,16.759259,15.20825,8.888889,70.546063
US_LA_22117,2020-01-05,ChIJvynQi31-J4YRFHDyyOlY2Xg,Q506907,geoId/22117,US,United States of America,LA,Louisiana,22117,Washington Parish,US,USA,2,,,,,,,46649,23070,23579,6026,6314,5588,5652,5379,6254,5952,3636,1848,1836621,30.85,-90.04,676,73.21,,,,,6.15,11.62,8.2,7.52,5.12,7.86,14.01,6.15,,8.88,6.49,8.54,4.78,8.2,27.67,6.83,7.86,,39.97,4.78,4.78,8.432099,1.111111,17.432099,0.0,2.722222,67.802205
US_LA_22117,2020-01-06,ChIJvynQi31-J4YRFHDyyOlY2Xg,Q506907,geoId/22117,US,United States of America,LA,Louisiana,22117,Washington Parish,US,USA,2,,,,,,,46649,23070,23579,6026,6314,5588,5652,5379,6254,5952,3636,1848,1836621,30.85,-90.04,676,73.21,,,,,4.73,5.36,11.03,5.04,5.04,6.62,11.66,5.36,,12.92,6.62,,5.99,8.82,23.94,4.73,10.08,8.19,35.28,13.23,,12.006173,4.32716,21.271605,0.0,6.987654,71.441957
US_LA_22117,2020-01-07,ChIJvynQi31-J4YRFHDyyOlY2Xg,Q506907,geoId/22117,US,United States of America,LA,Louisiana,22117,Washington Parish,US,USA,2,,,,,,,46649,23070,23579,6026,6314,5588,5652,5379,6254,5952,3636,1848,1836621,30.85,-90.04,676,73.21,,,,,4.82,5.78,16.05,8.99,,5.14,8.99,,7.71,6.1,,,4.5,12.84,23.12,6.74,7.06,8.67,36.92,8.67,6.42,13.91358,10.253086,17.401235,0.0,5.925926,58.714256
US_LA_22117,2020-01-08,ChIJvynQi31-J4YRFHDyyOlY2Xg,Q506907,geoId/22117,US,United States of America,LA,Louisiana,22117,Washington Parish,US,USA,2,,,,,,,46649,23070,23579,6026,6314,5588,5652,5379,6254,5952,3636,1848,1836621,30.85,-90.04,676,73.21,,,,,4.92,10.72,11.01,6.95,5.79,4.63,10.72,11.59,,7.53,4.34,,4.05,12.46,30.41,4.63,6.37,8.11,35.92,13.04,6.37,8.253086,0.290123,17.938272,0.0,0.061728,56.477969
US_LA_22117,2020-01-09,ChIJvynQi31-J4YRFHDyyOlY2Xg,Q506907,geoId/22117,US,United States of America,LA,Louisiana,22117,Washington Parish,US,USA,2,,,,,,,46649,23070,23579,6026,6314,5588,5652,5379,6254,5952,3636,1848,1836621,30.85,-90.04,676,73.21,,,,,6.16,10.93,8.4,7.28,4.76,,10.09,8.4,4.48,10.37,6.16,4.2,,6.72,34.46,,8.12,3.92,34.74,12.33,7.84,12.203704,5.283951,21.351852,0.0,8.12963,76.307123
US_LA_22117,2020-01-10,ChIJvynQi31-J4YRFHDyyOlY2Xg,Q506907,geoId/22117,US,United States of America,LA,Louisiana,22117,Washington Parish,US,USA,2,,,,,,,46649,23070,23579,6026,6314,5588,5652,5379,6254,5952,3636,1848,1836621,30.85,-90.04,676,73.21,,,,,4.71,6.65,10.52,6.92,,7.48,10.8,5.82,7.75,8.31,,,6.09,6.37,28.52,4.71,10.52,5.54,34.89,11.63,,19.666667,18.006173,21.87037,0.0508,17.425926,86.999818
