location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13187,2020-01-01,ChIJca_aWCtNX4gRw0K-S5eHqdU,Q492040,geoId/13187,US,United States of America,GA,Georgia,13187,Lumpkin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32801,16313,16488,3150,4870,6102,3350,3511,4105,4057,2608,1048,1073867,34.57,-84.0,738,77.4,,,,,,8.55,5.7,10.88,5.7,7.0,4.92,,17.1,4.66,13.21,,,6.74,4.4,6.22,8.03,,6.22,5.18,4.14,23.83,4.92,7.51,,8.29,3.89,36.27,3.63,7.0,,,,5.772222,0.2,12.7,0.0,-3.9,50.337619
US_GA_13187,2020-01-02,ChIJca_aWCtNX4gRw0K-S5eHqdU,Q492040,geoId/13187,US,United States of America,GA,Georgia,13187,Lumpkin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32801,16313,16488,3150,4870,6102,3350,3511,4105,4057,2608,1048,1073867,34.57,-84.0,738,77.4,,,,,4.94,5.93,,10.87,4.94,6.42,3.95,,14.57,3.7,9.14,,3.46,9.63,5.93,4.94,6.17,,4.94,5.19,7.41,21.48,6.91,4.69,,6.17,6.17,43.46,,3.7,5.43,4.45,4.69,5.927778,2.672222,9.861111,13.335,1.594444,74.20668
US_GA_13187,2020-01-03,ChIJca_aWCtNX4gRw0K-S5eHqdU,Q492040,geoId/13187,US,United States of America,GA,Georgia,13187,Lumpkin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32801,16313,16488,3150,4870,6102,3350,3511,4105,4057,2608,1048,1073867,34.57,-84.0,738,77.4,,,,,4.4,9.78,7.58,7.58,7.58,3.67,5.63,5.14,13.7,,11.25,4.16,,8.07,,4.16,3.67,3.42,5.38,4.65,5.38,20.3,5.63,5.14,8.07,4.4,5.87,39.87,4.16,5.14,3.67,3.42,3.67,10.494444,7.038889,14.65,31.030333,10.072222,97.284694
US_GA_13187,2020-01-04,ChIJca_aWCtNX4gRw0K-S5eHqdU,Q492040,geoId/13187,US,United States of America,GA,Georgia,13187,Lumpkin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32801,16313,16488,3150,4870,6102,3350,3511,4105,4057,2608,1048,1073867,34.57,-84.0,738,77.4,,,,,5.37,4.35,5.37,5.37,5.88,3.84,7.16,3.58,16.89,,9.72,,4.86,7.42,4.09,3.84,5.63,4.61,3.58,3.84,5.63,24.56,7.42,6.4,,3.58,6.14,36.84,,4.35,4.35,4.09,5.63,12.016667,5.322222,14.166667,21.971,9.022222,82.051652
US_GA_13187,2020-01-05,ChIJca_aWCtNX4gRw0K-S5eHqdU,Q492040,geoId/13187,US,United States of America,GA,Georgia,13187,Lumpkin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32801,16313,16488,3150,4870,6102,3350,3511,4105,4057,2608,1048,1073867,34.57,-84.0,738,77.4,,,,,4.18,7.58,5.75,9.94,9.42,4.97,5.75,,13.34,,11.25,,6.02,4.45,4.71,5.23,6.54,6.54,,,8.11,18.05,5.23,5.75,,,4.45,39.49,4.71,4.97,6.02,4.45,3.92,4.488889,-0.172222,11.538889,0.66675,-2.783333,59.468949
US_GA_13187,2020-01-06,ChIJca_aWCtNX4gRw0K-S5eHqdU,Q492040,geoId/13187,US,United States of America,GA,Georgia,13187,Lumpkin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32801,16313,16488,3150,4870,6102,3350,3511,4105,4057,2608,1048,1073867,34.57,-84.0,738,77.4,,,,,5.46,8.06,5.22,11.38,5.93,3.32,6.64,4.51,20.63,3.56,8.54,,3.79,8.3,,6.17,4.74,6.17,5.22,4.51,6.4,24.43,7.35,5.69,4.74,3.32,3.56,35.1,3.79,6.4,4.03,3.56,,6.472222,-0.372222,15.605556,0.0,-0.627778,60.842608
US_GA_13187,2020-01-07,ChIJca_aWCtNX4gRw0K-S5eHqdU,Q492040,geoId/13187,US,United States of America,GA,Georgia,13187,Lumpkin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32801,16313,16488,3150,4870,6102,3350,3511,4105,4057,2608,1048,1073867,34.57,-84.0,738,77.4,,,,,5.15,8.8,4.29,7.3,7.3,6.65,3.0,,13.09,3.65,9.23,,5.15,7.73,4.29,5.37,3.43,5.37,4.29,4.94,6.87,19.32,7.08,8.8,,3.0,3.43,35.2,3.0,5.58,4.72,4.94,6.65,9.088889,3.072222,13.716667,1.693333,1.911111,61.021354
US_GA_13187,2020-01-08,ChIJca_aWCtNX4gRw0K-S5eHqdU,Q492040,geoId/13187,US,United States of America,GA,Georgia,13187,Lumpkin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32801,16313,16488,3150,4870,6102,3350,3511,4105,4057,2608,1048,1073867,34.57,-84.0,738,77.4,,,,,4.13,5.21,4.34,8.04,7.17,4.56,5.87,3.91,14.77,3.26,8.26,,,10.65,5.0,3.04,6.52,,,3.04,9.99,30.63,6.08,5.43,4.78,4.78,5.87,37.59,,11.3,6.08,4.56,4.56,6.722222,-0.322222,15.338889,0.0508,-3.916667,47.433689
US_GA_13187,2020-01-09,ChIJca_aWCtNX4gRw0K-S5eHqdU,Q492040,geoId/13187,US,United States of America,GA,Georgia,13187,Lumpkin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32801,16313,16488,3150,4870,6102,3350,3511,4105,4057,2608,1048,1073867,34.57,-84.0,738,77.4,,,,,3.94,7.01,5.48,6.14,8.77,6.57,7.23,3.94,13.8,,6.36,4.16,3.73,7.23,3.29,5.26,,3.51,4.6,,5.48,25.2,5.7,7.67,4.82,5.48,3.94,35.94,,12.49,7.45,3.29,,6.827778,-0.983333,16.094444,0.0,-1.477778,55.822167
US_GA_13187,2020-01-10,ChIJca_aWCtNX4gRw0K-S5eHqdU,Q492040,geoId/13187,US,United States of America,GA,Georgia,13187,Lumpkin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32801,16313,16488,3150,4870,6102,3350,3511,4105,4057,2608,1048,1073867,34.57,-84.0,738,77.4,,,,,,6.1,5.87,6.1,9.26,4.52,5.42,5.65,12.43,,8.81,3.16,5.2,11.52,,,5.42,5.2,3.84,5.2,9.04,25.76,4.52,4.97,4.75,9.26,4.97,35.92,,7.91,3.84,3.62,3.84,12.944444,8.816667,17.588889,0.0,4.927778,58.439531
