location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29215,2020-01-01,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,16.47,19.6,,28.23,,56.45,4.283333,-2.505556,13.3,0.0,,-5.790123,47.71711
US_MO_29215,2020-01-02,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,19.1,22.04,,30.85,,55.82,8.0,4.322222,12.272222,0.0,,2.185185,66.558366
US_MO_29215,2020-01-03,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,18.98,23.9,,33.74,11.25,50.62,7.055556,3.711111,10.305556,0.0,,5.41358,89.053485
US_MO_29215,2020-01-04,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,13.74,20.21,15.36,25.06,,54.16,2.5,-0.422222,6.7,0.0,,-3.425926,64.743107
US_MO_29215,2020-01-05,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,12.72,18.28,,23.84,12.72,55.64,3.888889,-2.988889,13.516667,0.0,,-5.04321,51.406424
US_MO_29215,2020-01-06,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,9.61,14.41,13.81,32.43,,48.64,3.322222,-4.194444,11.261111,0.0,,-5.481481,51.673754
US_MO_29215,2020-01-07,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,14.53,17.43,14.53,38.94,,38.94,4.316667,-0.788889,10.622222,0.0,,-4.864198,50.947074
US_MO_29215,2020-01-08,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,10.24,12.52,13.66,27.89,,39.84,5.627778,-2.311111,15.172222,0.0,,-5.376543,44.588078
US_MO_29215,2020-01-09,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,11.26,,16.89,30.41,,36.04,10.738889,8.255556,12.894444,0.127,,2.135802,54.906589
US_MO_29215,2020-01-10,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,11.57,13.14,13.14,29.97,,36.81,14.111111,10.783333,17.677778,18.25625,,13.277778,94.476188
US_MO_29215,2020-01-11,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,,15.01,,27.02,11.26,42.03,3.4,-3.844444,15.577778,64.0715,,2.62963,95.255622
US_MO_29215,2020-01-12,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,13.83,16.14,14.6,31.5,13.83,44.57,-3.861111,-5.655556,-0.494444,7.3025,,-4.845679,92.113222
US_MO_29215,2020-01-13,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,12.29,15.22,19.32,28.68,,50.93,0.172222,-2.994444,4.638889,0.0,30.48,-0.592593,94.163268
US_MO_29215,2020-01-14,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,,12.36,11.24,21.91,,53.94,4.811111,0.2,10.633333,0.1524,,3.771605,92.462174
US_MO_29215,2020-01-15,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,12.56,12.56,11.98,23.97,,40.52,10.627778,6.861111,15.738889,0.0,,8.790123,88.007535
US_MO_29215,2020-01-16,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,8.59,13.95,13.42,23.08,,40.25,2.011111,-3.2,10.533333,0.0,,-2.067901,74.637367
US_MO_29215,2020-01-17,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,14.4,,,30.17,,50.05,-0.266667,-2.011111,1.944444,2.63525,,-4.858025,70.634684
US_MO_29215,2020-01-18,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,17.78,17.78,,23.43,,47.67,5.577778,0.416667,11.55,26.32075,,2.555556,80.645909
US_MO_29215,2020-01-19,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,,13.59,,24.79,,52.77,-2.488889,-6.022222,1.622222,2.159,,-12.049383,47.492703
US_MO_29215,2020-01-20,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,12.69,13.35,18.7,32.72,,49.41,-7.238889,-10.294444,-3.411111,0.0635,,-11.765432,69.361248
US_MO_29215,2020-01-21,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,13.99,30.93,23.57,37.56,,48.61,-5.544444,-9.294444,1.183333,0.1905,,-9.067901,76.024546
US_MO_29215,2020-01-22,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,10.8,18.52,7.71,24.69,,35.49,-1.622222,-4.127778,0.727778,0.0635,,-5.808642,72.583124
US_MO_29215,2020-01-23,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,16.89,26.04,,33.78,11.96,49.96,0.505556,-0.533333,1.744444,5.87375,,0.024691,96.108516
US_MO_29215,2020-01-24,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,12.21,37.4,16.03,54.95,12.97,55.72,1.044444,0.122222,2.25,6.38175,,0.358025,94.848292
US_MO_29215,2020-01-25,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,12.5,28.34,,44.18,,55.84,1.261111,-0.85,5.766667,1.23825,,-1.592593,81.381578
US_MO_29215,2020-01-26,ChIJ63Wwi4N_2ocRwP0YRdnmVfc,Q477870,geoId/29215,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2,,,,,,,25650,13441,12209,2971,3079,2900,3028,2933,3642,3439,2310,1348,1180492,37.32,-91.96,3054,76.475,,,,,23.79,30.13,15.06,42.02,18.24,60.26,4.444444,-0.316667,10.916667,0.0,,0.91358,77.523066
