location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29209,2020-01-14,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,,8.23,10.1,8.97,7.11,7.85,15.71,5.98,6.36,9.72,,,5.98,,5.98,9.72,30.29,6.73,7.11,8.97,,49.36,5.98,6.73,7.11,,6.36,6.794444,2.072222,12.355556,0.0,,5.361111,90.781292
US_MO_29209,2020-01-15,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,,9.14,12.19,6.47,8.76,,13.71,8.0,5.33,,6.86,,,,,10.28,22.85,8.0,,5.71,11.04,41.89,,6.47,,,5.71,11.766667,6.205556,18.166667,0.0,,9.938889,88.662792
US_MO_29209,2020-01-16,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,,7.52,12.4,,,5.64,16.91,11.27,6.01,9.39,7.52,9.02,,6.76,,12.78,26.68,,9.39,,6.39,45.47,5.64,7.52,7.52,,5.26,3.894444,-1.766667,12.316667,0.0,,-0.166667,74.971313
US_MO_29209,2020-01-17,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,,6.67,13.68,5.61,8.42,,11.58,4.91,7.02,9.12,6.32,,,5.96,7.02,8.77,26.31,,7.72,,,41.75,6.32,6.67,7.02,,4.91,1.861111,-0.422222,4.722222,3.265714,,-2.305556,73.996329
US_MO_29209,2020-01-18,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,,11.5,6.81,6.39,13.2,11.07,14.9,11.92,12.77,8.52,,,,6.81,,8.94,23.42,12.35,7.67,,8.52,43.86,,8.09,8.94,,,6.994444,1.622222,12.155556,16.546286,,3.488889,78.493599
US_MO_29209,2020-01-19,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,,10.55,10.15,7.71,,6.09,15.02,,,10.15,6.09,6.9,8.12,,9.34,7.31,23.95,,8.12,,,44.66,,,,,6.9,-0.472222,-4.094444,3.5,1.524,,-9.75,49.884361
US_MO_29209,2020-01-20,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,7.23,8.03,12.44,6.82,8.03,,17.66,12.85,,8.43,,5.62,,9.63,5.62,10.44,26.09,7.23,9.23,,6.82,48.57,,8.03,7.63,,,-4.038889,-8.755556,2.344444,0.0,,-11.005556,58.605879
US_MO_29209,2020-01-21,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,7.8,,14.86,,6.32,,18.2,,7.43,9.29,6.32,6.32,8.92,,8.17,13.74,35.29,10.03,9.66,8.17,7.43,46.06,,7.06,6.32,,9.29,-3.127778,-7.616667,3.55,0.0,,-7.633333,71.259573
US_MO_29209,2020-01-22,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,,7.9,10.41,7.54,7.54,6.46,21.18,9.33,7.54,12.56,,8.97,6.82,6.1,8.97,12.92,27.64,7.54,12.56,8.26,5.03,52.41,7.54,7.9,5.38,6.82,6.1,-0.311111,-2.577778,1.45,0.145143,,-3.661111,78.189454
US_MO_29209,2020-01-23,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,5.01,6.09,11.1,8.59,7.88,9.31,26.85,8.23,5.73,8.95,6.44,5.37,6.44,5.73,7.52,9.67,28.64,8.95,5.37,6.44,5.01,49.4,,5.73,6.44,6.8,,1.861111,0.727778,3.744444,5.696857,,1.466667,97.258411
US_MO_29209,2020-01-24,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,,10.37,12.51,,7.51,7.51,23.59,11.8,,7.15,6.08,6.08,,,,10.01,38.61,10.37,8.94,,6.43,45.76,,9.65,,6.79,,1.183333,-0.261111,3.722222,2.975429,,0.516667,95.415848
US_MO_29209,2020-01-25,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,,8.08,11.48,6.8,6.8,8.93,22.53,8.5,8.93,12.33,10.63,,7.23,5.95,,,33.59,7.65,6.38,,,47.19,5.95,8.08,,8.5,,1.822222,-3.083333,9.133333,0.2794,,-1.655556,78.093493
US_MO_29209,2020-01-26,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,7.6,9.21,13.61,8.8,,6.8,31.62,11.21,6.8,10.01,5.6,5.6,6.0,6.4,5.6,6.4,36.42,8.4,7.6,,6.0,42.42,6.8,5.6,,,,6.733333,1.188889,12.805556,0.0,,2.844444,76.294916
US_MO_29209,2020-01-27,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,,,12.85,8.57,,7.01,27.25,8.57,5.45,15.19,6.62,,7.01,5.84,5.45,13.63,37.77,,8.57,,,47.89,,7.79,8.18,8.18,,6.572222,-1.077778,15.444444,0.2032,,1.955556,72.645158
US_MO_29209,2020-01-28,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,6.8,,9.82,7.56,9.82,7.18,33.62,14.73,6.42,17.76,,8.31,7.93,,,7.93,39.67,6.8,7.56,,6.42,38.91,,7.56,6.42,9.07,6.04,3.538889,1.016667,10.372222,0.0,,2.005556,89.799765
US_MO_29209,2020-01-29,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,5.5,8.07,10.27,8.44,8.07,6.6,29.35,11.74,5.87,9.9,5.87,,9.54,,,11.01,45.85,9.9,9.54,5.14,9.17,51.72,,15.04,7.34,5.14,5.87,2.188889,1.1,3.427778,8.853714,,1.722222,96.771657
US_MO_29209,2020-01-30,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,,,7.49,8.61,7.49,,34.83,10.86,,10.49,6.74,6.37,5.62,6.37,5.99,9.74,38.2,6.37,7.49,5.62,5.24,50.18,,8.24,8.24,5.24,,1.577778,0.394444,3.916667,1.3335,,0.822222,94.79849
US_MO_29209,2020-01-31,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,,7.28,8.73,8.37,8.0,,29.1,14.55,5.46,9.82,,,,,,8.37,34.56,5.82,6.55,5.09,8.37,35.29,5.09,5.82,,5.46,,3.894444,2.227778,7.027778,0.0,,2.2,88.741569
US_MO_29209,2020-02-01,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,6.59,,10.54,8.34,8.78,,31.61,7.9,,11.42,,,,,,10.54,38.64,8.34,7.46,,,42.15,,7.46,6.15,,,4.427778,-1.777778,11.833333,0.0,,-0.966667,68.260507
US_MO_29209,2020-02-02,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,6.99,,6.12,10.93,9.18,7.87,26.66,9.18,,7.87,8.3,,7.43,,6.12,,27.53,7.43,7.43,,,43.7,6.56,,7.87,6.12,,12.8,4.833333,24.683333,0.0,,-1.555556,37.749375
US_MO_29209,2020-02-03,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,,11.09,13.47,7.53,5.94,6.74,25.36,9.9,,13.47,6.34,,7.92,6.34,,12.28,38.03,5.94,5.55,5.94,,53.49,,7.13,7.92,5.94,,16.516667,12.35,20.744444,0.0,,2.711111,39.895753
US_MO_29209,2020-02-04,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,,6.5,10.12,7.23,,6.14,30.0,17.35,,7.95,,7.95,10.48,,,9.04,33.61,6.5,6.87,,6.87,39.39,,9.4,7.59,,5.42,7.827778,1.961111,17.561111,11.756571,,5.838889,87.307937
US_MO_29209,2020-02-05,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,5.38,5.77,10.38,8.08,8.08,9.23,25.77,11.15,,,6.92,5.38,6.15,8.08,6.54,15.38,25.38,,6.92,,7.31,44.99,,15.0,10.0,,6.15,0.811111,-0.655556,3.127778,6.894286,,0.116667,95.23244
US_MO_29209,2020-02-06,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,5.41,7.94,11.19,11.19,6.5,,33.2,15.52,,12.99,7.94,6.5,9.02,5.77,,7.22,36.81,10.1,7.94,,6.5,47.99,6.13,8.3,8.66,,5.05,-2.172222,-3.583333,-0.155556,5.588,,-4.172222,86.299878
US_MO_29209,2020-02-07,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,5.35,7.65,14.53,11.09,,8.03,28.67,10.7,,10.7,7.65,,,,,9.94,34.79,7.26,8.41,,,47.02,,6.5,,6.5,,-0.583333,-5.511111,7.561111,0.1016,30.48,-4.777778,73.384289
US_MO_29209,2020-02-08,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,,,14.04,7.66,12.77,,28.94,10.21,6.38,11.06,6.81,,5.96,,11.06,8.51,28.51,8.09,,7.66,6.38,47.66,,,8.09,7.23,,2.727778,-3.683333,10.416667,0.127,,-2.977778,66.293934
US_MO_29209,2020-02-09,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,8.65,9.88,9.06,9.06,8.65,,29.24,13.59,,14.41,6.18,,,,,12.35,34.59,,13.18,6.18,,46.12,,9.88,7.0,,,9.611111,4.088889,14.655556,0.47625,,3.65,66.487253
US_MO_29209,2020-02-10,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,6.57,8.4,11.32,10.96,,5.84,21.18,10.59,8.04,14.61,8.4,5.48,8.04,6.94,5.48,10.23,38.35,6.94,,,6.21,54.42,,,6.57,6.94,6.94,4.6,0.872222,13.394444,3.52425,,3.966667,95.731479
US_MO_29209,2020-02-11,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,8.83,8.46,8.83,6.62,8.46,5.52,21.34,14.72,,11.04,6.26,,11.78,6.26,5.15,12.14,29.44,9.57,5.52,,,47.11,,6.99,8.1,5.52,8.83,2.177778,0.472222,5.094444,2.116667,,-0.205556,84.471693
US_MO_29209,2020-02-12,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,6.23,5.5,10.99,5.13,,7.69,17.95,7.69,,11.36,,,5.5,,7.33,8.79,31.14,7.69,8.43,5.5,5.5,42.49,,6.23,8.43,8.06,5.13,2.734568,1.08642,4.691358,2.3876,,0.796296,87.133361
US_MO_29209,2020-02-13,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,6.24,5.14,9.91,14.32,9.91,,23.13,14.69,,11.75,5.87,6.61,5.87,6.97,,9.91,31.2,9.18,7.34,,5.87,41.85,6.61,5.14,8.08,,5.14,-1.351852,-5.87037,3.814815,15.324667,,-4.388889,79.9694
US_MO_29209,2020-02-14,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,,,,,,6.5,,8.79,,6.12,8.03,15.68,5.74,,13.76,7.65,8.03,7.26,,6.5,6.88,26.0,6.88,5.74,6.88,7.26,42.44,,6.88,,5.74,6.5,-5.222222,-11.191358,4.290123,0.310444,,-12.932099,54.782923
US_MO_29209,2020-02-15,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,11,16,,1,,,12.2,12.2,,8.54,5.69,20.74,13.82,,13.01,,6.51,,7.73,,6.91,28.06,10.98,,,6.51,41.47,6.51,7.32,,,7.73,3.296296,-2.32716,11.734568,0.479778,,-6.567901,48.566032
US_MO_29209,2020-02-16,ChIJAQbAA-ARz4cRJDUB1ZHj-a8,Q496453,geoId/29209,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2,,,,,,,31642,15477,16165,2665,3152,2556,2625,3295,4673,6256,4504,1916,1180538,36.74,-93.47,1323,77.65,11,18,,7,,6.41,7.21,12.02,6.41,8.41,,24.44,11.62,,10.02,6.01,5.61,,,,6.01,25.24,7.61,,,6.41,41.66,,9.21,6.81,,,7.648148,0.87037,14.364198,0.0,,0.858025,62.364062
