location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MI_26043,2020-07-04,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,1,0,10,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,4,,,-20,,,5.57,11.88,,6.31,5.94,8.54,,,,7.05,,,5.57,5.94,25.61,,18.18,,,37.48,,15.96,5.94,,22.763889,16.166667,29.965278,0.0,17.740741,71.3111
US_MI_26043,2020-07-05,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,10,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,37,,,-3,,8.05,8.05,15.17,6.19,,8.67,7.74,,4.64,4.33,,,4.33,,,30.95,4.33,22.59,,4.33,45.5,5.88,18.26,14.86,,23.375,17.854167,28.666667,0.0,19.148148,74.960784
US_MI_26043,2020-07-06,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,4,0,14,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,24,19,,-30,,,5.58,21.26,8.77,4.78,3.72,9.83,3.99,3.99,10.1,,3.72,,3.99,6.11,28.96,,20.2,3.72,4.25,36.94,9.83,18.6,9.57,5.05,23.722222,18.979167,30.125,0.108857,20.203704,78.450424
US_MI_26043,2020-07-07,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,1,0,15,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,18,10,,-24,,7.13,7.68,14.82,6.59,5.49,4.12,8.78,5.21,6.04,4.94,4.12,4.12,,4.67,7.13,22.5,6.86,12.07,4.94,6.04,35.4,5.76,16.46,5.76,,22.270833,17.923611,27.520833,12.28725,18.796296,80.553222
US_MI_26043,2020-07-08,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,1,0,16,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,24,16,,-22,,4.12,4.67,13.73,5.49,4.94,6.31,7.14,,4.94,6.04,,4.94,,4.12,5.76,28.0,6.59,16.75,7.41,6.86,37.06,4.39,15.65,6.86,,23.298611,17.736111,29.013889,0.0,19.472222,76.883045
US_MI_26043,2020-07-09,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,16,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,19,24,,-25,,4.81,6.95,12.56,7.75,6.14,6.14,8.28,,4.54,7.21,10.69,5.34,4.01,6.95,6.41,24.04,8.55,10.42,6.14,5.88,34.19,7.21,12.29,8.55,4.54,23.354167,18.423611,28.048611,2.836333,19.287037,77.877829
US_MI_26043,2020-07-10,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,2,0,18,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,2,6,,-23,,5.95,6.54,9.51,6.54,6.84,,10.4,5.05,,5.95,4.76,,,,7.43,29.13,4.16,11.89,,7.13,35.37,,13.97,4.16,,21.9375,19.020833,26.020833,13.389429,18.268519,78.982611
US_MI_26043,2020-07-11,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,-1,0,17,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,13,,,-3,,,6.54,12.74,,6.2,,8.26,,,6.2,,6.54,,5.17,,23.76,5.85,9.98,,5.51,30.64,6.54,13.43,9.3,,21.1875,16.465278,25.527778,4.8895,15.138889,66.931062
US_MI_26043,2020-07-12,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,17,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,24,,,-2,,4.91,,11.78,8.51,6.22,6.22,9.16,,,,,6.22,,5.24,,23.88,,10.47,,6.87,36.64,,8.83,8.51,5.56,18.604167,14.763889,23.291667,0.0,13.444444,70.855501
US_MI_26043,2020-07-13,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,17,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,13,12,,-26,,,5.54,13.03,6.93,6.65,,9.15,,,8.32,4.16,4.99,,,8.32,24.4,8.32,12.75,,6.1,36.32,5.54,12.75,3.88,4.71,18.333333,11.680556,24.451389,0.0,12.5,68.390425
US_MI_26043,2020-07-14,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,4,0,21,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,2,0,,-27,,4.48,,15.54,7.37,,,9.48,6.85,,8.16,,,3.95,,6.32,28.18,5.0,10.01,7.11,6.06,35.55,4.48,6.32,7.64,4.74,19.638889,14.518519,24.037037,7.958667,16.277778,80.673784
US_MI_26043,2020-07-15,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,21,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,8,5,,-25,,6.46,5.33,10.95,7.3,5.89,4.77,7.3,,5.89,7.86,5.05,5.61,,4.77,7.3,23.57,,12.63,4.49,5.89,30.03,,9.54,,,20.027778,15.416667,23.305556,14.943667,16.569444,80.453084
US_MI_26043,2020-07-16,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,6,0,27,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,9,18,,-26,,,7.02,10.24,9.36,8.49,,9.36,4.39,5.27,12.0,4.39,4.39,4.97,4.97,6.44,28.68,5.27,7.9,5.27,8.19,33.65,4.97,10.24,4.39,,20.018519,12.287037,27.25,0.296333,14.055556,70.122981
US_MI_26043,2020-07-17,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,27,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,1,-9,,-26,,,8.11,12.31,7.51,5.41,,7.51,,4.8,6.01,,,5.11,,5.11,21.93,7.21,7.21,,6.91,28.53,4.5,9.01,6.01,6.01,22.763889,17.430556,27.569444,0.0,16.425926,67.959568
US_MI_26043,2020-07-18,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,2,0,29,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,11,,,-5,,6.1,8.35,13.81,5.14,5.46,,5.78,,,7.39,5.14,4.5,4.5,,,24.09,,11.24,,,40.15,4.5,11.88,8.03,5.78,23.423611,18.736111,29.409722,3.991429,20.203704,81.051241
US_MI_26043,2020-07-19,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,4,0,33,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,21,,,-6,,5.5,7.12,12.61,8.41,,,7.44,,8.09,7.76,,,,,,21.34,6.79,8.09,,6.14,33.96,,13.91,7.12,4.85,23.930556,19.111111,28.236111,12.808857,17.814815,67.479181
US_MI_26043,2020-07-20,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,33,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,11,11,,-26,,,5.3,16.72,6.41,6.41,4.18,7.8,,,6.97,,,5.3,5.57,4.46,22.3,6.69,10.87,,9.76,39.3,4.18,12.54,8.92,,18.125,14.0625,25.902778,4.445,11.518519,64.445095
US_MI_26043,2020-07-21,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,2,0,35,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,8,,,-26,,,7.31,11.1,9.21,3.79,6.77,8.39,5.42,3.79,8.39,,4.06,5.42,4.6,5.14,26.54,7.04,7.04,,21.12,40.89,4.6,7.04,8.94,,16.194444,11.784722,20.5,0.254,12.518519,76.654957
US_MI_26043,2020-07-22,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,35,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,14,10,,-25,,5.17,6.26,13.06,6.26,5.99,6.26,5.99,,,14.7,4.9,7.08,3.81,,7.89,25.31,6.26,6.8,,19.87,34.84,,10.34,6.8,5.44,16.819444,14.527778,19.527778,4.826,15.666667,91.011451
US_MI_26043,2020-07-23,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,2,0,37,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,21,25,,-26,,,,10.36,7.77,4.61,4.61,8.64,,4.03,16.12,,4.89,4.61,,6.62,30.52,6.91,10.94,,6.62,32.82,4.03,10.94,7.49,5.76,17.4375,13.652778,22.472222,3.175,14.268519,79.923079
US_MI_26043,2020-07-24,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,3,0,40,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,4,-2,,-27,,5.04,5.92,11.85,7.11,4.44,5.63,5.63,,5.92,8.0,5.33,,4.15,4.74,6.52,15.11,,8.0,,6.52,31.99,4.44,11.85,5.33,,19.611111,12.673611,26.923611,0.0,15.138889,74.812165
US_MI_26043,2020-07-25,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,40,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,12,,,-3,,,4.7,10.4,5.03,6.71,5.37,6.71,,,11.07,,6.71,,,,16.44,,11.41,,5.7,30.86,4.7,13.42,5.37,,25.104167,19.472222,31.361111,0.0,19.925926,74.441872
US_MI_26043,2020-07-26,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,2,0,42,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,22,,,-14,,4.28,5.81,14.99,7.04,6.42,5.51,8.87,,,6.12,4.28,,,,,23.86,4.28,14.38,,5.51,33.04,,8.87,9.18,,24.465278,21.423611,28.368056,3.937,22.074074,86.748525
US_MI_26043,2020-07-27,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,42,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,16,11,,-26,,4.82,7.09,14.76,7.95,6.53,7.38,4.26,,,9.36,,6.81,,6.81,7.09,29.79,4.26,11.63,4.54,6.53,45.69,,12.2,9.93,6.53,23.1875,18.791667,26.798611,5.207,16.685185,66.083384
US_MI_26043,2020-07-28,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,1,0,43,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,10,8,,-26,,6.17,7.01,15.13,8.41,12.89,7.29,5.61,,4.2,10.37,,6.72,3.92,,5.32,22.98,7.29,8.41,,,39.79,5.04,8.13,9.25,4.2,20.840278,16.020833,26.111111,0.0635,13.638889,63.115451
US_MI_26043,2020-07-29,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,43,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,17,12,,-22,,,7.4,11.96,7.4,10.82,,8.82,,7.69,13.38,4.27,5.12,,6.55,8.82,21.35,4.55,9.11,6.83,7.12,38.43,3.98,7.12,7.97,6.26,19.479167,14.326389,24.493056,0.03175,14.75,72.745943
US_MI_26043,2020-07-30,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,1,0,44,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,18,15,,-24,,,5.23,13.36,4.07,6.97,5.52,,4.07,,10.74,4.94,4.65,,5.52,4.36,25.56,4.07,7.26,5.52,,34.85,,8.13,4.65,6.68,18.791667,13.604167,24.465278,0.03175,13.555556,71.020866
US_MI_26043,2020-07-31,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,44,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,3,4,,-25,,6.77,6.18,15.59,7.06,7.35,6.77,7.65,,4.12,8.24,5.0,5.29,5.0,5.88,4.71,19.12,5.0,8.24,,4.71,34.42,5.59,11.47,5.29,,18.666667,12.847222,23.9375,0.0,13.111111,69.728873
US_MI_26043,2020-08-01,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,1,0,45,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,11,,,-2,,5.09,8.15,15.96,8.15,5.09,5.77,9.17,,,11.55,5.77,,10.53,6.79,,29.55,,11.89,,,34.3,5.09,16.98,8.49,,19.875,13.208333,26.104167,0.0,14.472222,69.749243
US_MI_26043,2020-08-02,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,45,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,16,,,2,,4.94,5.56,15.44,4.32,6.79,6.49,5.87,,,20.38,5.87,6.79,,,,25.94,8.34,10.81,,,34.9,,8.03,9.88,6.18,17.428571,13.428571,23.674603,0.0,14.622222,82.501117
US_MI_26043,2020-08-03,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,1,0,46,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,20,22,,-25,,4.67,7.42,13.75,4.95,7.42,4.4,3.85,,,9.9,3.85,,,4.95,6.33,23.92,4.67,7.42,4.12,4.4,37.95,,6.05,5.22,,15.095238,13.031746,18.230159,0.296333,9.744444,70.543688
US_MI_26043,2020-08-04,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,1,0,47,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,17,7,,-23,,,6.67,13.05,6.67,6.67,7.78,5.83,5.0,4.44,9.17,5.55,3.89,,,5.55,21.94,5.55,9.17,,,40.27,4.72,8.33,10.28,5.28,13.944444,9.354167,18.263889,0.0,8.87037,71.249017
US_MI_26043,2020-08-05,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,1,0,48,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,13,8,,-22,,,9.34,15.85,8.78,4.81,8.49,7.36,,5.1,8.49,,5.38,,,7.36,26.33,6.51,7.36,4.25,5.1,40.48,,9.34,5.1,4.25,14.902778,7.020833,23.173611,0.0,8.842593,66.718327
US_MI_26043,2020-08-06,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,3,0,51,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,19,18,,-23,,4.36,8.14,16.57,5.81,4.94,,,6.97,4.94,11.04,4.94,,,,9.59,27.03,7.85,8.14,,4.94,31.1,4.94,10.75,4.07,4.07,19.833333,13.648148,25.567901,0.0,12.546296,64.757168
US_MI_26043,2020-08-07,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,1,0,52,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,3,-5,,-23,,5.39,8.09,11.09,6.29,5.39,7.49,4.49,,,8.09,5.69,4.49,,,5.69,22.17,6.29,8.39,,5.39,37.45,4.19,7.79,6.29,,20.320988,13.358025,26.148148,0.0,13.12037,64.42445
US_MI_26043,2020-08-08,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,1,0,53,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,14,,,-9,,6.12,6.12,9.66,,,,7.08,,,9.98,,,5.47,,,21.89,6.12,8.69,5.15,,29.3,,8.37,,4.51,20.419753,16.45679,24.604938,3.96875,16.472222,78.484262
US_MI_26043,2020-08-09,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,2,0,55,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,18,,,-1,,,7.17,12.16,6.55,6.86,4.99,5.61,,,7.79,,,,4.68,,24.0,4.68,13.71,,,34.91,,11.22,6.86,4.36,23.018519,18.364198,28.876543,2.568222,20.212963,83.206066
US_MI_26043,2020-08-10,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,55,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,10,17,,-24,,5.1,6.17,8.32,9.39,4.56,5.37,5.1,,5.1,5.1,5.9,5.9,,4.29,4.03,25.23,5.63,11.0,6.44,5.1,39.45,,11.27,6.71,5.1,21.888889,18.376543,26.82716,1.580444,19.231481,83.912878
US_MI_26043,2020-08-11,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,3,0,58,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,11,0,,-25,,,7.84,10.64,5.6,,5.32,5.88,,,9.52,,4.76,4.76,4.48,4.2,27.72,8.68,10.36,4.2,5.32,40.88,,6.72,7.56,4.48,20.191358,13.160494,27.981481,2.483556,11.37963,58.157059
US_MI_26043,2020-08-12,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,58,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,15,18,,-24,,5.39,4.26,14.47,7.09,4.82,4.54,7.94,5.67,,8.51,,4.54,4.26,4.54,4.54,24.68,,12.77,,4.54,40.85,4.54,9.08,8.23,,22.209877,16.067901,28.259259,0.0,14.5,62.127926
US_MI_26043,2020-08-13,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,4,0,62,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,18,19,,-25,,,6.76,11.56,6.48,4.23,6.2,8.46,4.79,6.48,6.2,,4.23,,7.89,5.92,27.06,3.95,5.92,6.48,5.92,42.28,,7.61,5.92,,21.746914,18.339506,25.753086,0.127,17.305556,75.238685
US_MI_26043,2020-08-14,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,-3,0,59,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,1,-6,,-25,,,5.37,12.53,5.07,5.96,6.26,4.77,,,5.37,5.96,,,,7.46,28.04,4.47,7.46,6.26,4.47,35.2,,10.44,9.25,,21.469136,15.950617,27.203704,0.028222,16.712963,75.861278
US_MI_26043,2020-08-15,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,59,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,21,,,-8,,,5.63,8.28,7.28,5.3,5.63,6.62,,,6.95,,4.63,,,4.63,15.89,4.63,8.94,,,34.1,,9.27,6.95,,21.746914,18.259259,25.820988,0.0,16.481481,72.348017
US_MI_26043,2020-08-16,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,1,0,60,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,18,,,-3,,5.79,,15.43,7.71,5.79,4.5,5.46,,5.79,7.71,4.82,,,5.46,,19.61,5.46,14.14,6.11,6.11,33.75,,11.89,8.04,,19.117284,14.055556,24.728395,1.213556,13.555556,71.898058
US_MI_26043,2020-08-17,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,-1,0,59,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,3.96,3.96,15.55,5.94,4.24,8.77,9.05,5.66,3.96,10.46,,6.79,,5.37,7.35,23.47,,7.35,6.5,5.66,34.5,3.96,5.09,7.35,,18.104938,13.240741,22.691358,1.27,13.12963,73.260627
US_MI_26043,2020-08-18,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,1,0,60,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,4.33,14.73,11.55,6.64,4.04,6.93,,7.8,6.93,,,6.07,,6.64,17.62,9.53,8.09,5.49,5.2,41.6,,8.67,4.04,,16.407407,11.919753,21.055556,0.0,9.888889,66.85633
US_MI_26043,2020-08-19,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,60,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,5.11,4.83,13.06,9.09,5.96,,6.25,3.98,4.26,4.83,5.11,6.82,,9.37,7.38,19.88,6.25,7.95,6.25,,36.63,,8.52,8.8,,17.425926,13.166667,23.024691,0.0,12.777778,73.517489
US_MI_26043,2020-08-20,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,60,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,4.29,8.02,13.74,7.16,4.87,,5.73,,7.16,7.73,,4.58,,4.01,5.73,18.32,5.15,9.16,4.87,4.58,32.92,,7.16,7.16,4.29,21.703704,17.716049,25.858025,0.635,16.481481,71.387095
US_MI_26043,2020-08-21,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,0,0,60,2,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,4.96,15.16,4.67,9.33,,7.58,4.96,6.12,5.54,4.96,5.83,,9.91,6.71,18.95,,12.54,8.46,,36.74,4.08,8.16,,,20.376543,17.382716,25.209877,0.0,17.611111,83.835236
