location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MI_26051,2020-01-01,ChIJ7yWStnWhIYgRKsP6ZTFfl38,Q490642,geoId/26051,US,United States of America,MI,Michigan,26051,Gladwin County,US,USA,2,,,,,,,25241,12705,12536,2496,2708,2370,2276,2669,3868,4345,3033,1476,574448,43.99,-84.39,1338,76.4,,,,,12.45,10.46,11.46,17.93,,27.4,,34.37,7.47,-2.209877,-5.080247,0.944444,0.169333,100.33,-6.269841,74.193309
US_MI_26051,2020-01-02,ChIJ7yWStnWhIYgRKsP6ZTFfl38,Q490642,geoId/26051,US,United States of America,MI,Michigan,26051,Gladwin County,US,USA,2,,,,,,,25241,12705,12536,2496,2708,2370,2276,2669,3868,4345,3033,1476,574448,43.99,-84.39,1338,76.4,,,,,10.9,7.92,,14.36,9.41,27.24,,39.62,,2.777778,-1.895062,6.617284,0.084667,100.33,-2.539683,67.807338
US_MI_26051,2020-01-03,ChIJ7yWStnWhIYgRKsP6ZTFfl38,Q490642,geoId/26051,US,United States of America,MI,Michigan,26051,Gladwin County,US,USA,2,,,,,,,25241,12705,12536,2496,2708,2370,2276,2669,3868,4345,3033,1476,574448,43.99,-84.39,1338,76.4,,,,,8.69,8.69,,17.37,7.67,31.17,10.73,40.88,,2.679012,0.777778,5.32716,0.0,129.54,-0.333333,80.879098
US_MI_26051,2020-01-04,ChIJ7yWStnWhIYgRKsP6ZTFfl38,Q490642,geoId/26051,US,United States of America,MI,Michigan,26051,Gladwin County,US,USA,2,,,,,,,25241,12705,12536,2496,2708,2370,2276,2669,3868,4345,3033,1476,574448,43.99,-84.39,1338,76.4,,,,,,11.64,,16.7,10.12,26.82,,48.59,,-0.333333,-1.54321,2.265432,0.0,129.54,-3.18254,81.46697
US_MI_26051,2020-01-05,ChIJ7yWStnWhIYgRKsP6ZTFfl38,Q490642,geoId/26051,US,United States of America,MI,Michigan,26051,Gladwin County,US,USA,2,,,,,,,25241,12705,12536,2496,2708,2370,2276,2669,3868,4345,3033,1476,574448,43.99,-84.39,1338,76.4,,,,,,9.22,,18.93,8.25,26.22,,33.98,,-1.246914,-2.561728,-0.185185,0.1524,78.74,-4.626984,78.363604
US_MI_26051,2020-01-06,ChIJ7yWStnWhIYgRKsP6ZTFfl38,Q490642,geoId/26051,US,United States of America,MI,Michigan,26051,Gladwin County,US,USA,2,,,,,,,25241,12705,12536,2496,2708,2370,2276,2669,3868,4345,3033,1476,574448,43.99,-84.39,1338,76.4,,,,,,12.19,,10.83,10.38,27.53,,39.26,,0.432099,-2.216049,2.660494,0.834571,78.74,-4.666667,69.156836
US_MI_26051,2020-01-07,ChIJ7yWStnWhIYgRKsP6ZTFfl38,Q490642,geoId/26051,US,United States of America,MI,Michigan,26051,Gladwin County,US,USA,2,,,,,,,25241,12705,12536,2496,2708,2370,2276,2669,3868,4345,3033,1476,574448,43.99,-84.39,1338,76.4,,,,,7.69,13.85,8.72,23.08,9.23,28.72,,40.0,7.69,-0.141975,-3.358025,2.62963,0.0,149.86,-3.936508,77.136392
US_MI_26051,2020-01-08,ChIJ7yWStnWhIYgRKsP6ZTFfl38,Q490642,geoId/26051,US,United States of America,MI,Michigan,26051,Gladwin County,US,USA,2,,,,,,,25241,12705,12536,2496,2708,2370,2276,2669,3868,4345,3033,1476,574448,43.99,-84.39,1338,76.4,,,,,,11.05,,15.79,,32.63,8.95,45.26,8.42,-4.944444,-8.339506,1.407407,0.1016,149.86,-11.15873,62.708751
US_MI_26051,2020-01-09,ChIJ7yWStnWhIYgRKsP6ZTFfl38,Q490642,geoId/26051,US,United States of America,MI,Michigan,26051,Gladwin County,US,USA,2,,,,,,,25241,12705,12536,2496,2708,2370,2276,2669,3868,4345,3033,1476,574448,43.99,-84.39,1338,76.4,,,,,7.56,8.35,,12.33,11.53,38.18,6.36,30.62,9.54,-4.738889,-8.883333,2.683333,0.0,180.34,-10.5,67.380968
US_MI_26051,2020-01-10,ChIJ7yWStnWhIYgRKsP6ZTFfl38,Q490642,geoId/26051,US,United States of America,MI,Michigan,26051,Gladwin County,US,USA,2,,,,,,,25241,12705,12536,2496,2708,2370,2276,2669,3868,4345,3033,1476,574448,43.99,-84.39,1338,76.4,,,,,9.44,9.96,,14.68,13.11,24.12,,46.14,,5.65,2.661111,7.483333,0.09525,180.34,2.611111,77.889308
