location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13207,2020-05-19,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,7,0,102,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-4,,,,-28,,5.61,10.28,13.08,4.67,9.96,9.03,5.92,,,9.03,4.67,5.61,5.61,4.67,5.61,28.34,4.36,9.34,,7.16,42.66,4.67,8.72,7.79,,21.383333,18.372222,25.75,9.017,17.044444,76.519215
US_GA_13207,2020-05-20,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,6,0,108,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-6,,,,-32,,4.5,6.59,11.09,7.49,8.99,6.0,11.09,,4.8,7.79,,5.09,5.39,4.8,5.7,21.58,,8.69,5.09,6.0,40.46,,7.49,7.79,,16.592593,13.845679,23.987654,11.176,14.648148,88.587766
US_GA_13207,2020-05-21,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,5,1,113,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-10,,,,-29,,,6.76,14.48,6.76,4.83,8.69,9.65,4.5,5.79,7.08,5.47,6.11,5.79,,7.08,24.13,9.65,11.9,4.5,7.08,41.5,7.4,8.36,5.15,6.76,16.648148,12.462963,25.611111,2.00025,13.298611,79.205609
US_GA_13207,2020-05-22,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,1,0,114,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-2,,,24,-30,,,6.89,11.16,6.56,4.92,6.24,,,7.55,9.85,,,,5.25,6.89,25.27,,12.14,6.24,5.25,40.04,,10.5,,6.56,23.433333,16.405556,30.95,1.1684,18.233333,73.0793
US_GA_13207,2020-05-23,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,3,0,117,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-6,,,,-17,,6.04,,13.22,10.57,7.17,6.8,7.17,,5.67,,6.04,,6.8,,9.06,21.15,7.17,9.82,,,41.16,8.31,13.6,,,23.477778,17.327778,31.222222,5.152571,18.633333,74.347302
US_GA_13207,2020-05-24,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,0,0,117,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,1,,,3,-33,,7.37,12.16,15.11,6.26,9.58,,11.05,,,7.74,,,5.53,,5.9,26.9,6.63,10.69,8.84,,42.38,,9.58,5.9,,25.005556,18.405556,32.233333,0.036286,19.805556,73.060675
US_GA_13207,2020-05-25,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,1,0,118,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-16,,,,-67,,4.8,11.31,9.25,,7.2,,,,5.48,5.14,,5.48,4.8,6.51,6.85,21.59,4.8,8.22,,7.88,37.69,6.51,11.31,8.57,,23.344444,19.255556,30.644444,6.519333,19.622222,79.748075
US_GA_13207,2020-05-26,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,1,0,119,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-11,,,,-29,,5.68,5.08,15.25,8.07,6.58,10.17,6.88,,,6.88,,,4.19,5.08,10.77,23.62,5.08,17.04,4.78,6.28,40.97,5.68,10.47,10.17,6.28,21.666667,19.5,25.972222,1.143,19.777778,89.142859
US_GA_13207,2020-05-27,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,-1,0,118,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-9,,,,-30,,,8.68,12.09,7.44,4.65,5.27,4.96,,6.51,7.44,,7.44,,4.34,6.2,29.45,7.44,10.23,,8.06,44.64,4.34,7.75,5.58,7.44,21.283333,19.922222,24.15,6.604,19.605556,90.264076
US_GA_13207,2020-05-28,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,1,0,119,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-12,,,,-28,,6.33,6.96,11.71,8.23,9.18,5.7,4.75,,5.07,10.45,,6.01,,5.07,11.08,23.74,4.43,12.66,5.38,,40.21,5.38,10.76,5.07,4.43,23.705556,19.7,30.438889,4.191,20.438272,81.057122
US_GA_13207,2020-05-29,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,1,0,120,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-14,,,9,-27,,,7.42,12.9,6.45,5.48,5.48,5.48,,4.51,15.15,,,5.48,,10.32,26.12,6.77,8.71,4.51,4.84,31.6,,8.06,7.42,4.84,24.633333,20.588889,30.211111,2.902857,20.950617,79.154533
US_GA_13207,2020-05-30,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,0,0,120,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,2,,,,-10,,7.04,,8.8,5.98,5.98,4.93,5.98,,8.8,7.04,,7.39,5.98,8.1,9.5,14.78,,8.8,,6.69,39.77,,,6.34,4.93,24.861111,19.838889,30.95,1.814286,19.461111,72.026981
US_GA_13207,2020-05-31,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,0,3,120,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,8,,,8,-18,,,7.79,8.8,8.8,8.47,5.76,7.11,,6.1,6.1,,,,,8.47,22.35,,9.82,,,40.3,6.43,6.43,6.77,8.13,23.938889,16.966667,30.427778,0.0,16.344444,62.641647
US_GA_13207,2020-06-01,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,1,0,121,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-6,,,,-23,,,,10.9,8.02,5.13,,6.09,4.49,,6.41,,,,,9.3,23.09,5.45,10.26,,5.77,36.88,5.45,8.98,8.66,5.13,23.711111,17.577778,29.572222,0.0,16.505556,64.288943
US_GA_13207,2020-06-02,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,0,0,121,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-11,,,,-27,,4.47,4.79,10.53,7.02,5.42,7.02,,4.47,5.42,10.21,,,,,7.34,21.06,5.11,12.13,4.79,5.42,36.7,6.06,8.3,5.42,6.7,23.388889,16.722222,30.255556,0.0,16.722222,66.342267
US_GA_13207,2020-06-03,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,3,0,124,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-1,,,,-27,,5.1,5.73,15.29,5.73,,7.96,,,6.37,10.2,5.1,,,,11.47,26.12,6.05,7.65,4.78,5.73,35.68,6.69,11.47,6.69,,24.9,18.044444,31.433333,0.0,18.872222,69.332227
US_GA_13207,2020-06-04,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,-1,0,123,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-10,,,,-26,,,10.52,14.03,7.97,6.06,4.46,,,,8.29,,6.06,4.78,,8.61,23.28,7.97,8.93,6.38,6.7,34.76,,8.93,,6.06,25.444444,20.377778,31.477778,3.193143,20.711111,75.259765
US_GA_13207,2020-06-05,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,0,0,123,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-7,,,10,-24,,,,10.38,11.03,6.49,4.87,7.79,,,6.81,,,,5.19,6.16,23.68,5.19,7.79,4.54,,39.58,,7.14,7.14,6.81,24.133333,20.511111,30.972222,1.778,21.227778,83.996139
US_GA_13207,2020-06-06,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,0,0,123,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,7,,,,-9,,,11.29,13.06,7.41,,,8.12,,,6.71,6.71,,,,6.71,23.64,6.35,12.0,,5.65,40.23,,13.06,6.71,5.29,24.277778,20.116667,30.283333,2.3876,21.105556,82.559814
US_GA_13207,2020-06-07,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,0,0,123,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,2,,,6,-28,,7.0,8.74,11.54,4.9,,7.34,6.64,,,6.64,,,5.95,,8.04,24.13,,9.44,7.34,,39.87,,10.14,8.74,,24.894444,20.377778,30.177778,0.338667,21.5,81.558184
US_GA_13207,2020-06-08,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,0,0,123,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-10,,,,-23,,,8.12,12.18,10.93,7.8,,6.56,,,9.68,,,,,13.11,21.54,9.37,11.24,5.93,,48.39,7.18,10.3,5.0,6.24,25.772222,22.055556,30.783333,0.0,22.766667,83.649392
US_GA_13207,2020-06-09,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,1,1,124,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-9,,,,-26,,6.58,7.83,14.4,8.14,7.51,6.26,6.26,,,11.9,8.14,5.95,4.38,,7.51,20.67,7.83,7.83,,5.32,37.58,5.95,9.71,5.64,,25.555556,21.872222,31.627778,6.1468,22.8,84.870141
US_GA_13207,2020-06-10,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,2,1,126,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-4,,,,-29,,6.16,11.71,11.09,10.17,9.55,6.47,7.4,,,9.86,7.4,,4.93,,6.78,24.96,,12.63,,,46.22,,9.24,8.32,4.31,24.983333,22.011111,31.133333,6.9088,22.950617,88.003701
US_GA_13207,2020-06-11,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,0,1,126,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-1,,,,-25,,7.81,5.86,14.64,5.86,,5.21,5.21,,,13.99,,8.79,,4.56,7.81,28.31,8.46,15.29,5.21,,45.88,5.53,12.37,6.51,6.18,25.25,20.872222,30.744444,4.172857,20.377778,74.501224
US_GA_13207,2020-06-12,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,1,0,127,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,0,,,26,-24,,6.97,9.29,9.29,10.29,5.31,,5.64,,,12.61,,,,7.3,5.31,16.26,5.31,11.95,8.29,6.64,38.82,8.29,8.63,4.64,4.64,24.544444,18.466667,31.094444,0.0,18.294444,68.370087
US_GA_13207,2020-06-13,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,0,0,127,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,11,,,,-10,,,13.45,10.18,5.09,,5.82,,6.54,,8.73,,,,,7.64,24.0,,13.45,7.64,9.45,39.63,6.54,9.45,8.73,,24.922222,18.438889,30.938889,0.0254,16.755556,60.624129
US_GA_13207,2020-06-14,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,3,0,130,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,15,,,28,-16,,,9.65,12.06,7.58,6.55,5.17,,,,9.99,,4.83,,,8.62,27.91,8.62,12.75,,6.2,36.88,,8.96,8.27,6.55,23.183333,17.161111,30.044444,0.0,16.822222,67.772365
US_GA_13207,2020-06-15,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,1,0,131,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-3,,,,-25,,,9.15,13.25,7.88,,,5.68,,4.42,9.15,5.36,,8.52,6.94,7.25,26.81,,10.72,5.68,7.57,38.16,5.36,8.83,8.52,5.05,21.194444,16.122222,28.316667,3.090333,16.6,75.474321
US_GA_13207,2020-06-16,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,2,0,133,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-1,,,,-25,,4.57,7.83,14.68,5.54,5.87,8.8,8.48,,4.89,9.78,6.52,,,,5.22,24.13,7.17,15.33,,,44.02,6.2,14.02,8.8,5.87,18.677778,15.311111,24.55,0.141111,14.572222,77.259136
US_GA_13207,2020-06-17,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,2,1,135,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,2,,,,-25,,4.78,12.42,14.34,9.88,5.1,4.46,5.1,4.46,,7.01,,4.78,,5.42,10.51,26.76,6.69,12.11,6.05,,35.04,4.46,9.24,7.01,6.37,18.866667,13.6,25.1,0.0,14.277778,74.998461
US_GA_13207,2020-06-18,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,0,0,135,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-3,,,,-25,,,8.47,13.03,10.1,7.17,5.54,,4.56,5.21,8.14,,6.84,,6.19,5.21,21.18,,10.1,8.47,4.89,38.77,6.84,7.17,4.56,5.87,22.194444,15.65,28.677778,0.0,16.605556,70.834273
US_GA_13207,2020-06-19,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,0,0,135,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,0,,,37,-25,,5.39,,11.12,7.75,5.39,6.74,,6.4,5.05,8.42,,6.4,,,5.05,24.92,8.42,6.74,,5.73,38.4,,9.09,11.12,6.06,23.827778,17.55,31.077778,0.907143,18.111111,70.63513
US_GA_13207,2020-06-20,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,0,0,135,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,18,,,,-14,,5.65,6.35,11.65,10.94,4.94,,6.71,,6.0,10.23,,,,,7.41,24.35,5.65,9.88,7.06,7.06,39.17,6.71,8.82,7.06,,24.977778,17.922222,32.627778,1.778,18.283333,66.648667
US_GA_13207,2020-06-21,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,0,0,135,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,8,,,23,-28,,,5.87,14.16,7.94,,,,,6.22,8.98,6.56,6.56,,4.84,7.94,20.73,5.18,12.09,6.56,5.53,41.45,5.87,7.94,10.02,,25.966667,19.144444,33.394444,0.0,19.4,67.339625
US_GA_13207,2020-06-22,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,2,0,137,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-6,,,,-24,,,12.6,12.29,5.36,4.73,7.25,7.56,6.3,,12.92,5.99,5.99,5.36,,6.3,27.41,,12.92,,6.62,38.44,4.73,8.19,5.67,5.04,24.266667,19.427778,32.405556,4.7752,20.716667,80.891478
US_GA_13207,2020-06-23,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4,Q493024,geoId/13207,US,United States of America,GA,Georgia,13207,Monroe County,US,USA,2,1,1,138,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27163,13476,13687,2891,3386,3238,3071,3498,4016,3784,2175,1104,1027988,33.01,-83.91,1030,77.04,-3,,,,-25,,6.14,10.99,14.55,8.73,6.47,6.47,7.11,7.44,,9.38,,5.5,6.47,,5.82,28.13,,9.38,5.17,5.17,51.73,5.82,11.32,10.02,7.76,24.194444,20.327778,31.122222,5.884333,21.394444,84.538573
