location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13111,2021-05-10,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,2394,72,7,3131,0,0,0,0,0,0,0,0,0,0,21,34,130,298,237,268,373,361,263,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,23,37,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,12,,,-13,2,3.79,7.04,15.17,6.23,4.61,,3.79,10.84,5.15,7.59,11.65,4.33,6.77,7.32,7.59,,12.46,24.38,4.88,9.21,4.88,3.79,8.94,44.16,7.86,15.98,4.61,,5.42,18.655556,12.25,25.894444,17.489714,,15.8,83.546806
US_GA_13111,2021-05-11,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,2395,72,4,3135,0,0,0,0,-1,1,0,1,0,0,21,34,130,298,236,269,373,362,263,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,23,37,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,21,51,,-13,-1,5.18,10.97,15.84,8.23,7.01,5.18,,6.4,5.18,,19.2,4.27,5.18,,16.15,4.57,7.01,29.55,9.75,11.27,5.79,,5.18,31.99,7.92,11.58,4.88,7.62,5.18,17.283333,13.066667,22.594444,1.8796,,12.727778,74.785816
US_GA_13111,2021-05-12,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,2396,72,19,3154,0,0,0,0,0,0,0,1,0,0,21,34,130,298,236,269,373,363,263,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,23,37,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,6,28,,-16,5,4.19,6.99,14.54,10.62,6.43,5.87,,10.62,6.71,4.19,13.7,,4.75,,,,10.9,18.45,8.39,8.39,6.99,6.43,5.87,40.26,5.31,10.34,5.87,6.99,,14.7,11.472222,20.766667,3.519714,,11.266667,80.461694
US_GA_13111,2021-05-13,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,2397,72,28,3182,0,0,0,0,0,0,0,0,0,2,21,34,130,298,236,269,373,363,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,23,37,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,13,38,,-11,1,4.3,6.87,14.89,7.16,7.16,4.01,,6.87,,4.58,13.75,4.87,6.01,,6.01,,10.6,23.49,8.59,12.32,6.01,7.16,6.59,40.1,4.58,11.17,4.87,6.3,6.87,13.133333,8.022222,20.138889,2.568222,,6.9,66.418144
US_GA_13111,2021-05-14,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,2,0,2399,72,23,3205,0,0,0,0,0,0,1,1,0,0,21,34,130,298,236,269,374,364,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,23,37,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,15,38,,-10,2,6.54,3.98,12.23,10.81,11.38,7.39,6.83,5.97,4.83,3.98,6.54,6.26,5.4,5.12,,,9.95,18.77,7.11,5.69,,,,32.99,6.26,9.95,6.54,4.27,5.97,14.933333,6.911111,22.288889,0.03175,,6.2,56.460659
US_GA_13111,2021-05-15,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,2399,72,18,3223,0,0,0,0,0,0,0,0,0,0,21,34,130,298,236,269,374,364,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,23,37,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,21,,,-6,,8.87,8.87,20.11,9.47,6.51,7.69,,7.1,5.62,4.14,8.87,4.14,4.14,,,7.69,6.8,15.38,,14.2,,4.73,7.69,40.23,4.44,16.27,5.62,4.44,5.32,15.711111,7.277778,24.472222,0.0,,7.277778,57.53827
US_GA_13111,2021-05-16,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,2399,72,2,3225,0,0,0,0,0,0,-1,0,0,0,21,34,130,298,236,269,373,364,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,15,34,0,0,0,0,0,0,0,1,0,0,0,0,0,6,7,11,23,38,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,21,,,5,,5.38,7.77,17.62,8.96,8.06,4.78,5.38,7.77,,5.38,10.16,5.67,,,,5.67,7.77,20.31,10.75,13.44,7.47,5.67,,47.49,6.57,14.94,8.36,4.78,5.38,17.922222,9.738889,25.655556,0.0,,9.855556,59.677084
US_GA_13111,2021-05-17,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,2399,72,0,3225,0,0,0,0,0,0,0,0,0,0,21,34,130,298,236,269,373,364,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,23,38,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,18,,,-9,1,5.06,4.49,18.54,5.62,5.34,6.74,5.62,3.93,5.62,5.06,10.11,4.78,6.46,,,,15.17,24.72,5.62,8.71,4.49,,7.58,46.63,5.34,13.48,8.99,5.34,5.62,19.105556,11.816667,25.894444,0.0,,11.15,60.881021
US_GA_13111,2021-05-18,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,2400,72,29,3254,0,0,0,0,0,0,1,0,0,0,21,34,130,298,236,269,374,364,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,15,34,0,0,0,0,0,0,1,0,0,0,0,0,0,6,7,11,24,38,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,22,37,,-13,1,6.49,7.62,17.77,9.31,7.33,6.77,6.77,7.33,6.77,6.21,10.72,6.77,6.21,,6.77,3.95,11.28,16.92,10.72,11.56,4.23,,,43.72,,8.46,9.59,5.64,4.79,20.094444,13.605556,24.972222,0.0,,13.35,65.620357
US_GA_13111,2021-05-19,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,2400,72,5,3259,1,0,-1,0,0,0,0,0,0,0,22,34,129,298,236,269,374,364,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,24,38,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,27,36,,-15,1,4.94,9.3,17.14,8.71,6.68,8.13,4.07,6.39,5.81,5.81,7.26,5.23,5.23,,4.36,,11.62,23.53,5.81,12.49,6.1,,5.23,43.58,4.07,15.4,5.52,4.36,5.23,21.544444,16.927778,26.761111,0.0,,13.594444,60.960025
US_GA_13111,2021-05-20,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,2,0,2402,72,25,3284,0,0,0,0,2,1,0,0,0,0,22,34,129,298,238,270,374,364,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,24,38,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,20,37,,-14,2,6.78,6.49,19.46,7.67,10.03,5.31,5.9,5.6,,,6.49,,,,6.78,4.42,12.39,17.7,6.78,13.86,4.42,,5.31,39.22,5.9,10.91,9.73,4.42,,21.477778,15.394444,27.361111,0.0,,12.866667,58.231145
US_GA_13111,2021-05-21,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,2402,72,0,3284,0,0,0,0,0,0,0,0,0,0,22,34,129,298,238,270,374,364,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,24,38,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,18,45,,-8,1,5.25,5.25,20.7,4.08,5.54,4.08,,5.25,7.29,,8.74,4.08,6.12,,,4.08,7.29,24.78,7.0,11.08,4.08,,,41.97,7.0,10.2,7.87,,6.7,21.266667,12.65,29.355556,0.0,,11.55,54.054254
US_GA_13111,2021-05-22,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,3,1,2405,73,54,3338,0,0,0,0,1,0,1,0,0,0,22,34,129,298,239,270,375,364,263,148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,7,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,24,38,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,20,,,-7,,6.17,9.7,17.92,9.11,6.17,6.46,,9.4,6.46,7.64,7.05,9.7,6.17,,4.41,5.0,9.99,20.27,8.52,12.93,4.11,4.11,5.0,41.72,6.17,14.1,7.05,5.0,,21.55,13.027778,29.761111,0.0,,13.255556,59.512432
US_GA_13111,2021-05-23,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,2405,73,33,3371,0,0,0,0,0,0,0,0,0,0,22,34,129,298,239,270,375,364,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,24,38,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,27,,,-2,,5.39,5.09,18.86,9.28,6.29,7.19,,9.58,4.79,5.09,11.08,7.19,4.79,,,,9.28,28.44,5.09,15.87,,4.79,4.49,37.13,6.59,15.57,5.99,,8.08,23.005556,14.338889,31.072222,0.0,,14.538889,59.175245
US_GA_13111,2021-05-24,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,2405,73,0,3371,0,0,0,0,0,0,0,0,0,0,22,34,129,298,239,270,375,364,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,24,38,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,21,,,-15,1,4.04,10.1,22.21,6.06,8.65,6.35,4.62,7.79,5.19,6.35,12.12,5.48,5.77,,4.33,6.35,12.98,29.14,8.65,12.12,6.06,8.37,6.92,47.03,4.04,12.41,8.37,5.77,5.77,23.377778,14.694444,31.677778,0.0,,14.566667,57.990241
US_GA_13111,2021-05-25,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,2406,73,0,3371,0,0,0,1,0,0,0,0,0,0,22,34,129,299,239,270,375,364,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,34,0,0,0,0,0,0,0,1,0,0,0,0,0,6,7,11,24,39,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,23,54,,-18,2,,4.7,20.87,7.94,10.29,4.12,,8.53,4.12,,9.41,,,,8.23,,10.29,23.81,8.53,10.58,7.35,4.41,5.0,41.16,,10.88,5.0,4.7,7.06,24.161111,15.761111,32.005556,0.03175,,16.594444,62.910613
US_GA_13111,2021-05-26,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,1,2406,74,23,3394,0,0,0,0,0,0,0,0,0,0,22,34,129,299,239,270,375,364,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,34,0,0,0,0,0,0,0,1,0,0,0,0,0,6,7,11,24,40,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,26,46,,-16,1,,5.74,17.22,9.97,7.55,5.74,9.37,7.25,4.83,5.44,9.37,5.44,4.83,,10.27,8.16,14.5,22.35,9.37,9.97,5.13,,4.53,30.21,5.13,15.1,7.25,,,24.266667,16.755556,31.488889,0.508,,16.161111,61.047533
US_GA_13111,2021-05-27,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,2407,74,43,3437,0,0,0,0,1,0,0,0,-1,0,22,34,129,299,240,270,375,364,262,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,34,0,0,0,0,0,0,0,1,0,0,0,0,0,6,7,11,24,41,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,34,59,,-18,2,6.84,7.73,19.03,8.33,9.81,5.35,,9.52,,6.54,9.81,6.25,5.95,4.16,5.95,,11.0,18.14,5.95,13.68,,,6.54,48.47,5.95,11.89,9.22,5.05,6.84,23.011111,16.477778,30.511111,0.3302,,16.094444,65.334546
US_GA_13111,2021-05-28,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,2408,74,0,3437,0,0,0,0,0,1,-1,0,0,0,22,34,129,299,240,271,374,364,262,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,34,1,0,0,0,0,0,0,0,0,0,1,0,0,6,7,11,24,41,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,26,60,,-13,4,5.14,8.39,15.42,6.76,4.06,6.49,4.6,10.01,4.6,,8.66,5.41,6.22,,5.41,5.41,10.28,22.73,7.85,8.93,,5.68,4.33,38.96,4.6,11.9,10.55,5.41,4.6,23.033333,17.544444,28.922222,3.193143,,18.438889,75.553994
US_GA_13111,2021-05-29,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,2,0,2410,74,5,3442,0,0,1,0,0,0,0,1,0,0,22,34,130,299,240,271,374,365,262,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,34,0,0,0,0,0,0,0,0,0,0,1,0,0,6,7,11,24,41,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,46,,,-2,,4.12,8.25,15.98,9.28,5.67,5.16,4.9,10.31,5.16,5.41,5.16,,4.9,4.38,4.38,6.96,7.73,20.62,5.67,9.79,4.12,6.96,5.16,36.6,,10.57,5.16,,5.41,19.322222,16.105556,25.738889,8.92175,,14.833333,75.528739
US_GA_13111,2021-05-30,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,2410,74,0,3442,0,0,0,0,0,0,0,0,0,0,22,34,130,299,240,271,374,365,262,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,34,0,0,0,0,0,0,0,0,0,0,1,0,0,6,7,11,24,41,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,60,,,-5,,5.19,5.69,14.09,5.93,6.68,7.17,5.69,11.87,8.41,3.96,8.9,4.45,,,5.93,3.46,5.69,19.29,3.71,10.88,,,5.44,48.96,4.2,14.84,6.43,4.2,4.7,16.077778,10.994444,22.766667,0.2032,,9.072222,63.522934
US_GA_13111,2021-05-31,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,2410,74,0,3442,0,0,0,0,0,0,0,0,0,0,22,34,130,299,240,271,374,365,262,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,34,0,0,0,0,0,0,0,0,0,0,1,0,0,6,7,11,24,41,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,22,,,-53,9,6.37,7.7,15.92,6.63,7.16,,4.51,8.76,5.04,,7.96,5.31,5.04,,3.71,3.71,6.37,23.35,4.51,13.27,,,3.98,39.01,5.04,13.53,9.82,4.25,6.37,17.311111,9.477778,25.988889,0.0,,10.111111,62.927291
US_GA_13111,2021-06-01,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,3,0,2413,74,76,3518,0,0,0,1,0,0,0,0,0,0,22,34,130,300,240,271,374,365,262,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,34,0,0,0,0,0,0,0,0,0,0,1,0,0,6,7,11,24,41,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,36,66,,-13,0,6.15,8.66,15.09,4.75,7.83,10.06,,10.9,,4.19,12.58,,3.91,5.31,4.47,4.47,11.18,24.04,5.59,14.81,5.03,5.59,7.83,48.63,5.03,12.86,5.87,6.99,5.03,20.038889,11.372222,27.088889,0.0,,12.716667,62.957329
US_GA_13111,2021-06-02,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,3,0,2416,74,0,3518,0,0,0,0,0,0,1,0,1,0,22,34,130,300,240,271,375,365,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,34,0,0,0,0,0,0,0,0,0,0,1,0,0,6,7,11,24,41,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,27,48,,-16,3,5.66,8.49,16.7,5.1,6.51,9.06,4.25,9.62,5.1,,11.61,6.79,,,,,11.89,18.12,9.06,9.91,6.79,,3.96,45.86,7.64,8.49,7.64,4.25,6.23,20.344444,14.777778,26.222222,0.084667,,15.038889,71.792979
US_GA_13111,2021-06-03,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,2417,74,0,3518,0,0,0,0,0,0,0,1,0,0,22,34,130,300,240,271,375,366,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,34,0,0,0,0,0,0,0,0,0,0,1,0,0,6,7,11,24,41,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,33,55,,-16,3,4.96,8.81,16.79,9.36,8.53,5.78,,8.26,4.68,7.16,12.66,8.81,,,5.78,,14.04,20.37,5.78,15.14,3.85,4.13,4.96,44.32,5.78,12.94,7.43,6.33,7.71,21.65,17.511111,26.644444,4.209143,,17.377778,77.050933
US_GA_13111,2021-06-04,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,2418,74,80,3598,0,0,0,0,1,0,0,0,0,0,22,34,130,300,241,271,375,366,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,34,0,0,0,0,0,0,0,0,0,0,1,0,0,6,7,11,24,41,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,27,51,,-11,3,5.03,9.5,10.9,10.9,7.26,,3.91,8.38,5.59,5.31,8.66,,4.75,,5.31,,7.54,20.96,,9.22,6.15,6.15,10.06,48.06,3.91,13.41,7.82,,8.38,22.488889,16.961111,29.572222,6.95325,,17.122222,71.830888
US_GA_13111,2021-06-05,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,2418,74,4,3602,0,0,0,0,-1,0,0,0,0,0,22,34,130,300,240,271,375,366,263,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,34,0,0,0,0,0,0,0,0,0,0,1,0,0,6,7,11,24,41,47,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,22,,,2,,5.77,7.14,15.93,7.41,5.49,7.69,,,,,11.53,,,,4.12,4.94,12.63,17.3,7.96,13.45,,4.39,7.41,45.03,,14.28,9.61,6.04,6.59,23.272222,16.916667,30.322222,0.0,,17.133333,68.545808
