location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01071,2020-01-01,ChIJoVwm-RjqYYgRsdNo4UCkfeI,Q366959,geoId/01071,US,United States of America,AL,Alabama,01071,Jackson County,US,USA,2,,,,,,,51828,25450,26378,5680,6365,5966,5677,6775,7379,7138,4680,2168,1848859,34.783333,-86.0,2918,73.572727,,,,,,4.14,6.7,3.94,8.47,3.55,6.5,,8.08,3.94,,14.58,4.73,8.27,3.94,2.96,12.21,5.32,5.32,2.96,,5.32,7.68,,8.08,27.58,4.33,,7.29,3.15,,7.29,6.89,40.38,,6.5,6.7,6.11,5.52,3.94,,3.833333,-2.094444,11.416667,0.0,-3.126984,58.972196
US_AL_01071,2020-01-02,ChIJoVwm-RjqYYgRsdNo4UCkfeI,Q366959,geoId/01071,US,United States of America,AL,Alabama,01071,Jackson County,US,USA,2,,,,,,,51828,25450,26378,5680,6365,5966,5677,6775,7379,7138,4680,2168,1848859,34.783333,-86.0,2918,73.572727,,,,,,5.69,6.45,2.66,11.2,11.39,6.07,2.85,5.88,7.59,4.55,17.46,3.79,12.53,3.04,6.07,9.87,,5.69,4.17,5.69,3.61,5.12,3.79,8.54,25.62,8.92,,7.02,3.04,4.55,5.5,7.4,45.35,5.88,6.64,7.21,7.4,4.93,3.23,,7.727778,5.305556,10.55,0.0508,3.468254,73.173311
US_AL_01071,2020-01-03,ChIJoVwm-RjqYYgRsdNo4UCkfeI,Q366959,geoId/01071,US,United States of America,AL,Alabama,01071,Jackson County,US,USA,2,,,,,,,51828,25450,26378,5680,6365,5966,5677,6775,7379,7138,4680,2168,1848859,34.783333,-86.0,2918,73.572727,,,,,,5.97,7.52,2.89,10.99,8.67,6.17,3.08,6.17,4.82,,19.08,3.66,12.34,4.24,4.43,7.52,3.66,6.94,5.59,8.1,3.66,2.89,3.66,9.45,28.14,6.94,4.43,5.78,3.28,3.66,4.05,5.78,47.42,4.24,6.75,6.36,4.82,3.66,,4.05,12.066667,10.105556,14.466667,48.4632,11.896825,97.430727
US_AL_01071,2020-01-04,ChIJoVwm-RjqYYgRsdNo4UCkfeI,Q366959,geoId/01071,US,United States of America,AL,Alabama,01071,Jackson County,US,USA,2,,,,,,,51828,25450,26378,5680,6365,5966,5677,6775,7379,7138,4680,2168,1848859,34.783333,-86.0,2918,73.572727,,,,,,5.43,7.84,,8.45,7.44,4.42,3.02,6.24,5.03,2.82,18.71,,13.28,3.62,4.02,8.65,5.23,5.83,4.83,3.82,4.02,5.43,3.62,6.44,31.58,5.83,,7.24,3.62,3.82,5.83,7.04,43.65,3.82,4.83,7.04,4.22,5.23,4.22,,10.405556,3.361111,13.666667,11.4808,7.34127,81.769633
US_AL_01071,2020-01-05,ChIJoVwm-RjqYYgRsdNo4UCkfeI,Q366959,geoId/01071,US,United States of America,AL,Alabama,01071,Jackson County,US,USA,2,,,,,,,51828,25450,26378,5680,6365,5966,5677,6775,7379,7138,4680,2168,1848859,34.783333,-86.0,2918,73.572727,,,,,,5.29,6.91,,8.13,7.12,4.47,4.27,6.1,4.27,,17.9,4.07,9.15,4.88,4.68,7.12,3.66,5.69,,5.49,3.86,8.34,3.25,8.34,27.05,5.49,2.85,8.95,3.86,3.25,5.29,3.86,35.18,5.08,8.54,6.1,,4.88,3.86,,3.033333,-2.772222,11.433333,0.4064,-2.087302,68.462879
US_AL_01071,2020-01-06,ChIJoVwm-RjqYYgRsdNo4UCkfeI,Q366959,geoId/01071,US,United States of America,AL,Alabama,01071,Jackson County,US,USA,2,,,,,,,51828,25450,26378,5680,6365,5966,5677,6775,7379,7138,4680,2168,1848859,34.783333,-86.0,2918,73.572727,,,,,,5.35,9.72,6.94,14.28,10.11,6.35,3.37,5.95,5.75,4.36,16.66,2.78,10.11,4.56,3.77,9.91,7.54,5.75,4.16,4.16,4.36,5.75,,6.94,32.32,8.53,,6.54,3.37,5.75,7.93,3.77,40.25,5.55,7.73,6.74,6.35,5.55,4.96,2.78,5.927778,-0.561111,15.072222,0.0,1.484127,71.292788
US_AL_01071,2020-01-07,ChIJoVwm-RjqYYgRsdNo4UCkfeI,Q366959,geoId/01071,US,United States of America,AL,Alabama,01071,Jackson County,US,USA,2,,,,,,,51828,25450,26378,5680,6365,5966,5677,6775,7379,7138,4680,2168,1848859,34.783333,-86.0,2918,73.572727,,,,,,7.3,6.91,4.14,12.63,10.26,5.33,3.95,6.51,5.52,,14.99,3.16,12.23,3.75,6.51,13.22,5.92,6.91,5.33,8.09,3.55,6.31,4.54,10.65,25.65,6.91,4.93,7.3,,5.92,6.12,5.13,40.45,5.13,7.5,7.89,3.95,5.33,,3.95,9.788889,5.738889,12.444444,0.2032,2.801587,61.468473
US_AL_01071,2020-01-08,ChIJoVwm-RjqYYgRsdNo4UCkfeI,Q366959,geoId/01071,US,United States of America,AL,Alabama,01071,Jackson County,US,USA,2,,,,,,,51828,25450,26378,5680,6365,5966,5677,6775,7379,7138,4680,2168,1848859,34.783333,-86.0,2918,73.572727,,,,,,4.56,7.41,5.32,12.72,8.74,4.18,4.37,8.17,5.13,4.37,13.86,2.85,10.45,2.66,2.66,9.3,3.8,4.18,3.04,3.61,5.13,7.03,5.32,9.12,29.06,8.74,4.56,7.98,3.23,4.56,6.46,7.22,40.45,6.46,10.26,4.75,5.32,8.17,,,4.988889,-2.455556,15.016667,0.5334,-2.849206,55.913365
US_AL_01071,2020-01-09,ChIJoVwm-RjqYYgRsdNo4UCkfeI,Q366959,geoId/01071,US,United States of America,AL,Alabama,01071,Jackson County,US,USA,2,,,,,,,51828,25450,26378,5680,6365,5966,5677,6775,7379,7138,4680,2168,1848859,34.783333,-86.0,2918,73.572727,,,,,,7.67,7.3,3.74,11.6,8.42,8.05,4.49,6.55,3.93,4.12,13.29,4.12,8.42,5.24,3.74,12.54,2.99,4.87,4.87,4.3,6.18,4.68,3.74,10.85,28.45,6.36,,8.8,,5.24,6.55,6.74,44.91,4.68,9.92,5.8,5.99,8.05,5.05,3.37,7.022222,0.388889,15.85,0.0,-2.047619,51.521568
US_AL_01071,2020-01-10,ChIJoVwm-RjqYYgRsdNo4UCkfeI,Q366959,geoId/01071,US,United States of America,AL,Alabama,01071,Jackson County,US,USA,2,,,,,,,51828,25450,26378,5680,6365,5966,5677,6775,7379,7138,4680,2168,1848859,34.783333,-86.0,2918,73.572727,,,,,,3.14,5.92,3.33,10.36,7.77,6.1,4.07,3.88,4.81,3.33,14.42,2.77,6.84,3.14,4.62,10.91,6.47,3.33,6.29,5.36,3.7,6.29,4.07,10.91,29.22,7.58,,6.84,,3.88,7.77,5.18,38.65,5.55,6.1,6.1,6.66,4.99,4.25,3.7,14.822222,12.833333,17.527778,0.0,8.507937,64.411434
US_AL_01071,2020-01-11,ChIJoVwm-RjqYYgRsdNo4UCkfeI,Q366959,geoId/01071,US,United States of America,AL,Alabama,01071,Jackson County,US,USA,2,,,,,,,51828,25450,26378,5680,6365,5966,5677,6775,7379,7138,4680,2168,1848859,34.783333,-86.0,2918,73.572727,,,,,,5.65,5.46,3.58,8.85,6.59,3.2,3.2,3.58,4.71,,14.69,3.39,7.34,,3.95,8.47,,4.14,3.58,7.34,3.95,5.46,5.08,10.54,21.47,6.03,3.77,6.97,,,7.16,6.21,35.02,3.01,7.72,5.84,4.52,5.27,,4.14,18.405556,15.888889,21.922222,0.3556,15.333333,81.464757
