location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AR_05055,2020-01-01,ChIJJT0qofBk1ocRvXmLqv-Zhzw,Q61018,geoId/05055,US,United States of America,AR,Arkansas,05055,Greene County,US,USA,2,,,,,,,44993,22172,22821,5943,6076,5860,5704,5952,5814,4834,3153,1657,1818412,36.105833,-90.561389,1501,75.6,,,,,5.95,9.03,,9.44,5.33,4.51,6.98,3.9,12.31,3.49,7.8,5.13,4.51,7.18,6.16,4.1,4.31,3.49,,6.77,,5.54,24.83,3.69,3.08,8.21,5.95,3.69,4.92,43.71,4.31,7.18,4.72,4.51,3.69,3.9,4.691358,-1.037037,11.790123,0.0,,-2.302469,60.697083
US_AR_05055,2020-01-02,ChIJJT0qofBk1ocRvXmLqv-Zhzw,Q61018,geoId/05055,US,United States of America,AR,Arkansas,05055,Greene County,US,USA,2,,,,,,,44993,22172,22821,5943,6076,5860,5704,5952,5814,4834,3153,1657,1818412,36.105833,-90.561389,1501,75.6,,,,,5.92,8.02,3.06,12.8,8.41,2.87,6.11,5.16,16.24,4.39,9.17,,5.73,7.83,3.25,5.54,3.82,4.97,2.87,6.11,3.63,9.17,27.7,2.87,4.97,7.45,4.78,4.01,8.79,33.44,4.97,7.64,3.82,4.2,4.01,2.67,9.344444,7.311111,11.288889,0.0,,5.238889,75.819949
US_AR_05055,2020-01-03,ChIJJT0qofBk1ocRvXmLqv-Zhzw,Q61018,geoId/05055,US,United States of America,AR,Arkansas,05055,Greene County,US,USA,2,,,,,,,44993,22172,22821,5943,6076,5860,5704,5952,5814,4834,3153,1657,1818412,36.105833,-90.561389,1501,75.6,,,,,5.87,7.58,3.79,13.07,9.09,6.06,6.06,,16.29,4.36,10.8,4.17,4.74,9.09,3.79,5.49,4.55,2.65,3.22,5.49,,8.33,22.16,5.49,3.6,9.28,6.44,6.44,4.55,39.59,7.2,6.44,6.06,4.36,4.74,4.17,11.755556,10.111111,13.311111,19.1516,,11.194444,96.391201
US_AR_05055,2020-01-04,ChIJJT0qofBk1ocRvXmLqv-Zhzw,Q61018,geoId/05055,US,United States of America,AR,Arkansas,05055,Greene County,US,USA,2,,,,,,,44993,22172,22821,5943,6076,5860,5704,5952,5814,4834,3153,1657,1818412,36.105833,-90.561389,1501,75.6,,,,,5.86,8.08,,8.89,6.67,4.64,4.64,5.05,13.13,4.44,8.48,,4.44,7.67,3.64,4.44,2.83,6.46,6.06,4.64,3.64,6.06,22.22,,2.83,8.28,3.43,4.04,4.85,29.29,5.45,5.86,4.44,4.04,5.86,,5.950617,2.314815,11.450617,1.306286,,1.469136,73.116755
US_AR_05055,2020-01-05,ChIJJT0qofBk1ocRvXmLqv-Zhzw,Q61018,geoId/05055,US,United States of America,AR,Arkansas,05055,Greene County,US,USA,2,,,,,,,44993,22172,22821,5943,6076,5860,5704,5952,5814,4834,3153,1657,1818412,36.105833,-90.561389,1501,75.6,,,,,5.74,6.15,3.28,8.21,5.13,4.72,4.72,,12.72,4.51,10.26,3.69,6.15,9.85,4.92,2.87,8.21,3.28,3.69,3.69,3.28,6.97,21.13,6.97,5.74,5.54,5.33,3.69,3.28,33.43,3.9,6.56,4.92,3.69,4.31,3.69,5.166667,-0.617284,15.277778,0.0,,0.611111,72.477764
US_AR_05055,2020-01-06,ChIJJT0qofBk1ocRvXmLqv-Zhzw,Q61018,geoId/05055,US,United States of America,AR,Arkansas,05055,Greene County,US,USA,2,,,,,,,44993,22172,22821,5943,6076,5860,5704,5952,5814,4834,3153,1657,1818412,36.105833,-90.561389,1501,75.6,,,,,3.22,6.62,2.69,7.88,7.52,6.62,6.26,4.47,13.96,,8.59,2.69,2.86,10.02,2.86,4.3,3.04,2.69,3.22,5.01,2.86,11.63,25.24,6.8,5.01,8.23,6.26,6.44,8.05,37.05,5.37,7.88,5.19,5.55,7.16,3.76,6.877778,1.077778,11.644444,0.0,,0.533333,64.223559
US_AR_05055,2020-01-07,ChIJJT0qofBk1ocRvXmLqv-Zhzw,Q61018,geoId/05055,US,United States of America,AR,Arkansas,05055,Greene County,US,USA,2,,,,,,,44993,22172,22821,5943,6076,5860,5704,5952,5814,4834,3153,1657,1818412,36.105833,-90.561389,1501,75.6,,,,,3.69,3.69,2.63,8.96,7.38,3.87,3.16,,14.41,4.22,9.66,3.34,3.69,9.66,3.69,4.57,5.62,3.51,4.74,4.22,4.04,7.91,25.47,5.97,4.57,5.27,5.27,4.57,5.09,41.64,4.39,7.73,4.57,4.04,8.61,3.87,6.688889,1.7,12.555556,0.0,,-1.261111,57.028824
US_AR_05055,2020-01-08,ChIJJT0qofBk1ocRvXmLqv-Zhzw,Q61018,geoId/05055,US,United States of America,AR,Arkansas,05055,Greene County,US,USA,2,,,,,,,44993,22172,22821,5943,6076,5860,5704,5952,5814,4834,3153,1657,1818412,36.105833,-90.561389,1501,75.6,,,,,5.33,8.17,3.02,8.7,7.28,6.39,5.68,,8.53,3.02,6.39,2.49,4.97,13.85,3.73,5.51,3.73,5.33,4.08,4.8,3.55,6.75,29.66,4.8,3.73,9.06,6.39,5.86,5.51,35.88,5.15,10.3,4.8,6.93,6.39,3.73,6.844444,0.277778,14.5,0.0,,-1.35,56.327802
US_AR_05055,2020-01-09,ChIJJT0qofBk1ocRvXmLqv-Zhzw,Q61018,geoId/05055,US,United States of America,AR,Arkansas,05055,Greene County,US,USA,2,,,,,,,44993,22172,22821,5943,6076,5860,5704,5952,5814,4834,3153,1657,1818412,36.105833,-90.561389,1501,75.6,,,,,3.19,7.79,3.01,10.09,9.03,4.6,4.42,3.72,10.26,4.42,7.79,,5.49,9.56,3.19,7.08,3.89,5.66,3.01,,3.72,9.91,30.08,5.49,4.42,8.49,5.31,3.19,6.55,38.93,5.49,11.5,7.08,6.02,5.84,3.89,10.211111,5.672222,15.427778,0.0,,3.066667,61.835412
US_AR_05055,2020-01-10,ChIJJT0qofBk1ocRvXmLqv-Zhzw,Q61018,geoId/05055,US,United States of America,AR,Arkansas,05055,Greene County,US,USA,2,,,,,,,44993,22172,22821,5943,6076,5860,5704,5952,5814,4834,3153,1657,1818412,36.105833,-90.561389,1501,75.6,,,,,4.77,6.64,4.94,6.3,7.32,2.9,4.6,3.41,8.52,4.94,7.32,,6.47,11.58,3.07,3.92,2.9,3.58,3.24,4.77,5.96,9.2,24.18,6.81,2.38,3.75,6.13,4.09,5.62,34.74,4.77,7.32,4.09,5.28,4.43,,15.577778,13.488889,17.594444,2.286,,12.611111,82.741416
