location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01131,2020-01-01,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,42.84,5.655556,-0.722222,14.505556,0.0,-0.711111,61.760352
US_AL_01131,2020-01-02,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,30.78,12.177778,7.1,19.811111,2.667,8.477778,76.987629
US_AL_01131,2020-01-03,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,42.32,18.572222,14.672222,22.016667,30.76575,17.588889,89.445637
US_AL_01131,2020-01-04,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,37.93,13.805556,9.766667,16.4,17.4625,9.144444,71.294257
US_AL_01131,2020-01-05,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,35.57,6.088889,-1.177778,14.7,0.254,-0.844444,59.507584
US_AL_01131,2020-01-06,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,,8.511111,1.677778,19.316667,0.0,3.755556,71.523036
US_AL_01131,2020-01-07,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,47.78,12.261111,8.594444,15.994444,0.0,4.233333,56.900451
US_AL_01131,2020-01-08,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,42.89,6.955556,-1.455556,17.772222,0.0,-2.5,50.270367
US_AL_01131,2020-01-09,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,36.52,8.261111,0.161111,19.561111,0.0,1.333333,61.926208
US_AL_01131,2020-01-10,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,,17.844444,14.477778,23.561111,0.0,11.422222,64.778471
US_AL_01131,2020-01-11,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,,20.722222,17.672222,23.505556,0.98425,17.4,79.117498
US_AL_01131,2020-01-12,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,,14.261111,9.15,18.733333,22.352,11.844444,82.902923
US_AL_01131,2020-01-13,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,53.19,16.644444,13.816667,19.838889,8.1915,15.388889,88.926097
US_AL_01131,2020-01-14,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,48.08,19.288889,16.955556,22.25,28.22575,18.444444,91.785064
US_AL_01131,2020-01-15,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,42.9,17.505556,13.083333,22.161111,16.637,16.277778,89.159398
US_AL_01131,2020-01-16,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,51.94,18.488889,15.494444,20.694444,0.34925,15.533333,80.179702
US_AL_01131,2020-01-17,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,37.09,14.644444,9.555556,21.522222,0.112889,0.433333,36.638475
US_AL_01131,2020-01-18,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,Q503081,geoId/01131,US,United States of America,AL,Alabama,01131,Wilcox County,US,USA,2,,,,,,,10691,5085,5606,1328,1549,1362,1097,1203,1376,1413,862,501,1848802,31.985,-87.310833,2350,74.25,,,,64.92,14.577778,11.633333,18.344444,0.0,6.511111,57.011817
