location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17117,2020-01-01,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,6.13,8.25,4.95,8.25,8.72,6.36,5.42,,18.15,3.77,9.66,4.95,6.36,6.6,5.19,3.77,7.07,4.71,3.77,6.6,,4.48,25.22,5.42,,6.13,5.19,4.24,4.24,41.25,,6.6,5.19,,3.77,,3.222222,-2.802469,11.771605,0.0,,-2.641975,66.119912
US_IL_17117,2020-01-02,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,7.97,8.46,,8.21,9.42,6.28,7.97,,19.33,3.87,16.67,,5.07,12.08,6.28,,3.87,3.38,4.83,,,6.28,27.78,6.76,,7.49,7.97,4.35,5.56,45.42,,,6.28,6.52,4.35,,6.759259,2.314815,11.364198,0.0,,0.740741,65.870655
US_IL_17117,2020-01-03,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,3.33,6.65,,9.98,3.56,3.8,,4.28,17.11,4.28,8.32,,5.7,9.74,4.99,4.28,4.51,5.47,4.51,3.8,4.28,4.51,30.18,6.18,5.7,6.65,5.7,3.56,5.7,43.49,4.99,5.7,8.32,3.8,4.99,,4.777778,1.716049,8.783951,0.0,,3.549383,91.882315
US_IL_17117,2020-01-04,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,8.12,7.88,5.97,10.74,7.4,5.01,7.88,,18.14,,7.16,3.34,5.01,6.21,6.45,5.49,3.34,4.77,,5.01,4.3,5.49,23.15,5.25,3.34,8.12,,4.06,5.73,40.82,3.82,8.59,8.35,3.34,6.45,3.82,1.450617,-0.308642,3.950617,0.084667,,-0.882716,84.838905
US_IL_17117,2020-01-05,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,,6.27,3.95,6.73,8.36,5.57,5.57,3.71,14.39,,7.89,,3.95,7.2,4.87,4.41,4.41,3.95,5.8,4.41,,7.43,26.46,,3.25,7.2,3.95,4.87,6.5,33.42,4.64,9.28,4.64,,4.87,3.48,1.962963,-3.802469,11.234568,0.112889,,-3.117284,69.419712
US_IL_17117,2020-01-06,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,4.97,8.36,3.16,11.53,8.36,3.16,4.75,4.97,16.73,4.29,9.72,3.16,3.84,7.23,5.2,5.88,3.16,4.75,4.75,3.62,4.97,8.81,29.16,7.46,4.29,8.14,5.65,,8.81,32.32,5.42,5.42,7.68,,6.1,5.2,2.209877,-4.179012,8.67284,0.0,,-4.228395,62.745824
US_IL_17117,2020-01-07,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,5.77,7.05,,9.19,7.05,6.63,5.77,,12.61,,9.19,4.49,,7.27,4.28,2.99,4.28,4.92,,3.21,3.42,8.12,26.08,7.91,2.99,7.7,2.99,4.06,6.63,40.83,4.49,5.56,4.49,5.34,4.7,3.63,2.111111,-3.037037,7.296296,0.0,,-3.802469,65.324163
US_IL_17117,2020-01-08,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,5.16,6.66,3.87,7.74,7.09,4.51,4.3,4.3,14.39,,8.16,3.65,3.87,9.88,4.08,6.45,3.87,3.65,3.22,,,9.02,30.51,6.45,,6.88,3.87,4.08,5.59,34.16,,13.11,5.59,4.3,4.51,3.87,0.950617,-3.240741,4.771605,0.0,,-7.450617,53.960645
US_IL_17117,2020-01-09,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,5.93,5.72,4.66,10.17,9.11,4.87,8.05,4.87,16.31,4.45,12.08,,4.66,9.11,3.6,5.08,,4.45,,,4.24,6.99,28.6,8.47,3.81,6.57,3.81,3.39,5.72,37.08,5.3,10.17,6.36,4.24,3.81,3.6,6.882716,0.123457,12.790123,0.108857,,-0.524691,59.424375
US_IL_17117,2020-01-10,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,5.11,4.7,3.07,9.2,10.22,4.29,6.34,,12.27,3.68,6.54,4.5,,10.02,4.29,4.09,4.91,3.68,,3.68,5.52,5.72,22.28,5.93,3.27,5.72,5.32,3.68,7.36,35.77,3.68,5.52,,5.93,3.88,3.48,11.771605,8.932099,14.339506,19.162889,30.48,11.006173,95.117421
US_IL_17117,2020-01-11,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,5.07,6.52,4.83,7.49,6.77,6.28,4.83,,10.15,3.62,7.73,,4.11,7.49,4.35,4.35,,,3.62,5.32,,6.77,20.78,6.04,5.07,6.04,4.83,3.87,5.8,39.15,3.62,4.83,6.52,6.52,,,5.567901,-0.271605,14.975309,55.118,30.48,4.882716,95.432526
US_IL_17117,2020-01-12,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,9.49,9.25,,7.83,6.17,4.51,7.35,5.22,13.04,5.46,7.83,5.69,6.64,8.78,5.93,6.17,5.46,,4.27,,4.27,4.51,20.4,6.64,,7.59,,3.56,4.51,42.22,,9.49,6.17,,6.4,3.32,-2.092593,-3.487654,-0.166667,6.067778,50.8,-3.58642,89.614404
US_IL_17117,2020-01-13,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,5.42,5.01,,7.72,11.48,5.42,5.42,,11.69,,6.26,3.76,4.59,8.35,4.17,4.17,8.55,3.76,,6.26,3.76,7.72,21.28,5.22,4.38,6.26,5.63,6.05,4.17,37.56,5.01,5.84,6.68,4.8,,,0.855556,-0.938889,3.405556,0.0508,40.64,-0.617284,91.078812
US_IL_17117,2020-01-14,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,5.84,6.26,,11.05,7.93,5.21,8.76,,11.68,,7.72,3.96,7.09,7.09,4.38,,,5.21,,3.13,,8.34,25.86,7.51,,6.26,4.17,4.8,6.47,38.59,3.13,6.05,6.05,4.17,3.96,3.75,3.644444,-0.272222,9.005556,0.127,50.8,2.45679,91.861201
US_IL_17117,2020-01-15,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,4.87,6.35,2.96,6.56,9.95,7.62,12.49,4.66,12.27,,7.62,,6.14,7.62,4.02,5.71,7.2,3.17,4.87,2.96,3.81,5.92,26.66,7.41,3.81,9.31,6.35,4.44,7.62,39.15,5.92,9.1,4.87,3.81,,4.23,6.633333,1.6,12.411111,0.282222,,5.533333,92.858051
US_IL_17117,2020-01-16,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,3.46,7.57,5.62,5.4,10.59,6.7,4.11,4.54,10.16,,7.13,,4.11,9.73,,6.7,3.24,7.13,3.46,5.4,4.32,7.78,21.18,6.05,3.03,7.35,7.78,5.4,5.19,33.72,5.4,7.78,6.49,4.11,,3.89,-2.45,-7.494444,8.077778,0.0762,,-7.094444,70.85436
US_IL_17117,2020-01-17,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,6.27,5.4,,7.35,6.92,6.7,6.27,4.54,10.59,3.67,5.62,4.54,5.19,8.65,5.19,5.84,3.89,4.11,4.54,4.54,4.75,7.78,22.48,6.49,5.62,7.13,4.11,,3.46,36.53,5.19,7.13,5.19,3.67,3.24,,-3.544444,-5.761111,-0.461111,0.423333,,-7.194444,75.969364
US_IL_17117,2020-01-18,ChIJL1_AUVCDdYgRcdRWuts_TzI,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2,,,,,,,45505,22462,23043,4995,5714,4963,5342,5418,6731,6310,3595,2437,1800760,39.26,-89.92,2247,77.416667,,,,,3.68,7.61,3.44,9.09,7.12,7.37,5.89,,12.03,3.44,3.68,,4.67,8.84,3.93,3.93,,5.4,5.65,6.38,,8.6,17.93,6.88,,6.38,,4.42,4.17,39.29,4.91,4.17,7.12,3.68,4.17,,1.9,-3.033333,7.216667,28.786667,,-0.016667,87.258027
