location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18021,2020-01-11,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,6.08,10.02,6.08,5.01,5.37,12.52,11.81,,5.01,19.68,5.37,,,39.36,7.51,,12.177778,4.472222,17.027778,37.211,,10.802469,92.624616
US_IN_18021,2020-01-12,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,11.0,9.23,6.39,,6.04,16.68,5.68,,,23.43,,7.81,4.97,37.63,8.52,8.87,1.538889,-0.188889,4.383333,27.686,,-0.160494,89.275229
US_IN_18021,2020-01-13,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,5.17,6.79,8.4,5.17,5.17,14.87,9.7,7.11,5.17,33.3,5.17,9.05,6.46,39.76,5.17,5.17,3.477778,0.916667,5.677778,0.3048,,0.944444,84.00399
US_IN_18021,2020-01-14,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,8.24,8.87,9.19,7.29,,14.9,6.02,6.34,10.14,35.5,8.87,7.29,5.71,40.57,6.34,6.66,3.683333,-0.216667,8.733333,0.0,,2.154321,90.643439
US_IN_18021,2020-01-15,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,4.8,,9.6,6.08,,11.52,4.8,5.12,5.44,29.12,5.44,6.72,6.08,32.64,9.28,8.0,4.672222,-0.122222,10.783333,0.036286,,4.04321,96.281162
US_IN_18021,2020-01-16,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,6.08,8.64,6.4,,4.48,16.0,5.44,,8.0,22.72,7.36,5.12,,35.83,8.0,5.76,1.444444,-3.044444,9.5,0.0508,,-2.098765,78.548027
US_IN_18021,2020-01-17,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,4.44,7.29,,,,17.43,8.24,,4.75,25.03,5.07,,5.7,27.88,5.07,7.29,-3.144444,-5.455556,1.983333,0.0,,-7.58642,71.52461
US_IN_18021,2020-01-18,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,8.0,5.45,5.09,5.09,6.18,13.09,5.45,,11.99,23.63,,5.45,6.91,30.53,7.27,5.45,3.094444,-2.905556,9.194444,15.8496,,0.574074,84.014672
US_IN_18021,2020-01-19,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,5.23,,,6.28,6.28,16.39,12.21,,7.33,22.67,,5.23,5.58,38.72,9.42,6.98,-8.205556,-11.827778,-0.2,10.3886,,-12.734568,70.827629
US_IN_18021,2020-01-20,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,9.64,6.84,8.71,7.78,4.98,13.68,8.09,4.35,9.33,22.39,5.91,7.78,5.91,38.56,5.91,,-7.866667,-10.944444,-3.288889,0.0,,-11.17284,76.713643
US_IN_18021,2020-01-21,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,7.63,10.81,17.8,7.31,5.72,18.43,8.26,,7.63,28.29,7.95,5.09,5.4,43.86,,5.09,-3.433333,-8.372222,0.072222,0.036286,,-6.802469,77.514435
US_IN_18021,2020-01-22,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,8.91,12.09,11.46,4.46,6.36,23.55,10.5,9.23,9.55,35.32,4.46,5.41,4.46,41.05,10.5,,-3.35,-6.877778,1.922222,0.0254,,-7.049383,75.340883
US_IN_18021,2020-01-23,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,6.01,8.54,12.66,6.64,4.75,14.87,9.18,,7.28,24.68,7.91,8.23,6.96,32.91,7.28,,2.25,-2.405556,6.622222,0.108857,,-4.469136,61.931403
US_IN_18021,2020-01-24,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,6.19,7.42,8.04,,5.57,19.8,6.5,5.88,6.81,25.37,4.64,6.81,,37.74,6.5,,4.038889,1.361111,5.961111,1.890889,,3.111111,94.125372
US_IN_18021,2020-01-25,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,5.62,7.49,8.24,,7.11,29.58,7.49,10.11,6.74,35.94,,8.24,,35.57,8.98,7.49,1.377778,0.355556,3.966667,1.23825,,0.333333,92.826958
US_IN_18021,2020-01-26,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,8.57,8.57,5.49,,6.52,27.44,10.29,7.2,6.17,27.09,9.26,5.49,4.8,40.12,6.17,,0.9,-1.861111,5.194444,0.381,,-1.839506,82.067099
US_IN_18021,2020-01-27,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,5.73,9.24,5.42,,,22.3,7.01,5.73,6.37,39.82,8.6,6.05,9.24,36.63,,,-0.333333,-2.344444,2.861111,0.0,,-2.037037,88.835939
US_IN_18021,2020-01-28,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,,10.76,8.55,4.43,,19.95,10.76,,6.65,34.83,5.7,6.65,5.07,33.88,12.03,4.75,-0.227778,-1.555556,0.805556,0.0,,-2.117284,86.997557
US_IN_18021,2020-01-29,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,6.72,10.24,9.6,,6.08,25.6,12.16,4.48,9.92,30.08,,6.72,5.76,36.16,5.76,6.08,0.577778,-0.5,2.305556,0.0,,-1.709877,84.635901
US_IN_18021,2020-01-30,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,9.62,11.17,8.07,,4.66,28.55,10.24,5.9,,39.41,,7.76,7.14,37.86,8.69,4.34,1.238889,-0.75,4.0,0.0,,-2.179012,78.31809
US_IN_18021,2020-01-31,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,,9.63,8.07,,,33.54,11.18,,7.45,36.02,5.9,,7.45,34.16,6.52,4.35,1.988889,-0.066667,4.672222,0.395111,,-0.37037,84.243616
US_IN_18021,2020-02-01,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,6.17,6.89,,,,30.47,10.52,5.8,,33.74,,7.62,,40.27,6.89,,3.233333,1.133333,5.472222,0.790222,,1.450617,88.126245
US_IN_18021,2020-02-02,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,5.31,6.37,5.66,,,20.88,8.85,5.66,,30.43,6.02,7.79,,38.57,5.66,7.08,6.733333,0.266667,17.194444,0.0,,0.839506,66.103759
US_IN_18021,2020-02-03,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,4.4,5.03,8.16,5.34,7.22,19.47,16.02,4.71,5.34,32.35,9.42,,10.36,39.26,9.42,4.71,9.472222,1.483333,20.483333,0.0,,3.518519,68.151148
US_IN_18021,2020-02-04,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,7.21,9.4,10.34,,,21.0,13.79,5.33,8.46,24.76,5.96,4.7,7.52,36.04,7.21,5.64,11.011111,2.6,18.022222,1.3462,,7.111111,78.471139
US_IN_18021,2020-02-05,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,5.52,,8.58,,4.29,19.3,5.21,6.13,6.13,32.48,11.03,4.6,5.52,40.76,5.52,7.66,1.444444,0.055556,3.35,6.011333,,-1.358025,81.766202
US_IN_18021,2020-02-06,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,5.43,9.35,8.75,5.13,7.54,22.33,8.75,7.54,6.94,29.87,,6.64,5.43,40.13,8.45,5.43,-0.894444,-1.905556,1.272222,4.1275,,-2.061728,92.287034
US_IN_18021,2020-02-07,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,,7.03,6.71,4.47,5.11,13.1,8.3,5.11,5.11,27.15,,6.39,,32.58,8.3,,-1.533333,-3.75,2.211111,0.620889,,-4.679012,79.16794
US_IN_18021,2020-02-08,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,5.88,14.34,7.72,,5.51,16.18,7.35,8.09,6.25,29.41,7.35,7.35,,35.67,,6.62,-0.294444,-2.272222,1.388889,0.326571,,-2.290123,86.261529
US_IN_18021,2020-02-09,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,6.87,,6.87,7.23,5.78,11.56,11.2,,9.04,29.27,5.78,7.59,,42.28,10.84,5.42,-0.916667,-4.9,4.233333,5.461,,-2.765432,87.00599
US_IN_18021,2020-02-10,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,4.98,16.49,9.34,4.98,9.65,16.18,10.89,,12.76,28.94,6.85,5.29,,37.65,6.22,,3.866667,-1.272222,8.616667,21.59,,2.709877,93.31295
US_IN_18021,2020-02-11,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,4.44,5.4,6.67,,4.76,10.16,8.25,4.76,12.06,28.25,5.71,8.57,5.4,37.46,6.35,,1.833333,0.344444,6.372222,3.6068,,-1.339506,79.735478
US_IN_18021,2020-02-12,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,7.17,9.22,10.58,5.8,4.78,15.36,10.24,5.12,7.85,26.96,5.12,10.24,6.49,31.06,,5.12,0.522222,-1.955556,3.538889,0.197556,,-1.265432,88.100546
US_IN_18021,2020-02-13,ChIJn7wj81AFbYgR6HOU7dWZYuo,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26167,12927,13240,3238,3326,3077,3146,3248,3684,3397,1888,1163,1111455,39.4,-87.11,933,78.216667,,,,,,4.49,7.38,10.26,6.09,,19.24,6.41,,10.58,26.3,5.13,6.41,,44.26,6.41,6.73,-0.988889,-8.066667,1.761111,9.172222,30.48,-2.259259,91.908341
