location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21161,2020-08-19,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,6,0,67,1,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,,12.93,8.62,9.91,19.39,9.91,38.78,8.19,19.944444,14.922222,26.211111,8.043333,,15.037037,73.644013
US_KY_21161,2020-08-20,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,1,67,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,,10.28,,8.14,20.98,11.99,35.55,,20.15,13.211111,27.544444,0.0,,13.567901,65.949105
US_KY_21161,2020-08-21,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,2,0,69,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,6.74,10.54,9.69,7.59,20.65,11.38,36.25,,21.522222,14.988889,27.716667,0.0,,17.216049,76.984183
US_KY_21161,2020-08-22,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,2,0,71,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,,12.48,,7.86,15.71,7.86,30.96,,22.444444,17.594444,27.95,0.042333,,19.993827,86.127331
US_KY_21161,2020-08-23,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,71,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,7.6,10.98,9.72,,17.74,10.98,30.84,,22.494444,17.666667,29.105556,0.508,,19.592593,83.662323
US_KY_21161,2020-08-24,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,71,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,,10.38,7.79,7.05,16.69,13.72,32.64,11.13,24.194444,18.188889,30.838889,0.762,,20.049383,77.818758
US_KY_21161,2020-08-25,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,8,0,79,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,8.54,10.77,,7.8,19.31,,34.9,,25.405556,18.711111,32.383333,0.072571,,21.037037,76.748438
US_KY_21161,2020-08-26,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,1,0,80,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,7.32,6.22,6.22,9.52,16.47,10.25,29.28,9.52,24.966667,19.333333,32.338889,2.794,,20.987654,78.878836
US_KY_21161,2020-08-27,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,3,0,83,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,7.5,10.0,7.86,,19.29,,27.15,,25.316667,20.688889,30.844444,0.0,,22.098765,82.48724
US_KY_21161,2020-08-28,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,3,0,86,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,5.44,8.34,,,18.49,11.97,34.09,9.79,25.672222,22.438889,30.388889,0.084667,,22.746914,84.113458
US_KY_21161,2020-08-29,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,2,0,88,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,8.23,8.69,7.77,,14.63,8.23,35.2,10.06,23.911111,21.027778,29.105556,11.133667,,20.808642,82.775719
US_KY_21161,2020-08-30,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,1,0,89,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,6.71,12.08,,10.29,24.6,7.6,25.05,,21.427778,14.5,28.222222,0.4826,,14.549383,65.301266
US_KY_21161,2020-08-31,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,89,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,,7.2,,6.84,29.54,7.57,32.78,9.37,20.65,15.15,26.433333,1.905,,17.450617,82.482161
US_KY_21161,2020-09-01,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,8,0,97,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,6.21,12.78,5.48,5.84,24.84,6.21,36.89,7.67,23.577778,18.033333,29.361111,4.5085,,21.228395,86.599449
US_KY_21161,2020-09-02,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,2,0,99,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,6.2,8.75,,12.04,25.16,11.3,36.1,6.2,24.572222,20.361111,29.038889,8.128,,21.950617,85.506882
US_KY_21161,2020-09-03,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,99,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,8.26,6.83,6.83,7.18,20.12,10.42,34.13,7.18,24.066667,21.45,28.594444,11.091333,,21.580247,86.307672
US_KY_21161,2020-09-04,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,8,0,107,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,,9.04,,10.22,18.48,7.86,24.38,7.08,22.933333,18.861111,27.638889,3.265714,,16.895062,69.50542
US_KY_21161,2020-09-05,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,3,0,110,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,8.3,11.24,7.33,8.79,19.05,7.82,31.75,,18.866667,10.866667,26.605556,0.0,,11.62963,63.08041
US_KY_21161,2020-09-06,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,110,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,8.4,8.9,,,18.29,11.37,34.6,10.38,19.822222,11.611111,27.472222,0.0,,14.604938,72.245466
US_KY_21161,2020-09-07,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,110,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,,12.96,8.33,7.41,16.66,14.81,27.31,13.42,22.422222,14.461111,29.216667,0.0,,16.728395,70.16697
US_KY_21161,2020-09-08,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,110,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,5.66,8.31,,6.42,23.79,11.33,38.14,9.44,23.438889,16.45,30.255556,0.0,,18.320988,72.920498
US_KY_21161,2020-09-09,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,3,0,113,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,7.42,5.57,7.42,8.9,20.04,10.02,38.22,12.99,23.083333,16.538889,30.316667,0.0,,18.462963,75.306234
US_KY_21161,2020-09-10,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,113,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,,,,12.66,7.82,8.94,19.36,14.52,35.75,9.68,23.888889,17.116667,31.183333,0.0,,19.62963,77.063753
US_KY_21161,2020-09-11,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,5,0,118,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,-7,-26,6.02,13.92,,,18.44,6.4,32.73,,21.6,19.1,28.55,0.0,,19.080247,86.145684
US_KY_21161,2020-09-12,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,118,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,7,-11,,9.69,,,19.37,7.84,35.52,6.92,21.344444,16.372222,29.177778,0.0,,18.58642,84.475094
US_KY_21161,2020-09-13,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,118,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,5,2,7.67,14.5,9.81,8.95,20.46,7.25,36.67,,23.083333,18.311111,27.594444,15.959667,,21.08642,88.780544
US_KY_21161,2020-09-14,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,118,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,-2,-15,,12.66,5.96,8.94,23.83,6.7,29.04,8.94,20.288889,15.616667,25.95,1.947333,,16.555556,79.704851
US_KY_21161,2020-09-15,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,118,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,7,-20,,11.76,,7.97,23.53,9.11,33.77,6.83,16.594444,10.377778,23.588889,0.0,,11.703704,73.469505
US_KY_21161,2020-09-16,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,-4,0,114,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,3,-15,7.88,11.25,,9.0,15.01,6.0,33.76,5.63,16.816667,10.172222,25.744444,0.0,,13.296296,80.318753
US_KY_21161,2020-09-17,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,1,0,115,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,3,-18,,6.5,10.7,7.26,23.32,6.5,39.37,,18.65,11.327778,26.15,0.0,,14.524691,78.001117
US_KY_21161,2020-09-18,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,1,0,116,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,-2,-19,,9.11,,5.94,19.8,,25.35,,16.494444,11.811111,24.005556,0.0,,9.808642,65.252011
US_KY_21161,2020-09-19,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,4,0,120,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,5,-10,9.33,7.37,,10.8,17.19,,33.39,,12.811111,5.755556,20.316667,0.0,,4.753086,58.426242
US_KY_21161,2020-09-20,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,120,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,11,,9.16,8.25,7.79,8.71,16.5,7.33,26.12,8.71,13.205556,5.372222,21.877778,0.0,,5.0,58.227994
US_KY_21161,2020-09-21,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,120,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,6,-17,6.6,6.99,6.6,8.93,24.08,5.83,35.35,6.21,13.788889,5.922222,22.177778,0.0,,6.216049,60.715297
US_KY_21161,2020-09-22,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,2,0,122,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,0,-19,6.41,6.03,7.16,,20.73,,32.79,,13.988889,5.494444,22.972222,0.0,,8.111111,68.351063
US_KY_21161,2020-09-23,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,122,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,5,-14,6.23,6.62,6.23,7.01,15.58,9.35,31.95,6.23,15.544444,7.516667,23.155556,0.0,,11.506173,77.361166
US_KY_21161,2020-09-24,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,122,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,2,-15,,7.89,,11.44,25.24,,29.97,,18.005556,10.883333,24.177778,0.0,,13.709877,75.953771
US_KY_21161,2020-09-25,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,122,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,2,-19,,9.07,,,24.32,10.71,28.85,9.89,18.022222,12.166667,25.272222,0.0,,14.067901,77.894602
US_KY_21161,2020-09-26,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,1,0,123,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,5,-2,10.16,9.24,,10.63,15.25,6.93,35.11,,19.755556,12.972222,26.077778,0.0,,16.530864,81.89268
US_KY_21161,2020-09-27,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,1,0,124,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,13,,7.91,,,11.87,18.46,8.35,29.9,11.87,19.394444,14.233333,26.15,0.0,,15.833333,80.142865
US_KY_21161,2020-09-28,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,124,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,1,-15,,13.09,11.99,8.72,23.63,6.54,37.08,,18.438889,13.238889,25.544444,0.0,,16.240741,87.17771
US_KY_21161,2020-09-29,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,124,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,6,-17,7.5,,7.14,9.64,17.85,5.71,32.48,11.06,12.716667,9.377778,18.372222,6.204857,,10.814815,88.078389
US_KY_21161,2020-09-30,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,2,0,126,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,6,-13,5.59,7.09,8.58,,20.89,8.58,22.75,,13.4,7.072222,22.988889,2.286,,8.598765,72.654677
US_KY_21161,2020-10-01,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,126,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,8,-11,5.97,8.36,,9.16,23.09,7.56,31.05,5.97,14.622222,7.133333,22.038889,0.0635,,5.895062,56.579764
US_KY_21161,2020-10-02,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,3,0,129,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,8,-11,6.49,13.35,7.25,7.25,24.42,,32.05,,10.372222,3.933333,18.9,0.09525,,4.839506,68.572764
US_KY_21161,2020-10-03,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,1,0,130,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,17,-8,7.9,7.9,7.41,,23.22,,33.59,,11.416667,3.85,18.822222,0.0,,5.67284,68.140122
US_KY_21161,2020-10-04,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,1,0,131,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,16,4,,12.74,8.02,,18.87,13.68,39.16,8.02,12.972222,7.177778,20.661111,0.0,,8.58642,75.167984
US_KY_21161,2020-10-05,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,131,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,10,-20,5.54,15.52,5.91,,22.54,5.54,32.14,6.65,9.355556,2.083333,18.488889,1.072444,,5.308642,75.793548
US_KY_21161,2020-10-06,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,131,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,5,-18,,9.08,9.08,7.27,12.71,,27.61,6.18,11.444444,2.911111,21.977778,0.028222,,5.654321,67.93456
US_KY_21161,2020-10-07,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,3,0,134,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,12,-13,,7.16,8.66,8.29,19.59,8.29,36.16,6.03,17.1,6.144444,27.794444,0.0,,8.932099,59.086085
US_KY_21161,2020-10-08,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,1,0,135,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,4,-13,6.71,7.83,8.95,9.7,22.76,8.58,34.32,,16.811111,8.05,26.438889,0.0,,7.814815,56.552521
US_KY_21161,2020-10-09,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,1,0,136,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,2,-16,,11.11,,5.75,19.55,,31.04,5.75,16.411111,8.272222,25.833333,0.0,,9.283951,64.213252
US_KY_21161,2020-10-10,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,3,0,139,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,3,-1,,,8.26,6.88,22.03,,32.13,,19.072222,14.05,23.444444,0.145143,,16.17284,83.475761
US_KY_21161,2020-10-11,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,139,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,6,3,6.79,12.68,11.77,9.05,15.85,,42.56,6.79,18.377778,16.288889,21.322222,0.338667,,16.895062,91.489121
US_KY_21161,2020-10-12,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,139,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,2,-20,,10.61,14.29,11.02,20.82,8.98,34.29,7.35,19.411111,16.522222,24.005556,0.326571,,17.117284,86.838664
US_KY_21161,2020-10-13,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,3,0,142,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,3,-24,,8.25,,9.55,20.41,7.82,40.39,14.77,14.111111,5.45,23.138889,4.699,,8.148148,67.30657
US_KY_21161,2020-10-14,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,1,0,143,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,7,-18,,10.04,13.1,,25.77,7.42,45.85,,13.977778,5.572222,24.416667,0.0,,6.32716,60.701693
US_KY_21161,2020-10-15,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,2,0,145,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,5,-20,9.54,10.84,11.27,7.37,18.64,9.54,38.59,,15.938889,7.694444,22.961111,0.0,,9.654321,66.877341
US_KY_21161,2020-10-16,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,1,0,146,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,4,-20,8.15,9.96,,,20.83,,31.25,,9.472222,3.361111,16.411111,1.693333,,2.092593,60.225632
US_KY_21161,2020-10-17,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,3,0,149,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,3,0,,7.89,,,22.18,13.31,45.35,,7.433333,-0.3,16.9,0.0,,-1.777778,52.703708
US_KY_21161,2020-10-18,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,0,0,149,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,5,-3,7.4,10.18,9.25,,16.65,,33.3,,10.188889,2.972222,16.111111,0.0,,3.37037,63.091559
US_KY_21161,2020-10-19,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,1,0,150,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,2,-12,6.46,,6.82,8.98,23.7,7.54,36.63,,13.533333,9.666667,16.422222,11.811,,11.839506,89.903132
US_KY_21161,2020-10-20,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,8,0,158,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,-1,-12,7.58,7.22,6.86,10.83,22.74,6.86,32.48,,14.561111,12.027778,18.527778,28.871333,,13.314815,94.452787
US_KY_21161,2020-10-21,ChIJ56HEJr5QQYgRigJFzC4V0Xc,Q491112,geoId/21161,US,United States of America,KY,Kentucky,21161,Mason County,US,USA,2,2,0,160,2,,,17192,8338,8854,2217,2228,2066,1920,2142,2427,2221,1330,641,1846557,38.6,-83.83,639,75.24,2,-11,7.22,14.05,12.91,6.46,19.75,6.46,37.98,,17.966667,12.15,23.555556,4.22275,,15.314815,85.678417
