location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47003,2020-08-04,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,6,1,877,11,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,8,15,,-21,3,5.2,3.66,4.04,13.66,9.24,6.35,6.74,4.43,3.66,11.16,3.85,3.66,,,8.66,5.58,4.62,5.2,2.69,3.08,2.89,3.46,7.7,24.44,6.35,,11.55,3.85,3.08,5.2,6.54,41.37,,9.04,9.24,5.2,,2.89,3.27,23.740741,19.376543,29.425926,0.0,,19.5625,77.447373
US_TN_47003,2020-08-05,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,13,0,890,11,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,2,11,,-20,3,4.66,6.16,5.78,11.38,7.65,7.46,5.41,5.22,,9.33,3.54,3.92,,4.29,8.96,3.73,5.78,4.66,3.36,4.48,,2.98,6.72,25.56,6.16,3.92,10.63,,3.54,4.1,6.9,38.8,3.36,11.38,8.58,3.92,4.1,4.1,,23.67284,18.080247,30.265432,0.084667,,18.520833,73.01777
US_TN_47003,2020-08-06,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,11,0,901,11,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,-1,10,,-21,5,7.16,8.55,4.18,14.52,6.96,8.16,4.38,3.18,3.58,8.75,,4.77,4.18,,12.13,5.17,7.56,4.77,6.37,3.78,5.37,,6.37,23.67,4.97,2.79,10.14,,4.77,3.78,2.98,43.77,6.57,5.97,4.38,6.76,4.77,3.98,3.58,24.623457,19.753086,30.481481,0.0,,19.430556,72.877679
US_TN_47003,2020-08-07,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,7,0,908,11,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,-4,8,,-22,3,3.73,5.96,4.66,11.74,5.59,7.64,7.27,3.17,,10.44,5.4,4.84,3.73,5.22,9.13,2.98,4.47,3.54,2.61,3.54,3.17,,7.64,22.55,6.52,,11.18,,4.47,5.22,4.66,33.73,,8.76,7.45,3.35,4.29,,,24.592593,19.055556,31.203704,2.144889,,18.930556,70.973236
US_TN_47003,2020-08-08,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,10,0,918,11,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,3,9,,-11,,4.63,,9.47,15.64,9.91,4.41,6.39,4.19,,7.71,4.63,3.3,3.3,3.96,6.39,,4.63,4.85,4.41,6.83,4.85,3.75,4.19,20.05,7.49,,13.66,,4.41,5.95,4.19,37.23,4.41,8.81,5.73,4.63,4.41,3.96,,24.958333,18.208333,32.840278,0.0,,18.746032,68.809711
US_TN_47003,2020-08-09,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,10,0,928,11,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,-2,16,,-17,,5.64,8.15,3.13,14.0,3.13,4.39,5.01,5.43,4.8,10.03,5.01,3.76,3.55,,7.73,2.92,3.34,4.6,2.92,5.85,6.27,,8.15,26.11,3.76,,11.91,3.76,3.13,3.97,3.76,37.81,6.27,9.4,7.1,6.68,3.34,3.55,,25.819444,19.263889,33.194444,0.0,,20.206349,70.785019
US_TN_47003,2020-08-10,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,0,0,928,11,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,-5,0,,-21,2,3.75,7.87,3.75,15.91,7.51,6.61,5.01,3.4,3.58,6.08,,3.22,3.75,5.01,9.12,3.04,4.11,5.01,3.22,4.11,3.58,3.75,8.58,25.92,6.61,3.58,11.08,2.86,4.65,4.83,8.22,42.37,4.83,9.3,5.01,,5.01,3.58,3.75,27.4375,22.013889,34.395833,2.032,,21.603175,69.150038
US_TN_47003,2020-08-11,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,2,0,930,11,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,0,10,,-22,3,4.47,9.3,3.4,9.66,8.77,3.4,4.29,4.65,3.58,10.74,4.29,4.12,4.29,3.94,7.51,3.22,4.83,4.12,3.94,2.68,4.65,5.01,8.77,24.87,4.12,3.22,9.84,,4.29,4.65,6.08,37.58,6.26,8.41,6.44,3.94,5.19,2.68,5.55,26.048611,21.493056,32.763889,3.132667,,21.206349,74.21611
US_TN_47003,2020-08-12,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,10,0,940,11,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,1,1,,-20,4,4.51,6.32,3.43,13.54,8.48,6.68,3.97,2.89,3.25,8.3,3.07,3.61,,,10.65,2.53,5.78,6.32,3.97,,5.05,3.25,10.11,24.73,5.59,2.89,10.65,,4.33,4.33,4.51,35.01,7.04,8.66,5.59,6.68,5.59,2.71,,25.715278,21.381944,32.076389,2.921,,22.269841,80.948144
US_TN_47003,2020-08-13,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,15,0,955,11,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,-3,9,,-21,4,5.41,9.2,3.97,12.63,8.48,6.67,5.59,2.53,2.89,7.22,4.69,4.15,4.15,4.69,9.56,5.41,4.87,2.89,4.87,3.97,5.23,2.89,7.76,25.8,5.23,3.61,11.54,2.53,4.15,4.51,4.15,38.78,4.51,10.46,5.95,4.51,3.43,3.25,3.25,26.024691,21.104938,33.154321,0.41275,,21.645833,76.602554
US_TN_47003,2020-08-14,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,7,0,962,11,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,-7,6,,-22,5,6.59,8.24,4.58,9.53,7.14,4.95,6.96,,2.56,6.96,6.41,5.13,2.93,4.21,9.16,5.13,5.5,4.21,3.66,3.48,3.85,3.66,9.16,25.83,7.88,2.93,11.36,,,,4.58,35.72,4.76,10.44,6.59,4.95,4.4,3.48,,25.049383,21.975309,30.462963,1.850571,,22.041667,83.741551
US_TN_47003,2020-08-15,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,2,1,964,12,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,-1,8,,-10,,6.33,7.42,6.55,9.38,6.55,4.8,7.42,4.8,,8.07,3.71,3.27,5.24,,9.82,4.15,4.8,,5.02,4.15,4.15,5.67,5.02,22.91,5.67,,10.04,4.15,4.36,,5.67,41.68,,10.04,6.33,3.49,3.93,,3.49,25.222222,21.802469,30.771605,0.874889,,21.527778,80.485319
US_TN_47003,2020-08-16,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,20,0,984,12,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,-7,10,,-17,,3.61,8.71,12.53,14.87,8.29,3.82,7.43,4.04,4.46,9.56,4.46,5.1,2.97,3.61,12.96,4.04,6.8,6.16,5.31,4.04,5.95,,6.8,24.22,5.31,,12.32,3.4,3.61,5.31,,39.94,,9.56,5.31,5.1,6.37,5.1,,24.882716,19.185185,31.45679,0.0,,20.770833,77.958532
US_TN_47003,2020-08-17,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,3,0,987,12,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-22,3,6.05,4.77,2.75,12.48,7.52,3.67,7.16,4.95,,13.58,,5.32,3.12,5.69,11.38,5.5,5.87,4.77,4.04,4.4,5.5,2.94,8.07,31.01,4.22,,12.11,3.3,2.94,4.04,3.67,38.17,5.14,9.54,6.79,5.14,6.79,,2.75,24.685185,18.740741,31.240741,0.0,,18.333333,67.985784
US_TN_47003,2020-08-18,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,2,0,989,12,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-22,3,4.62,7.2,,10.16,7.2,3.32,4.25,4.62,,9.42,2.95,7.75,4.06,3.88,10.89,5.91,5.54,5.17,4.62,,4.06,4.43,6.83,22.9,5.91,3.69,8.68,,3.32,2.58,3.32,39.7,3.69,6.28,5.91,4.62,6.28,4.06,2.77,24.425926,17.32716,32.037037,0.0,,18.013889,66.894473
US_TN_47003,2020-08-19,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,17,1,1006,13,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-22,4,4.59,8.26,3.12,13.94,9.54,4.22,6.42,3.3,4.04,13.03,,6.42,3.12,6.79,7.71,3.49,6.24,4.04,5.32,,3.3,2.57,8.99,26.24,5.69,2.94,8.99,2.57,3.49,3.49,6.24,37.98,2.57,8.07,7.16,3.67,3.12,2.75,2.75,23.407407,19.240741,29.617284,0.03175,,19.25,77.466598
US_TN_47003,2020-08-20,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,10,0,1016,13,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-22,4,4.7,6.33,3.44,11.22,9.59,4.7,7.42,6.33,,9.41,4.34,6.51,2.53,4.88,7.24,5.43,6.15,6.87,4.16,3.44,2.89,2.71,5.97,29.49,6.15,3.44,10.67,2.89,6.51,3.08,4.7,38.71,3.62,7.42,6.87,,4.16,3.8,2.53,23.641975,18.753086,30.512346,0.381,,18.951389,74.846105
US_TN_47003,2020-08-21,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,7,0,1023,13,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-22,6,4.0,6.72,4.18,12.54,8.9,4.54,6.72,3.82,2.91,11.99,4.18,6.91,4.54,4.72,8.54,4.72,5.27,4.36,5.45,3.82,4.72,4.18,7.09,26.35,6.0,2.73,8.54,2.54,5.09,4.0,4.72,44.16,4.0,7.45,6.54,4.72,4.36,2.54,2.54,22.907407,20.271605,27.41358,0.326571,,20.083333,83.633332
US_TN_47003,2020-08-22,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,14,1,1037,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,7.67,10.53,3.51,13.59,5.92,4.17,4.38,5.48,4.38,14.03,,6.8,4.82,3.95,5.48,4.38,7.24,4.38,4.82,6.14,6.36,4.38,8.55,25.21,,,11.62,3.07,4.38,4.38,,44.07,,7.24,7.24,,4.38,4.82,3.07,22.790123,19.487654,28.604938,9.833429,,19.548611,81.983
US_TN_47003,2020-08-23,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,14,0,1051,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,6.9,6.27,3.97,14.43,7.74,3.14,5.02,8.37,,11.29,,5.65,6.07,3.97,11.71,4.6,3.97,5.65,,6.07,3.14,,6.48,23.0,5.02,2.93,10.25,3.35,3.97,3.56,4.18,40.16,4.81,9.83,3.77,5.86,6.07,2.93,,23.876543,18.845679,30.277778,0.22225,,19.930556,78.44842
US_TN_47003,2020-08-24,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,6,0,1057,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-21,4,4.18,6.09,3.66,14.8,6.79,5.75,4.35,2.61,3.66,7.83,3.31,4.7,,3.66,9.75,4.35,5.4,5.05,4.18,4.18,4.18,2.61,6.27,23.68,5.92,3.31,10.1,3.31,6.62,3.83,3.83,37.44,4.18,7.83,5.05,6.96,4.18,3.31,3.66,25.253086,19.987654,31.765432,0.127,,21.055556,77.212622
US_TN_47003,2020-08-25,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,7,0,1064,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-22,4,6.08,4.83,2.5,12.88,7.33,4.65,5.9,6.08,4.47,9.66,3.94,4.47,4.83,4.29,10.73,4.12,5.55,3.94,3.58,2.68,2.86,,7.16,27.91,5.55,,10.73,2.5,3.76,3.94,5.55,40.97,,7.87,5.01,2.5,5.72,3.76,2.5,25.555556,21.783951,30.808642,2.140857,,22.027778,80.466347
US_TN_47003,2020-08-26,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,12,0,1076,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-19,5,5.96,6.3,3.06,12.77,7.32,3.92,5.11,4.43,,9.03,3.92,5.45,3.75,4.77,10.39,4.09,6.47,3.24,4.94,4.26,4.26,3.41,8.86,22.65,7.32,3.41,11.41,,3.24,4.09,5.28,36.95,4.09,9.54,8.0,5.62,3.92,4.6,3.24,24.950617,22.049383,30.709877,3.01625,,21.861111,82.622688
US_TN_47003,2020-08-27,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,18,0,1094,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-20,5,4.96,6.2,,12.74,9.03,6.37,5.66,4.96,3.19,10.09,4.6,5.66,4.42,7.96,11.33,2.48,7.08,3.54,4.42,2.65,4.96,,7.61,23.72,6.73,3.19,8.85,3.01,3.89,5.31,4.25,39.12,3.36,7.26,6.73,3.01,3.89,3.54,4.07,26.197531,21.845679,32.17284,2.95275,,22.819444,81.469395
US_TN_47003,2020-08-28,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,4,0,1098,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-21,8,4.73,5.43,,11.38,7.53,5.08,4.2,2.8,,7.53,,4.55,2.8,4.2,8.05,4.38,3.85,5.08,,3.5,3.5,,5.6,21.01,6.83,,8.93,,2.98,4.2,3.15,37.81,3.33,7.53,5.95,4.2,4.55,,3.33,25.08642,22.617284,29.111111,4.826,,22.326389,84.302486
US_TN_47003,2020-08-29,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,7,0,1105,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,5.96,5.96,4.05,11.72,8.31,4.69,6.6,5.11,3.2,8.52,,5.54,4.05,5.54,10.01,,4.26,4.26,5.33,5.33,3.83,3.83,7.24,17.9,4.69,,11.29,3.41,3.83,5.96,3.83,40.05,3.62,10.01,5.75,5.33,5.11,,,25.574074,22.351852,31.333333,9.797143,,22.569444,83.838604
US_TN_47003,2020-08-30,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,2,0,1107,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,7.39,6.98,,12.52,11.08,4.51,3.28,5.54,4.31,7.59,,5.33,4.31,3.49,7.39,5.13,3.28,,5.13,5.13,6.57,,8.0,22.98,4.31,3.49,10.88,,4.1,4.31,5.33,40.43,4.51,9.44,5.13,4.1,5.95,,,25.576389,22.340278,31.3125,4.106333,,22.785714,84.728461
US_TN_47003,2020-08-31,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,7,0,1114,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-24,5,4.78,7.17,4.18,11.15,5.38,5.97,8.36,4.98,2.99,9.16,3.38,5.97,4.38,4.58,9.16,6.97,6.57,6.17,3.78,,6.17,,8.16,22.5,6.97,2.99,9.76,3.98,3.78,4.58,4.38,44.8,3.98,7.96,5.97,5.38,4.98,4.38,3.38,24.333333,21.618056,29.944444,1.693333,,22.269841,88.347111
US_TN_47003,2020-09-01,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,13,0,1127,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-25,2,4.86,6.68,3.44,12.95,8.7,6.07,8.7,5.46,3.64,10.73,,5.06,3.24,5.46,8.91,3.44,6.28,2.83,5.26,3.64,4.86,3.04,5.46,23.28,7.29,4.25,9.11,3.85,4.45,4.86,5.46,40.69,3.44,6.28,6.28,5.06,6.07,,2.83,24.679012,21.364198,30.648148,3.882571,,22.618056,88.100626
US_TN_47003,2020-09-02,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,10,0,1137,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-26,3,7.01,8.66,3.71,12.78,8.66,5.36,7.83,3.5,,9.07,,4.95,,6.8,10.31,5.36,6.39,3.09,6.39,2.89,4.74,6.19,9.69,22.89,5.77,,8.45,3.09,4.95,5.16,6.39,41.24,,7.63,5.57,5.77,6.6,4.54,3.3,26.216049,22.765432,31.333333,1.326444,,23.368056,83.858285
US_TN_47003,2020-09-03,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,6,0,1143,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-25,3,5.58,8.68,,12.2,8.06,6.62,6.82,6.41,,6.82,6.0,2.89,3.31,4.75,9.3,5.58,8.68,3.93,5.79,3.31,3.72,3.52,8.68,22.33,6.41,4.34,10.54,,4.75,4.13,5.58,43.41,4.34,9.51,7.44,4.96,5.17,,3.31,26.635802,23.388889,31.160494,0.225778,,22.6875,78.411998
US_TN_47003,2020-09-04,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,1,0,1144,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-28,3,5.53,7.65,,13.18,5.95,5.74,7.23,3.83,,8.08,,3.19,4.25,5.1,8.5,3.4,4.68,4.25,4.04,5.53,3.19,,8.72,25.51,6.8,,9.78,3.4,4.89,6.38,4.25,42.94,3.19,10.21,7.44,4.04,4.25,4.25,,25.41358,21.691358,31.037037,0.8255,,21.798611,80.406384
US_TN_47003,2020-09-05,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,5,0,1149,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,4.71,6.96,5.16,13.02,6.51,4.71,3.81,3.59,,10.32,5.83,5.39,4.26,3.59,10.32,,3.14,4.04,4.04,,6.73,3.14,4.26,19.3,5.83,,10.55,,4.26,5.83,3.81,43.09,5.61,8.53,5.83,4.94,,4.04,4.71,21.425926,14.648148,29.333333,0.112889,,14.326389,64.489157
US_TN_47003,2020-09-06,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,15,0,1164,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,4.4,8.15,4.4,17.84,8.59,3.3,7.71,6.61,,10.79,3.08,5.06,,7.27,6.38,4.84,6.38,5.5,5.72,5.28,5.95,,8.37,24.0,5.95,5.28,11.67,3.74,,5.06,5.28,37.21,5.06,10.57,4.84,3.96,4.18,4.4,,21.17284,13.364198,30.17284,0.0,,14.979167,67.550263
US_TN_47003,2020-09-07,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,2,0,1166,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-71,,5.01,7.93,2.92,15.23,9.81,5.63,4.17,3.76,2.92,9.39,3.34,4.59,3.34,8.35,6.05,5.01,3.96,3.13,,3.34,4.8,,6.68,24.63,7.1,3.34,11.9,,4.38,5.43,3.55,44.45,5.01,8.56,7.93,,6.47,,,22.04321,14.95679,30.283951,0.0,,16.277778,69.130431
US_TN_47003,2020-09-08,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,3,0,1169,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-21,1,5.51,6.61,3.67,13.23,6.61,6.43,6.25,4.04,,9.0,4.22,5.33,3.49,4.78,9.19,4.04,6.06,5.88,4.04,3.12,5.51,3.67,8.08,21.86,6.98,,10.65,3.31,4.41,5.33,5.51,43.91,8.82,7.72,6.06,6.43,4.78,,2.57,22.567901,15.154321,30.67284,0.0,,17.090278,70.555889
US_TN_47003,2020-09-09,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,3,0,1172,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-17,0,7.09,4.91,3.27,12.37,8.19,5.09,5.82,4.91,3.27,5.64,3.27,2.73,4.37,4.0,13.83,5.64,6.37,3.09,3.46,,3.64,2.73,6.73,24.2,5.28,4.37,8.01,3.09,3.09,3.27,5.09,42.57,5.28,6.37,5.64,5.82,7.64,,4.0,23.506173,16.771605,30.796296,0.0,,18.3125,72.358225
US_TN_47003,2020-09-10,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,24,0,1196,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,-17,0,6.79,6.79,6.79,14.88,7.9,4.04,5.51,5.14,3.67,7.9,3.12,3.31,4.78,4.59,9.18,3.31,9.18,,5.14,4.78,,2.94,8.08,24.06,7.35,4.41,10.28,2.57,4.59,3.12,3.31,38.93,4.78,9.37,8.45,4.04,5.88,,2.94,24.197531,17.864198,31.592593,0.0,,19.652778,75.410661
US_TN_47003,2020-09-11,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,19,0,1215,14,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,-2,4,,-19,-1,3.67,6.79,3.67,12.49,9.0,5.33,4.77,6.24,2.75,4.96,4.22,4.04,3.86,5.33,9.0,2.94,4.77,5.14,2.94,2.75,4.04,,5.88,24.79,4.59,,10.47,,3.86,,5.88,37.46,,6.61,4.77,5.88,5.51,,3.31,25.487654,19.5,32.5,0.0,,20.805556,75.076887
