location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NE_31177,2020-01-01,ChIJbQYEfuHEk4cR5Ic2VlDx24E,Q495979,geoId/31177,US,United States of America,NE,Nebraska,31177,Washington County,US,USA,2,,,,,,,20328,10149,10179,2550,2867,1921,2384,2464,3122,2660,1490,870,1425455,41.53,-96.22,393,81.3,,,,,,7.25,10.63,19.33,,,28.03,9.18,38.67,,8.22,-0.122222,-4.427778,7.405556,0.0,30.48,-4.016667,75.187381
US_NE_31177,2020-01-02,ChIJbQYEfuHEk4cR5Ic2VlDx24E,Q495979,geoId/31177,US,United States of America,NE,Nebraska,31177,Washington County,US,USA,2,,,,,,,20328,10149,10179,2550,2867,1921,2384,2464,3122,2660,1490,870,1425455,41.53,-96.22,393,81.3,,,,,7.46,10.73,7.0,25.2,9.33,11.66,28.46,,43.39,,,2.611111,-2.122222,5.888889,0.0,,0.072222,83.492916
US_NE_31177,2020-01-03,ChIJbQYEfuHEk4cR5Ic2VlDx24E,Q495979,geoId/31177,US,United States of America,NE,Nebraska,31177,Washington County,US,USA,2,,,,,,,20328,10149,10179,2550,2867,1921,2384,2464,3122,2660,1490,870,1425455,41.53,-96.22,393,81.3,,,,,7.74,8.71,,25.15,9.67,7.74,33.85,,48.36,7.25,10.15,0.211111,-4.188889,4.933333,0.0,,-2.15,84.342084
US_NE_31177,2020-01-04,ChIJbQYEfuHEk4cR5Ic2VlDx24E,Q495979,geoId/31177,US,United States of America,NE,Nebraska,31177,Washington County,US,USA,2,,,,,,,20328,10149,10179,2550,2867,1921,2384,2464,3122,2660,1490,870,1425455,41.53,-96.22,393,81.3,,,,,8.96,9.46,,24.4,9.96,,31.87,,45.81,,7.47,-0.872222,-6.816667,6.177778,0.0,,-5.883333,69.219556
US_NE_31177,2020-01-05,ChIJbQYEfuHEk4cR5Ic2VlDx24E,Q495979,geoId/31177,US,United States of America,NE,Nebraska,31177,Washington County,US,USA,2,,,,,,,20328,10149,10179,2550,2867,1921,2384,2464,3122,2660,1490,870,1425455,41.53,-96.22,393,81.3,,,,,,10.41,8.05,17.98,,,22.25,,35.97,,,4.761111,0.438889,7.961111,0.0,,-2.816667,58.154415
US_NE_31177,2020-01-06,ChIJbQYEfuHEk4cR5Ic2VlDx24E,Q495979,geoId/31177,US,United States of America,NE,Nebraska,31177,Washington County,US,USA,2,,,,,,,20328,10149,10179,2550,2867,1921,2384,2464,3122,2660,1490,870,1425455,41.53,-96.22,393,81.3,,,,,,9.99,7.08,24.57,,7.08,28.73,11.24,44.55,,8.33,0.055556,-3.788889,5.844444,0.0,,-4.127778,73.68955
US_NE_31177,2020-01-07,ChIJbQYEfuHEk4cR5Ic2VlDx24E,Q495979,geoId/31177,US,United States of America,NE,Nebraska,31177,Washington County,US,USA,2,,,,,,,20328,10149,10179,2550,2867,1921,2384,2464,3122,2660,1490,870,1425455,41.53,-96.22,393,81.3,,,,,6.32,11.45,5.92,23.29,10.66,5.92,29.22,7.11,37.11,10.27,,1.266667,-3.961111,8.733333,0.0,,-3.605556,70.271728
US_NE_31177,2020-01-08,ChIJbQYEfuHEk4cR5Ic2VlDx24E,Q495979,geoId/31177,US,United States of America,NE,Nebraska,31177,Washington County,US,USA,2,,,,,,,20328,10149,10179,2550,2867,1921,2384,2464,3122,2660,1490,870,1425455,41.53,-96.22,393,81.3,,,,,12.55,14.98,9.72,16.2,,10.12,36.85,,48.2,11.74,9.31,-2.016667,-7.222222,4.15,0.0,,-8.083333,63.427331
US_NE_31177,2020-01-09,ChIJbQYEfuHEk4cR5Ic2VlDx24E,Q495979,geoId/31177,US,United States of America,NE,Nebraska,31177,Washington County,US,USA,2,,,,,,,20328,10149,10179,2550,2867,1921,2384,2464,3122,2660,1490,870,1425455,41.53,-96.22,393,81.3,,,,,,9.36,6.92,13.44,10.99,7.33,33.38,,31.75,12.62,,4.75,0.016667,8.094444,0.0,,-2.544444,59.372495
US_NE_31177,2020-01-10,ChIJbQYEfuHEk4cR5Ic2VlDx24E,Q495979,geoId/31177,US,United States of America,NE,Nebraska,31177,Washington County,US,USA,2,,,,,,,20328,10149,10179,2550,2867,1921,2384,2464,3122,2660,1490,870,1425455,41.53,-96.22,393,81.3,,,,,,9.66,,16.5,8.86,6.04,26.97,5.63,37.03,9.66,7.25,-2.977778,-8.111111,2.45,1.2192,64.77,-5.405556,83.527694
