location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54059,2020-01-15,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,10.38,23.23,31.14,8.4,42.02,10.044444,5.444444,16.933333,0.798286,,8.994444,93.242395
US_WV_54059,2020-01-16,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,11.42,17.87,36.73,12.91,43.18,9.65,2.838889,16.505556,0.66675,,3.466667,65.429408
US_WV_54059,2020-01-17,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,10.16,25.41,34.56,,43.2,-0.983333,-4.688889,3.977778,0.0254,,-8.888889,55.106269
US_WV_54059,2020-01-18,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,9.26,19.06,23.96,9.8,33.76,5.088889,-2.433333,10.155556,0.4064,,-4.383333,50.891829
US_WV_54059,2020-01-19,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,9.67,,30.14,10.24,47.2,1.75,-5.088889,9.833333,5.5372,,-3.027778,70.721746
US_WV_54059,2020-01-20,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,12.94,25.88,36.23,9.83,46.06,-7.2,-9.216667,-5.005556,0.0,,-11.411111,71.955324
US_WV_54059,2020-01-21,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,9.84,34.19,35.13,10.3,45.9,-6.272222,-9.027778,-2.261111,0.0,30.48,-10.544444,71.956056
US_WV_54059,2020-01-22,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,12.46,21.93,31.4,10.96,43.86,-3.9,-10.477778,6.872222,0.0,30.48,-10.322222,61.200624
US_WV_54059,2020-01-23,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,20.46,28.25,42.38,8.77,50.17,3.316667,-2.838889,10.105556,0.0,,-9.55,40.145554
US_WV_54059,2020-01-24,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,12.76,28.06,52.55,15.82,51.53,7.45,1.472222,10.577778,1.9304,,1.911111,68.328043
US_WV_54059,2020-01-25,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,,24.64,44.12,9.74,43.55,3.788889,1.25,9.888889,15.5956,,1.9,87.608948
US_WV_54059,2020-01-26,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,,36.5,36.5,7.71,39.07,1.411111,-0.461111,6.127778,0.399143,,-2.427778,75.731338
US_WV_54059,2020-01-27,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,9.52,39.98,47.12,,39.03,2.516667,-0.805556,5.633333,0.1016,,0.466667,86.653841
US_WV_54059,2020-01-28,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,8.7,35.27,43.96,7.73,44.93,1.277778,-0.522222,5.105556,0.254,,-1.672222,80.881882
US_WV_54059,2020-01-29,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,12.7,27.84,50.31,7.33,49.33,0.777778,-0.672222,3.944444,0.0,,-2.427778,79.296603
US_WV_54059,2020-01-30,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,9.31,38.16,37.23,7.91,39.09,1.316667,-0.422222,4.75,0.1016,,-1.261111,83.501872
US_WV_54059,2020-01-31,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,10.79,28.62,43.16,11.73,28.15,3.938889,0.377778,7.527778,0.1016,,1.427778,83.830577
US_WV_54059,2020-02-01,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,,29.23,44.67,,38.05,3.694444,1.294444,6.472222,1.3208,,2.827778,94.1626
US_WV_54059,2020-02-02,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,,26.12,36.25,8.53,40.52,5.894444,1.166667,15.388889,2.328333,,-0.272222,64.982259
US_WV_54059,2020-02-03,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,9.0,35.98,40.24,7.1,35.04,11.783333,4.116667,17.788889,0.0,,0.75,47.172344
US_WV_54059,2020-02-04,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,10.9,32.22,37.91,9.95,41.7,13.422222,7.75,17.972222,0.8636,,6.727778,64.197893
US_WV_54059,2020-02-05,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,9.11,31.66,42.21,,47.01,9.066667,5.277778,16.183333,13.2588,,8.472222,96.089631
US_WV_54059,2020-02-06,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,13.73,27.45,30.0,9.15,38.13,10.522222,5.65,13.6,16.764,,9.922222,96.108536
US_WV_54059,2020-02-07,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,10.41,34.88,33.83,,32.27,1.222222,-2.794444,10.027778,20.9296,40.64,-0.209877,90.45329
US_WV_54059,2020-02-08,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,10.52,21.03,31.0,,43.73,-1.388889,-4.477778,3.561111,1.9812,42.545,-4.444444,79.866077
US_WV_54059,2020-02-09,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,14.99,24.99,34.43,13.33,46.65,2.05,-3.866667,9.127778,1.016,37.253333,-1.938889,75.130082
US_WV_54059,2020-02-10,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,10.86,23.14,28.81,9.45,42.98,8.422222,2.455556,11.161111,3.4036,50.8,2.244444,65.878208
US_WV_54059,2020-02-11,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,9.79,14.2,38.68,10.28,46.52,9.072222,4.905556,11.794444,26.4668,,8.466667,96.035031
US_WV_54059,2020-02-12,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,11.97,20.96,35.93,8.98,39.42,3.505556,1.116667,9.511111,3.9624,,2.311111,92.010606
US_WV_54059,2020-02-13,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,8.4,17.78,26.67,7.9,41.48,8.366667,1.283333,13.483333,23.4696,,7.022222,91.356127
US_WV_54059,2020-02-14,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,8.8,15.41,30.81,11.55,31.36,-2.094444,-5.388889,2.411111,2.54,,-6.694444,70.892083
US_WV_54059,2020-02-15,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,10.4,16.17,27.14,9.82,40.43,-3.294444,-9.755556,7.444444,0.0,,-10.161111,59.104616
US_WV_54059,2020-02-16,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,10.04,15.05,31.78,9.48,34.56,5.627778,1.855556,11.705556,0.0,,-3.927778,50.598414
US_WV_54059,2020-02-17,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,-22,11.64,19.58,31.75,11.64,51.33,6.822222,0.305556,14.105556,0.0,,-0.116667,61.330863
US_WV_54059,2020-02-18,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,-6,18.59,22.87,34.79,8.58,48.13,9.944444,4.616667,13.105556,0.0,,4.711111,70.154235
US_WV_54059,2020-02-19,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,0,11.23,16.38,29.95,11.7,42.12,4.088889,0.077778,11.761111,8.382,,-0.416667,72.80913
US_WV_54059,2020-02-20,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,-6,15.66,17.09,34.17,9.49,46.52,0.466667,-1.377778,5.488889,0.084667,,-5.444444,65.21827
US_WV_54059,2020-02-21,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,-6,11.39,12.38,31.7,8.42,34.18,-3.1,-8.461111,2.55,0.141111,,-11.194444,53.877235
US_WV_54059,2020-02-22,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,10.0,13.33,26.66,13.88,35.54,-0.327778,-8.322222,9.544444,0.0,,-12.538889,39.57312
US_WV_54059,2020-02-23,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,15.15,18.94,22.19,10.82,43.29,4.288889,-5.472222,13.088889,0.0,,-9.2,37.308887
US_WV_54059,2020-02-24,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,3,14.54,19.23,24.39,8.44,39.86,5.838889,-0.538889,11.555556,0.0,,-2.033333,57.540695
US_WV_54059,2020-02-25,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,3,15.11,21.73,38.26,8.03,37.78,9.788889,3.505556,15.488889,7.874,,7.188889,83.994502
US_WV_54059,2020-02-26,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,-1,14.55,30.98,38.95,,46.93,9.027778,3.255556,14.755556,1.4732,,5.5,78.638635
US_WV_54059,2020-02-27,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,-1,9.72,24.07,36.57,9.72,43.51,-1.238889,-4.183333,6.022222,7.2644,30.48,-5.516667,73.210497
US_WV_54059,2020-02-28,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,-3,9.55,21.96,40.09,9.07,32.94,-0.255556,-3.911111,3.127778,0.3556,50.8,-5.955556,66.226335
US_WV_54059,2020-02-29,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,11.3,20.98,33.9,,42.51,-1.733333,-5.655556,2.577778,1.4224,46.566667,-7.05,67.576482
US_WV_54059,2020-03-01,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,,,27.91,35.96,9.66,39.71,1.738889,-6.338889,13.7,0.2032,60.113333,-8.7,46.021674
US_WV_54059,2020-03-02,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,3,11.76,22.04,47.03,12.25,37.23,9.277778,6.938889,12.094444,0.0,,1.133333,57.469074
US_WV_54059,2020-03-03,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,0,10.47,26.17,44.25,,38.06,11.2,7.605556,16.077778,13.6652,,8.416667,83.105677
US_WV_54059,2020-03-04,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,4,11.58,16.41,40.53,8.69,35.22,9.511111,2.338889,16.116667,1.2954,,-2.555556,42.785784
US_WV_54059,2020-03-05,ChIJr9agLvF7T4gRUO92yIPIWr4,Q494598,geoId/54059,US,United States of America,WV,West Virginia,54059,Mingo County,US,USA,2,,,,,,,24142,11847,12295,2965,2846,2539,2795,3163,3524,3627,1812,871,1913191,37.73,-82.14,1097,73.257143,,4,,26.37,38.35,,32.6,8.644444,1.161111,15.538889,0.0,,-1.883333,47.620463
