location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47005,2020-01-01,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,13.03,24.61,30.4,38.37,4.320988,-1.067901,11.493827,0.0,,-3.283951,57.843476
US_TN_47005,2020-01-02,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,,21.24,32.53,41.16,9.290123,6.493827,11.703704,1.651,,3.537037,67.374619
US_TN_47005,2020-01-03,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,12.73,20.09,26.79,50.9,12.361111,11.011111,14.3,11.486444,,12.2,98.954383
US_TN_47005,2020-01-04,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,,23.72,21.56,49.59,6.45,2.911111,12.45,3.019778,,4.177778,85.471347
US_TN_47005,2020-01-05,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,,21.55,26.75,31.95,4.135802,-1.882716,13.888889,0.141111,,-0.561728,71.566511
US_TN_47005,2020-01-06,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,17.7,18.41,30.45,44.6,5.822222,-1.011111,11.727778,0.0,,-0.172222,65.67253
US_TN_47005,2020-01-07,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,11.01,15.54,25.91,45.34,6.761111,0.85,11.105556,0.0,,-1.783333,54.635488
US_TN_47005,2020-01-08,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,17.25,18.63,34.5,37.95,6.127778,0.088889,13.988889,0.0,,-2.655556,53.424825
US_TN_47005,2020-01-09,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,14.96,14.96,27.2,41.48,8.75,3.25,15.516667,0.0,,-1.494444,48.711901
US_TN_47005,2020-01-10,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,,22.46,30.63,47.64,15.955556,13.766667,18.722222,0.2794,,9.261111,64.903125
US_TN_47005,2020-01-11,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,,12.88,23.61,48.65,14.988889,7.066667,18.961111,6.688667,,13.8,92.706228
US_TN_47005,2020-01-12,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,16.08,19.74,19.74,48.98,4.961111,2.794444,7.788889,15.945556,,3.327778,89.263081
US_TN_47005,2020-01-13,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,11.66,13.6,29.15,42.76,4.838889,1.183333,10.311111,0.0,,3.302469,90.536109
US_TN_47005,2020-01-14,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,12.71,,20.74,48.17,10.627778,7.611111,15.444444,4.233333,,9.277778,91.45568
US_TN_47005,2020-01-15,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,10.34,11.63,24.56,34.9,14.705556,10.444444,19.727778,0.169333,,14.155556,96.56394
US_TN_47005,2020-01-16,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,,11.52,27.78,41.33,8.666667,3.111111,15.516667,1.8034,,5.233333,79.136466
US_TN_47005,2020-01-17,ChIJ51LuiaJwe4gRiUrhFet7kyU,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2,,,,,,,15993,7843,8150,1708,1733,1608,1547,1977,2379,2400,1800,841,1847610,36.07,-88.07,1130,72.78,,,,,,14.74,12.06,22.11,40.21,1.983333,-0.177778,5.438889,0.0,,-4.477778,62.46505
