location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OR_41013,2020-01-01,ChIJjWNFiwdCuVQR-gtGk8vzkvc,Q484354,geoId/41013,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2,,,,,,,23065,11451,11614,2474,2487,2284,2414,2513,3244,3990,2579,1080,1837109,44.13,-120.36,7732,77.25,,,,,,7.34,6.17,,11.16,,,19.67,,4.4,26.72,4.99,6.17,7.925926,1.660494,11.240741,2.667,,2.936508,69.967313
US_OR_41013,2020-01-02,ChIJjWNFiwdCuVQR-gtGk8vzkvc,Q484354,geoId/41013,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2,,,,,,,23065,11451,11614,2474,2487,2284,2414,2513,3244,3990,2579,1080,1837109,44.13,-120.36,7732,77.25,,,,,4.45,10.08,6.52,5.04,16.6,10.67,7.71,20.45,6.22,,29.64,,,4.820988,1.635802,9.839506,0.733778,,-0.626984,65.27142
US_OR_41013,2020-01-03,ChIJjWNFiwdCuVQR-gtGk8vzkvc,Q484354,geoId/41013,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2,,,,,,,23065,11451,11614,2474,2487,2284,2414,2513,3244,3990,2579,1080,1837109,44.13,-120.36,7732,77.25,,,,,5.64,5.64,4.75,5.35,16.34,4.75,5.94,20.79,,,24.36,7.72,,4.796296,0.41358,11.648148,0.366889,,-1.063492,66.293225
US_OR_41013,2020-01-04,ChIJjWNFiwdCuVQR-gtGk8vzkvc,Q484354,geoId/41013,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2,,,,,,,23065,11451,11614,2474,2487,2284,2414,2513,3244,3990,2579,1080,1837109,44.13,-120.36,7732,77.25,,,,,,7.92,4.87,,15.83,7.31,10.66,15.83,4.87,,24.66,4.57,4.87,6.259259,0.444444,11.771605,0.0,,-2.555556,53.218556
US_OR_41013,2020-01-05,ChIJjWNFiwdCuVQR-gtGk8vzkvc,Q484354,geoId/41013,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2,,,,,,,23065,11451,11614,2474,2487,2284,2414,2513,3244,3990,2579,1080,1837109,44.13,-120.36,7732,77.25,,,,,5.87,9.58,,4.94,15.45,5.25,,14.83,,4.94,28.43,,4.94,2.191358,-1.993827,9.37037,0.108857,,-3.15873,66.173582
US_OR_41013,2020-01-06,ChIJjWNFiwdCuVQR-gtGk8vzkvc,Q484354,geoId/41013,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2,,,,,,,23065,11451,11614,2474,2487,2284,2414,2513,3244,3990,2579,1080,1837109,44.13,-120.36,7732,77.25,,,,,,4.6,4.87,4.33,11.64,10.02,4.06,17.6,,5.69,26.54,5.69,,3.876543,-1.895062,10.302469,0.366889,,-1.984127,64.362948
US_OR_41013,2020-01-07,ChIJjWNFiwdCuVQR-gtGk8vzkvc,Q484354,geoId/41013,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2,,,,,,,23065,11451,11614,2474,2487,2284,2414,2513,3244,3990,2579,1080,1837109,44.13,-120.36,7732,77.25,,,,,,5.23,5.23,4.71,11.25,7.32,3.92,22.76,3.92,7.58,29.82,4.45,,6.654321,0.555556,12.018519,0.0,,-0.68254,58.426414
US_OR_41013,2020-01-08,ChIJjWNFiwdCuVQR-gtGk8vzkvc,Q484354,geoId/41013,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2,,,,,,,23065,11451,11614,2474,2487,2284,2414,2513,3244,3990,2579,1080,1837109,44.13,-120.36,7732,77.25,,,,,5.28,5.54,6.34,3.7,7.39,7.13,5.81,23.23,3.96,4.22,23.5,7.92,,4.851852,0.302469,11.216049,0.798286,,-1.015873,65.098676
US_OR_41013,2020-01-09,ChIJjWNFiwdCuVQR-gtGk8vzkvc,Q484354,geoId/41013,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2,,,,,,,23065,11451,11614,2474,2487,2284,2414,2513,3244,3990,2579,1080,1837109,44.13,-120.36,7732,77.25,,,,,,6.47,4.4,,9.57,5.95,9.05,20.44,,,24.32,8.02,,0.728395,-4.111111,6.37037,1.17475,,-2.865079,75.098879
US_OR_41013,2020-01-10,ChIJjWNFiwdCuVQR-gtGk8vzkvc,Q484354,geoId/41013,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2,,,,,,,23065,11451,11614,2474,2487,2284,2414,2513,3244,3990,2579,1080,1837109,44.13,-120.36,7732,77.25,,,,,,7.35,6.83,5.51,12.34,8.66,5.51,18.9,4.72,,19.69,4.46,,0.179012,-4.919753,6.462963,0.22225,,-3.738095,72.702318
US_OR_41013,2020-01-11,ChIJjWNFiwdCuVQR-gtGk8vzkvc,Q484354,geoId/41013,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2,,,,,,,23065,11451,11614,2474,2487,2284,2414,2513,3244,3990,2579,1080,1837109,44.13,-120.36,7732,77.25,,,,,6.99,8.15,,5.53,6.4,6.4,7.86,16.59,4.95,4.37,29.4,5.82,5.24,3.901235,-1.962963,6.67284,0.98425,,-0.706349,71.673618
US_OR_41013,2020-01-12,ChIJjWNFiwdCuVQR-gtGk8vzkvc,Q484354,geoId/41013,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2,,,,,,,23065,11451,11614,2474,2487,2284,2414,2513,3244,3990,2579,1080,1837109,44.13,-120.36,7732,77.25,,,,,5.59,,8.83,,7.95,4.42,4.71,14.13,,,27.08,5.0,,2.450617,0.314815,6.450617,1.49225,,-1.873016,71.314024
US_OR_41013,2020-01-13,ChIJjWNFiwdCuVQR-gtGk8vzkvc,Q484354,geoId/41013,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2,,,,,,,23065,11451,11614,2474,2487,2284,2414,2513,3244,3990,2579,1080,1837109,44.13,-120.36,7732,77.25,,,,,4.28,6.55,5.54,3.78,7.81,,6.8,16.37,5.54,4.28,25.68,6.29,,0.15,-3.072222,5.016667,2.25425,,-3.791667,74.317447
US_OR_41013,2020-01-14,ChIJjWNFiwdCuVQR-gtGk8vzkvc,Q484354,geoId/41013,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2,,,,,,,23065,11451,11614,2474,2487,2284,2414,2513,3244,3990,2579,1080,1837109,44.13,-120.36,7732,77.25,,,,,6.46,7.5,6.72,,9.56,5.69,,25.59,,5.17,20.42,7.5,4.39,-2.766667,-6.727778,2.05,3.048,,-5.472222,83.136746
US_OR_41013,2020-01-15,ChIJjWNFiwdCuVQR-gtGk8vzkvc,Q484354,geoId/41013,US,United States of America,OR,Oregon,41013,Crook County,US,USA,2,,,,,,,23065,11451,11614,2474,2487,2284,2414,2513,3244,3990,2579,1080,1837109,44.13,-120.36,7732,77.25,,,,,3.95,6.58,5.0,,4.47,8.95,5.53,17.89,,4.21,26.84,4.21,,-5.588889,-12.172222,2.15,0.66675,50.8,-9.784722,71.726675
