location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13277,2020-05-09,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,7,0,152,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-10,13,-6,-14,,3.94,5.25,8.09,,12.68,7.87,5.9,,,5.25,6.34,,5.46,8.31,,4.81,5.03,4.37,,6.78,5.25,4.81,3.06,7.0,4.15,3.5,4.81,3.06,5.68,22.3,5.25,3.72,11.8,4.15,3.72,4.59,3.72,4.59,36.29,4.37,11.8,,7.21,,4.81,4.59,3.94,4.81,5.46,19.333333,12.688889,24.333333,0.0,9.845679,53.928273
US_GA_13277,2020-05-10,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,4,0,156,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-3,16,-22,-18,,,3.79,10.27,3.12,13.17,6.47,7.59,,3.57,6.92,4.24,,,9.6,3.57,6.92,3.12,6.47,,8.26,4.69,3.35,6.7,5.36,3.79,4.69,4.02,,6.03,25.89,6.47,,13.62,,4.91,6.92,,5.8,38.39,4.46,8.04,,9.6,5.13,3.57,,,3.79,,18.211111,11.655556,26.366667,0.0,9.91358,58.00503
US_GA_13277,2020-05-11,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,1,0,157,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-14,-6,-10,-20,7,3.58,4.83,10.03,4.65,10.74,10.92,5.73,,3.58,5.19,4.65,2.69,4.65,10.92,4.47,3.94,4.12,4.47,3.04,10.03,4.3,2.86,5.01,7.52,5.73,3.76,3.58,4.3,9.31,31.86,6.45,3.58,10.38,,5.37,3.94,2.86,5.73,38.85,2.86,5.73,2.51,6.8,5.55,7.88,3.04,3.58,2.86,,19.3,11.355556,27.166667,0.0,9.481481,52.432568
US_GA_13277,2020-05-12,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,4,0,161,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-6,0,-4,-23,7,3.58,8.05,7.87,3.76,13.24,7.16,7.34,3.58,,6.26,4.65,,4.47,8.59,4.29,3.4,2.68,3.76,3.76,11.63,2.68,3.22,3.94,6.26,6.26,4.29,3.22,4.65,9.13,26.31,5.73,4.29,8.05,3.94,4.83,4.29,2.68,6.26,39.37,6.62,7.34,2.5,7.34,6.98,5.19,4.65,2.86,5.37,,17.55,8.922222,26.3,0.0,5.074074,43.483509
US_GA_13277,2020-05-13,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,3,0,164,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-3,6,-4,-22,8,,5.87,8.72,3.56,13.88,8.72,5.7,3.2,,5.34,3.56,4.8,5.16,10.86,2.67,3.56,3.2,3.74,2.49,9.97,3.38,3.74,5.87,9.79,2.67,4.98,4.98,4.09,8.54,29.01,6.58,2.85,10.68,3.2,3.74,3.03,2.67,6.94,38.62,6.41,9.61,3.74,4.98,6.76,6.23,3.03,3.56,3.03,2.67,20.483333,11.022222,29.838889,0.0,12.518519,59.755683
US_GA_13277,2020-05-14,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,6,4,170,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-9,3,-4,-22,5,3.04,4.47,8.76,3.22,11.8,6.97,4.65,3.22,3.75,7.69,4.11,3.4,2.68,12.15,5.0,4.11,3.22,3.93,2.5,8.94,3.58,3.22,5.72,7.69,6.43,4.83,4.11,3.4,11.08,26.99,6.97,3.75,10.19,4.29,3.58,5.0,,7.51,40.76,4.47,9.29,3.75,3.93,3.58,5.0,3.93,,5.72,,22.666667,15.005556,29.35,0.0,15.104938,62.661566
US_GA_13277,2020-05-15,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,5,1,175,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-16,-3,-15,-23,8,3.38,4.31,10.5,4.5,10.5,8.25,5.81,2.81,,3.75,4.13,3.19,3.38,8.63,5.25,,5.81,3.19,,9.75,3.38,,3.75,3.56,3.56,7.13,4.69,3.0,9.0,24.01,9.0,3.75,8.81,3.38,3.38,4.5,,4.5,36.57,7.13,9.19,,6.75,3.38,3.94,3.75,2.81,3.94,2.63,22.694444,15.177778,30.2,0.0,15.481481,63.992884
US_GA_13277,2020-05-16,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,1,0,176,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-13,1,-6,-12,,3.08,5.5,13.2,,12.98,5.72,5.94,,4.18,4.18,5.06,,4.4,7.92,,3.74,,3.08,3.96,7.92,4.18,,,4.84,4.18,3.52,3.74,6.16,6.38,22.65,4.18,,12.76,5.5,,,,3.96,41.13,7.92,7.7,,9.68,4.84,5.06,3.96,4.4,3.52,4.84,23.838889,16.5,31.366667,0.0,17.191358,66.169433
US_GA_13277,2020-05-17,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,5,1,181,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-6,-2,-16,-15,,3.86,4.72,8.59,4.08,10.09,4.29,4.51,,,,4.29,,3.0,9.23,3.22,4.94,3.86,3.22,,6.22,4.29,3.86,5.37,4.94,,6.44,6.65,3.65,7.08,21.68,5.58,3.43,11.59,,,4.94,,6.65,31.98,3.86,8.59,,11.16,,4.72,4.08,,,3.22,25.116667,17.655556,32.216667,0.0,18.382716,66.282595
US_GA_13277,2020-05-18,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,4,2,185,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-9,-5,-7,-19,7,2.72,6.35,8.89,3.45,12.7,8.89,10.7,3.81,3.45,7.07,5.99,,,10.16,4.35,4.71,5.44,3.45,,10.34,3.63,2.9,4.35,3.45,7.25,5.08,6.17,6.89,8.52,29.93,8.71,3.45,9.79,,3.99,5.26,4.53,6.53,38.09,5.99,9.25,3.63,8.89,3.99,7.44,2.54,3.26,2.9,2.9,24.283333,19.761111,30.55,4.7244,20.018519,76.448069
US_GA_13277,2020-05-19,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,3,0,188,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-5,-3,-4,-22,7,4.7,4.88,10.84,5.96,9.58,7.95,9.04,,4.7,6.32,5.42,,4.16,7.95,3.07,4.34,5.96,5.06,2.71,6.87,6.14,2.53,5.96,6.32,5.24,5.78,5.24,3.25,11.93,26.56,3.98,5.24,9.4,3.25,4.34,7.41,,7.23,38.85,7.41,9.22,,5.24,3.43,3.98,4.34,3.79,3.07,5.24,24.461111,20.311111,30.083333,3.725333,17.808642,66.212116
US_GA_13277,2020-05-20,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,6,0,194,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-5,-5,0,-23,10,4.75,5.45,11.43,6.15,14.77,4.75,8.62,,3.52,4.57,3.69,,3.34,8.62,4.57,4.22,2.99,5.28,2.99,8.09,4.4,,5.45,4.4,3.34,4.75,4.04,2.99,12.84,27.43,6.33,3.34,7.74,3.69,6.15,5.1,2.64,6.33,40.79,6.68,8.62,2.81,4.92,5.45,6.68,3.69,,3.17,,21.616667,18.816667,27.861111,1.27,18.635802,83.756821
US_GA_13277,2020-05-21,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,10,0,204,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-3,8,4,-22,7,4.61,4.05,8.29,2.95,12.53,6.82,7.74,,,3.87,4.05,3.32,3.87,4.79,3.87,2.58,6.08,4.42,2.58,8.11,4.79,,3.87,7.37,4.97,4.61,4.61,4.79,8.11,26.35,6.45,,10.13,,4.79,3.87,2.95,7.37,38.32,6.63,7.37,,6.45,4.42,7.37,4.24,,4.24,,21.111111,17.122222,27.833333,11.218333,18.364198,83.994448
US_GA_13277,2020-05-22,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,8,0,212,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-11,-4,-1,-21,8,,5.59,8.48,,12.33,6.94,6.55,,2.7,5.2,2.89,,2.89,8.86,3.47,3.66,4.43,,3.47,7.9,3.85,,7.9,4.24,3.27,7.51,5.39,,11.95,28.9,5.59,3.27,11.95,3.85,6.36,4.43,2.7,4.62,43.35,5.39,7.32,4.05,4.62,,5.97,6.36,3.08,2.7,2.7,25.111111,18.922222,32.966667,2.3876,20.592593,75.723469
US_GA_13277,2020-05-23,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,1,0,213,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-9,4,-6,-14,,3.69,7.39,13.85,3.46,11.54,5.08,6.23,,,3.92,5.08,,,7.85,,5.31,3.69,4.39,3.46,9.69,3.92,4.62,,,,4.16,6.46,3.69,4.85,19.85,8.31,,7.85,,3.23,5.54,,4.85,32.78,4.39,9.0,,5.31,4.85,5.08,,,,3.92,24.116667,18.394444,32.555556,9.144,19.333333,74.160866
US_GA_13277,2020-05-24,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,6,0,219,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-6,-4,-18,-16,,,5.11,10.92,7.67,12.08,6.04,8.37,,,9.29,5.58,,,8.6,4.65,,3.25,3.48,,7.43,6.04,,4.42,5.11,3.48,6.04,6.27,3.95,4.42,29.74,3.48,4.42,10.22,3.72,,6.04,,3.95,42.06,3.95,6.97,,9.29,3.48,4.18,,4.42,5.11,3.72,24.788889,19.066667,31.894444,2.0828,19.851852,74.280863
US_GA_13277,2020-05-25,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,9,1,228,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-15,-9,-21,-59,,,6.73,10.73,,11.78,6.73,5.47,,,7.99,5.05,,3.15,7.57,5.05,4.63,3.79,5.68,2.94,8.2,4.84,4.42,4.63,5.05,5.05,3.15,4.42,5.68,8.62,23.77,4.63,,11.99,,4.63,3.15,,5.68,40.38,6.1,6.31,3.58,7.99,4.0,4.42,2.94,,3.79,4.63,25.055556,20.711111,30.077778,0.0,20.685185,77.266143
US_GA_13277,2020-05-26,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,6,0,234,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-4,-1,-5,-21,8,2.52,6.11,9.35,2.52,13.3,7.37,6.83,,3.6,5.57,4.5,3.6,3.6,7.19,2.88,5.93,4.5,5.21,4.32,10.07,4.67,2.52,4.85,4.85,3.78,5.03,5.39,3.42,9.35,25.17,5.57,3.78,11.15,,5.75,5.75,3.24,5.57,45.85,6.83,9.35,3.42,8.09,8.99,7.01,3.06,,,,23.833333,21.683333,28.077778,0.254,20.376543,80.974207
US_GA_13277,2020-05-27,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,4,0,238,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-4,0,5,-20,7,6.68,5.05,9.38,,10.83,6.32,5.42,,2.89,6.5,5.05,2.53,2.71,4.33,4.51,3.07,,4.51,2.89,10.83,4.51,,4.33,3.97,3.25,3.43,4.69,3.07,11.01,23.64,7.22,4.87,8.3,,2.53,3.25,2.89,5.59,44.22,4.69,7.94,2.89,9.57,6.86,4.15,3.07,3.79,4.51,,24.011111,20.961111,30.094444,2.9464,21.209877,84.153797
US_GA_13277,2020-05-28,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,9,1,247,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-4,2,0,-20,6,4.11,4.48,10.27,,10.64,5.23,5.6,2.61,2.8,3.73,6.53,,4.67,6.91,2.61,3.73,3.92,3.73,,10.83,4.67,4.67,6.53,4.29,6.72,4.85,4.67,5.23,11.39,22.77,5.04,3.17,13.07,3.17,6.72,5.79,4.29,6.72,39.95,6.53,7.47,4.85,7.65,4.85,4.48,4.67,2.61,3.17,,25.694444,20.966667,31.977778,6.731,22.049383,79.841022
US_GA_13277,2020-05-29,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,8,1,255,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-12,-4,-10,-21,7,,5.56,7.48,2.88,13.61,5.94,6.71,,2.68,3.26,5.18,4.41,4.03,9.39,4.41,3.83,3.07,2.88,3.64,13.04,4.22,4.03,4.41,4.41,3.45,3.64,5.18,,6.33,25.88,5.18,3.07,10.54,,4.98,4.98,2.88,6.33,37.57,6.52,7.67,,3.45,6.71,5.37,4.6,4.22,3.45,3.83,24.4,21.088889,30.666667,13.208,21.320988,82.842734
US_GA_13277,2020-05-30,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,1,0,256,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-6,0,0,-6,,,5.53,11.51,,10.85,6.64,7.3,,,3.54,4.43,,3.1,6.2,4.43,3.32,3.76,4.65,,11.07,,5.09,3.54,3.76,,5.53,,3.1,5.98,22.13,5.53,3.1,8.19,,3.98,4.21,3.54,6.42,37.19,5.53,6.2,,5.31,4.43,5.09,4.21,,,,25.211111,21.261111,31.516667,9.271,21.691358,81.083733
US_GA_13277,2020-05-31,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,0,0,256,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-1,7,-2,-13,,,6.82,9.68,3.96,12.76,4.62,7.26,,,4.84,3.3,3.52,,8.14,5.28,,,3.74,,10.34,7.04,,5.28,3.52,,6.16,4.18,,6.82,21.33,5.94,3.3,9.24,,3.08,3.08,,,40.24,6.6,6.16,,7.26,7.7,3.74,,3.74,,,26.338889,20.566667,32.311111,0.0,19.45679,65.312679
US_GA_13277,2020-06-01,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,10,0,266,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,-3,1,-7,-19,4,2.82,4.32,6.95,2.63,14.1,8.27,6.01,,3.01,7.33,5.45,2.63,3.38,7.89,4.32,3.57,2.82,4.7,3.95,9.21,4.32,2.82,6.2,5.08,3.19,4.32,6.58,2.63,9.77,25.37,6.39,3.95,11.09,4.51,4.32,3.01,2.63,5.45,42.29,7.71,9.59,,5.83,4.13,3.95,3.76,3.01,3.76,,25.405556,20.555556,31.022222,0.0,18.944444,66.878236
US_GA_13277,2020-06-02,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,4,1,270,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,0,0,-3,-21,5,,5.06,9.55,5.62,16.11,8.43,5.25,,3.75,6.37,6.18,2.62,3.37,6.93,,3.93,,4.31,,11.24,5.62,,7.68,4.87,3.37,4.68,5.81,3.37,11.05,25.67,3.37,5.06,11.05,4.5,5.62,6.0,3.0,8.8,42.72,8.06,11.43,5.43,5.62,6.37,5.81,4.68,,,4.5,24.872222,19.283333,30.816667,0.0762,16.746914,60.948254
US_GA_13277,2020-06-03,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,1,0,271,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,7,6,4,-21,4,3.38,4.51,4.88,3.57,13.15,13.34,6.95,,2.63,7.89,5.26,,2.82,8.27,3.19,2.63,3.38,3.76,,10.52,4.13,4.13,7.51,,6.76,4.88,5.45,4.88,9.58,25.74,6.95,4.88,8.27,3.76,5.07,4.88,5.45,7.89,40.39,8.45,8.08,6.01,7.14,5.26,7.33,6.95,3.01,3.01,,24.216667,18.766667,29.366667,0.0,18.691358,71.099873
US_GA_13277,2020-06-04,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,6,0,277,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,1,5,4,-20,6,3.02,5.67,8.51,3.97,9.45,4.54,6.8,,3.21,8.13,6.43,3.21,4.35,8.7,6.05,5.29,6.24,4.16,,9.83,4.35,3.02,5.86,5.1,5.48,5.1,5.48,3.97,10.21,30.24,8.13,4.73,9.07,4.73,4.35,5.29,5.1,4.54,43.66,7.18,8.13,4.16,6.8,3.97,6.24,,3.02,4.16,2.65,25.022222,19.888889,30.15,0.15875,20.030864,73.776719
