location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48499,2020-01-01,ChIJ3YV26YvqSYYRyvSyOHmoSVw,Q112652,geoId/48499,US,United States of America,TX,Texas,48499,Wood County,US,USA,2,,,,,,,44263,22050,22213,4507,5103,4722,4155,4419,5954,7165,5610,2628,1839272,32.78,-95.38,1803,76.0,,,,,4.33,8.92,7.3,14.6,6.49,5.95,7.84,7.57,26.76,3.78,10.81,,5.41,12.43,4.33,6.76,6.49,4.33,4.33,6.22,,8.92,32.16,8.38,,8.92,5.95,4.87,4.33,44.6,4.87,7.57,6.76,4.59,7.84,3.78,5.788889,0.783333,11.766667,0.0,-1.005556,61.922559
US_TX_48499,2020-01-02,ChIJ3YV26YvqSYYRyvSyOHmoSVw,Q112652,geoId/48499,US,United States of America,TX,Texas,48499,Wood County,US,USA,2,,,,,,,44263,22050,22213,4507,5103,4722,4155,4419,5954,7165,5610,2628,1839272,32.78,-95.38,1803,76.0,,,,,8.42,10.79,7.63,11.84,9.47,8.16,7.9,6.32,20.0,6.05,13.95,5.0,6.05,12.63,5.53,6.32,4.21,5.79,4.74,8.42,5.79,12.37,27.11,7.37,3.69,10.0,7.11,6.84,6.84,51.59,5.0,5.79,8.69,9.21,7.37,,13.033333,10.894444,16.25,0.362857,8.938889,76.307924
US_TX_48499,2020-01-03,ChIJ3YV26YvqSYYRyvSyOHmoSVw,Q112652,geoId/48499,US,United States of America,TX,Texas,48499,Wood County,US,USA,2,,,,,,,44263,22050,22213,4507,5103,4722,4155,4419,5954,7165,5610,2628,1839272,32.78,-95.38,1803,76.0,,,,,5.48,9.59,5.21,12.88,5.21,6.3,6.03,4.66,17.81,6.03,8.77,3.84,3.84,10.96,4.93,4.93,5.48,6.03,5.48,,,7.67,30.42,8.77,,7.67,4.11,4.38,8.22,50.15,4.93,6.58,6.85,5.75,6.03,4.11,12.477778,8.755556,15.711111,0.6858,10.216667,86.274258
US_TX_48499,2020-01-04,ChIJ3YV26YvqSYYRyvSyOHmoSVw,Q112652,geoId/48499,US,United States of America,TX,Texas,48499,Wood County,US,USA,2,,,,,,,44263,22050,22213,4507,5103,4722,4155,4419,5954,7165,5610,2628,1839272,32.78,-95.38,1803,76.0,,,,,4.73,11.42,,14.48,8.63,6.13,5.57,4.18,19.77,,15.31,4.46,,11.42,,,,4.73,6.41,6.41,,8.63,31.47,6.41,,7.8,,,6.96,39.26,7.8,5.57,5.85,4.46,4.73,,8.166667,0.811111,15.5,0.0,0.388889,58.077
US_TX_48499,2020-01-05,ChIJ3YV26YvqSYYRyvSyOHmoSVw,Q112652,geoId/48499,US,United States of America,TX,Texas,48499,Wood County,US,USA,2,,,,,,,44263,22050,22213,4507,5103,4722,4155,4419,5954,7165,5610,2628,1839272,32.78,-95.38,1803,76.0,,,,,6.17,12.06,4.21,10.66,8.42,5.05,7.57,5.61,17.39,7.01,9.82,4.77,4.49,12.9,7.57,8.7,5.05,3.93,,6.17,3.93,4.77,26.93,3.93,4.21,8.98,,6.17,3.93,43.2,,7.57,6.45,8.13,4.49,4.77,10.333333,2.416667,22.244444,0.0,0.955556,52.323245
US_TX_48499,2020-01-06,ChIJ3YV26YvqSYYRyvSyOHmoSVw,Q112652,geoId/48499,US,United States of America,TX,Texas,48499,Wood County,US,USA,2,,,,,,,44263,22050,22213,4507,5103,4722,4155,4419,5954,7165,5610,2628,1839272,32.78,-95.38,1803,76.0,,,,,6.35,8.2,,13.5,10.85,7.67,6.62,,19.85,3.97,8.73,8.2,,13.23,3.71,6.88,4.76,3.71,5.56,,4.23,8.47,28.05,7.15,,8.2,4.76,3.71,6.88,47.64,,10.06,5.56,6.62,5.29,,10.394444,2.55,19.894444,0.0,2.316667,57.445449
US_TX_48499,2020-01-07,ChIJ3YV26YvqSYYRyvSyOHmoSVw,Q112652,geoId/48499,US,United States of America,TX,Texas,48499,Wood County,US,USA,2,,,,,,,44263,22050,22213,4507,5103,4722,4155,4419,5954,7165,5610,2628,1839272,32.78,-95.38,1803,76.0,,,,,5.66,6.69,4.89,15.96,11.84,9.27,4.89,4.89,20.33,6.69,13.9,,5.66,11.58,7.72,6.18,,4.12,4.38,5.41,,12.36,24.71,6.43,3.6,7.21,5.92,5.92,6.95,49.16,6.43,5.15,6.18,4.38,5.66,3.6,10.272222,1.561111,17.766667,0.0,-2.094444,42.035118
US_TX_48499,2020-01-08,ChIJ3YV26YvqSYYRyvSyOHmoSVw,Q112652,geoId/48499,US,United States of America,TX,Texas,48499,Wood County,US,USA,2,,,,,,,44263,22050,22213,4507,5103,4722,4155,4419,5954,7165,5610,2628,1839272,32.78,-95.38,1803,76.0,,,,,,8.48,5.82,14.3,11.15,5.57,5.82,5.09,18.42,,10.18,,5.33,7.27,3.63,,5.82,4.6,3.88,6.3,,9.45,30.05,7.75,4.12,6.54,5.82,3.88,4.6,39.98,4.85,11.63,4.36,,,3.39,7.488889,-0.911111,18.777778,0.0,-2.755556,48.585165
US_TX_48499,2020-01-09,ChIJ3YV26YvqSYYRyvSyOHmoSVw,Q112652,geoId/48499,US,United States of America,TX,Texas,48499,Wood County,US,USA,2,,,,,,,44263,22050,22213,4507,5103,4722,4155,4419,5954,7165,5610,2628,1839272,32.78,-95.38,1803,76.0,,,,,3.98,8.42,4.21,12.4,11.47,9.36,7.49,,13.57,,9.83,,5.62,11.7,4.91,3.98,4.91,3.74,5.62,7.72,4.21,10.76,31.82,6.08,6.79,7.72,6.08,6.08,7.02,46.8,7.25,13.81,6.08,4.91,7.25,,15.311111,12.061111,20.561111,0.290286,10.355556,72.514301
US_TX_48499,2020-01-10,ChIJ3YV26YvqSYYRyvSyOHmoSVw,Q112652,geoId/48499,US,United States of America,TX,Texas,48499,Wood County,US,USA,2,,,,,,,44263,22050,22213,4507,5103,4722,4155,4419,5954,7165,5610,2628,1839272,32.78,-95.38,1803,76.0,,,,,3.86,7.73,,11.37,4.32,4.32,5.0,4.09,11.82,4.77,4.77,,3.64,11.59,3.41,5.68,5.23,,3.41,5.23,4.32,9.55,30.91,4.77,3.41,6.82,3.18,5.68,4.77,32.5,,6.82,6.36,3.86,5.0,3.18,20.294444,18.755556,22.477778,0.635,17.0,81.411096
