location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17085,2020-01-01,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,12.27,13.06,11.88,,,17.02,7.52,,23.36,5.54,11.88,43.94,,8.31,-3.077778,-8.622222,5.311111,0.0508,30.48,-5.566667,83.066653
US_IL_17085,2020-01-02,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,7.96,9.64,7.96,6.29,,18.02,6.29,10.05,27.65,6.29,8.38,45.67,7.54,9.22,4.083333,1.35,8.044444,0.0,30.48,0.3,76.547567
US_IL_17085,2020-01-03,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,8.88,8.04,6.77,,6.77,21.58,,6.77,15.23,,,38.08,,7.19,1.155556,-0.472222,4.105556,0.0,,-1.166667,84.546541
US_IL_17085,2020-01-04,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,11.24,6.24,5.83,7.91,,17.9,,8.74,17.48,7.49,,37.05,,7.08,-1.0,-3.744444,0.861111,1.524,,-2.511111,89.562058
US_IL_17085,2020-01-05,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,10.0,7.5,12.49,5.83,5.83,13.33,10.0,7.5,23.32,,5.83,45.81,6.25,7.08,-1.066667,-5.161111,5.855556,0.141111,40.64,-3.277778,85.017866
US_IL_17085,2020-01-06,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,12.5,10.89,11.7,8.07,,18.55,6.45,8.47,29.85,,,35.49,6.45,7.66,-0.872222,-5.416667,3.4,0.0,50.8,-4.944444,74.001173
US_IL_17085,2020-01-07,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,5.96,,5.96,,7.95,16.3,10.34,11.93,30.62,,,40.56,6.36,,-0.416667,-3.366667,2.2,0.0,,-4.15,75.992835
US_IL_17085,2020-01-08,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,9.44,6.98,,,,15.6,5.75,8.62,27.1,,5.75,33.67,6.98,7.8,-6.705556,-11.55,-0.383333,0.0,,-12.894444,61.545453
US_IL_17085,2020-01-09,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,7.4,13.97,,,,11.51,6.58,,23.84,8.22,7.81,32.06,11.92,6.17,0.7,-7.233333,11.561111,0.0,,-4.883333,66.313184
US_IL_17085,2020-01-10,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,5.52,6.3,6.7,,,13.39,,5.52,20.88,,,35.46,8.67,,2.5,-1.522222,10.366667,0.1016,,0.305556,85.507187
US_IL_17085,2020-01-11,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,10.15,8.88,,,9.31,14.38,,6.77,22.0,,6.77,37.65,,,-2.566667,-5.722222,0.305556,12.954,,-4.083333,89.446877
US_IL_17085,2020-01-12,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,8.92,9.37,,7.59,,13.39,8.03,,20.08,,11.15,42.39,7.14,,-5.3,-6.661111,-2.777778,0.254,30.48,-8.183333,80.331669
US_IL_17085,2020-01-13,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,7.06,7.06,10.2,5.49,,13.34,8.63,9.03,28.25,,7.46,38.46,8.24,7.85,-1.927778,-3.777778,-0.705556,0.423333,30.48,-3.355556,90.022051
US_IL_17085,2020-01-14,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,8.3,,,5.81,,10.8,9.14,,22.43,,6.23,34.88,,,0.366667,-2.155556,1.866667,2.3368,40.64,-0.555556,93.566951
US_IL_17085,2020-01-15,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,10.13,,8.44,8.86,8.86,16.03,10.55,8.86,27.0,,,30.38,,,-2.561111,-6.094444,0.122222,0.592667,50.8,-3.216667,95.303744
US_IL_17085,2020-01-16,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,6.28,11.73,6.7,,,18.43,,7.96,29.32,7.96,6.28,34.77,,,-10.605556,-16.666667,-1.844444,0.042333,50.8,-14.216667,74.813726
US_IL_17085,2020-01-17,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,9.39,8.57,5.71,6.94,,13.06,7.76,,23.27,6.12,,32.25,5.71,,-9.138889,-13.605556,-3.827778,0.0508,50.8,-12.205556,78.502286
US_IL_17085,2020-01-18,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,11.15,,9.44,12.01,7.29,10.3,8.58,,23.59,6.43,,46.76,,,-3.355556,-13.844444,0.361111,5.503333,50.8,-4.544444,91.537222
US_IL_17085,2020-01-19,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,,7.91,,10.41,7.91,14.16,,,19.58,7.91,7.91,34.16,,12.91,-15.438889,-18.394444,-10.044444,0.254,124.46,-18.888889,74.922829
US_IL_17085,2020-01-20,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,8.85,11.06,7.96,,,11.95,11.51,7.08,23.45,,9.29,37.61,,,-10.95,-15.394444,-4.905556,0.0,104.14,-13.377778,82.335233
US_IL_17085,2020-01-21,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,,6.93,6.53,7.34,,15.09,9.38,,28.55,,5.71,36.71,,,-11.25,-16.861111,-4.727778,0.03175,104.14,-13.255556,85.223333
US_IL_17085,2020-01-22,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,6.64,7.88,8.71,,,12.03,7.05,7.47,20.74,6.64,,37.34,,5.81,-4.344444,-7.772222,-0.544444,0.0,104.14,-6.644444,84.097975
US_IL_17085,2020-01-23,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,7.91,7.5,10.41,,5.83,25.4,8.74,,27.07,,7.5,30.4,,,-0.711111,-2.111111,0.822222,1.397,104.14,-1.572222,93.965445
US_IL_17085,2020-01-24,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,6.64,5.81,5.81,6.23,,30.3,9.13,6.64,41.93,,,38.19,,,0.505556,-0.194444,1.727778,3.193143,154.94,0.188889,97.777531
US_IL_17085,2020-01-25,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,,8.52,9.46,,9.46,28.87,7.1,,32.65,7.57,,47.8,,10.41,0.405556,-0.216049,1.191358,2.830286,205.74,-0.272222,95.27252
US_IL_17085,2020-01-26,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,9.07,12.09,,8.21,,24.18,,,38.0,7.77,6.91,37.14,9.93,,-1.5,-3.116667,0.333333,0.1905,165.1,-2.705556,91.588368
US_IL_17085,2020-01-27,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,8.69,8.69,,,7.04,23.59,8.69,7.04,43.04,9.52,9.93,44.28,5.79,14.07,-1.9,-3.138889,-0.327778,0.0,165.1,-3.133333,91.33348
US_IL_17085,2020-01-28,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,9.17,7.5,8.33,,,19.59,7.5,7.08,27.92,,8.33,34.59,8.33,,-2.572222,-4.15,-0.927778,0.0,149.86,-4.094444,89.358704
US_IL_17085,2020-01-29,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,,,,9.01,8.15,17.16,7.29,9.01,37.32,6.43,,47.19,7.72,6.86,-3.511111,-4.472222,-1.694444,0.0,149.86,-5.588889,85.622041
US_IL_17085,2020-01-30,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,,11.8,7.58,,,29.49,10.53,6.74,37.92,6.32,,38.76,,,-2.516667,-3.855556,-0.522222,0.0,149.86,-4.644444,85.396626
US_IL_17085,2020-01-31,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,10.22,9.4,,7.36,10.62,31.46,11.03,,33.1,7.76,,60.48,,9.81,-1.044444,-2.7,1.288889,0.0,149.86,-1.966667,93.554364
US_IL_17085,2020-02-01,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,17.08,8.77,12.0,7.85,8.31,23.08,8.31,8.31,36.47,11.08,7.39,43.86,6.92,,0.666667,-0.377778,2.255556,1.608667,149.86,-0.327778,93.088588
US_IL_17085,2020-02-02,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,7.2,,7.2,7.65,,18.0,,7.65,26.55,,6.75,36.89,,7.65,3.572222,0.505556,7.788889,0.0,165.1,-0.088889,77.055932
US_IL_17085,2020-02-03,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,6.88,,8.91,,8.91,20.25,8.1,8.51,29.97,,8.1,34.02,,8.1,1.077778,-3.272222,5.138889,0.0,129.54,-1.055556,85.743178
US_IL_17085,2020-02-04,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,,11.77,10.55,6.09,7.71,22.33,8.93,,28.41,9.74,6.5,37.75,6.5,5.68,-0.172222,-2.644444,2.938889,0.0,80.01,-6.272222,63.752611
US_IL_17085,2020-02-05,ChIJ30pmCv284ocRnkh4NymGGZg,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2,,,,,,,21495,10713,10782,2095,2425,1848,2053,2318,3100,3663,2622,1371,1792165,42.36,-90.21,1602,80.1,,,,,8.65,,11.12,8.65,8.23,17.7,12.76,6.59,25.11,9.06,,37.05,6.18,,-4.383333,-6.833333,-1.677778,0.0,99.06,-10.922222,60.462286
