location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SD_46087,2020-01-01,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,-5.816667,-10.666667,0.694444,0.0,207.01,-7.969136,84.283648
US_SD_46087,2020-01-02,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,73.05,0.133333,-3.744444,1.866667,0.0,207.01,-1.592593,88.103486
US_SD_46087,2020-01-03,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,57.48,-1.461111,-4.911111,1.566667,0.036286,187.325,-2.759259,91.103387
US_SD_46087,2020-01-04,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,46.48,-7.155556,-13.683333,0.711111,0.381,179.705,-9.407407,84.352769
US_SD_46087,2020-01-05,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,1.372222,-2.405556,4.233333,0.0,195.58,-2.358025,76.41323
US_SD_46087,2020-01-06,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,56.33,-2.111111,-6.45,3.172222,0.0,193.04,-4.493827,83.676688
US_SD_46087,2020-01-07,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,-3.361111,-8.105556,1.144444,0.0,180.34,-6.135802,81.29771
US_SD_46087,2020-01-08,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,60.51,-10.988889,-14.183333,-4.733333,0.0,167.64,-15.358025,70.104554
US_SD_46087,2020-01-09,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,-4.472222,-9.855556,-1.366667,0.0,216.746667,-7.54321,79.320927
US_SD_46087,2020-01-10,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,-9.1,-15.438889,-3.844444,0.0,206.586667,-11.87037,80.649519
US_SD_46087,2020-01-11,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,-19.066667,-23.361111,-12.594444,0.3048,206.586667,-22.493827,74.828937
US_SD_46087,2020-01-12,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,55.26,-12.394444,-17.666667,-6.161111,0.0,177.8,-14.524691,83.472078
US_SD_46087,2020-01-13,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,-6.677778,-12.15,-3.033333,1.705429,194.945,-7.641975,92.580248
US_SD_46087,2020-01-14,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,55.12,-6.777778,-12.005556,-1.627778,0.181429,236.22,-8.839506,85.670649
US_SD_46087,2020-01-15,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,38.41,-12.261111,-18.7,-7.388889,0.072571,199.39,-14.685185,82.764348
US_SD_46087,2020-01-16,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,-21.033333,-25.577778,-13.844444,0.0254,236.22,-25.111111,69.312828
US_SD_46087,2020-01-17,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,-10.45,-18.4,-4.444444,1.27,229.446667,-12.987654,80.692499
US_SD_46087,2020-01-18,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,-12.133333,-18.8,-2.727778,6.277429,186.69,-14.037037,85.718386
US_SD_46087,2020-01-19,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,-19.961111,-22.427778,-17.244444,0.22225,307.34,-23.530864,73.035225
US_SD_46087,2020-01-20,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,-20.15,-23.838889,-14.144444,0.0,307.34,-22.938272,78.308056
US_SD_46087,2020-01-21,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,-15.305556,-21.555556,-6.466667,0.0,302.26,-17.598765,81.482999
US_SD_46087,2020-01-22,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,-1.577778,-6.788889,1.683333,0.028222,295.275,-3.012346,89.777871
US_SD_46087,2020-01-23,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,-1.494444,-4.544444,1.138889,0.0,340.36,-2.222222,95.331341
US_SD_46087,2020-01-24,ChIJPSQOsw7JiIcRAShv2cvv35A,Q495285,geoId/46087,US,United States of America,SD,South Dakota,46087,McCook County,US,USA,2,,,,,,,5561,2790,2771,861,770,568,633,589,733,656,456,295,1739834,43.67,-97.36,1495,77.35,,,-3.083333,-3.694444,-2.022222,0.3175,303.106667,-3.91358,94.337989
