location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19101,2020-08-25,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,2,0,107,0,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,7.27,17.72,9.54,6.82,7.72,17.72,16.81,31.35,7.72,27.166667,20.272222,34.416667,0.0,20.972222,69.03698
US_IA_19101,2020-08-26,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,3,0,110,0,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,,15.85,8.15,,,23.54,11.32,37.12,,27.294444,21.255556,34.761111,0.0,20.627778,67.067017
US_IA_19101,2020-08-27,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,6,0,116,0,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,8.76,12.71,10.95,,9.64,25.41,10.52,31.98,7.89,27.355556,22.35,33.605556,0.0,21.438889,70.213724
US_IA_19101,2020-08-28,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,116,0,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,,14.79,8.32,6.93,9.7,27.73,16.17,28.65,12.02,26.577778,20.027778,33.744444,0.0,21.6,74.26591
US_IA_19101,2020-08-29,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,0,117,0,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,13.17,14.75,8.43,,8.43,21.07,12.12,27.92,10.01,23.672222,18.7,29.255556,0.0,17.016667,66.479264
US_IA_19101,2020-08-30,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,117,0,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,,18.75,,10.18,12.32,25.18,19.82,25.71,12.32,19.161111,11.488889,27.205556,0.0,12.527778,65.59803
US_IA_19101,2020-08-31,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,0,118,0,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,,12.43,,10.65,8.88,26.19,,42.17,6.66,20.405556,15.994444,25.944444,0.0,16.544444,78.683965
US_IA_19101,2020-09-01,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,2,0,120,0,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,,12.55,10.76,,10.76,27.79,12.55,34.97,8.97,19.477778,15.805556,24.088889,0.6985,15.827778,79.823598
US_IA_19101,2020-09-02,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,120,0,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,,19.6,7.13,,9.35,24.5,10.24,34.29,12.03,23.183333,16.538889,31.194444,3.20675,17.805556,71.968196
US_IA_19101,2020-09-03,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,120,0,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,9.74,13.28,7.97,,8.85,13.72,7.53,34.08,,22.3,16.355556,28.605556,0.0,14.616667,61.921584
US_IA_19101,2020-09-04,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,1,121,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,,13.9,7.88,,,16.68,10.19,25.95,9.73,18.466667,8.944444,28.433333,0.0,8.866667,53.744205
US_IA_19101,2020-09-05,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,2,0,123,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,8.45,12.96,,,8.45,22.54,,29.87,10.71,21.4,14.366667,30.25,0.0,12.411111,56.700677
US_IA_19101,2020-09-06,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,0,124,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,,12.65,,,,26.34,,30.56,,24.55,19.838889,32.55,2.69875,18.944444,71.102771
US_IA_19101,2020-09-07,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,124,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,,15.37,8.71,,13.32,16.91,10.25,39.97,10.25,23.444444,17.027778,29.761111,0.254,15.005556,59.334465
US_IA_19101,2020-09-08,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,-1,0,123,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,7.87,13.89,7.87,,7.87,22.68,,35.65,,14.044444,11.75,21.988889,15.5448,12.233333,88.904111
US_IA_19101,2020-09-09,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,123,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,7.84,8.28,8.28,,12.2,23.53,8.28,33.55,,11.816667,10.616667,13.788889,7.4676,11.455556,97.696408
US_IA_19101,2020-09-10,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,0,124,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,7.25,11.1,11.1,7.25,8.11,20.06,7.68,29.02,8.54,11.861111,10.638889,13.777778,2.0828,11.477778,97.549935
US_IA_19101,2020-09-11,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,2,0,126,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-22,8.87,,,,,11.97,9.76,39.47,,15.038889,13.222222,18.988889,13.462,14.688889,97.87101
US_IA_19101,2020-09-12,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,126,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,,15.36,,10.6,9.01,22.78,13.78,31.26,,19.105556,16.972222,22.211111,24.638,17.761111,92.007049
US_IA_19101,2020-09-13,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,126,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,10.15,12.29,,11.76,,29.92,9.08,26.18,8.55,17.894444,11.75,24.85,1.566333,14.694444,81.649359
US_IA_19101,2020-09-14,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,126,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-21,7.04,13.64,11.0,7.04,7.48,29.92,7.04,39.6,9.24,18.311111,11.427778,26.272222,0.0,14.916667,80.787556
US_IA_19101,2020-09-15,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,3,0,129,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-23,,9.73,,11.06,,26.54,10.62,33.17,6.63,19.311111,12.15,27.788889,0.0,14.905556,75.757955
US_IA_19101,2020-09-16,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,129,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-26,7.38,12.59,,7.82,7.38,23.88,10.42,40.38,,20.45,13.35,28.977778,0.0,16.4,77.684102
US_IA_19101,2020-09-17,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,0,130,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-26,,9.49,8.58,8.13,7.23,25.3,9.94,39.75,6.78,17.75,11.127778,23.538889,0.0,12.633333,72.165953
US_IA_19101,2020-09-18,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,2,0,132,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-18,,14.2,6.87,8.7,7.79,13.74,,37.1,10.53,14.761111,9.211111,20.372222,0.0,9.483333,70.992601
US_IA_19101,2020-09-19,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,0,133,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,,16.1,10.93,,,21.28,,33.93,,13.533333,6.466667,20.361111,0.0,7.211111,65.848743
US_IA_19101,2020-09-20,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,0,134,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,,11.74,,,,13.88,9.61,32.55,,14.316667,7.794444,22.711111,0.0,7.172222,62.348327
US_IA_19101,2020-09-21,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,134,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-22,7.2,17.1,,7.2,6.75,21.6,,30.14,,15.816667,8.472222,24.788889,0.0,8.972222,63.922552
US_IA_19101,2020-09-22,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,134,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-26,,13.77,8.44,8.44,10.66,19.1,,42.2,9.33,17.572222,10.744444,26.433333,0.0,12.705556,73.215415
US_IA_19101,2020-09-23,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,2,0,136,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-28,,13.46,6.95,,7.81,23.01,,38.64,,18.116667,11.661111,26.45,0.0,14.166667,77.833364
US_IA_19101,2020-09-24,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,0,137,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-23,7.53,8.41,9.3,,12.84,19.49,7.97,33.21,,18.983333,13.527778,26.577778,0.0,14.988889,77.789268
US_IA_19101,2020-09-25,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,0,138,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,-10,-19,7.79,12.84,,10.54,,23.84,6.88,39.88,,20.583333,14.127778,28.577778,0.0,15.216667,71.393637
US_IA_19101,2020-09-26,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,138,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,11.2,15.13,8.96,10.64,9.52,29.13,10.64,37.53,11.76,21.711111,17.127778,28.644444,0.0,17.188889,75.544778
US_IA_19101,2020-09-27,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,0,139,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,,13.46,9.32,9.32,,21.74,8.8,26.39,8.28,19.355556,12.072222,26.344444,1.1684,14.705556,74.65987
US_IA_19101,2020-09-28,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,139,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-16,,13.86,10.29,8.05,7.6,20.12,8.05,35.77,,12.455556,9.216667,17.872222,9.2456,9.9,84.539885
US_IA_19101,2020-09-29,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,0,140,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-26,9.79,14.24,7.12,,8.46,20.91,,32.93,9.35,12.183333,7.466667,17.75,0.6604,8.233333,76.922433
US_IA_19101,2020-09-30,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,0,141,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-27,,10.83,8.12,,7.67,14.89,,32.04,8.57,15.144444,11.044444,20.472222,0.0,6.927778,58.082546
US_IA_19101,2020-10-01,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,3,0,144,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-27,,11.43,,8.23,9.6,18.29,,37.49,,11.438889,7.633333,15.922222,0.127,4.277778,61.484887
US_IA_19101,2020-10-02,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,2,0,146,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,-12,-18,,9.92,,8.57,10.82,24.35,,31.56,,8.194444,2.327778,14.266667,0.0254,3.488889,72.318788
US_IA_19101,2020-10-03,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,4,0,150,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-9,,12.08,,,9.46,14.71,,44.13,,7.966667,4.888889,10.622222,1.0668,6.294444,89.297505
US_IA_19101,2020-10-04,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,150,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,9.34,14.29,,14.84,,19.24,10.44,33.53,10.44,8.45,2.538889,14.188889,2.159,4.222222,74.784617
US_IA_19101,2020-10-05,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,4,0,154,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-20,,,7.03,13.12,8.44,22.5,,36.56,8.44,9.127778,2.272222,19.227778,0.0,2.805556,64.667273
US_IA_19101,2020-10-06,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,2,0,156,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-25,,9.87,9.87,11.21,13.01,26.47,,38.13,,16.322222,9.816667,26.033333,0.0,8.0,57.88754
US_IA_19101,2020-10-07,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,6,0,162,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-25,7.5,12.36,8.38,7.06,10.59,24.27,,35.3,15.45,19.772222,13.527778,27.344444,0.0,9.616667,52.116274
US_IA_19101,2020-10-08,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,2,0,164,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-22,,8.69,9.15,,,18.76,10.98,32.48,8.69,16.333333,8.438889,25.066667,0.0,6.866667,53.723018
US_IA_19101,2020-10-09,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,4,0,168,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,-17,-22,7.3,9.13,10.04,8.21,8.21,20.54,8.67,37.42,,19.227778,12.338889,28.561111,0.0,11.316667,60.232815
US_IA_19101,2020-10-10,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,0,0,168,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-10,,8.42,,,9.55,14.04,8.98,38.19,,21.133333,15.838889,27.255556,0.0,16.816667,76.464074
US_IA_19101,2020-10-11,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,0,169,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,,13.99,,,8.07,23.68,,37.14,,19.322222,12.533333,27.327778,0.0,14.277778,72.853026
US_IA_19101,2020-10-12,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,6,0,175,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-21,,8.06,11.64,10.3,8.51,25.97,8.06,32.69,,18.322222,11.977778,23.116667,0.1905,10.0,58.468247
US_IA_19101,2020-10-13,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,2,0,177,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-25,,13.52,,,,20.74,,44.18,,13.227778,5.7,22.722222,0.0,2.722222,48.992519
US_IA_19101,2020-10-14,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,2,0,179,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-29,,11.8,11.8,6.99,8.3,18.36,,35.84,,14.888889,6.4,26.2,0.0,4.616667,50.28022
US_IA_19101,2020-10-15,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,4,0,183,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-25,,16.37,10.18,6.64,6.64,18.58,,34.07,8.85,11.916667,5.861111,19.9,0.0,-0.627778,41.955996
US_IA_19101,2020-10-16,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,2,0,185,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-20,,12.22,,11.31,9.96,21.27,,36.66,6.79,6.055556,-0.133333,13.144444,0.0,-3.277778,51.367023
US_IA_19101,2020-10-17,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,2,0,187,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,-13,-1,,11.84,12.38,11.3,,15.61,13.99,32.3,,10.955556,3.166667,20.288889,0.0,-1.383333,42.336034
US_IA_19101,2020-10-18,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,0,188,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,,11.5,,,8.36,13.06,,35.02,,8.194444,2.844444,16.388889,0.5588,2.111111,65.669241
US_IA_19101,2020-10-19,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,2,0,190,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-17,,12.82,,,,23.09,,36.77,,2.755556,1.427778,4.488889,0.79375,-1.238889,75.039269
US_IA_19101,2020-10-20,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,13,0,203,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-24,,,7.66,8.52,6.39,20.44,,31.93,,3.838889,0.872222,8.533333,0.326571,2.472222,90.884715
US_IA_19101,2020-10-21,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,7,0,210,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-26,,7.36,,10.39,,14.29,,37.23,6.49,8.005556,3.244444,12.461111,0.6096,6.255556,88.757265
US_IA_19101,2020-10-22,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,8,0,218,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-23,,7.93,9.26,9.26,,24.24,,31.73,7.05,13.838889,8.194444,26.583333,16.1544,12.122222,89.422437
US_IA_19101,2020-10-23,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,13,0,231,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-18,,11.38,,9.19,10.94,15.76,,32.39,8.76,8.427778,4.088889,23.222222,14.4272,6.35,86.854854
US_IA_19101,2020-10-24,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,3,0,234,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,-14,,,11.21,,11.72,,18.85,,32.09,,3.6,1.522222,5.722222,1.5494,-0.194444,76.371911
US_IA_19101,2020-10-25,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,4,0,238,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,,8.24,9.79,,9.79,,21.64,7.73,25.76,,2.888889,0.361111,5.027778,0.0,-0.311111,79.632216
US_IA_19101,2020-10-26,ChIJq-a0k-Bl5ocRYjgQyXBEarY,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2,1,0,239,1,,,18219,9994,8225,1549,1641,3542,2081,1787,2120,3224,1452,823,1790072,41.031389,-91.944722,1131,80.3,,-20,,12.01,9.01,11.58,12.01,26.16,9.86,30.88,7.72,0.494444,-1.694444,3.138889,0.0635,-1.85,84.40224
