location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OR_41001,2020-01-01,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,10.52,9.15,14.63,,21.49,4.814815,0.512346,9.253086,5.898444,,1.339506,78.770194
US_OR_41001,2020-01-02,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,,9.97,22.2,,20.84,3.549383,0.419753,8.975309,2.652889,,-1.376543,70.865487
US_OR_41001,2020-01-03,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,7.42,10.48,13.53,,20.52,2.734568,-1.074074,7.549383,1.665111,,-0.864198,78.118881
US_OR_41001,2020-01-04,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,11.49,,12.87,,29.41,4.345679,-0.777778,8.5,0.03175,,-2.814815,60.986659
US_OR_41001,2020-01-05,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,8.17,,18.15,,20.41,0.006173,-3.185185,7.746914,0.635,,-4.438272,72.637466
US_OR_41001,2020-01-06,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,,9.9,17.65,,22.39,1.148148,-3.364198,5.037037,0.733778,,-2.345679,78.583232
US_OR_41001,2020-01-07,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,,11.02,11.8,,25.18,3.530864,-1.104938,8.401235,1.552222,,-0.969136,73.964815
US_OR_41001,2020-01-08,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,7.63,10.3,17.17,,22.9,3.006173,-0.851852,8.296296,0.03175,,-1.895062,70.78207
US_OR_41001,2020-01-09,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,,7.57,16.27,6.43,22.7,0.364198,-2.796296,6.419753,3.443111,,-2.765432,79.8144
US_OR_41001,2020-01-10,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,6.79,13.16,21.23,,25.05,-2.635802,-7.604938,2.265432,0.282222,,-6.030864,77.870166
US_OR_41001,2020-01-11,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,,13.51,16.78,,16.78,1.604938,-4.728395,5.450617,2.483556,,-2.58642,74.329219
US_OR_41001,2020-01-12,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,,8.31,14.77,,26.3,1.160494,-1.679012,5.351852,3.725333,,-3.395062,72.000617
US_OR_41001,2020-01-13,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,,8.16,14.09,,28.56,-0.123457,-2.962963,4.265432,3.838222,,-4.981481,70.164387
US_OR_41001,2020-01-14,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,,,14.16,,17.15,-2.308642,-6.691358,1.765432,3.81,,-4.975309,82.047337
US_OR_41001,2020-01-15,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,,9.63,14.08,6.67,21.86,-5.753086,-12.62963,1.45679,1.128889,50.8,-9.82716,73.502584
US_OR_41001,2020-01-16,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,,8.25,21.2,,13.35,0.808642,-3.845679,4.82716,0.197556,50.8,-5.771605,61.843174
US_OR_41001,2020-01-17,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,8.35,13.45,18.56,,24.12,-2.013889,-8.833333,5.138889,2.159,30.48,-6.284722,73.162867
US_OR_41001,2020-01-18,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,,10.74,18.05,,26.84,-0.234568,-5.135802,3.91358,0.056444,78.74,-5.04321,70.583178
US_OR_41001,2020-01-19,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,,10.11,13.48,,17.81,0.012346,-4.740741,5.222222,0.790222,50.8,-4.055556,74.41725
US_OR_41001,2020-01-20,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,7.51,7.07,19.89,,22.98,1.469136,-3.104938,5.283951,0.0,,-4.290123,66.474579
US_OR_41001,2020-01-21,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,6.94,8.77,10.96,,25.94,2.666667,-0.243056,6.909722,0.73025,,-1.756944,73.325514
US_OR_41001,2020-01-22,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,,9.15,12.58,,24.01,0.450617,-3.061728,5.308642,0.677333,,-1.691358,86.045622
US_OR_41001,2020-01-23,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,8.59,8.59,16.01,7.42,21.86,3.777778,-1.092593,8.339506,2.9845,,1.475309,85.301084
US_OR_41001,2020-01-24,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,8.1,11.7,18.45,,26.55,5.080247,2.296296,8.783951,2.455333,,2.345679,83.079648
US_OR_41001,2020-01-25,ChIJQcXSdRjypFQR_8-6lgXCOv8,Q109665,geoId/41001,US,United States of America,OR,Oregon,41001,Baker County,US,USA,2,,,,,,,16083,8190,7893,1781,1680,1566,1777,1626,2220,2646,1823,964,1798647,44.71,-117.67,7999,77.6,,,,,,13.16,31.39,7.59,28.35,4.290123,1.191358,8.648148,1.524,,1.691358,83.689499
