location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IL_17025,2020-01-11,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,19.83,19.83,52.58,10.838889,3.222222,16.966667,30.44825,9.65,92.677028
US_IL_17025,2020-01-12,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,34.32,53.2,0.944444,-0.683333,3.272222,13.716,-0.905556,87.829511
US_IL_17025,2020-01-13,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,35.37,47.82,2.905556,-0.038889,5.155556,0.0508,0.716667,86.02136
US_IL_17025,2020-01-14,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,35.62,45.21,4.061111,-0.688889,11.538889,0.0254,2.222222,88.079791
US_IL_17025,2020-01-15,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,24.59,37.21,7.055556,1.922222,13.005556,0.127,5.716667,91.602819
US_IL_17025,2020-01-16,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,21.91,39.96,1.577778,-3.427778,10.594444,0.0254,-2.494444,75.080587
US_IL_17025,2020-01-17,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,17.49,24.89,-2.305556,-4.0,0.877778,0.0635,-6.961111,71.284652
US_IL_17025,2020-01-18,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,23.73,37.29,4.433333,0.072222,11.038889,25.871714,1.622222,82.556362
US_IL_17025,2020-01-19,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,14.14,28.28,47.73,-6.2,-9.85,0.222222,7.474857,-12.338889,62.690913
US_IL_17025,2020-01-20,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,11.91,34.94,47.64,-8.077778,-9.911111,-4.211111,0.0,-12.127778,73.594985
US_IL_17025,2020-01-21,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,12.39,28.23,48.88,-4.1,-7.511111,0.4,0.0,-7.494444,78.018229
US_IL_17025,2020-01-22,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,11.85,27.64,33.56,-2.894444,-6.038889,2.722222,0.0,-7.227778,73.017886
US_IL_17025,2020-01-23,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,12.24,35.36,40.12,1.688889,-0.077778,5.233333,0.719667,-3.533333,69.044936
US_IL_17025,2020-01-24,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,26.67,31.87,3.183333,1.994444,4.494444,4.572,2.211111,93.809179
US_IL_17025,2020-01-25,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,35.12,43.02,1.272222,0.583333,2.466667,1.04775,-0.561111,88.284397
US_IL_17025,2020-01-26,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,30.45,35.53,0.544444,-3.85,6.427778,0.0254,-2.855556,78.946946
US_IL_17025,2020-01-27,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,33.41,33.41,-0.383333,-2.261111,3.327778,0.0,-1.827778,90.565479
US_IL_17025,2020-01-28,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,26.95,35.29,-0.688889,-1.522222,0.4,0.028222,-2.355556,89.33433
US_IL_17025,2020-01-29,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,10.25,33.49,40.33,0.511111,-0.577778,2.905556,0.296333,-1.861111,85.202477
US_IL_17025,2020-01-30,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,12.29,38.24,39.6,1.05,-0.861111,4.316667,0.635,-1.25,85.455869
US_IL_17025,2020-01-31,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,37.66,43.24,2.933333,1.194444,5.694444,0.580571,0.727778,86.249702
US_IL_17025,2020-02-01,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,31.79,40.88,4.427778,2.733333,6.655556,0.0762,1.461111,81.84315
US_IL_17025,2020-02-02,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,16.36,30.0,27.27,7.311111,-0.6,18.566667,0.0,0.527778,63.059142
US_IL_17025,2020-02-03,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,12.13,41.8,39.1,10.827778,3.822222,20.333333,0.0,4.222222,64.321815
US_IL_17025,2020-02-04,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,24.08,37.74,11.561111,4.227778,16.366667,2.794,8.75,83.660732
US_IL_17025,2020-02-05,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,9.55,28.64,25.46,2.088889,0.972222,4.25,5.6515,-0.633333,82.992465
US_IL_17025,2020-02-06,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,24.73,26.07,34.76,0.005556,-0.922222,1.461111,5.08,-1.488889,90.311047
US_IL_17025,2020-02-07,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,30.94,28.19,-0.083333,-1.655556,3.327778,0.0,-5.111111,69.938916
US_IL_17025,2020-02-08,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,23.84,47.69,0.772222,-0.266667,1.866667,0.127,-3.144444,75.715339
US_IL_17025,2020-02-09,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,32.04,56.95,0.734568,-3.759259,9.839506,3.628571,-2.438272,80.285382
US_IL_17025,2020-02-10,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,27.17,38.44,5.351852,1.660494,12.364198,18.723429,3.54321,88.896687
US_IL_17025,2020-02-11,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,33.31,43.5,2.141975,0.339506,5.759259,0.4445,-1.425926,78.279686
US_IL_17025,2020-02-12,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,27.1,45.16,1.358025,-0.895062,3.54321,2.902857,-0.67284,87.267166
US_IL_17025,2020-02-13,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,26.69,30.79,-1.055556,-8.574074,2.333333,9.252857,-2.95679,87.720988
US_IL_17025,2020-02-14,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,,,,17.81,28.94,-9.622222,-12.922222,-4.2,0.211667,-15.438889,63.797891
US_IL_17025,2020-02-15,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,-4,,,28.92,44.29,-2.488889,-8.122222,7.866667,0.0,-9.0,62.21695
US_IL_17025,2020-02-16,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,-1,,14.86,35.83,48.06,5.283333,1.455556,10.566667,0.0,-1.605556,62.393415
US_IL_17025,2020-02-17,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,-10,-26,,36.45,52.29,4.505556,0.416667,10.533333,0.550333,1.216667,79.891705
US_IL_17025,2020-02-18,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,-1,2,,41.3,38.59,7.461111,3.138889,11.377778,0.889,4.544444,82.774434
US_IL_17025,2020-02-19,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,-1,2,17.05,30.83,34.76,1.094444,-2.655556,6.294444,0.0,-4.433333,68.427742
US_IL_17025,2020-02-20,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,-3,1,,36.89,17.76,-0.133333,-2.672222,3.022222,0.0,-7.466667,59.793483
US_IL_17025,2020-02-21,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,-4,-3,,34.21,30.86,-3.75,-9.066667,2.722222,0.0,-12.422222,52.491588
US_IL_17025,2020-02-22,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,11,,,31.66,42.51,0.466667,-5.816667,9.855556,0.0,-8.788889,51.717635
US_IL_17025,2020-02-23,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,11,,,35.6,40.81,6.205556,0.588889,14.716667,0.0,-2.688889,54.459135
US_IL_17025,2020-02-24,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,-2,2,,32.81,29.32,7.083333,5.8,9.722222,3.683,4.677778,85.483108
US_IL_17025,2020-02-25,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,9,2,,36.64,36.64,6.366667,4.0,7.661111,9.42975,5.105556,92.614997
US_IL_17025,2020-02-26,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,15,0,14.59,49.73,40.45,1.661111,0.05,3.961111,1.0795,-0.822222,86.090111
US_IL_17025,2020-02-27,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,6,1,14.0,47.35,40.01,0.455556,-3.661111,5.677778,0.53975,-7.677778,57.402708
US_IL_17025,2020-02-28,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,10,3,17.1,48.58,45.84,1.866667,-3.288889,5.527778,0.0,-5.266667,61.657202
US_IL_17025,2020-02-29,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,14,,,43.93,34.07,-0.305556,-5.644444,5.616667,0.0,-7.866667,58.934139
US_IL_17025,2020-03-01,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,23,,,35.93,28.74,6.2,-0.455556,18.65,0.0,-2.5,56.839547
US_IL_17025,2020-03-02,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,3,1,18.13,47.67,30.22,11.311111,9.027778,15.777778,7.112,7.527778,79.972772
US_IL_17025,2020-03-03,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,12,0,10.9,39.52,32.02,9.594444,4.738889,14.061111,7.62,3.944444,70.468322
US_IL_17025,2020-03-04,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,18,-2,12.88,35.43,34.15,7.305556,1.394444,12.272222,0.5334,-1.833333,54.948757
US_IL_17025,2020-03-05,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,7,2,,43.79,33.98,5.622222,-1.238889,15.061111,0.0,-2.138889,59.582074
US_IL_17025,2020-03-06,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,7,-7,,35.35,35.35,5.916667,2.177778,11.505556,0.0,-3.266667,51.895816
US_IL_17025,2020-03-07,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,13,,,34.74,42.05,2.394444,-4.544444,11.633333,0.0,-3.638889,64.514325
US_IL_17025,2020-03-08,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,14,,,47.8,36.77,8.172222,0.777778,18.805556,0.0,-3.105556,45.100487
US_IL_17025,2020-03-09,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,2,-1,10.41,48.17,31.9,12.95,10.011111,16.95,1.959429,4.222222,55.494646
US_IL_17025,2020-03-10,ChIJ0cfX2nrec4gRb61075cZ1ww,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2,,,,,,,13270,6564,6706,1636,1611,1519,1481,1508,1905,1769,1117,724,1801518,38.76,-88.49,1217,76.125,5,1,15.4,50.22,43.52,9.766667,5.211111,15.516667,16.28775,8.583333,92.399309
