location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MO_29143,2020-01-01,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,9.84,15.99,25.83,,31.37,4.561728,-1.203704,11.820988,0.0,-2.111111,62.06558
US_MO_29143,2020-01-02,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,12.94,11.86,30.72,,39.35,9.2,7.211111,11.077778,0.3556,4.55,72.952081
US_MO_29143,2020-01-03,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,9.77,21.85,28.75,17.25,37.94,11.255556,9.711111,12.766667,8.4328,10.755556,96.775579
US_MO_29143,2020-01-04,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,8.94,19.06,14.89,8.94,37.53,5.259259,1.648148,10.092593,0.870857,1.666667,77.780669
US_MO_29143,2020-01-05,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,11.42,,21.63,,31.25,4.203704,-1.197531,13.944444,0.0,0.358025,76.167469
US_MO_29143,2020-01-06,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,8.1,12.96,25.39,,31.87,6.05,-0.111111,10.977778,0.0,-0.083333,64.989423
US_MO_29143,2020-01-07,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,,9.28,24.74,,38.66,6.0,0.666667,11.683333,0.0,-1.227778,60.058742
US_MO_29143,2020-01-08,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,13.59,13.59,30.84,15.68,34.5,6.161111,-0.483333,13.222222,0.0,-1.55,58.113999
US_MO_29143,2020-01-09,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,10.41,9.89,23.42,8.33,44.76,9.95,4.95,15.261111,0.042333,2.111111,58.522161
US_MO_29143,2020-01-10,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,10.11,10.62,16.18,,31.34,15.061111,12.727778,16.811111,7.450667,11.85,81.289029
US_MO_29143,2020-01-11,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,,9.37,12.88,,32.2,12.092593,4.253086,19.074074,32.512,10.734568,91.452089
US_MO_29143,2020-01-12,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,,13.3,23.59,,29.63,2.419753,0.679012,4.432099,11.9888,0.179012,85.24098
US_MO_29143,2020-01-13,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,11.77,13.82,24.57,,32.25,4.691358,2.524691,8.820988,0.0,2.314815,84.647486
US_MO_29143,2020-01-14,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,13.85,13.85,24.11,7.7,31.81,7.216049,4.530864,10.055556,0.072571,6.234568,93.536252
US_MO_29143,2020-01-15,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,,14.68,27.34,,28.35,11.407407,7.5,15.660494,0.0,10.91358,96.802379
US_MO_29143,2020-01-16,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,,8.27,24.81,10.34,38.25,6.240741,0.858025,12.728395,0.0,2.876543,79.213093
US_MO_29143,2020-01-17,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,,12.93,21.71,,38.26,1.746914,-0.302469,5.419753,0.0,-3.67284,67.414786
US_MO_29143,2020-01-18,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,10.84,,17.46,,44.56,10.475309,4.265432,16.074074,8.636,6.185185,74.951059
US_MO_29143,2020-01-19,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,,,16.46,,21.34,1.018519,-1.907407,7.030864,2.427111,-8.91358,47.630795
US_MO_29143,2020-01-20,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,8.68,8.68,25.5,,43.95,-4.67284,-6.691358,-1.716049,0.0,-9.549383,68.786911
US_MO_29143,2020-01-21,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,10.07,11.13,28.1,14.31,25.98,-2.808642,-5.666667,0.648148,0.0,-7.919753,68.070783
US_MO_29143,2020-01-22,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,,16.81,33.06,,37.55,-1.382716,-4.475309,2.555556,0.0,-5.833333,72.230138
US_MO_29143,2020-01-23,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,,22.32,25.36,,34.49,2.703704,1.160494,4.604938,1.3208,-0.382716,80.405265
US_MO_29143,2020-01-24,ChIJU873ak_0eIgRXZB5koCqJXw,Q489779,geoId/29143,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2,,,,,,,17544,8436,9108,2266,2163,1992,1978,2126,2516,2293,1415,795,1180518,36.59,-89.66,1808,76.96,,,,,9.02,20.68,23.33,,36.59,4.246914,3.253086,5.740741,7.7216,3.117284,92.530506
