location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_LA_22009,2020-01-01,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,8.19,15.52,,8.19,,16.38,,,,28.88,,6.46,9.48,48.7,7.76,,7.555556,2.9,13.272222,0.0,,2.197531,70.011283
US_LA_22009,2020-01-02,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,14.09,10.28,,,5.33,18.66,12.18,,11.04,28.17,,7.61,6.85,48.73,7.23,,15.027778,10.422222,21.138889,20.3835,,12.746914,87.881895
US_LA_22009,2020-01-03,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,9.7,7.37,8.92,6.98,6.21,15.52,9.7,,14.74,26.38,,11.25,5.82,41.12,7.76,,15.866667,14.111111,20.866667,43.6245,,14.555556,92.250558
US_LA_22009,2020-01-04,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,,7.65,8.5,6.38,,20.41,7.65,5.95,11.05,26.36,6.8,7.65,,44.64,,7.23,12.472222,6.983333,16.716667,5.461,,6.925926,69.431168
US_LA_22009,2020-01-05,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,8.35,11.69,6.68,6.68,5.84,15.86,8.35,,8.77,32.98,7.51,13.78,,42.16,7.51,,9.172222,2.133333,19.594444,0.0,,4.376543,72.544684
US_LA_22009,2020-01-06,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,7.73,10.44,10.44,8.12,9.67,12.37,12.37,,13.15,32.48,6.19,8.51,7.73,45.24,6.96,6.19,13.672222,6.683333,21.683333,0.0,,9.17284,75.002748
US_LA_22009,2020-01-07,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,6.94,15.42,8.1,6.94,,13.11,10.41,,13.11,31.23,5.4,9.25,,40.86,8.1,8.1,13.177778,7.472222,17.816667,0.0,,4.401235,55.693141
US_LA_22009,2020-01-08,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,6.17,13.88,7.71,7.71,6.55,17.73,9.64,5.4,11.18,37.0,5.78,6.17,8.48,46.64,21.59,,7.838889,0.011111,18.422222,0.0,,-0.092593,57.803585
US_LA_22009,2020-01-09,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,8.02,6.49,8.4,6.87,7.25,10.69,12.22,,14.13,40.86,6.49,10.31,5.73,48.11,12.6,,14.1,7.833333,22.466667,0.0,,8.925926,71.737386
US_LA_22009,2020-01-10,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,5.7,9.98,5.7,,6.77,13.18,12.83,,8.91,27.08,5.34,8.19,5.34,38.48,5.7,6.06,20.283333,17.838889,24.416667,0.0,,17.308642,83.3079
US_LA_22009,2020-01-11,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,10.37,12.02,11.19,,7.46,9.54,10.37,,8.71,24.88,,12.02,,41.88,9.12,7.05,20.094444,11.755556,23.966667,16.22425,,16.660494,81.23652
US_LA_22009,2020-01-12,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,,9.73,5.92,,11.85,14.81,6.77,,6.35,30.05,6.35,7.19,6.77,41.9,10.58,6.77,8.577778,5.261111,15.6,14.097,,4.765432,77.981844
US_LA_22009,2020-01-13,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,9.98,13.68,13.68,7.77,7.77,12.57,14.42,,12.57,32.54,8.51,9.62,5.18,53.25,8.51,,12.766667,9.477778,16.511111,0.127,,11.092593,90.987602
US_LA_22009,2020-01-14,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,10.46,13.7,10.82,7.21,7.21,18.39,9.02,5.05,12.26,28.49,,8.29,8.29,51.2,6.13,5.41,19.844444,16.377778,23.694444,6.039556,,18.82716,94.501113
US_LA_22009,2020-01-15,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,9.86,10.62,9.48,7.21,7.58,10.62,12.89,,11.0,34.13,9.86,9.86,7.58,47.03,10.24,,21.272222,19.144444,24.805556,16.4338,,19.339506,88.898891
US_LA_22009,2020-01-16,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,11.14,13.0,6.69,,8.54,14.49,6.32,,11.52,34.18,6.32,7.06,,52.76,7.06,5.94,18.577778,15.594444,22.161111,0.0,,17.209877,93.28994
US_LA_22009,2020-01-17,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,8.63,12.77,7.51,6.01,,12.39,7.88,,14.64,28.91,7.13,9.76,7.13,49.94,5.26,7.13,15.366667,12.327778,20.388889,3.429,,10.530864,74.364524
US_LA_22009,2020-01-18,ChIJeT6oK9saJYYRPXAfqgTnDAo,Q504435,geoId/22009,US,United States of America,LA,Louisiana,22009,Avoyelles Parish,US,USA,2,,,,,,,40836,20596,20240,5409,5184,5342,5319,4850,5417,4757,2853,1705,1837801,31.07,-92.0,2242,74.6875,,,,,9.55,14.12,8.3,9.55,,16.61,,,7.06,31.55,,10.79,6.23,42.77,7.89,7.89,19.377778,16.105556,23.055556,0.8255,,17.049383,87.438655
