location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_WA_53049,2021-06-30,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1004,14,2,9905,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,64,,-19,2,8.11,14.42,8.11,5.71,6.31,5.71,12.62,,5.41,20.43,6.01,8.71,40.56,8.41,6.01,18.216049,15.901235,23.123457,0.0,14.675926,77.183389
US_WA_53049,2021-07-01,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,3,0,1007,14,35,9940,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-17,2,6.43,9.49,9.8,7.04,,6.12,8.27,,6.12,18.68,7.35,13.78,35.83,10.11,7.96,17.376543,15.703704,19.635802,0.0,14.842593,82.596981
US_WA_53049,2021-07-02,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,1008,14,33,9973,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,113,,-14,2,5.55,15.77,5.55,,7.3,4.67,6.42,,9.34,21.31,4.09,7.3,37.95,9.93,5.84,16.790123,14.395062,20.895062,0.084667,14.305556,81.861486
US_WA_53049,2021-07-03,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1008,14,13,9986,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,9,,,12.06,4.72,4.72,4.46,10.22,,,6.29,15.73,4.19,8.13,38.79,6.55,4.98,17.055556,13.901235,21.734568,0.0,14.268519,79.002467
US_WA_53049,2021-07-04,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1008,14,10,9996,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-17,,4.03,13.6,7.81,4.28,5.29,3.53,8.31,,5.54,16.37,4.03,9.32,36.27,4.53,7.05,16.728395,13.876543,21.574074,0.0,13.268519,76.168911
US_WA_53049,2021-07-05,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1008,14,0,9996,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-44,8,3.38,13.06,8.71,6.04,6.77,6.53,7.74,4.84,5.8,15.47,3.87,7.74,37.96,7.01,5.56,15.790123,13.240741,20.5,0.0,12.685185,78.605812
US_WA_53049,2021-07-06,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,1009,14,1,9997,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-18,2,6.07,10.69,7.22,4.33,4.62,,8.67,,6.36,19.94,,7.8,38.43,8.09,9.54,16.055556,12.790123,22.753086,0.0,13.277778,79.61735
US_WA_53049,2021-07-07,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1009,14,10,10007,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,61,,-20,4,6.37,14.25,4.85,7.28,6.97,6.37,9.4,4.55,6.06,19.41,,6.67,37.9,5.76,7.88,16.197531,12.753086,22.45679,0.169333,13.12963,77.171318
US_WA_53049,2021-07-08,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1009,14,21,10028,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-18,2,5.85,9.54,5.23,5.85,5.23,7.38,6.46,4.62,6.46,18.46,5.23,7.38,36.0,6.15,5.85,15.179012,12.12963,19.765432,0.169333,10.814815,72.986506
US_WA_53049,2021-07-09,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1009,14,16,10044,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,68,62,,-17,4,6.19,10.83,6.8,5.57,7.73,4.95,16.09,5.88,8.97,19.8,6.19,8.66,37.12,5.88,9.9,16.41358,12.345679,23.320988,0.0,12.25,73.024059
US_WA_53049,2021-07-10,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1009,14,5,10049,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,73,,93,3,,6.19,11.77,5.88,6.19,,5.58,8.36,4.64,5.58,16.1,,8.36,30.97,,6.19,16.432099,12.246914,23.265432,0.0,12.888889,74.432383
US_WA_53049,2021-07-11,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1009,14,6,10055,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,90,-7,,,7.66,8.88,4.9,,8.58,4.29,,6.43,18.99,6.43,7.66,34.0,5.51,4.29,15.777778,12.209877,21.555556,0.0,12.055556,74.456444
US_WA_53049,2021-07-12,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,3,0,1012,14,4,10059,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-14,3,6.17,10.19,4.63,9.26,8.03,8.95,7.1,,8.03,16.98,4.32,7.41,40.14,9.26,9.88,15.648148,11.734568,21.679012,0.0,12.37963,75.396905
US_WA_53049,2021-07-13,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,1013,14,3,10062,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,65,,-16,3,6.86,10.14,7.16,8.05,4.18,8.05,11.93,,9.54,19.98,5.96,6.26,39.37,,7.16,15.12963,11.944444,20.17284,0.0,12.111111,77.491335
US_WA_53049,2021-07-14,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1013,14,11,10073,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,64,,-18,3,5.81,15.29,9.18,,6.12,6.12,12.85,,6.12,14.99,6.12,9.48,29.36,5.2,4.28,14.802469,11.944444,19.993827,0.0,11.953704,78.358768
US_WA_53049,2021-07-15,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,1014,14,38,10111,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-16,2,4.96,7.13,8.06,,5.89,,12.1,,7.13,17.06,6.2,5.58,36.29,9.0,6.51,14.654321,12.302469,18.574074,0.0,10.833333,74.476438
US_WA_53049,2021-07-16,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,1015,14,8,10119,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,72,61,,-17,2,5.83,9.82,8.9,8.9,,5.52,10.43,,8.28,19.33,8.59,4.6,39.89,6.44,5.22,15.228395,12.216049,19.567901,0.056444,11.907407,77.284896
US_WA_53049,2021-07-17,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1015,14,4,10123,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,71,,116,-3,,8.07,6.83,8.38,8.07,7.14,6.52,7.45,4.35,5.28,22.36,6.83,6.83,36.96,7.45,5.59,16.135802,12.154321,21.123457,0.282222,12.425926,75.92986
US_WA_53049,2021-07-18,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1015,14,6,10129,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,126,-8,,8.8,10.05,4.71,6.28,,5.34,6.28,,7.54,18.54,6.91,6.91,39.59,6.6,6.91,16.388889,11.055556,23.148148,0.056444,11.314815,68.75854
US_WA_53049,2021-07-19,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,7,0,1022,14,1,10130,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-17,3,6.21,10.56,6.52,6.52,6.52,5.9,11.49,5.28,6.83,21.43,8.08,8.08,36.65,7.45,7.14,16.888889,10.611111,23.209877,0.0,11.157407,65.080148
US_WA_53049,2021-07-20,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,5,0,1027,14,0,10130,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,66,,-23,3,5.75,13.02,5.75,6.96,6.66,8.48,12.72,,9.09,21.5,,6.36,44.82,5.15,7.87,17.290123,11.993827,22.555556,0.028222,12.37037,70.010821
US_WA_53049,2021-07-21,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,6,0,1033,14,5,10135,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,64,,-20,2,5.56,14.2,7.1,8.95,9.88,5.25,12.04,,9.88,20.38,8.95,11.12,41.68,9.57,5.87,15.722222,11.098765,20.802469,0.0,10.25,68.588998
US_WA_53049,2021-07-22,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,1034,14,24,10159,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,71,,-20,2,9.75,13.41,7.31,8.23,,7.62,11.58,,11.89,22.55,6.71,5.79,40.53,7.92,5.49,15.796296,10.197531,21.67284,0.0,10.018519,68.353109
US_WA_53049,2021-07-23,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,8,0,1042,14,6,10165,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,81,69,,-16,3,6.16,11.71,,5.24,8.01,4.93,8.94,,6.16,22.19,9.55,5.86,36.37,5.86,5.24,16.623457,9.91358,23.45679,0.0,10.546296,65.194061
US_WA_53049,2021-07-24,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1042,14,5,10170,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,90,,150,-2,,6.58,13.47,5.09,5.39,4.19,8.98,7.48,,8.68,19.46,4.79,7.48,34.72,6.29,5.09,18.481481,12.104938,24.925926,0.0,13.925926,70.054952
US_WA_53049,2021-07-25,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1042,14,8,10178,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-8,,5.75,10.6,5.15,8.17,5.45,9.08,8.78,,6.66,21.8,6.36,8.48,37.84,6.05,7.26,18.191358,12.975309,24.45679,0.0,13.611111,68.705986
US_WA_53049,2021-07-26,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,6,0,1048,14,0,10178,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-16,3,4.79,10.77,8.38,5.09,6.29,6.29,11.67,,7.18,21.55,6.29,8.38,35.32,7.18,7.48,17.512346,13.154321,24.104938,0.0,13.555556,72.196093
US_WA_53049,2021-07-27,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,3,0,1051,14,0,10178,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-19,3,4.17,10.41,6.55,8.93,4.46,6.25,7.74,,,16.96,10.41,5.65,42.55,,7.44,17.555556,13.049383,23.722222,0.0,13.87037,72.755612
US_WA_53049,2021-07-28,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,7,1,1058,15,7,10185,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,64,,-21,3,,9.11,8.5,6.07,6.07,9.11,10.02,,4.86,20.65,5.77,4.56,32.8,4.86,4.86,17.95679,11.5,26.91358,0.0,12.472222,65.887923
US_WA_53049,2021-07-29,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,5,0,1063,15,12,10197,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,78,,-17,2,4.7,10.29,,,6.17,6.76,9.7,4.7,,19.11,4.7,8.23,39.98,7.94,9.11,19.820988,12.148148,27.950617,0.0,12.944444,59.893141
US_WA_53049,2021-07-30,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,1064,15,13,10210,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,90,83,,-16,3,5.38,11.37,8.08,6.88,7.48,6.28,8.08,,4.79,24.83,,6.28,39.49,5.98,,19.753086,12.623457,28.253086,0.0,13.666667,61.280101
US_WA_53049,2021-07-31,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1064,15,5,10215,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,93,,142,1,,5.49,12.13,4.91,7.8,,5.2,8.38,4.62,,20.8,7.51,9.82,34.08,5.49,8.95,18.524691,13.635802,27.123457,0.0,13.722222,66.634182
US_WA_53049,2021-08-01,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1064,15,5,10220,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-11,,5.51,10.16,4.06,5.8,5.22,8.71,8.41,5.22,5.22,16.25,7.54,8.41,35.98,5.8,6.09,16.962963,14.049383,21.820988,0.141111,14.296296,77.799878
US_WA_53049,2021-08-02,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,9,0,1073,15,3,10223,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-20,3,6.96,14.2,7.54,,4.35,7.54,5.51,,,23.48,10.43,8.98,32.46,6.09,6.67,16.833333,13.271605,24.524691,0.056444,13.796296,77.357055
US_WA_53049,2021-08-03,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,30,0,1103,15,2,10225,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-24,4,4.76,16.37,6.25,4.46,5.95,8.93,9.23,,8.33,23.51,6.55,7.14,32.14,7.44,5.36,17.648148,12.493827,23.888889,0.0,13.194444,68.627667
US_WA_53049,2021-08-04,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,7,1,1110,16,5,10230,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-22,3,5.77,14.27,4.86,5.77,5.46,4.86,10.62,,8.5,20.04,7.89,7.59,39.16,4.86,6.68,17.962963,12.660494,26.58642,0.056444,14.222222,72.834864
US_WA_53049,2021-08-05,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,17,0,1127,16,26,10256,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,67,,-19,2,6.48,13.55,7.07,4.71,,,8.84,,4.71,21.5,5.3,6.18,37.99,8.25,10.6,18.17284,13.061728,26.58642,0.0,15.055556,75.096143
US_WA_53049,2021-08-06,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,3,1,1130,17,14,10270,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,81,77,,-16,3,4.44,12.72,7.1,7.1,5.62,6.8,10.95,,8.58,18.64,4.44,9.17,46.45,8.28,9.17,17.91358,14.382716,22.302469,1.0795,15.925926,82.702493
US_WA_53049,2021-08-07,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1130,17,5,10275,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,84,,105,-1,,4.81,9.34,9.05,4.53,4.53,3.96,10.47,3.96,5.38,15.28,5.38,7.36,36.5,6.23,,17.302469,14.851852,20.950617,0.620889,14.175926,78.959779
US_WA_53049,2021-08-08,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1130,17,3,10278,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-10,,5.31,8.85,4.13,4.13,4.13,6.78,7.37,,4.42,16.81,5.01,6.19,35.09,,6.19,15.987654,12.469136,20.259259,0.931333,12.324074,76.86851
US_WA_53049,2021-08-09,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,11,0,1141,17,1,10279,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-18,3,5.69,14.68,8.09,,7.19,9.29,8.69,4.2,7.79,20.07,5.69,6.89,30.26,8.39,6.59,16.493827,11.814815,23.345679,0.084667,12.351852,75.186671
US_WA_53049,2021-08-10,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,1142,17,0,10279,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-21,3,7.19,14.98,8.39,9.29,5.09,8.99,,,6.89,23.66,6.29,10.18,37.74,5.69,5.39,18.302469,12.030864,24.839506,0.0,13.287037,66.875736
US_WA_53049,2021-08-11,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,11,0,1153,17,0,10279,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-18,3,7.97,13.28,6.2,6.49,5.31,11.51,13.28,,8.85,27.15,6.79,10.92,33.35,7.08,4.72,23.166667,15.407407,30.969136,0.0,14.314815,58.826913
US_WA_53049,2021-08-12,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,13,0,1166,17,0,10279,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-19,2,5.87,11.73,,9.38,4.69,6.74,6.74,4.4,,24.93,8.5,10.85,36.36,10.56,8.5,22.283951,14.5,31.351852,0.0,15.398148,59.262754
US_WA_53049,2021-08-13,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,7,0,1173,17,56,10335,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,95,,-16,4,6.43,13.7,6.71,5.87,7.27,6.43,7.27,,7.83,21.8,5.59,8.67,30.19,4.19,11.18,20.024691,14.5,27.154321,0.0,15.740741,68.127695
US_WA_53049,2021-08-14,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1173,17,121,10456,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,108,,208,-3,,5.38,14.45,4.82,3.97,4.82,12.47,8.78,,6.8,24.93,4.25,8.5,27.48,6.23,3.97,18.839506,14.907407,25.469136,0.0,15.842593,76.538737
US_WA_53049,2021-08-15,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,1173,17,6,10462,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-10,,7.13,10.55,7.98,5.13,5.13,4.85,7.13,,4.56,24.52,7.41,7.13,37.35,6.56,6.27,18.469136,15.160494,23.783951,0.0,15.805556,79.745339
US_WA_53049,2021-08-16,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,34,0,1207,17,4,10466,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-19,3,7.24,11.88,5.79,5.79,7.53,8.69,10.72,5.79,5.79,28.11,6.08,12.17,37.38,11.59,6.66,17.623457,14.771605,22.419753,0.0,14.694444,79.360107
US_WA_53049,2021-08-17,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,12,0,1219,17,0,10466,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-18,3,4.98,14.94,4.98,,4.1,8.79,8.2,,7.32,22.85,4.98,,37.79,6.44,6.15,15.987654,13.469136,20.475309,0.197556,11.277778,72.457615
US_WA_53049,2021-08-18,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,7,0,1226,17,3,10469,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-18,3,5.94,11.58,9.2,6.53,4.75,5.34,8.31,,7.72,23.75,7.72,5.94,40.68,8.91,9.2,16.055556,12.290123,21.635802,0.0,11.888889,74.005314
