location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_WA_53049,2020-05-08,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,4,0,8,0,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,84,-35,,9.29,7.86,6.07,,,8.22,6.79,6.79,8.57,27.87,,9.29,34.3,6.79,6.43,16.635802,7.37037,26.0,0.0,5.601852,48.074559
US_WA_53049,2020-05-09,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,9,0,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,63,-26,,7.5,8.62,7.87,9.0,,5.25,6.75,10.12,6.75,21.37,5.62,,33.37,,7.12,19.858025,10.382716,28.308642,0.028222,6.537037,42.43637
US_WA_53049,2020-05-10,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,0,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,67,-29,,8.29,10.54,,,7.16,5.27,,,7.53,19.58,,8.66,30.5,9.04,6.4,17.62963,9.765432,27.493827,0.0,9.62963,56.631526
US_WA_53049,2020-05-11,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,0,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,20,-33,,7.33,10.67,9.34,7.33,,10.0,8.34,11.0,6.67,26.34,5.33,12.0,30.34,10.34,6.67,15.148148,11.006173,22.228395,0.0,10.657407,70.965646
US_WA_53049,2020-05-12,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,1,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,-4,-35,,5.58,12.15,7.88,6.9,,11.5,8.54,,8.21,25.62,7.88,9.85,31.53,5.91,,12.802469,10.679012,17.092593,0.870857,10.537037,86.141863
US_WA_53049,2020-05-13,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,27,-31,,7.49,9.19,5.79,5.45,,10.55,6.47,6.13,8.17,21.78,5.11,8.51,33.02,8.51,5.11,12.493827,10.197531,15.771605,5.9055,9.583333,81.530305
US_WA_53049,2020-05-14,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,-21,-2,30,-33,,5.48,7.54,,5.83,,7.88,9.94,7.2,9.25,22.96,5.14,5.83,37.35,6.17,4.8,12.012346,9.549383,15.944444,2.63525,9.37963,83.254644
US_WA_53049,2020-05-15,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,-20,3,54,-33,,8.87,10.64,5.32,8.51,6.03,6.38,11.35,5.32,,20.93,7.45,7.45,33.34,7.45,6.03,12.506173,9.049383,16.734568,2.38125,8.796296,77.647658
US_WA_53049,2020-05-16,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,-36,,-31,-29,,8.66,9.36,7.97,,,7.28,7.97,,7.97,21.14,,8.66,28.08,5.89,4.85,13.154321,9.759259,17.074074,0.41275,9.944444,80.907555
US_WA_53049,2020-05-17,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,-11,,57,-31,,9.44,9.09,11.88,6.29,6.64,8.04,7.69,,5.94,17.83,7.69,10.49,37.05,4.89,7.69,13.432099,10.759259,17.654321,6.223,10.981481,83.371011
US_WA_53049,2020-05-18,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,-11,-2,35,-30,,6.16,9.24,,15.75,,7.87,9.24,,,21.57,5.13,9.24,31.15,7.53,,12.944444,8.395062,18.135802,0.338667,8.916667,76.661536
US_WA_53049,2020-05-19,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,-25,-3,19,-32,,7.06,7.74,9.08,11.43,7.4,4.71,6.73,4.71,4.71,20.51,5.38,9.42,36.32,7.4,7.4,12.592593,8.845679,16.783951,0.141111,9.555556,79.663882
US_WA_53049,2020-05-20,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,-21,7,,-32,,5.1,10.88,,6.8,6.8,9.52,,5.1,7.48,26.53,5.44,6.46,32.31,,5.44,12.364198,10.641975,15.265432,0.141111,8.981481,78.994151
US_WA_53049,2020-05-21,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,-14,0,27,-32,,6.78,15.25,9.15,5.42,,4.74,5.76,,6.78,21.35,,7.12,30.5,6.1,5.42,11.092593,8.333333,14.345679,1.143,7.259259,77.319045
US_WA_53049,2020-05-22,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,-14,15,52,-31,,5.86,9.99,5.86,5.86,4.82,,9.3,,6.2,22.05,4.82,7.23,32.72,6.2,7.23,10.975309,8.216049,14.561728,1.23825,6.583333,75.244991
US_WA_53049,2020-05-23,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,-6,,,-20,,10.26,9.19,5.66,8.13,5.66,,6.72,,7.07,18.39,4.95,8.13,29.35,8.84,7.07,11.709877,8.888889,15.265432,0.197556,6.648148,70.842442
US_WA_53049,2020-05-24,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-23,,7.29,11.26,4.64,,7.95,4.64,6.62,,6.29,19.54,6.29,5.63,34.45,7.95,5.96,12.925926,8.37037,18.833333,0.056444,7.435185,67.738063
US_WA_53049,2020-05-25,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,-2,,,-62,,5.38,11.39,8.86,8.86,5.38,,7.59,,,15.82,,9.18,35.43,7.91,8.23,13.907407,9.487654,18.487654,0.22225,10.824074,79.659748
US_WA_53049,2020-05-26,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,-7,11,,-27,,7.04,9.05,7.04,8.04,6.37,5.36,8.38,10.05,8.38,22.45,9.05,6.7,34.85,8.38,5.03,13.481481,10.783951,17.296296,1.87325,10.888889,82.525005
US_WA_53049,2020-05-27,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,1,13,,-27,,,10.07,6.6,,6.25,6.6,9.37,,7.64,23.26,10.42,5.9,34.02,6.25,9.03,14.487654,7.876543,22.962963,0.028222,8.972222,68.164819
US_WA_53049,2020-05-28,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,7,18,,-27,,9.99,11.71,6.55,5.17,5.86,5.17,7.92,,5.17,19.98,,,27.56,5.51,6.89,17.58642,9.117284,25.814815,0.0,8.351852,53.103118
US_WA_53049,2020-05-29,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,10,13,,-27,,7.58,14.47,6.54,8.96,5.86,5.51,18.6,5.51,6.89,21.35,,8.61,34.79,6.54,11.02,16.728395,10.808642,24.592593,0.0,10.953704,63.766235
US_WA_53049,2020-05-30,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,-11,,10,-20,,7.44,7.44,8.12,7.78,4.74,5.75,7.1,,10.82,11.5,9.47,8.12,32.13,,,13.179012,10.87037,19.802469,0.0,9.555556,76.765359
US_WA_53049,2020-05-31,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,0,0,,0,,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-16,,6.22,9.33,,8.64,,,8.99,,5.53,22.47,9.33,10.02,35.26,5.53,7.26,12.098765,9.987654,15.783951,3.175,8.333333,78.049622
US_WA_53049,2020-06-01,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,21,,-21,,5.4,6.42,9.79,7.77,5.74,,8.1,,,18.57,5.4,5.4,40.18,8.78,6.08,12.117284,6.555556,17.876543,0.028222,6.824074,69.86467
US_WA_53049,2020-06-02,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,5,16,,-24,,7.13,11.55,11.21,5.77,,5.09,6.45,,7.81,17.66,5.77,9.51,26.83,4.75,,12.555556,6.654321,18.302469,0.0,7.25,68.930633
US_WA_53049,2020-06-03,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,20,23,,-24,,6.17,10.29,7.2,6.52,,,8.58,,6.52,21.61,6.17,10.29,36.71,6.52,5.15,13.283951,7.851852,17.728395,0.028222,9.138889,75.087266
US_WA_53049,2020-06-04,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,15,21,,-21,,,11.42,6.92,5.19,6.23,,5.88,,,22.84,,7.27,31.83,,5.54,13.58642,10.179012,17.895062,0.0,8.666667,70.294504
US_WA_53049,2020-06-05,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,18,19,,-23,,7.59,5.52,5.87,5.17,,,12.77,,,20.01,,8.97,29.67,,8.97,13.598765,8.944444,17.962963,0.0,8.944444,70.528586
US_WA_53049,2020-06-06,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,19,,93,-5,,6.59,6.26,5.27,5.27,4.94,4.94,6.26,,8.24,19.11,,5.93,37.24,5.27,8.57,12.401235,9.604938,17.024691,1.5875,8.805556,77.790904
US_WA_53049,2020-06-07,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,0,0,,0,,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,107,-19,,7.6,7.25,6.22,7.94,5.87,6.91,6.22,,9.32,14.5,4.83,10.36,34.53,5.87,7.6,11.623457,9.006173,15.950617,3.33375,8.722222,82.491743
US_WA_53049,2020-06-08,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,9,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,11,6,,-22,,12.46,12.46,7.41,5.73,7.07,,6.06,,7.41,17.52,5.39,7.07,38.74,,4.72,12.975309,9.876543,16.04321,0.127,8.111111,71.713901
US_WA_53049,2020-06-09,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,10,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,-12,7,14,-25,,6.92,6.59,9.89,8.57,7.58,,11.21,6.92,8.24,13.85,5.28,8.24,33.63,5.28,4.95,12.45679,9.993827,15.938272,8.09625,10.25,85.328904
US_WA_53049,2020-06-10,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,10,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,2,17,,-22,,9.83,11.53,6.78,6.44,5.42,,8.81,7.46,7.12,24.41,7.12,5.42,33.56,4.75,7.12,14.648148,11.432099,18.888889,6.858,13.092593,88.100763
US_WA_53049,2020-06-11,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,10,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,14,18,,-22,,8.63,13.11,7.94,4.83,7.94,5.17,6.56,5.87,8.28,23.12,7.59,5.87,26.57,5.17,6.9,15.481481,12.876543,19.41358,0.66675,12.148148,77.088963
US_WA_53049,2020-06-12,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,11,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,9,19,,-23,,4.97,12.6,7.96,,,4.97,12.93,6.96,9.28,21.88,5.97,6.63,38.12,8.62,,14.555556,12.314815,19.648148,0.73025,11.37037,79.498105
US_WA_53049,2020-06-13,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,11,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,16,,,-11,,7.35,7.35,5.34,,8.68,,10.69,,6.68,17.03,5.01,4.67,34.4,,7.68,12.82716,10.82716,15.993827,2.413,10.046296,83.435947
US_WA_53049,2020-06-14,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,12,1,,,0,0,,0,,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-12,,7.12,8.48,6.78,,4.75,,9.5,,8.82,21.03,,10.18,40.7,5.77,7.46,12.444444,8.808642,17.030864,2.358571,8.5,77.046656
US_WA_53049,2020-06-15,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,12,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,18,,-22,,5.87,11.74,10.11,5.54,6.85,6.2,12.39,5.87,5.22,25.43,4.89,5.54,40.76,7.5,,13.722222,9.679012,16.895062,2.63525,10.527778,80.514397
US_WA_53049,2020-06-16,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,12,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,15,18,,-23,,10.64,10.98,7.21,5.49,6.87,,10.98,,6.18,25.74,4.81,5.49,33.98,6.87,5.49,13.111111,10.561728,17.67284,5.04825,9.564815,78.148715
US_WA_53049,2020-06-17,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,12,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,16,17,,-21,,9.2,14.51,6.02,,,,9.56,,,19.47,6.02,7.79,30.09,4.96,7.08,14.246914,9.901235,19.185185,0.60325,9.925926,75.156084
US_WA_53049,2020-06-18,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,12,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,34,35,,-18,,8.09,9.85,9.85,,,8.44,9.5,5.28,,18.99,7.39,,28.84,7.04,8.44,14.993827,9.080247,22.648148,0.056444,10.425926,72.21411
US_WA_53049,2020-06-19,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,12,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,39,38,,-22,,6.21,14.48,5.52,4.83,5.17,,9.31,6.21,5.17,19.65,5.52,5.52,32.41,4.83,4.83,17.253086,9.944444,24.117284,0.056444,11.953704,67.282829
US_WA_53049,2020-06-20,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,12,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,38,,138,-9,,6.79,11.63,8.73,6.46,4.53,6.79,10.99,,6.79,23.27,9.05,6.14,35.88,,8.4,16.858025,12.524691,23.425926,0.1905,13.916667,79.572463
US_WA_53049,2020-06-21,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,12,1,,,0,0,,0,,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-8,,8.48,14.92,7.12,,5.09,,8.82,,,21.03,,10.85,34.26,,7.46,15.703704,13.395062,18.987654,1.560286,12.731481,79.985825
US_WA_53049,2020-06-22,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,13,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,36,,-23,,8.65,14.88,,6.23,7.27,6.92,10.73,,7.96,23.87,4.84,10.03,27.33,8.3,6.57,15.512346,9.41358,23.771605,0.112889,10.111111,68.588447
US_WA_53049,2020-06-23,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,13,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,32,,-25,,6.18,13.38,,6.86,6.18,6.52,12.01,,8.58,16.47,6.18,9.27,38.44,5.49,12.01,19.185185,10.641975,26.265432,0.028222,11.787037,59.069231
US_WA_53049,2020-06-24,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,13,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,25,33,,-26,,9.51,15.08,,5.25,,4.92,9.51,,7.54,20.98,4.59,9.18,34.42,9.83,,18.049383,12.919753,25.574074,0.0,14.601852,75.909701
US_WA_53049,2020-06-25,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,-1,0,12,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,30,35,,-21,,5.1,13.93,8.15,4.76,4.76,5.78,11.89,5.78,8.49,14.95,6.46,9.17,37.72,15.97,9.17,16.160494,12.759259,22.493827,0.169333,13.092593,77.868921
US_WA_53049,2020-06-26,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,12,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,41,34,,-25,,5.79,15.66,6.47,,,5.79,9.54,,5.79,20.77,4.77,9.54,28.26,7.49,8.85,17.111111,11.654321,22.641975,0.0,13.083333,71.72342
US_WA_53049,2020-06-27,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,12,1,,,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,38,,,-15,,6.75,12.53,5.46,6.43,,,5.14,4.82,7.71,22.17,,6.11,35.03,7.71,5.78,15.283951,12.055556,21.314815,0.056444,11.694444,76.195059
