location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13305,2020-01-12,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,9.81,10.99,10.99,8.63,,10.2,11.38,9.03,18.84,6.67,11.38,46.7,6.67,,21.753086,17.648148,26.055556,10.3505,19.166667,85.381623
US_GA_13305,2020-01-13,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,4.98,9.26,9.26,,,6.41,8.54,7.12,24.56,6.41,,40.22,,6.05,20.932099,17.592593,26.092593,0.66675,18.740741,87.484381
US_GA_13305,2020-01-14,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,9.27,7.49,6.06,10.34,4.99,10.7,11.41,9.98,25.67,9.98,6.06,40.29,6.06,7.13,20.5,16.012346,27.117284,0.0,17.240741,81.778433
US_GA_13305,2020-01-15,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,8.14,17.34,11.68,8.85,6.01,8.14,16.98,10.62,20.52,,6.01,41.05,7.43,,20.740741,17.209877,27.691358,0.225778,17.302469,81.092584
US_GA_13305,2020-01-16,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,,9.93,7.72,5.15,6.62,10.3,14.71,11.04,26.85,5.88,10.67,38.62,,6.99,20.271605,16.462963,26.209877,0.0,16.493827,79.052665
US_GA_13305,2020-01-17,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,6.4,11.68,,5.65,5.27,12.81,13.18,7.16,22.22,9.79,12.81,40.68,7.16,5.65,13.975309,9.771605,22.32716,0.0,0.592593,40.599705
US_GA_13305,2020-01-18,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,10.24,13.51,,,,9.83,6.96,9.01,25.39,,10.65,39.72,8.19,,12.641975,7.438272,21.58642,0.0,6.240741,65.219705
US_GA_13305,2020-01-19,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,13.36,8.1,6.88,,,13.36,7.29,,25.09,6.48,8.5,40.48,6.07,10.93,16.759259,9.055556,20.58642,0.084667,11.537037,71.356595
US_GA_13305,2020-01-20,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,,12.95,6.66,,,10.73,12.21,13.32,31.82,6.66,10.73,42.55,9.62,,6.574074,1.993827,11.364198,0.0,-4.296296,46.00512
US_GA_13305,2020-01-21,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,6.31,14.47,6.31,,,18.55,9.64,13.35,32.64,,7.42,44.88,5.93,5.19,2.845679,-0.919753,8.802469,0.0,-6.12963,51.88414
US_GA_13305,2020-01-22,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,8.25,8.97,7.53,7.17,,26.55,12.91,7.53,32.64,6.46,6.1,49.15,9.33,6.1,4.432099,-0.518519,13.092593,0.0,-7.91358,40.680976
US_GA_13305,2020-01-23,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,8.51,12.77,8.16,5.67,4.97,23.06,11.71,13.83,30.86,5.32,10.29,41.5,10.64,4.97,8.148148,2.654321,12.987654,0.0,2.024691,65.848858
US_GA_13305,2020-01-24,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,8.99,10.79,6.12,6.12,5.4,23.75,10.79,7.2,32.74,6.84,10.07,33.82,7.56,6.84,13.845679,7.598765,20.808642,1.4605,12.030864,88.906456
US_GA_13305,2020-01-25,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,8.11,7.7,6.89,,,19.86,,10.54,24.32,7.3,8.11,33.65,10.13,7.3,12.061728,5.598765,17.697531,1.397,6.123457,67.174155
US_GA_13305,2020-01-26,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,8.13,12.2,8.13,,,25.13,8.87,8.87,32.9,5.54,8.5,37.7,7.02,9.24,9.314815,2.67284,17.080247,0.0,1.141975,56.960148
US_GA_13305,2020-01-27,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,6.42,16.41,8.21,5.35,9.28,26.4,10.35,9.99,31.75,7.13,7.85,44.23,6.78,5.71,11.648148,5.407407,16.419753,0.8255,6.592593,71.272607
US_GA_13305,2020-01-28,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,10.27,14.88,5.31,,,19.48,10.62,14.17,39.31,8.15,10.62,40.02,10.98,7.44,11.033333,5.172222,16.933333,0.028222,4.783333,65.64624
US_GA_13305,2020-01-29,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,9.99,12.12,7.49,9.63,,24.96,13.55,13.55,39.59,8.92,6.78,45.29,11.41,9.27,7.641975,2.530864,15.944444,0.0,4.512346,80.755938
US_GA_13305,2020-01-30,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,13.98,10.76,10.04,7.17,,25.45,10.4,13.62,35.49,9.32,8.24,39.44,7.89,,11.234568,5.475309,15.765432,9.525,7.777778,79.390515
US_GA_13305,2020-01-31,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,8.6,12.04,8.26,,,23.05,7.23,12.04,39.92,,11.7,39.57,,,9.777778,7.561728,13.925926,0.381,6.709877,81.28488
US_GA_13305,2020-02-01,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,5.84,10.13,9.35,,,21.43,8.96,8.96,25.72,7.4,8.57,38.19,8.57,6.24,7.697531,6.771605,10.185185,4.0005,6.444444,91.87595
US_GA_13305,2020-02-02,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,,10.44,9.28,,,20.48,8.89,8.12,31.69,5.8,7.73,41.35,7.34,8.12,10.092593,4.783951,17.617284,0.0,3.716049,64.693936
US_GA_13305,2020-02-03,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,7.56,12.6,8.28,7.2,8.28,19.08,13.68,13.68,32.76,8.28,10.8,43.2,10.44,,13.104938,4.283951,23.697531,0.0,4.271605,55.339543
US_GA_13305,2020-02-04,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,5.0,11.78,6.78,5.71,6.07,19.98,15.7,16.41,32.83,5.71,9.99,37.83,6.42,,14.154321,6.024691,22.611111,0.0,9.395062,73.399076
US_GA_13305,2020-02-05,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,12.18,14.61,11.48,6.26,,24.0,12.18,10.44,28.18,8.7,8.7,46.27,6.26,5.91,17.216049,10.308642,25.302469,0.0,12.845679,75.56656
US_GA_13305,2020-02-06,ChIJW7AkHTWl-ogRE2a7VLsP4ck,Q491762,geoId/13305,US,United States of America,GA,Georgia,13305,Wayne County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29797,15191,14606,4047,3951,3684,3917,3821,3943,3358,2074,1002,1028126,31.55,-81.91,649,74.583333,,,,,7.42,13.49,9.11,,6.75,17.88,8.1,11.47,23.95,6.07,,43.18,,,21.493827,16.45679,26.228395,3.894667,17.524691,78.226222
