location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48289,2020-07-24,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,-1,0,126,0,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,4,-34,,21.69,39.63,29.41358,24.722222,34.469136,0.0,,22.645833,66.967359
US_TX_48289,2020-07-25,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,2,1,128,1,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,-1,-10,,27.94,35.93,27.425926,24.753086,33.271605,1.27,,23.319444,78.1692
US_TX_48289,2020-07-26,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,128,1,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,26,-19,13.54,16.55,44.38,26.808642,23.820988,33.012346,6.567714,,23.340278,81.221015
US_TX_48289,2020-07-27,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,128,1,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,8,-35,10.91,28.36,30.55,26.234568,22.944444,33.154321,2.596444,,22.743056,80.882685
US_TX_48289,2020-07-28,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,2,0,130,1,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,1,-31,,18.77,38.3,27.555556,23.62963,33.765432,0.310444,,23.208333,77.081194
US_TX_48289,2020-07-29,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,5,0,135,1,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,8,-29,14.37,23.44,38.56,27.734568,24.04321,34.395062,10.922,,23.027778,75.378233
US_TX_48289,2020-07-30,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,2,0,137,1,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,2,-28,,24.8,30.82,28.944444,24.938272,35.083333,0.197556,,22.881944,69.636493
US_TX_48289,2020-07-31,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,137,1,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,8,-35,,21.88,30.17,28.82716,24.45679,34.246914,0.0,,22.861111,70.381251
US_TX_48289,2020-08-01,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,1,0,138,1,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,2,-16,23.85,18.29,45.32,27.604938,22.080247,33.709877,1.665111,,20.930556,67.051769
US_TX_48289,2020-08-02,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,138,1,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,24,-20,17.36,26.43,43.04,27.561728,22.0,34.444444,0.874889,,20.263889,64.491557
US_TX_48289,2020-08-03,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,138,1,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,7,-33,14.75,22.87,30.25,27.506173,21.080247,35.067901,0.028222,,20.069444,63.626653
US_TX_48289,2020-08-04,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,138,1,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,-1,-29,16.99,22.66,31.86,28.530864,22.518519,35.253086,0.0,,19.826389,59.157844
US_TX_48289,2020-08-05,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,1,138,2,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,3,-27,14.19,24.11,39.01,29.135802,24.135802,35.049383,0.0,,21.083333,61.970856
US_TX_48289,2020-08-06,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,138,2,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,12,-26,14.41,15.14,37.48,29.080247,23.37037,35.814815,0.0,,21.875,65.257633
US_TX_48289,2020-08-07,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,3,0,141,2,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,18,-29,,26.29,33.4,29.882716,24.030864,36.123457,0.0,,21.923611,62.451026
US_TX_48289,2020-08-08,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,2,0,143,2,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,20,,,23.36,37.67,30.135802,24.617284,35.901235,0.0,,21.909722,61.489084
US_TX_48289,2020-08-09,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,143,2,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,26,-24,,21.53,41.58,29.965278,24.666667,36.373016,0.0,,22.333333,63.784068
US_TX_48289,2020-08-10,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,1,0,144,2,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,7,-29,,19.31,30.64,30.574074,25.5,36.783951,0.0,,22.25,61.259015
US_TX_48289,2020-08-11,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,1,1,145,3,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,5,-27,,20.72,29.78,30.561728,25.037037,37.138889,0.0,,22.486111,62.020261
US_TX_48289,2020-08-12,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,145,3,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,-1,-23,10.36,14.02,31.7,30.95679,25.555556,36.993827,0.0,,22.694444,61.474548
US_TX_48289,2020-08-13,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,9,0,154,3,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,11,-23,,17.28,27.41,30.993827,25.506173,37.833333,0.0,,22.590278,60.939586
US_TX_48289,2020-08-14,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,2,0,156,3,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,25,-27,,16.34,19.36,31.135802,25.08642,37.864198,0.0,,21.534722,56.557692
US_TX_48289,2020-08-15,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,2,0,158,3,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,18.3,25.46,35.8,31.574074,25.407407,39.340278,0.0,,21.777778,56.118009
US_TX_48289,2020-08-16,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,158,3,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,35,-20,15.7,19.44,35.89,32.0,24.993827,39.166667,0.0,,21.659722,54.41399
US_TX_48289,2020-08-17,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,158,3,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,13.34,30.17,27.691358,21.574074,36.91358,16.213667,,20.180556,63.217804
US_TX_48289,2020-08-18,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,1,0,159,3,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,11.81,20.81,24.75,28.358025,22.623457,35.444444,1.298222,,19.777778,59.957121
US_TX_48289,2020-08-19,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,159,3,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,13.77,16.06,21.8,27.975309,20.987654,34.314815,0.0,,15.826389,47.720389
US_TX_48289,2020-08-20,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,2,0,161,3,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,10.11,23.2,26.77,27.037037,20.648148,33.882716,0.0,,16.430556,52.409049
US_TX_48289,2020-08-21,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,1,1,162,4,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,10.65,27.8,23.07,27.055556,19.537037,34.450617,0.0,,16.826389,53.296736
US_TX_48289,2020-08-22,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,3,0,165,4,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,27.58,27.58,27.08642,21.617284,34.018519,0.34925,,18.75,60.13254
US_TX_48289,2020-08-23,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,2,0,167,4,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,16.3,25.62,27.37037,21.098765,34.597222,0.112889,,19.576389,62.431366
US_TX_48289,2020-08-24,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,167,4,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,19.83,25.49,28.756944,22.090278,35.347222,0.0,,18.531746,54.053996
US_TX_48289,2020-08-25,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,167,4,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,11.23,16.05,31.02,29.67284,23.598765,36.067901,0.0,,19.590278,54.7122
US_TX_48289,2020-08-26,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,6,0,173,4,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,16.51,24.77,28.407407,24.95679,34.37037,0.381,,22.729167,71.345679
US_TX_48289,2020-08-27,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,5,0,178,4,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,9.09,17.22,20.57,27.37037,23.179012,34.617284,8.273143,,21.583333,70.677315
US_TX_48289,2020-08-28,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,2,0,180,4,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,17.72,27.34,29.82716,24.401235,38.12963,0.0,,22.666667,65.173856
US_TX_48289,2020-08-29,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,6,0,186,4,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,13.98,16.93,37.53,28.802469,23.987654,37.117284,4.346222,,23.027778,71.135151
US_TX_48289,2020-08-30,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,2,0,188,4,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,20.24,42.82,30.58642,25.376543,36.339506,0.0,,22.75,62.970321
US_TX_48289,2020-08-31,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,188,4,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,8.83,19.86,27.58,31.104938,26.845679,37.197531,0.0,,23.798611,65.110349
US_TX_48289,2020-09-01,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,4,1,192,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,13.1,31.67,28.94,31.345679,27.419753,36.530864,0.0,,23.986111,64.802059
US_TX_48289,2020-09-02,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,9,0,201,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,9.85,16.97,30.66,25.549383,22.364198,32.864198,32.185429,,22.569444,83.749391
US_TX_48289,2020-09-03,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,3,0,204,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,14.0,26.93,24.320988,22.154321,26.858025,31.532286,,22.694444,90.260004
US_TX_48289,2020-09-04,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,1,0,205,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,14.33,20.17,24.475309,21.635802,29.240741,34.108571,,22.513889,88.483182
US_TX_48289,2020-09-05,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,205,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,14.12,34.94,24.777778,22.438272,29.938272,9.398,,22.555556,87.18611
US_TX_48289,2020-09-06,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,205,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,18.15,18.9,41.59,26.104938,21.191358,32.962963,4.572,,21.583333,75.989443
US_TX_48289,2020-09-07,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,205,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,22.64,31.14,27.425926,22.179012,33.555556,0.0,,21.659722,70.604964
US_TX_48289,2020-09-08,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,205,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,12.52,19.6,37.57,26.277778,23.320988,31.481481,0.0,,22.583333,79.80099
US_TX_48289,2020-09-09,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,2,0,207,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,22.58,30.29,26.364198,23.58642,31.987654,2.358571,,22.979167,81.608847
US_TX_48289,2020-09-10,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,207,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,8.55,19.38,28.5,20.709877,16.666667,25.592593,16.401143,,19.111111,90.952613
US_TX_48289,2020-09-11,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,2,0,209,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,23,-18,16.74,20.78,21.93,22.277778,18.580247,29.37037,2.963333,,18.75,80.27802
US_TX_48289,2020-09-12,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,1,0,210,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,21,,15.95,23.92,41.46,25.407407,20.679012,32.135802,0.084667,,20.819444,75.720778
US_TX_48289,2020-09-13,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,210,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,49,-27,,18.18,28.79,27.049383,22.450617,32.814815,0.0,,21.715278,72.664438
US_TX_48289,2020-09-14,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,210,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,20,-19,,24.03,38.0,26.12963,22.141975,31.314815,1.128889,,21.777778,77.189369
US_TX_48289,2020-09-15,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,11,0,221,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,-14,,16.0,37.72,26.185185,22.654321,31.530864,0.0,,22.111111,78.265812
US_TX_48289,2020-09-16,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,4,0,225,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,20,-10,,23.77,26.6,26.648148,22.092593,32.123457,0.09525,,21.791667,74.726538
US_TX_48289,2020-09-17,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,1,0,226,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,25,-13,10.14,18.04,29.31,26.024691,22.746914,31.191358,0.0,,21.520833,76.223813
US_TX_48289,2020-09-18,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,1,0,227,5,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,44,-14,9.93,19.31,25.93,24.574074,20.703704,30.055556,0.28575,,19.604167,74.017603
US_TX_48289,2020-09-19,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,2,1,229,6,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,36,-11,,15.38,39.66,22.703704,18.012346,27.530864,0.0,,16.361111,67.421881
US_TX_48289,2020-09-20,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,229,6,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,60,,,14.2,29.11,21.024691,14.975309,28.537037,0.0,,15.125,69.143093
US_TX_48289,2020-09-21,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,1,0,230,6,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,14,-24,10.84,19.76,29.32,22.080247,19.697531,25.123457,3.701143,,18.111111,78.330549
US_TX_48289,2020-09-22,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,3,0,233,6,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,-19,,16.24,43.51,20.67284,19.685185,22.117284,7.329714,,19.888889,95.065836
US_TX_48289,2020-09-23,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,2,0,235,6,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,14,-13,14.29,13.1,25.59,20.567901,19.080247,23.814815,9.724571,,19.0625,90.852765
US_TX_48289,2020-09-24,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,3,0,238,6,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,24,-13,8.77,19.28,30.39,20.41358,18.901235,22.339506,0.127,,17.965278,85.63661
US_TX_48289,2020-09-25,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,238,6,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,34,-20,10.02,18.86,18.27,20.802469,15.851852,27.660494,0.0,,17.013889,79.206271
US_TX_48289,2020-09-26,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,2,0,240,6,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,22,-14,,20.9,33.76,22.203704,17.506173,29.450617,0.0,,18.361111,78.662128
US_TX_48289,2020-09-27,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,240,6,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,53,-18,21.45,27.8,23.04,25.481481,21.623457,31.728395,0.0,,20.8125,75.14818
US_TX_48289,2020-09-28,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,0,0,240,6,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,20,-25,9.87,23.23,25.56,22.592593,16.358025,29.067901,0.471714,,15.076389,62.547123
US_TX_48289,2020-09-29,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,4,0,244,6,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,-21,,14.59,28.59,18.08642,10.098765,26.679012,0.395111,,6.909722,47.961601
US_TX_48289,2020-09-30,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,5,0,249,6,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,26,-18,,10.87,32.04,19.537037,10.919753,29.839506,0.0,,7.805556,46.534885
