location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VT_50015,2020-01-01,ChIJpxExxW3stUwRAYb0piOiwG4,Q505405,geoId/50015,US,United States of America,VT,Vermont,50015,Lamoille County,US,USA,2,,,,,,,25360,12702,12658,2808,3184,3191,3179,3316,3711,3214,1830,927,62012,44.600075,-72.633148,1201,80.642857,,,,,4.22,9.49,7.38,13.28,6.54,3.79,6.75,2.95,15.18,10.54,3.79,,5.06,,4.64,2.95,4.0,2.95,2.95,17.5,3.58,6.96,,,4.85,38.58,3.16,4.22,5.27,,3.58,-0.216049,-1.888889,1.320988,1.735667,55.88,-2.283951,86.147604
US_VT_50015,2020-01-02,ChIJpxExxW3stUwRAYb0piOiwG4,Q505405,geoId/50015,US,United States of America,VT,Vermont,50015,Lamoille County,US,USA,2,,,,,,,25360,12702,12658,2808,3184,3191,3179,3316,3711,3214,1830,927,62012,44.600075,-72.633148,1201,80.642857,,,,,3.77,8.32,5.35,8.72,5.35,4.76,4.76,2.97,13.67,5.95,3.37,5.55,3.96,4.76,5.75,,4.36,,8.72,15.85,7.33,5.15,,,3.96,38.05,,5.15,4.76,,3.17,-0.061111,-2.805556,2.527778,0.362857,45.72,-4.222222,73.7687
US_VT_50015,2020-01-03,ChIJpxExxW3stUwRAYb0piOiwG4,Q505405,geoId/50015,US,United States of America,VT,Vermont,50015,Lamoille County,US,USA,2,,,,,,,25360,12702,12658,2808,3184,3191,3179,3316,3711,3214,1830,927,62012,44.600075,-72.633148,1201,80.642857,,,,,4.17,5.36,4.56,5.95,7.54,6.75,6.75,4.37,10.32,6.95,,4.56,2.98,,4.56,2.98,5.56,4.76,5.16,18.25,5.16,7.14,,,7.34,38.89,6.15,6.75,7.34,,,3.127778,-1.844444,5.372222,0.0,35.56,-0.738889,76.171379
US_VT_50015,2020-01-04,ChIJpxExxW3stUwRAYb0piOiwG4,Q505405,geoId/50015,US,United States of America,VT,Vermont,50015,Lamoille County,US,USA,2,,,,,,,25360,12702,12658,2808,3184,3191,3179,3316,3711,3214,1830,927,62012,44.600075,-72.633148,1201,80.642857,,,,,4.2,5.3,4.86,13.25,7.07,5.52,6.62,3.09,17.22,10.82,5.96,3.09,4.2,5.08,5.08,,5.74,5.3,3.75,20.75,3.97,7.07,,5.08,6.4,35.1,4.42,7.07,5.08,,,1.516667,-0.65,4.838889,0.0,44.45,0.094444,90.42787
US_VT_50015,2020-01-05,ChIJpxExxW3stUwRAYb0piOiwG4,Q505405,geoId/50015,US,United States of America,VT,Vermont,50015,Lamoille County,US,USA,2,,,,,,,25360,12702,12658,2808,3184,3191,3179,3316,3711,3214,1830,927,62012,44.600075,-72.633148,1201,80.642857,,,,,5.66,7.63,5.42,8.86,6.65,5.17,6.89,,14.52,7.38,3.45,5.42,,3.69,,,5.17,4.68,4.18,20.19,7.88,5.42,5.66,3.94,,35.94,3.45,4.18,6.89,,,-3.305556,-7.155556,2.111111,4.995333,69.85,-5.555556,84.554989
US_VT_50015,2020-01-06,ChIJpxExxW3stUwRAYb0piOiwG4,Q505405,geoId/50015,US,United States of America,VT,Vermont,50015,Lamoille County,US,USA,2,,,,,,,25360,12702,12658,2808,3184,3191,3179,3316,3711,3214,1830,927,62012,44.600075,-72.633148,1201,80.642857,,,,,3.31,6.14,6.14,9.69,5.67,4.25,5.91,,11.34,10.39,3.31,6.14,3.78,,4.49,5.67,4.25,7.8,5.67,21.5,4.49,5.67,4.49,5.67,,37.56,,5.67,6.62,,4.25,-7.8,-13.011111,-1.355556,0.169333,69.85,-9.822222,85.459975
US_VT_50015,2020-01-07,ChIJpxExxW3stUwRAYb0piOiwG4,Q505405,geoId/50015,US,United States of America,VT,Vermont,50015,Lamoille County,US,USA,2,,,,,,,25360,12702,12658,2808,3184,3191,3179,3316,3711,3214,1830,927,62012,44.600075,-72.633148,1201,80.642857,,,,,,5.07,,8.21,12.55,7.48,3.86,,13.28,5.79,6.28,7.24,,5.55,3.86,3.62,4.34,6.76,4.83,20.76,6.52,5.55,5.55,4.83,4.83,37.66,4.1,4.1,6.28,3.62,4.59,-3.0,-7.722222,-1.0,1.735667,99.06,-6.216667,78.776055
US_VT_50015,2020-01-08,ChIJpxExxW3stUwRAYb0piOiwG4,Q505405,geoId/50015,US,United States of America,VT,Vermont,50015,Lamoille County,US,USA,2,,,,,,,25360,12702,12658,2808,3184,3191,3179,3316,3711,3214,1830,927,62012,44.600075,-72.633148,1201,80.642857,,,,,5.23,6.23,,7.97,6.97,6.97,7.47,5.48,13.7,10.46,5.23,5.73,5.23,3.98,3.98,4.23,,4.73,3.49,22.41,7.47,3.98,5.48,3.49,5.23,41.09,3.98,6.23,5.23,3.98,,-2.372222,-5.011111,0.383333,1.566333,109.22,-4.944444,82.710542
US_VT_50015,2020-01-09,ChIJpxExxW3stUwRAYb0piOiwG4,Q505405,geoId/50015,US,United States of America,VT,Vermont,50015,Lamoille County,US,USA,2,,,,,,,25360,12702,12658,2808,3184,3191,3179,3316,3711,3214,1830,927,62012,44.600075,-72.633148,1201,80.642857,,,,,3.68,5.4,4.18,8.84,8.6,5.4,5.4,4.42,13.02,7.61,6.14,8.11,,4.67,6.88,4.91,,4.18,7.61,21.37,5.89,5.4,4.67,,5.89,34.63,,6.14,6.39,,,-11.472222,-15.877778,-1.45,1.016,88.9,-16.694444,65.4256
US_VT_50015,2020-01-10,ChIJpxExxW3stUwRAYb0piOiwG4,Q505405,geoId/50015,US,United States of America,VT,Vermont,50015,Lamoille County,US,USA,2,,,,,,,25360,12702,12658,2808,3184,3191,3179,3316,3711,3214,1830,927,62012,44.600075,-72.633148,1201,80.642857,,,,,6.7,6.0,7.16,10.16,9.24,6.24,5.31,,15.24,7.85,4.16,7.62,6.93,4.62,7.85,3.93,,,3.93,18.71,5.77,9.47,3.46,3.46,4.62,33.72,3.69,9.93,5.08,5.54,,-3.472222,-13.438889,2.861111,0.0,83.82,-9.811111,61.98782
