location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IL_17041,2020-01-01,ChIJeeRUXSQpc4gREZQiMnWfEn8,Q110325,geoId/17041,US,United States of America,IL,Illinois,17041,Douglas County,US,USA,2,,,,,,,19629,9738,9891,2630,2736,2285,2383,2219,2591,2351,1422,1012,1801524,39.77,-88.22,1081,79.26,,,,,,8.14,,17.18,,24.87,8.59,33.92,8.14,2.094444,-2.977778,8.827778,0.0,-2.685185,71.296165
US_IL_17041,2020-01-02,ChIJeeRUXSQpc4gREZQiMnWfEn8,Q110325,geoId/17041,US,United States of America,IL,Illinois,17041,Douglas County,US,USA,2,,,,,,,19629,9738,9891,2630,2736,2285,2383,2219,2591,2351,1422,1012,1801524,39.77,-88.22,1081,79.26,,,,,9.8,9.8,,10.23,,18.75,6.39,25.99,,6.033333,1.894444,11.083333,0.0,-0.197531,64.710438
US_IL_17041,2020-01-03,ChIJeeRUXSQpc4gREZQiMnWfEn8,Q110325,geoId/17041,US,United States of America,IL,Illinois,17041,Douglas County,US,USA,2,,,,,,,19629,9738,9891,2630,2736,2285,2383,2219,2591,2351,1422,1012,1801524,39.77,-88.22,1081,79.26,,,,,,,10.23,12.01,11.56,17.79,8.45,31.13,,5.733333,2.666667,8.25,1.23825,4.858025,92.977988
US_IL_17041,2020-01-04,ChIJeeRUXSQpc4gREZQiMnWfEn8,Q110325,geoId/17041,US,United States of America,IL,Illinois,17041,Douglas County,US,USA,2,,,,,,,19629,9738,9891,2630,2736,2285,2383,2219,2591,2351,1422,1012,1801524,39.77,-88.22,1081,79.26,,,,,8.02,8.02,,9.36,,22.28,9.36,36.1,7.58,1.65,-0.027778,4.0,0.211667,-0.469136,85.678869
US_IL_17041,2020-01-05,ChIJeeRUXSQpc4gREZQiMnWfEn8,Q110325,geoId/17041,US,United States of America,IL,Illinois,17041,Douglas County,US,USA,2,,,,,,,19629,9738,9891,2630,2736,2285,2383,2219,2591,2351,1422,1012,1801524,39.77,-88.22,1081,79.26,,,,,7.69,,,7.24,9.95,19.0,6.79,41.61,6.79,1.033333,-4.538889,9.122222,0.1016,-3.339506,72.809706
US_IL_17041,2020-01-06,ChIJeeRUXSQpc4gREZQiMnWfEn8,Q110325,geoId/17041,US,United States of America,IL,Illinois,17041,Douglas County,US,USA,2,,,,,,,19629,9738,9891,2630,2736,2285,2383,2219,2591,2351,1422,1012,1801524,39.77,-88.22,1081,79.26,,,,,7.51,11.46,8.3,12.25,9.09,23.31,,29.23,8.69,1.644444,-4.55,7.311111,0.0,-4.203704,65.512426
US_IL_17041,2020-01-07,ChIJeeRUXSQpc4gREZQiMnWfEn8,Q110325,geoId/17041,US,United States of America,IL,Illinois,17041,Douglas County,US,USA,2,,,,,,,19629,9738,9891,2630,2736,2285,2383,2219,2591,2351,1422,1012,1801524,39.77,-88.22,1081,79.26,,,,,,5.99,6.36,7.11,,23.95,,32.56,,0.844444,-4.405556,7.216667,0.0508,-4.0,70.183353
US_IL_17041,2020-01-08,ChIJeeRUXSQpc4gREZQiMnWfEn8,Q110325,geoId/17041,US,United States of America,IL,Illinois,17041,Douglas County,US,USA,2,,,,,,,19629,9738,9891,2630,2736,2285,2383,2219,2591,2351,1422,1012,1801524,39.77,-88.22,1081,79.26,,,,,,7.5,7.13,9.01,8.63,24.39,,38.65,9.01,-0.738889,-4.472222,3.577778,0.0508,-7.660494,59.566174
US_IL_17041,2020-01-09,ChIJeeRUXSQpc4gREZQiMnWfEn8,Q110325,geoId/17041,US,United States of America,IL,Illinois,17041,Douglas County,US,USA,2,,,,,,,19629,9738,9891,2630,2736,2285,2383,2219,2591,2351,1422,1012,1801524,39.77,-88.22,1081,79.26,,,,,,6.29,6.29,8.89,11.48,25.18,6.67,25.55,,3.6,-2.783333,11.661111,0.0508,-4.54321,55.627111
US_IL_17041,2020-01-10,ChIJeeRUXSQpc4gREZQiMnWfEn8,Q110325,geoId/17041,US,United States of America,IL,Illinois,17041,Douglas County,US,USA,2,,,,,,,19629,9738,9891,2630,2736,2285,2383,2219,2591,2351,1422,1012,1801524,39.77,-88.22,1081,79.26,,,,,,9.39,8.3,11.55,6.86,16.25,5.42,28.88,5.78,10.45,6.672222,14.144444,15.748,8.666667,88.638915
