location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_transit_stations,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NV_32027,2020-01-01,ChIJDYH5waDqoYARpuD7AQL94ug,Q484342,geoId/32027,US,United States of America,NV,Nevada,32027,Pershing County,US,USA,2,,,,,,,6469,4157,2312,549,628,877,931,1019,1014,734,545,172,166459,40.45,-118.4,15715,79.6,,,3.805556,-1.488889,10.983333,0.112889,,-1.074074,69.842238
US_NV_32027,2020-01-02,ChIJDYH5waDqoYARpuD7AQL94ug,Q484342,geoId/32027,US,United States of America,NV,Nevada,32027,Pershing County,US,USA,2,,,,,,,6469,4157,2312,549,628,877,931,1019,1014,734,545,172,166459,40.45,-118.4,15715,79.6,,,3.083333,-3.1,9.694444,0.1524,,-3.290123,61.435748
US_NV_32027,2020-01-03,ChIJDYH5waDqoYARpuD7AQL94ug,Q484342,geoId/32027,US,United States of America,NV,Nevada,32027,Pershing County,US,USA,2,,,,,,,6469,4157,2312,549,628,877,931,1019,1014,734,545,172,166459,40.45,-118.4,15715,79.6,,,2.088889,-2.894444,10.833333,0.0,,-3.537037,66.397257
US_NV_32027,2020-01-04,ChIJDYH5waDqoYARpuD7AQL94ug,Q484342,geoId/32027,US,United States of America,NV,Nevada,32027,Pershing County,US,USA,2,,,,,,,6469,4157,2312,549,628,877,931,1019,1014,734,545,172,166459,40.45,-118.4,15715,79.6,,,4.866667,-2.577778,11.488889,0.0,,-4.098765,52.609619
US_NV_32027,2020-01-05,ChIJDYH5waDqoYARpuD7AQL94ug,Q484342,geoId/32027,US,United States of America,NV,Nevada,32027,Pershing County,US,USA,2,,,,,,,6469,4157,2312,549,628,877,931,1019,1014,734,545,172,166459,40.45,-118.4,15715,79.6,,,1.522222,-4.2,9.766667,0.0,,-4.679012,61.472825
US_NV_32027,2020-01-06,ChIJDYH5waDqoYARpuD7AQL94ug,Q484342,geoId/32027,US,United States of America,NV,Nevada,32027,Pershing County,US,USA,2,,,,,,,6469,4157,2312,549,628,877,931,1019,1014,734,545,172,166459,40.45,-118.4,15715,79.6,,,-0.772222,-7.566667,8.722222,0.0508,,-7.259259,60.467363
US_NV_32027,2020-01-07,ChIJDYH5waDqoYARpuD7AQL94ug,Q484342,geoId/32027,US,United States of America,NV,Nevada,32027,Pershing County,US,USA,2,,,,,,,6469,4157,2312,549,628,877,931,1019,1014,734,545,172,166459,40.45,-118.4,15715,79.6,,,0.211111,-7.216667,11.227778,0.0,,-6.530864,61.655687
US_NV_32027,2020-01-08,ChIJDYH5waDqoYARpuD7AQL94ug,Q484342,geoId/32027,US,United States of America,NV,Nevada,32027,Pershing County,US,USA,2,,,,,,,6469,4157,2312,549,628,877,931,1019,1014,734,545,172,166459,40.45,-118.4,15715,79.6,,,2.177778,-5.116667,10.35,0.0,,-5.833333,54.010576
US_NV_32027,2020-01-09,ChIJDYH5waDqoYARpuD7AQL94ug,Q484342,geoId/32027,US,United States of America,NV,Nevada,32027,Pershing County,US,USA,2,,,,,,,6469,4157,2312,549,628,877,931,1019,1014,734,545,172,166459,40.45,-118.4,15715,79.6,,,1.027778,-3.361111,5.244444,0.846667,,-4.901235,62.265876
US_NV_32027,2020-01-10,ChIJDYH5waDqoYARpuD7AQL94ug,Q484342,geoId/32027,US,United States of America,NV,Nevada,32027,Pershing County,US,USA,2,,,,,,,6469,4157,2312,549,628,877,931,1019,1014,734,545,172,166459,40.45,-118.4,15715,79.6,,,-4.583333,-11.544444,5.611111,1.2192,,-9.154321,69.229202
