location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OK_40015,2020-01-01,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,8.83,17.66,9.93,25.39,,,33.11,8.83,34.21,,4.855556,-1.05,12.772222,0.0,,-2.177778,60.514119
US_OK_40015,2020-01-02,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,11.93,14.1,9.22,22.24,8.68,8.68,32.55,,47.2,,8.738889,2.216667,14.188889,0.0,,4.0,72.349403
US_OK_40015,2020-01-03,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,13.56,,26.07,,9.39,35.98,,38.59,8.34,7.444444,2.955556,13.333333,0.0,,1.633333,66.951961
US_OK_40015,2020-01-04,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,9.25,10.88,9.25,22.84,,14.69,35.9,9.25,39.16,,4.183333,-1.955556,12.066667,0.0,,-2.566667,61.617923
US_OK_40015,2020-01-05,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,10.23,9.15,8.08,26.92,9.69,,26.92,9.69,44.69,,7.138889,-0.544444,15.183333,0.0,,-1.077778,55.990738
US_OK_40015,2020-01-06,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,9.86,7.98,15.97,8.92,9.39,35.7,12.68,38.98,8.92,4.372222,-2.794444,13.983333,0.0,,-3.238889,58.149235
US_OK_40015,2020-01-07,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,7.36,14.31,11.04,15.12,13.08,8.58,28.2,7.77,35.15,,4.816667,-3.905556,16.505556,0.0,,-6.227778,44.799784
US_OK_40015,2020-01-08,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,6.72,9.49,6.32,17.79,11.86,7.11,29.25,,34.78,11.07,7.083333,-1.222222,17.077778,0.0,,-4.516667,43.658455
US_OK_40015,2020-01-09,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,11.32,6.07,14.56,10.11,7.28,29.92,6.07,31.14,14.15,14.105556,10.288889,20.522222,0.0,,6.588889,60.740357
US_OK_40015,2020-01-10,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,6.89,,,16.84,9.19,11.48,17.22,8.42,36.74,,13.433333,3.055556,20.555556,2.582333,,11.433333,87.77294
US_OK_40015,2020-01-11,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,10.85,9.22,15.18,10.85,,22.77,10.85,43.38,19.52,-1.094444,-5.261111,4.016667,0.3175,,-6.005556,69.569228
US_OK_40015,2020-01-12,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,9.52,15.68,9.52,16.8,,11.76,21.28,,39.2,14.0,2.916667,-3.016667,14.672222,0.0,,-2.588889,67.242163
US_OK_40015,2020-01-13,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,8.04,14.87,15.28,11.66,9.65,25.32,6.03,29.75,9.24,6.094444,-0.238889,14.744444,0.0,,3.427778,83.354617
US_OK_40015,2020-01-14,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,10.1,5.83,6.6,15.93,12.43,9.32,27.19,7.38,34.19,,10.55,5.161111,18.272222,0.0,,8.516667,87.390316
US_OK_40015,2020-01-15,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,9.03,5.5,11.38,15.31,8.24,25.52,,27.88,,10.027778,5.561111,14.583333,0.0,,7.077778,82.099037
US_OK_40015,2020-01-16,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,6.05,10.21,6.05,13.61,6.05,6.8,31.75,,34.78,,2.055556,-1.722222,9.388889,0.9144,,-3.011111,69.212526
US_OK_40015,2020-01-17,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,8.01,6.87,11.44,11.06,6.48,25.55,5.72,29.75,7.63,2.294444,-0.561111,6.25,20.574,,1.788889,96.477135
US_OK_40015,2020-01-18,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,11.58,11.58,,12.69,8.27,,21.51,,36.95,8.82,6.138889,1.783333,9.216667,4.15925,,0.527778,67.383005
US_OK_40015,2020-01-19,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,9.85,10.39,14.77,12.03,,26.8,12.03,34.46,10.94,1.933333,-4.294444,10.322222,0.0,,-5.261111,59.111019
US_OK_40015,2020-01-20,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,,,14.95,15.5,17.72,28.24,,40.42,8.3,2.372222,-4.916667,12.472222,0.0,,-3.872222,63.494463
US_OK_40015,2020-01-21,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,7.05,9.41,5.88,16.85,7.84,,30.57,9.02,40.76,10.58,1.344444,-3.483333,9.094444,0.0,,-3.45,70.496675
US_OK_40015,2020-01-22,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,5.76,,13.68,12.24,5.04,18.72,5.04,35.65,5.4,3.983333,1.872222,5.772222,4.680857,,2.755556,91.729196
US_OK_40015,2020-01-23,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,8.73,8.35,10.63,14.43,9.49,7.21,20.5,,33.41,6.07,6.377778,2.35,13.15,0.225778,,2.9,78.520741
US_OK_40015,2020-01-24,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,6.67,7.42,5.19,18.54,8.53,5.93,32.62,6.67,35.59,5.93,4.611111,-0.944444,12.5,0.0,,-1.516667,64.776906
US_OK_40015,2020-01-25,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,11.06,15.14,,33.77,8.73,,50.66,8.73,43.09,,5.905556,-0.227778,17.133333,0.0,,0.661111,69.176131
US_OK_40015,2020-01-26,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,10.47,9.42,8.9,25.12,,,36.64,,36.12,,8.705556,1.0,17.105556,0.0,,3.45,69.661689
US_OK_40015,2020-01-27,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,6.98,7.75,38.76,14.73,5.81,53.1,6.2,32.17,8.53,8.338889,-0.05,19.216667,0.0,,2.727778,67.863709
US_OK_40015,2020-01-28,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,5.09,5.46,,27.29,8.73,,43.3,7.28,31.29,,6.616667,1.35,14.65,6.422571,,4.961111,89.209706
US_OK_40015,2020-01-29,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,8.81,10.35,8.81,31.42,11.88,5.75,41.0,6.13,28.74,8.81,1.555556,0.316667,4.066667,11.865429,,0.177778,90.667916
US_OK_40015,2020-01-30,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,8.0,,6.47,31.99,14.09,8.76,35.42,5.33,29.33,6.47,2.333333,0.855556,3.788889,0.0,,-0.366667,82.443005
US_OK_40015,2020-01-31,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,,6.44,33.03,10.88,7.25,31.82,,35.85,,3.838889,-1.188889,11.166667,0.0,,-0.75,72.185904
US_OK_40015,2020-02-01,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,14.82,11.97,25.08,,10.26,42.75,,28.5,11.97,5.194444,-2.794444,19.05,0.0,,-3.355556,54.227339
US_OK_40015,2020-02-02,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,11.33,,25.36,,,33.46,,41.02,8.63,11.772222,1.877778,24.016667,0.0,,0.494444,46.107063
US_OK_40015,2020-02-03,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,7.93,8.32,21.01,12.29,7.14,30.92,7.93,32.9,,13.344444,5.494444,19.372222,0.0,,0.911111,42.847874
US_OK_40015,2020-02-04,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,6.04,7.55,,20.39,9.82,8.31,23.03,,27.57,7.17,1.827778,-0.511111,7.455556,0.0,,-0.472222,84.850667
US_OK_40015,2020-02-05,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,7.37,7.86,,19.65,8.35,,29.47,,32.42,8.35,-1.661111,-3.238889,0.661111,4.1148,88.9,-4.611111,80.412173
US_OK_40015,2020-02-06,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,6.89,8.19,9.05,20.68,9.91,7.32,29.3,7.32,35.33,7.32,-3.044444,-9.533333,5.777778,0.225778,54.61,-7.194444,73.286299
US_OK_40015,2020-02-07,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,13.37,6.92,19.83,,10.14,24.9,6.92,44.27,,3.288889,-3.372222,10.977778,0.0,40.64,-2.583333,65.534637
US_OK_40015,2020-02-08,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,10.25,9.68,,24.48,,9.68,29.04,,36.44,,6.105556,-1.183333,14.938889,0.0,30.48,-0.883333,60.963918
US_OK_40015,2020-02-09,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,9.92,10.47,22.04,12.67,,34.16,9.37,32.51,,12.922222,7.777778,19.283333,0.0,,6.472222,64.91117
US_OK_40015,2020-02-10,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,6.46,9.12,10.26,18.24,11.4,,28.13,,31.93,5.7,2.588889,-0.277778,10.338889,0.870857,,-2.288889,70.297909
US_OK_40015,2020-02-11,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,6.97,5.81,13.55,10.07,8.52,18.97,,29.04,,2.861111,1.038889,5.988889,1.27,,-0.144444,80.716705
US_OK_40015,2020-02-12,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,7.71,13.49,11.95,12.72,6.55,9.25,24.68,6.94,38.55,5.4,3.772222,1.755556,6.711111,3.483429,,0.488889,79.17166
US_OK_40015,2020-02-13,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,9.29,,18.96,11.22,5.8,22.06,6.96,34.44,,-0.711111,-6.372222,5.35,1.524,,-6.511111,64.907531
US_OK_40015,2020-02-14,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,,,,,,,7.15,7.15,13.88,7.99,6.31,25.23,6.73,34.48,,-1.794444,-6.116667,7.494444,0.0,,-9.938889,53.823463
US_OK_40015,2020-02-15,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,5,3,5,4,,,8.98,,16.84,,,21.89,,35.36,10.1,6.8,2.366667,14.961111,0.0,,0.927778,66.238785
US_OK_40015,2020-02-16,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,-5,4,4,1,,11.93,,8.13,23.85,9.22,,28.19,13.01,36.32,,6.744444,0.361111,16.005556,0.0,,3.538889,80.124574
US_OK_40015,2020-02-17,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,-12,-6,7,-23,,9.09,11.16,6.2,21.49,11.16,10.75,24.8,11.99,36.37,8.27,9.25,3.038889,16.194444,0.0,,7.505556,88.911907
US_OK_40015,2020-02-18,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,-3,-10,-3,-1,,,8.86,7.75,19.2,10.71,7.75,26.22,,31.76,,7.694444,3.555556,13.505556,0.0,,0.983333,62.636852
US_OK_40015,2020-02-19,ChIJIeigxfS2rYcRGuTgfmmOaZI,Q491590,geoId/40015,US,United States of America,OK,Oklahoma,40015,Caddo County,US,USA,2,,,,,,,29356,15438,13918,4098,3976,3845,3764,3369,3744,3192,2152,1216,1822194,35.18,-98.38,3342,79.7125,4,1,-9,-2,,6.01,9.38,6.01,16.89,,9.38,18.77,5.26,30.03,7.51,4.372222,-1.477778,13.216667,0.0,,-3.483333,56.826074
