location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SD_46093,2020-10-19,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,3,0,795,9,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-11,6,,7.08,9.18,8.13,4.99,4.99,7.87,,8.4,7.08,4.2,4.2,,4.2,15.74,4.46,4.2,4.99,3.67,31.75,,,3.94,4.72,-1.580247,-5.944444,1.388889,0.98425,,-3.047619,89.148312
US_SD_46093,2020-10-20,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,15,0,810,9,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-14,6,4.06,6.49,10.01,12.18,4.6,6.22,11.09,4.87,3.79,5.68,,6.49,3.79,4.6,20.83,6.22,4.87,6.22,,35.17,,,4.33,,2.45679,-1.901235,7.41358,1.580444,,0.333333,83.967146
US_SD_46093,2020-10-21,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,16,0,826,9,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-1,,-14,6,4.49,8.45,8.71,9.51,6.34,6.07,7.39,5.55,6.34,7.13,7.39,4.23,3.7,6.07,20.6,6.07,5.02,,,29.84,,5.28,,6.07,-0.32716,-2.351852,5.117284,2.116667,,-1.674603,88.812599
US_SD_46093,2020-10-22,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,21,0,847,9,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-14,,-14,9,,5.86,9.86,6.13,,3.73,10.92,4.26,,5.59,4.8,,,,17.05,4.26,,,,32.5,,4.26,3.73,,-2.604938,-4.351852,0.055556,4.826,,-3.730159,90.429515
US_SD_46093,2020-10-23,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,7,0,854,9,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-7,,-13,8,4.51,7.43,7.7,8.49,6.1,7.96,5.04,4.51,,8.76,,,3.72,3.72,11.94,5.84,3.98,5.04,,34.24,3.98,4.25,3.98,,-7.561728,-13.080247,-2.851852,2.483556,,-9.436508,81.75347
US_SD_46093,2020-10-24,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,31,1,885,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-30,,-17,,4.51,6.63,6.63,3.71,5.3,,7.69,,,5.83,4.24,,,4.24,15.11,4.51,,,5.3,25.98,,,5.3,,-6.567901,-10.333333,-5.098765,3.65125,,-8.039683,86.882605
US_SD_46093,2020-10-25,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,15,0,900,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-26,,3.66,8.88,7.58,3.92,4.7,3.66,6.53,4.18,4.96,5.75,,,,6.53,17.5,7.31,,,3.66,30.04,5.75,4.7,6.01,,-10.537037,-13.314815,-6.283951,6.914444,129.54,-12.81746,79.03671
US_SD_46093,2020-10-26,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,6,0,906,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-12,7,6.31,6.04,11.56,7.36,4.99,6.57,11.3,4.73,,6.57,4.47,5.78,4.47,8.15,20.5,5.78,6.57,3.68,4.47,36.53,,7.09,4.47,4.99,-13.203704,-20.234568,-6.432099,0.395111,149.86,-17.507937,68.963837
US_SD_46093,2020-10-27,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,10,0,916,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-13,7,4.86,5.4,6.75,5.13,4.59,6.75,10.25,,6.75,8.9,4.59,,,9.17,22.39,6.21,6.47,,,35.07,,5.67,7.55,,-6.179012,-15.216049,4.623457,3.386667,78.74,-13.365079,59.032527
US_SD_46093,2020-10-28,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,28,0,944,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-6,,-12,5,,7.5,8.31,6.97,,6.7,10.99,4.02,6.7,5.63,6.97,7.77,4.56,8.57,19.03,4.02,4.29,4.29,4.02,33.5,,5.09,4.02,3.75,3.685185,0.54321,6.401235,0.0,30.48,-2.31746,64.180891
US_SD_46093,2020-10-29,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,18,0,962,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-1,,-12,5,5.93,7.55,9.17,7.55,6.47,5.93,6.2,,4.58,6.2,5.39,7.82,5.12,4.31,19.41,4.58,7.01,6.74,3.77,40.71,,7.28,4.04,,4.154321,-0.740741,11.759259,0.0,,-0.222222,73.415827
US_SD_46093,2020-10-30,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,33,0,995,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,9,,-17,4,8.35,,7.79,5.29,,6.4,9.18,4.45,,6.4,5.01,,,5.84,20.04,,5.29,,,30.06,,4.45,4.45,,7.074074,0.0,15.882716,0.0,,0.0,61.120549
US_SD_46093,2020-10-31,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,20,0,1015,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-11,,,8.49,5.94,6.79,,4.81,10.47,6.22,,4.81,3.96,6.51,,4.81,11.6,,,4.24,,24.61,,,4.53,,8.765432,1.598765,16.111111,0.0,,-2.738095,43.062837
US_SD_46093,2020-11-01,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,25,0,1040,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-15,,,7.68,11.65,17.21,3.71,,10.59,3.71,12.97,3.71,4.24,,,3.71,17.21,4.5,6.36,,,29.12,,,6.36,,3.006173,-5.506173,14.506173,0.0,,-6.944444,46.699034
US_SD_46093,2020-11-02,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,12,0,1052,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-9,4,5.37,8.6,10.21,11.82,4.03,6.98,12.36,6.18,7.52,4.3,,5.1,5.64,5.64,16.38,5.91,5.37,,,33.57,6.45,6.45,4.83,4.3,10.561728,0.537037,22.680556,2.257778,,-2.611111,38.943719
US_SD_46093,2020-11-03,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,24,0,1076,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-14,3,4.92,4.43,9.36,10.1,,,7.63,3.69,5.42,7.88,,5.66,5.66,5.17,20.44,4.92,5.91,5.42,5.17,30.54,,3.69,4.68,,13.290123,3.679012,24.012346,0.0,,-2.912698,32.42341
US_SD_46093,2020-11-04,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,14,0,1090,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-3,,-12,6,,5.93,7.82,5.45,,,11.38,,4.98,7.82,5.21,4.27,4.27,4.27,18.49,4.03,4.27,,4.5,29.16,,6.64,4.74,,12.438272,4.006173,22.840278,0.0,,-4.079365,31.214583
US_SD_46093,2020-11-05,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,37,0,1127,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-2,,-12,5,,6.21,7.69,8.44,4.22,6.21,8.44,4.22,,7.45,4.47,,3.48,6.21,15.14,5.21,4.72,4.72,,32.51,5.21,,4.72,,12.635802,3.901235,24.314815,0.0,,-2.253968,34.838659
US_SD_46093,2020-11-06,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,22,0,1149,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-3,,-13,5,5.7,8.17,8.67,12.13,4.46,3.71,9.66,,7.18,3.71,4.71,,,5.2,20.06,5.7,4.95,,4.71,29.96,,3.71,,3.71,13.932099,5.907407,22.388889,0.0,,-2.015873,32.189596
US_SD_46093,2020-11-07,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,27,0,1176,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-5,,,6.82,6.25,5.97,,6.54,5.69,6.82,4.55,6.54,,6.82,4.83,6.54,17.63,5.12,6.54,,,32.98,,,,,9.722222,2.944444,20.62963,0.0,,0.920635,55.5921
US_SD_46093,2020-11-08,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,36,0,1212,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-14,,,7.22,6.15,8.82,5.08,4.01,9.09,4.01,4.54,5.61,5.61,8.02,4.28,4.28,12.29,,4.01,,5.88,34.75,,,4.01,,8.901235,-0.839506,17.475309,0.0,,1.730159,58.714702
US_SD_46093,2020-11-09,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,14,0,1226,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-11,8,3.7,4.19,8.63,6.9,4.44,9.12,8.14,4.19,4.44,6.16,4.68,5.18,,7.64,22.19,4.93,5.92,4.93,3.94,34.77,4.44,4.19,4.44,,-4.450617,-7.598765,-0.512346,1.0795,,-9.825397,62.22274
US_SD_46093,2020-11-10,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,18,0,1244,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-9,,-16,8,4.26,4.79,7.45,6.12,3.73,4.79,9.58,5.59,5.32,6.12,6.12,7.45,5.85,5.32,21.55,5.59,4.26,,3.73,31.93,,,4.79,,-4.166667,-10.216049,4.493827,0.028222,,-10.428571,60.063245
US_SD_46093,2020-11-11,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,27,0,1271,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-17,,-32,11,,4.81,7.75,5.08,,4.54,10.16,6.15,,6.68,5.35,3.74,,7.75,16.31,4.01,4.54,,4.28,29.67,,,5.88,,-0.098765,-8.734568,5.518519,0.0,,-8.801587,49.319549
US_SD_46093,2020-11-12,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,44,0,1315,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-13,,-18,9,4.5,6.36,7.15,6.62,5.29,6.09,8.47,4.24,,5.83,4.5,6.88,,7.94,21.18,,5.29,3.71,,31.51,3.97,4.24,4.77,4.5,-5.888889,-12.635802,4.296296,1.128889,,-10.277778,67.639047
US_SD_46093,2020-11-13,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,31,0,1346,10,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-8,,-13,7,,6.34,7.72,7.72,4.41,,6.34,9.92,6.07,4.13,6.34,5.24,4.69,,21.5,4.69,,5.79,,30.6,,4.69,,,-1.882716,-11.339506,10.41358,0.084667,,-11.619048,47.583788
US_SD_46093,2020-11-14,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,33,1,1379,11,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-18,,-15,,,4.75,8.67,6.15,,,10.06,4.75,6.15,6.99,,7.27,,,21.25,,6.15,5.59,4.75,30.47,,,,4.75,3.87037,-2.734568,9.759259,0.0,,-6.166667,46.056279
US_SD_46093,2020-11-15,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,40,0,1419,11,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-15,,5.39,9.7,6.2,5.93,3.77,,11.04,5.66,6.47,4.58,7.0,,,3.77,17.78,,6.2,,4.85,31.52,4.58,5.93,6.74,4.58,-0.024691,-5.87037,7.864198,1.17475,,-9.150794,47.884232
US_SD_46093,2020-11-16,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,22,0,1441,11,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-14,8,4.42,6.23,9.35,6.75,4.42,4.93,11.43,5.19,3.64,6.75,6.75,5.97,,,24.67,5.19,,4.42,4.67,37.14,,5.97,,3.64,3.475309,-4.08642,9.82716,0.0,,-7.730159,42.590038
US_SD_46093,2020-11-17,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,24,0,1465,11,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-4,,-18,7,4.85,7.51,8.97,8.73,5.09,4.61,9.94,3.64,4.12,8.97,,7.27,5.82,6.54,21.58,,7.03,5.58,,29.09,4.85,3.64,4.12,3.64,4.765432,-2.530864,14.950617,0.0,,-4.833333,50.547906
US_SD_46093,2020-11-18,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,39,0,1504,11,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-4,,-18,7,,4.78,8.13,8.61,3.59,5.02,12.2,,4.78,5.74,4.3,4.07,,6.93,18.41,3.83,7.17,4.54,4.07,29.41,,5.98,5.02,,12.450617,3.820988,20.17284,0.0,,-3.912698,31.749262
US_SD_46093,2020-11-19,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,12,1,1516,12,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-4,,-18,8,4.07,6.88,8.4,6.88,6.88,4.84,8.4,6.11,5.09,7.89,3.82,3.82,,6.11,18.84,5.6,,,6.11,29.03,,5.6,5.6,,7.744444,0.416667,17.538889,0.0,,-1.868056,49.171204
US_SD_46093,2020-11-20,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,25,0,1541,12,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-4,,-17,7,,9.16,4.58,8.35,4.04,6.47,12.66,4.31,4.31,4.85,5.39,4.31,4.31,5.12,18.86,4.58,5.39,5.93,5.39,32.33,,,6.74,5.93,0.966667,-4.144444,8.794444,2.342444,,-5.645833,59.434306
US_SD_46093,2020-11-21,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,12,0,1553,12,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-11,,,4.87,11.73,7.73,4.29,7.15,8.59,,4.87,4.29,4.58,,,8.3,18.6,4.29,4.29,,4.87,35.48,,4.29,,,-0.961111,-7.388889,7.933333,0.0,,-8.229167,58.078356
US_SD_46093,2020-11-22,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,17,1,1570,13,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-8,,,6.84,7.66,6.84,,4.38,10.4,,4.38,4.93,6.02,6.29,5.47,7.12,19.98,,6.57,,4.65,32.02,,,4.65,,-0.138889,-7.022222,7.222222,0.0,,-9.680556,47.091896
US_SD_46093,2020-11-23,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,19,0,1589,13,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-20,8,,5.98,9.51,7.34,4.08,4.89,8.97,4.62,4.89,4.62,5.98,5.98,,8.15,22.28,,3.8,,,28.26,4.35,4.89,4.08,4.89,0.094444,-6.205556,8.0,0.0,,-10.916667,43.96515
US_SD_46093,2020-11-24,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,28,0,1617,13,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-5,,-25,9,,6.27,6.53,6.01,7.84,4.7,8.36,4.7,4.96,7.05,4.44,4.18,,7.05,22.73,6.27,6.79,,4.18,35.02,,8.36,6.01,4.7,-0.366667,-6.266667,7.2,0.0,,-10.152778,45.844205
US_SD_46093,2020-11-25,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,33,0,1650,13,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-1,,-31,8,,7.7,6.63,7.7,5.31,5.84,10.09,3.72,,6.1,,5.31,4.78,3.98,21.76,,7.96,5.04,,23.89,,3.98,4.25,5.57,-0.466667,-7.588889,10.255556,2.032,,-9.611111,50.18774
US_SD_46093,2020-11-26,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,0,0,1650,13,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-85,26,,4.88,7.32,5.96,,,11.12,,4.88,,,,,5.15,16.0,4.07,4.34,,,30.91,,5.15,,,0.733333,-5.8,7.627778,0.112889,,-5.465278,61.469059
US_SD_46093,2020-11-27,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,48,0,1698,13,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-21,,-57,17,5.35,6.15,9.1,6.96,,,7.22,,4.55,5.62,,4.01,,4.01,17.39,5.62,5.08,4.28,3.75,30.5,,,,,0.011111,-6.138889,9.644444,0.0,,-9.916667,46.04158
US_SD_46093,2020-11-28,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,17,0,1715,13,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-17,,5.9,8.72,5.62,7.03,,6.18,9.56,,3.94,5.9,,5.34,,,19.4,,5.62,,,31.49,,7.31,6.47,,5.255556,-4.333333,16.277778,0.0,,-11.027778,30.037968
US_SD_46093,2020-11-29,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,22,0,1737,13,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-15,,4.69,5.99,8.6,10.94,,,10.94,4.17,4.17,7.82,,,,7.29,17.71,,7.29,,,33.34,4.43,4.17,4.43,3.91,-0.605556,-7.65,9.172222,0.0,,-11.861111,41.570125
US_SD_46093,2020-11-30,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,16,0,1753,13,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-11,7,,6.46,8.53,9.31,5.69,7.24,8.79,5.95,,8.53,3.62,6.21,3.88,3.62,16.03,,5.69,7.76,4.14,37.75,4.14,3.62,4.91,5.43,-0.622222,-9.177778,12.923611,0.0,,-14.368056,35.916789
US_SD_46093,2020-12-01,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,10,0,1763,13,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-12,,-14,9,4.21,9.21,10.0,6.58,6.84,3.68,5.0,,3.95,7.89,,,6.05,7.63,21.04,,4.47,5.0,,30.25,,,7.37,5.26,1.544444,-6.527778,8.411111,0.0,,-9.305556,43.197999
US_SD_46093,2020-12-02,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,46,0,1809,13,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-6,,-14,7,4.04,9.69,6.19,6.73,,6.73,6.46,6.19,,7.8,,,3.77,8.07,20.72,5.38,5.65,,5.38,32.83,,6.73,4.31,,-1.788889,-6.261111,3.933333,0.1778,,-7.798611,60.77953
US_SD_46093,2020-12-03,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,23,1,1832,14,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-2,,-12,6,4.65,6.01,7.38,9.84,4.1,4.1,9.29,4.37,4.1,9.02,,4.1,,4.65,19.13,8.47,4.65,,3.83,28.43,,5.74,4.37,,-1.655556,-8.611111,9.866667,0.0,,-11.611111,45.396117
US_SD_46093,2020-12-04,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,21,0,1853,14,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,10,,-11,4,,5.92,7.81,4.85,6.46,8.62,8.89,4.85,7.0,6.46,,4.31,,4.85,19.93,4.85,5.92,,,29.62,,5.92,,,3.905556,-5.055556,13.777778,0.0,,-7.965278,40.301254
US_SD_46093,2020-12-05,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,27,1,1880,15,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-8,,5.99,5.99,6.84,5.99,,5.99,10.84,5.7,5.13,8.55,3.99,5.7,4.56,5.42,20.82,,,4.85,5.42,31.94,5.99,5.99,4.85,,4.094444,-3.905556,13.688889,0.0,,-7.645833,40.775514
US_SD_46093,2020-12-06,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,17,1,1897,16,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,-10,,4.41,6.89,9.92,7.71,5.78,6.06,7.44,,3.86,5.51,4.68,,5.51,4.41,15.98,,6.61,,4.96,31.95,,5.51,6.06,,2.905556,-4.677778,14.905556,0.0,,-8.840278,41.877551
