location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SD_46093,2020-01-01,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,8.14,10.96,7.52,7.52,8.46,5.95,12.22,8.77,4.7,6.58,,5.01,4.7,,23.49,6.26,,,4.39,41.98,5.01,5.01,5.64,,1.588889,-5.638889,6.927778,0.0,,-6.090278,56.789182
US_SD_46093,2020-01-02,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,6.56,14.06,7.19,5.94,6.56,6.87,15.31,6.25,5.0,5.62,7.19,5.62,6.25,6.56,26.25,8.12,,5.62,5.31,36.25,4.69,5.31,8.44,6.56,1.45,-2.661111,6.205556,0.8255,,-1.548611,78.147402
US_SD_46093,2020-01-03,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,9.47,9.47,10.1,4.73,6.94,12.62,6.94,,9.15,,,4.42,6.94,27.14,,7.57,,9.47,34.4,5.37,8.84,6.0,,-1.65,-6.15,3.633333,1.23825,,-6.868056,65.262858
US_SD_46093,2020-01-04,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,12.59,9.76,5.98,,8.5,14.8,9.44,5.67,8.81,7.87,,6.61,,20.78,5.35,4.72,,6.93,30.22,5.67,4.41,7.24,,1.166667,-5.416667,9.444444,0.0,,-5.409722,61.563529
US_SD_46093,2020-01-05,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,5.36,5.36,7.45,7.45,4.17,4.77,15.79,8.94,,5.96,6.56,4.77,4.17,4.17,19.07,5.07,7.15,4.77,6.26,41.13,,5.66,6.56,,1.566667,-5.038889,8.883333,0.0,,-8.444444,46.368652
US_SD_46093,2020-01-06,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,7.05,10.73,8.28,5.82,7.66,14.1,6.13,6.44,6.74,,,9.81,4.6,34.94,,6.74,7.66,7.05,38.0,4.6,8.28,,6.44,-2.188889,-6.827778,3.061111,0.0,,-9.875,54.179282
US_SD_46093,2020-01-07,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,4.68,5.85,10.82,5.85,5.56,7.31,19.89,9.36,5.56,10.53,4.09,6.44,,7.61,35.4,7.61,7.02,,11.12,38.91,,9.36,5.27,5.27,-1.694444,-6.522222,3.916667,0.0,,-7.701389,63.394877
US_SD_46093,2020-01-08,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,5.79,6.37,12.16,,6.95,12.16,6.95,8.11,5.5,6.37,5.21,4.05,5.79,35.9,8.11,6.08,,4.92,35.32,5.79,12.45,9.26,,-2.805556,-6.894444,2.988889,0.0762,,-6.916667,74.429177
US_SD_46093,2020-01-09,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,4.35,8.12,6.09,5.51,,4.93,10.73,6.38,4.64,8.7,5.51,4.93,4.06,7.54,35.11,8.41,7.25,4.93,6.67,39.17,,12.19,5.8,4.64,-1.994444,-6.538889,2.444444,0.0,,-5.631944,73.601075
US_SD_46093,2020-01-10,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,6.15,6.71,4.47,,5.03,13.14,6.71,6.15,5.03,,,5.31,7.55,22.37,,6.71,4.19,6.71,28.24,6.99,8.95,4.47,3.91,-10.283333,-15.083333,-1.833333,1.524,,-12.868056,79.091774
US_SD_46093,2020-01-11,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,7.29,6.07,5.16,4.86,6.98,11.84,7.29,6.38,7.59,5.46,4.55,,7.29,19.73,,6.68,4.86,,36.73,,7.29,,4.55,-11.838889,-16.966667,-4.877778,1.17475,,-15.576389,75.218017
US_SD_46093,2020-01-12,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,4.56,8.82,8.21,7.91,,,17.04,7.3,,7.3,,,,5.78,22.82,5.17,6.69,4.26,,39.55,,5.48,4.26,,-7.2,-13.822222,0.594444,0.4064,,-11.527778,73.688093
US_SD_46093,2020-01-13,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,4.59,7.01,6.75,6.75,,5.67,12.68,9.17,4.86,5.67,7.01,6.75,5.13,7.29,35.89,5.94,7.83,4.32,5.67,40.47,5.67,8.63,5.13,4.32,-6.844444,-12.583333,-0.161111,0.0,,-11.097222,72.200245
US_SD_46093,2020-01-14,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,4.82,4.22,9.04,4.22,6.63,4.22,15.66,7.23,7.53,8.43,,5.12,5.72,8.13,34.34,,5.42,4.82,4.22,39.16,,8.43,,8.73,-12.527778,-17.45,-5.238889,0.03175,,-15.979167,76.843361
US_SD_46093,2020-01-15,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,9.24,8.93,5.54,,6.78,17.55,8.93,,11.09,,4.62,,7.39,29.87,4.62,7.08,,6.16,40.65,,8.93,,6.16,-16.222222,-21.572222,-8.9,0.22225,,-20.583333,70.612837
US_SD_46093,2020-01-16,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,4.21,7.83,5.42,5.72,4.21,7.22,15.65,6.62,,5.72,5.42,5.12,6.92,4.82,31.91,6.32,6.62,8.13,4.82,40.34,5.12,9.03,5.72,6.62,-10.694444,-19.744444,-0.981481,0.0762,,-16.534722,63.318771
US_SD_46093,2020-01-17,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,7.89,7.59,8.2,5.16,,6.38,17.3,7.89,6.07,,,4.55,6.68,6.68,30.06,8.2,6.38,4.86,4.55,37.65,4.86,6.68,7.89,,-2.127778,-12.04321,3.911111,0.0,,-8.701389,59.179716
US_SD_46093,2020-01-18,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,9.91,8.36,4.64,5.57,4.95,14.24,8.36,,4.95,4.64,7.12,5.26,,22.91,5.88,7.74,6.5,,36.22,5.57,5.57,7.12,,-10.733333,-14.988889,-1.627778,0.5715,,-16.416667,59.075669
US_SD_46093,2020-01-19,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,5.41,6.61,10.82,,4.51,6.01,17.44,9.02,,4.81,4.81,,4.21,,25.55,6.01,6.31,4.51,,33.07,,9.62,5.11,,-10.094444,-15.211111,-2.555556,0.0,,-15.652778,63.511872
US_SD_46093,2020-01-20,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,4.28,8.25,5.8,6.11,5.19,6.72,21.38,13.44,5.8,4.58,,4.28,5.8,,25.35,6.42,5.19,4.28,6.11,40.02,,5.8,6.72,,-7.883333,-13.6,1.727778,0.0,,-13.680556,65.640531
US_SD_46093,2020-01-21,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,9.27,10.51,8.04,5.87,6.18,23.49,9.58,5.87,9.89,5.25,4.33,4.33,5.25,35.23,7.11,7.73,,10.2,38.32,5.56,8.34,9.27,,2.155556,-5.838889,9.777778,0.0,,-6.659722,52.536842
US_SD_46093,2020-01-22,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,6.85,6.54,12.45,9.34,,6.85,18.36,7.47,,9.34,4.67,,5.29,7.47,31.75,5.29,7.16,5.91,7.16,32.99,4.67,6.85,,,2.455556,-1.511111,8.461111,0.0,,-2.131944,70.158735
US_SD_46093,2020-01-23,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,8.66,9.59,7.43,8.97,5.26,24.14,9.28,,6.5,6.5,6.5,,11.76,29.4,,5.26,,7.74,36.52,,7.12,7.43,,-0.3,-3.45,4.988889,1.9304,,-4.319444,72.171279
US_SD_46093,2020-01-24,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,6.52,8.08,11.49,,,28.27,11.18,9.01,9.94,4.66,6.52,,8.7,36.04,6.83,,,4.97,33.55,,6.21,7.46,8.39,-2.583333,-7.861111,3.911111,0.0,,-5.895833,77.849909
US_SD_46093,2020-01-25,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,4.87,9.42,7.14,6.5,7.47,,23.71,7.14,,6.82,,5.85,5.52,6.82,37.02,5.2,6.17,,4.55,31.83,,8.12,9.42,5.85,1.566667,-5.388889,7.9,0.0,,-3.673611,68.381125
US_SD_46093,2020-01-26,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,4.41,9.4,8.82,5.29,,,29.39,10.29,4.11,7.35,5.29,,,8.82,35.27,7.05,7.05,,4.7,30.27,,7.64,5.29,5.29,0.85,-3.611111,7.288889,0.0508,,-4.847222,64.089854
US_SD_46093,2020-01-27,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,7.1,10.81,9.88,,5.25,23.47,9.88,5.87,5.87,4.94,,5.56,8.96,37.37,6.79,8.03,7.41,4.32,37.98,8.65,5.56,5.56,,-1.116667,-4.255556,4.427778,0.0,,-4.291667,79.095008
US_SD_46093,2020-01-28,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,8.19,9.41,13.35,5.16,7.89,24.58,8.8,,9.1,4.25,6.98,6.98,6.37,40.96,8.19,6.98,4.86,,33.38,,6.98,5.76,,0.361111,-4.461111,5.116667,2.00025,,-3.041667,75.585528
US_SD_46093,2020-01-29,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,8.64,10.49,4.63,9.87,6.48,24.68,8.95,6.17,4.94,4.32,,4.94,8.64,42.58,5.25,6.17,,5.55,34.87,4.94,11.72,7.71,4.94,-0.188889,-4.927778,5.922222,0.1524,,-4.958333,67.820992
US_SD_46093,2020-01-30,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,6.28,8.67,6.88,,,31.09,12.26,,9.87,6.88,4.78,,8.67,35.28,4.78,7.47,5.38,4.78,33.19,5.08,6.58,7.77,,-0.622222,-4.838889,4.627778,0.15875,,-3.333333,78.712498
US_SD_46093,2020-01-31,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,6.96,9.81,6.64,5.69,,25.31,8.22,4.75,6.33,,6.01,,6.64,33.22,,6.64,5.06,,27.52,6.33,7.28,4.75,,-1.311111,-7.672222,6.561111,1.397,,-6.75,64.806725
US_SD_46093,2020-02-01,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,5.02,10.04,8.7,7.7,,22.42,11.38,6.69,7.7,,6.36,,5.69,27.78,7.03,,,,32.13,5.69,6.36,8.03,,5.594444,-3.244444,13.994444,0.0,,-3.416667,52.27308
US_SD_46093,2020-02-02,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,6.99,8.2,7.29,5.17,,23.39,4.86,,5.77,,4.25,,,29.47,5.77,5.17,4.56,5.47,27.04,,5.77,,,5.861111,-1.166667,13.277778,0.0,,-4.423611,47.1373
US_SD_46093,2020-02-03,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,4.93,4.06,10.73,6.09,4.35,17.98,11.6,5.51,6.09,,4.64,6.67,7.25,35.08,7.54,4.64,6.09,,38.85,4.35,4.06,6.67,4.64,-4.605556,-7.038889,1.577778,0.53975,,-8.881944,70.052307
US_SD_46093,2020-02-04,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,8.47,7.3,9.34,9.93,4.09,,24.23,11.68,5.25,6.13,4.38,,,4.96,31.24,4.67,4.38,6.42,,30.95,,5.25,6.42,,-7.038889,-10.7,-2.888889,1.1176,,-11.652778,67.183299
