location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13105,2020-01-01,ChIJrSElh3nS94gRIJ0jxuK08Fs,Q492016,geoId/13105,US,United States of America,GA,Georgia,13105,Elbert County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19102,9179,9923,2362,2202,2298,2127,2131,2717,2590,1698,977,448430,34.11,-82.84,970,73.7,,,,10.31,18.8,,24.25,,44.26,11.52,7.487654,2.185185,13.648148,0.0,,-3.0625,47.12927
US_GA_13105,2020-01-02,ChIJrSElh3nS94gRIJ0jxuK08Fs,Q492016,geoId/13105,US,United States of America,GA,Georgia,13105,Elbert County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19102,9179,9923,2362,2202,2298,2127,2131,2717,2590,1698,977,448430,34.11,-82.84,970,73.7,,,,12.88,16.8,9.52,39.2,,38.08,11.76,7.302469,3.802469,11.623457,7.069667,,0.979167,64.174183
US_GA_13105,2020-01-03,ChIJrSElh3nS94gRIJ0jxuK08Fs,Q492016,geoId/13105,US,United States of America,GA,Georgia,13105,Elbert County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19102,9179,9923,2362,2202,2298,2127,2131,2717,2590,1698,977,448430,34.11,-82.84,970,73.7,,,,,23.28,8.31,20.51,13.3,43.79,,10.234568,6.537037,15.833333,21.632333,,9.645833,96.206029
US_GA_13105,2020-01-04,ChIJrSElh3nS94gRIJ0jxuK08Fs,Q492016,geoId/13105,US,United States of America,GA,Georgia,13105,Elbert County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19102,9179,9923,2362,2202,2298,2127,2131,2717,2590,1698,977,448430,34.11,-82.84,970,73.7,,,,11.88,23.77,11.29,19.02,9.51,46.35,,13.567901,7.882716,16.283951,28.786667,,9.854167,78.504372
US_GA_13105,2020-01-05,ChIJrSElh3nS94gRIJ0jxuK08Fs,Q492016,geoId/13105,US,United States of America,GA,Georgia,13105,Elbert County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19102,9179,9923,2362,2202,2298,2127,2131,2717,2590,1698,977,448430,34.11,-82.84,970,73.7,,,,11.25,20.63,9.38,30.0,,43.75,,5.679012,0.388889,14.240741,1.439333,,-2.576389,55.261052
US_GA_13105,2020-01-06,ChIJrSElh3nS94gRIJ0jxuK08Fs,Q492016,geoId/13105,US,United States of America,GA,Georgia,13105,Elbert County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19102,9179,9923,2362,2202,2298,2127,2131,2717,2590,1698,977,448430,34.11,-82.84,970,73.7,,,,11.77,18.49,9.52,26.33,11.21,48.18,,8.438272,1.549383,16.716049,0.0,,-0.229167,54.143935
US_GA_13105,2020-01-07,ChIJrSElh3nS94gRIJ0jxuK08Fs,Q492016,geoId/13105,US,United States of America,GA,Georgia,13105,Elbert County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19102,9179,9923,2362,2202,2298,2127,2131,2717,2590,1698,977,448430,34.11,-82.84,970,73.7,,,,13.89,16.78,13.89,22.57,,34.14,13.89,9.944444,4.364198,15.635802,0.338667,,2.9375,62.050707
US_GA_13105,2020-01-08,ChIJrSElh3nS94gRIJ0jxuK08Fs,Q492016,geoId/13105,US,United States of America,GA,Georgia,13105,Elbert County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19102,9179,9923,2362,2202,2298,2127,2131,2717,2590,1698,977,448430,34.11,-82.84,970,73.7,,,,8.99,9.99,,30.96,13.98,35.45,,8.358025,1.0,16.685185,0.733778,,-3.861111,41.924463
US_GA_13105,2020-01-09,ChIJrSElh3nS94gRIJ0jxuK08Fs,Q492016,geoId/13105,US,United States of America,GA,Georgia,13105,Elbert County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19102,9179,9923,2362,2202,2298,2127,2131,2717,2590,1698,977,448430,34.11,-82.84,970,73.7,,,,14.37,9.91,7.43,32.2,7.93,45.08,10.4,8.061728,0.283951,17.067901,0.0,,-0.861111,53.911032
US_GA_13105,2020-01-10,ChIJrSElh3nS94gRIJ0jxuK08Fs,Q492016,geoId/13105,US,United States of America,GA,Georgia,13105,Elbert County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19102,9179,9923,2362,2202,2298,2127,2131,2717,2590,1698,977,448430,34.11,-82.84,970,73.7,,,,,9.5,,19.0,,35.0,,12.54321,8.395062,16.932099,0.0,,4.569444,58.671182
