location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54057,2020-01-01,ChIJY0UKtz1htYkR-5RSbAO-cfY,Q510407,geoId/54057,US,United States of America,WV,West Virginia,54057,Mineral County,US,USA,2,,,,,,,27223,13590,13633,2938,3326,3171,2914,3367,3871,3756,2690,1190,1149479,39.42,-78.94,852,76.671429,,,,,9.04,7.53,8.66,,6.78,16.95,6.03,,22.6,5.65,8.66,39.55,8.29,10.93,2.203704,-0.882716,5.709877,0.0635,,-5.125,56.416359
US_WV_54057,2020-01-02,ChIJY0UKtz1htYkR-5RSbAO-cfY,Q510407,geoId/54057,US,United States of America,WV,West Virginia,54057,Mineral County,US,USA,2,,,,,,,27223,13590,13633,2938,3326,3171,2914,3367,3871,3756,2690,1190,1149479,39.42,-78.94,852,76.671429,,,,,13.03,11.62,8.1,5.63,5.63,19.36,4.93,10.21,34.85,9.5,8.1,44.0,9.15,5.28,2.135802,-3.882716,10.987654,0.0,,-4.618056,60.880914
US_WV_54057,2020-01-03,ChIJY0UKtz1htYkR-5RSbAO-cfY,Q510407,geoId/54057,US,United States of America,WV,West Virginia,54057,Mineral County,US,USA,2,,,,,,,27223,13590,13633,2938,3326,3171,2914,3367,3871,3756,2690,1190,1149479,39.42,-78.94,852,76.671429,,,,,10.95,9.34,7.09,6.44,7.09,19.01,10.31,9.34,23.52,5.15,9.02,33.82,7.41,6.12,9.197531,6.012346,11.148148,3.090333,,6.729167,83.942006
US_WV_54057,2020-01-04,ChIJY0UKtz1htYkR-5RSbAO-cfY,Q510407,geoId/54057,US,United States of America,WV,West Virginia,54057,Mineral County,US,USA,2,,,,,,,27223,13590,13633,2938,3326,3171,2914,3367,3871,3756,2690,1190,1149479,39.42,-78.94,852,76.671429,,,,,8.76,9.85,8.39,7.3,,17.15,7.66,8.39,29.19,5.47,7.66,43.05,6.93,6.93,9.037037,4.512346,13.17284,6.646333,,7.5,88.692101
US_WV_54057,2020-01-05,ChIJY0UKtz1htYkR-5RSbAO-cfY,Q510407,geoId/54057,US,United States of America,WV,West Virginia,54057,Mineral County,US,USA,2,,,,,,,27223,13590,13633,2938,3326,3171,2914,3367,3871,3756,2690,1190,1149479,39.42,-78.94,852,76.671429,,,,,8.89,5.55,9.63,5.18,7.78,13.7,10.0,8.52,22.59,9.63,5.18,46.66,7.41,5.18,0.771605,-1.802469,5.419753,6.477,,-3.354167,71.419149
US_WV_54057,2020-01-06,ChIJY0UKtz1htYkR-5RSbAO-cfY,Q510407,geoId/54057,US,United States of America,WV,West Virginia,54057,Mineral County,US,USA,2,,,,,,,27223,13590,13633,2938,3326,3171,2914,3367,3871,3756,2690,1190,1149479,39.42,-78.94,852,76.671429,,,,,9.78,7.5,8.8,7.83,5.22,16.63,8.48,7.5,27.39,6.85,4.89,33.27,5.22,,2.833333,-2.82716,6.382716,0.677333,,-4.173611,58.348238
US_WV_54057,2020-01-07,ChIJY0UKtz1htYkR-5RSbAO-cfY,Q510407,geoId/54057,US,United States of America,WV,West Virginia,54057,Mineral County,US,USA,2,,,,,,,27223,13590,13633,2938,3326,3171,2914,3367,3871,3756,2690,1190,1149479,39.42,-78.94,852,76.671429,,,,,9.07,6.63,5.93,7.68,5.93,18.85,5.93,7.33,28.62,,,41.19,7.33,,-1.432099,-5.148148,4.17284,0.677333,,-4.930556,75.726315
US_WV_54057,2020-01-08,ChIJY0UKtz1htYkR-5RSbAO-cfY,Q510407,geoId/54057,US,United States of America,WV,West Virginia,54057,Mineral County,US,USA,2,,,,,,,27223,13590,13633,2938,3326,3171,2914,3367,3871,3756,2690,1190,1149479,39.42,-78.94,852,76.671429,,,,,7.53,11.84,7.17,5.02,,11.84,15.07,8.61,26.91,6.1,9.33,38.03,9.33,5.38,-0.265432,-6.376543,2.401235,3.175,,-6.305556,62.412694
US_WV_54057,2020-01-09,ChIJY0UKtz1htYkR-5RSbAO-cfY,Q510407,geoId/54057,US,United States of America,WV,West Virginia,54057,Mineral County,US,USA,2,,,,,,,27223,13590,13633,2938,3326,3171,2914,3367,3871,3756,2690,1190,1149479,39.42,-78.94,852,76.671429,,,,,9.07,9.72,8.42,6.48,6.8,12.63,8.74,8.42,28.82,5.18,5.18,40.8,11.66,,-2.790123,-9.148148,5.191358,0.056444,99.06,-9.652778,59.071845
US_WV_54057,2020-01-10,ChIJY0UKtz1htYkR-5RSbAO-cfY,Q510407,geoId/54057,US,United States of America,WV,West Virginia,54057,Mineral County,US,USA,2,,,,,,,27223,13590,13633,2938,3326,3171,2914,3367,3871,3756,2690,1190,1149479,39.42,-78.94,852,76.671429,,,,,8.58,10.56,9.24,10.23,8.25,10.56,10.23,5.94,23.43,6.27,5.61,35.63,8.91,7.92,5.697531,-0.777778,13.716049,0.0,78.74,-1.347222,61.447427
