location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21115,2020-01-01,ChIJe5nBerauRYgR6O4RESZR49Y,Q498104,geoId/21115,US,United States of America,KY,Kentucky,21115,Johnson County,US,USA,2,,,,,,,22606,11119,11487,2668,2828,2537,2728,3002,3240,3018,1764,821,1846538,37.84,-82.83,684,74.05,,,,17.63,13.82,,25.26,9.53,8.58,34.79,7.62,42.41,12.39,4.358025,1.820988,8.864198,0.0,,-1.697531,64.872241
US_KY_21115,2020-01-02,ChIJe5nBerauRYgR6O4RESZR49Y,Q498104,geoId/21115,US,United States of America,KY,Kentucky,21115,Johnson County,US,USA,2,,,,,,,22606,11119,11487,2668,2828,2537,2728,3002,3240,3018,1764,821,1846538,37.84,-82.83,684,74.05,,,,11.86,16.41,14.59,24.62,7.29,9.57,33.74,10.94,46.51,6.84,5.135802,0.783951,11.098765,0.084667,,-1.339506,63.787248
US_KY_21115,2020-01-03,ChIJe5nBerauRYgR6O4RESZR49Y,Q498104,geoId/21115,US,United States of America,KY,Kentucky,21115,Johnson County,US,USA,2,,,,,,,22606,11119,11487,2668,2828,2537,2728,3002,3240,3018,1764,821,1846538,37.84,-82.83,684,74.05,,,,9.59,11.78,7.85,14.83,11.34,10.47,39.25,6.54,44.48,10.9,10.697531,6.882716,12.475309,11.260667,,10.493827,98.676115
US_KY_21115,2020-01-04,ChIJe5nBerauRYgR6O4RESZR49Y,Q498104,geoId/21115,US,United States of America,KY,Kentucky,21115,Johnson County,US,USA,2,,,,,,,22606,11119,11487,2668,2828,2537,2728,3002,3240,3018,1764,821,1846538,37.84,-82.83,684,74.05,,,,11.44,8.69,7.78,19.68,8.24,9.61,28.83,8.24,42.56,7.32,8.469136,1.759259,12.432099,9.736667,,7.728395,95.135636
US_KY_21115,2020-01-05,ChIJe5nBerauRYgR6O4RESZR49Y,Q498104,geoId/21115,US,United States of America,KY,Kentucky,21115,Johnson County,US,USA,2,,,,,,,22606,11119,11487,2668,2828,2537,2728,3002,3240,3018,1764,821,1846538,37.84,-82.83,684,74.05,,,,10.52,13.87,11.48,18.65,11.0,14.35,39.69,14.82,39.21,7.17,2.141975,0.055556,9.222222,1.608667,,-2.376543,72.099103
US_KY_21115,2020-01-06,ChIJe5nBerauRYgR6O4RESZR49Y,Q498104,geoId/21115,US,United States of America,KY,Kentucky,21115,Johnson County,US,USA,2,,,,,,,22606,11119,11487,2668,2828,2537,2728,3002,3240,3018,1764,821,1846538,37.84,-82.83,684,74.05,,,,8.99,8.63,9.71,14.02,7.19,7.91,31.64,8.27,38.47,5.39,3.648148,-0.697531,8.487654,0.0,,-2.487654,64.709137
US_KY_21115,2020-01-07,ChIJe5nBerauRYgR6O4RESZR49Y,Q498104,geoId/21115,US,United States of America,KY,Kentucky,21115,Johnson County,US,USA,2,,,,,,,22606,11119,11487,2668,2828,2537,2728,3002,3240,3018,1764,821,1846538,37.84,-82.83,684,74.05,,,,12.88,11.21,16.61,13.29,13.29,11.63,25.34,10.38,47.76,7.89,2.141975,-1.709877,7.932099,1.100667,,-2.814815,70.254
US_KY_21115,2020-01-08,ChIJe5nBerauRYgR6O4RESZR49Y,Q498104,geoId/21115,US,United States of America,KY,Kentucky,21115,Johnson County,US,USA,2,,,,,,,22606,11119,11487,2668,2828,2537,2728,3002,3240,3018,1764,821,1846538,37.84,-82.83,684,74.05,,,,8.23,17.58,15.71,11.22,14.96,10.47,28.8,7.48,43.39,10.85,3.537037,-1.395062,8.160494,0.254,,-5.475309,52.212942
US_KY_21115,2020-01-09,ChIJe5nBerauRYgR6O4RESZR49Y,Q498104,geoId/21115,US,United States of America,KY,Kentucky,21115,Johnson County,US,USA,2,,,,,,,22606,11119,11487,2668,2828,2537,2728,3002,3240,3018,1764,821,1846538,37.84,-82.83,684,74.05,,,,7.98,9.07,9.07,11.97,8.71,10.16,37.37,8.35,39.55,14.15,4.166667,-2.098765,14.728395,0.0,,-6.12963,48.170328
US_KY_21115,2020-01-10,ChIJe5nBerauRYgR6O4RESZR49Y,Q498104,geoId/21115,US,United States of America,KY,Kentucky,21115,Johnson County,US,USA,2,,,,,,,22606,11119,11487,2668,2828,2537,2728,3002,3240,3018,1764,821,1846538,37.84,-82.83,684,74.05,,,,7.86,10.75,10.75,16.54,14.06,14.47,37.63,11.16,45.07,15.3,12.580247,7.481481,18.098765,0.0,,3.012346,52.707931
