location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IN_18165,2020-05-30,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,-9,14.83,,20.02,30.41,18.466667,11.755556,24.883333,1.016,10.098765,57.783888
US_IN_18165,2020-05-31,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,,,,16.09,31.48,18.161111,11.577778,23.9,0.0,8.296296,52.387989
US_IN_18165,2020-06-01,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,19,-26,13.28,,17.27,31.88,18.216667,10.561111,25.433333,0.0,7.722222,50.5865
US_IN_18165,2020-06-02,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,21,-26,11.5,,22.32,36.53,24.455556,15.7,32.944444,0.0,11.876543,45.323831
US_IN_18165,2020-06-03,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,15,-23,17.01,,22.9,47.11,26.333333,19.016667,32.716667,0.0,17.018519,56.33902
US_IN_18165,2020-06-04,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,1,0,12,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,4,1,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,7,5,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,16,-23,,,23.63,41.01,23.816667,18.983333,30.255556,34.1122,19.382716,76.187059
US_IN_18165,2020-06-05,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,30,-26,13.61,,17.19,36.52,24.366667,18.561111,30.294444,4.7752,19.901235,76.056368
US_IN_18165,2020-06-06,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,-11,10.89,,15.97,34.84,25.894444,19.261111,31.527778,0.0,18.839506,64.91594
US_IN_18165,2020-06-07,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,-5,16.2,,16.94,34.61,23.472222,15.705556,30.738889,0.0,11.12963,45.670134
US_IN_18165,2020-06-08,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,15,-24,19.0,,11.54,38.0,24.425926,15.962963,31.895062,0.0,12.486111,47.49673
US_IN_18165,2020-06-09,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,1,0,13,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,4,2,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,7,6,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,13,-25,9.76,,11.07,39.71,25.62963,22.012346,29.987654,1.100667,18.305556,63.804052
US_IN_18165,2020-06-10,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,25,-25,15.45,,21.49,37.61,25.746914,20.271605,29.067901,3.612444,19.909722,69.692018
US_IN_18165,2020-06-11,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,22,-23,21.92,,15.56,41.01,21.283333,14.55,28.972222,0.338667,11.679012,54.230523
US_IN_18165,2020-06-12,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,1,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,24,-25,,,28.49,35.62,22.994444,14.744444,30.555556,0.0,11.17284,47.182826
US_IN_18165,2020-06-13,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,0,11.92,,24.59,27.57,21.338889,13.955556,29.488889,0.0,12.648148,57.734759
US_IN_18165,2020-06-14,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,-3,11.87,,16.75,46.07,19.527778,13.45,25.611111,0.7112,9.117284,51.416749
US_IN_18165,2020-06-15,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,1,0,14,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,2,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,8,6,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,26,-22,10.21,,28.6,39.5,19.322222,11.455556,26.961111,0.0762,7.351852,45.939588
US_IN_18165,2020-06-16,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,1,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,20,-24,11.5,,29.48,44.57,22.038889,13.633333,28.877778,0.0,12.728395,55.610907
US_IN_18165,2020-06-17,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,11,-26,11.87,,25.84,41.9,22.759259,14.604938,29.691358,0.0,13.548611,56.145517
US_IN_18165,2020-06-18,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,1,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,36,-22,14.97,,28.52,41.35,23.981481,15.759259,31.12963,0.0,14.465278,55.258915
US_IN_18165,2020-06-19,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,26,-25,13.1,,23.29,35.67,26.533333,19.172222,32.6,0.0,15.691358,51.721631
US_IN_18165,2020-06-20,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,-12,22.57,,22.57,39.13,26.138889,18.516667,33.327778,1.439333,17.123457,57.411991
US_IN_18165,2020-06-21,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,,14.18,,18.44,36.17,22.766667,19.694444,29.705556,10.414,19.808642,83.153801
US_IN_18165,2020-06-22,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,34,-24,13.3,,24.61,43.9,24.116667,18.255556,30.983333,1.947333,19.709877,76.744804
US_IN_18165,2020-06-23,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,20,-22,11.79,,16.65,42.31,21.261111,17.783333,27.477778,20.263556,16.969136,76.118195
US_IN_18165,2020-06-24,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,26,-23,11.37,,16.34,44.04,20.6,15.083333,26.322222,0.8382,14.592593,67.720615
US_IN_18165,2020-06-25,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,19,-23,,,20.48,49.45,22.261111,14.916667,29.45,0.254,14.907407,63.09856
US_IN_18165,2020-06-26,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,50,-27,12.17,,23.62,44.37,24.927778,17.366667,32.472222,0.3302,18.388889,67.138514
US_IN_18165,2020-06-27,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,-7,,,26.58,38.17,24.65,20.222222,30.694444,8.9662,21.481481,82.858725
US_IN_18165,2020-06-28,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,-12,,,25.26,42.33,24.388889,21.077778,29.461111,14.0716,21.962963,86.271912
US_IN_18165,2020-06-29,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,23,-23,13.56,,20.35,27.81,26.311111,22.122222,31.605556,1.524,23.493827,84.538436
US_IN_18165,2020-06-30,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,36,-24,11.78,,23.56,39.5,25.194444,21.5,30.372222,5.842,21.969136,82.347263
US_IN_18165,2020-07-01,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,34,-25,13.39,,22.56,40.89,24.572222,19.494444,30.5,0.4572,21.32716,82.070249
US_IN_18165,2020-07-02,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,1,0,15,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,3,4,2,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,8,7,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,46,-30,11.98,,26.07,42.97,26.661111,20.633333,32.161111,0.0,20.259259,68.078161
US_IN_18165,2020-07-03,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,1,0,16,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,4,2,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,9,7,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,53,-52,14.35,13.63,20.09,40.9,26.183333,19.411111,32.361111,0.0,19.092593,64.922144
US_IN_18165,2020-07-04,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,1,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,-23,13.38,,20.47,37.79,26.788889,19.833333,32.827778,0.4064,20.061728,66.47077
US_IN_18165,2020-07-05,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,-15,11.92,,27.34,32.95,27.122222,20.477778,33.377778,0.0,21.117284,69.679342
US_IN_18165,2020-07-06,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,3,0,19,0,,,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,2,5,4,2,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,3,9,10,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,32,-25,16.57,10.61,21.88,41.77,27.227778,21.194444,33.522222,0.127,21.648148,71.532478
US_IN_18165,2020-07-07,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,2,0,21,0,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,2,5,4,2,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,,11,10,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,26,-26,22.85,,23.52,40.32,27.161111,21.261111,33.7,1.439333,22.308642,74.788395
US_IN_18165,2020-07-08,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,26,-25,10.39,,32.55,41.56,27.072222,21.372222,33.711111,0.60325,22.358025,75.409302
US_IN_18165,2020-07-09,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,3,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,22,-21,12.35,,21.27,49.41,26.016667,20.372222,32.883333,4.176889,21.716049,77.381597
US_IN_18165,2020-07-10,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,3,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,35,-23,22.0,,24.13,38.32,26.244444,21.183333,31.405556,3.189111,20.87037,72.173454
US_IN_18165,2020-07-11,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,-8,19.92,,24.9,43.4,24.311111,17.461111,31.855556,1.5494,18.740741,70.929756
US_IN_18165,2020-07-12,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,-1,11.22,,20.34,35.06,21.988889,17.055556,29.761111,20.686889,18.783951,82.032225
US_IN_18165,2020-07-13,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,-26,10.11,,22.25,33.04,22.038889,15.188889,28.011111,3.8354,16.58642,70.988638
US_IN_18165,2020-07-14,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,27,-23,21.24,15.07,30.15,30.83,22.583333,15.416667,29.35,0.0,17.098765,71.144193
US_IN_18165,2020-07-15,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,24,-23,12.79,,33.4,47.61,24.1,17.238889,30.311111,0.0,19.45679,75.392017
US_IN_18165,2020-07-16,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,30,-23,10.69,14.25,23.52,44.18,23.661111,18.938889,29.127778,6.688667,20.882716,84.00302
US_IN_18165,2020-07-17,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,42,-25,,14.74,25.05,37.58,24.161111,17.577778,30.727778,0.1524,20.549383,80.038
US_IN_18165,2020-07-18,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,1,21.01,,13.51,38.27,26.5,20.016667,32.244444,0.0,22.938272,80.676949
US_IN_18165,2020-07-19,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,,-8,16.3,,19.69,41.42,27.255556,23.277778,31.094444,4.938889,23.716049,81.058896
US_IN_18165,2020-07-20,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,35,-26,12.91,,34.65,36.69,24.25,20.905556,29.861111,12.276667,20.969136,82.001778
US_IN_18165,2020-07-21,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,17,-26,,,34.05,42.39,24.111111,19.966667,29.272222,4.191,21.604938,85.437509
US_IN_18165,2020-07-22,ChIJf7cNitdTbYgRhOluUCvxi5k,Q502933,geoId/18165,US,United States of America,IN,Indiana,18165,Vermillion County,US,USA,2,1,0,22,0,,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,6,4,2,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,11,11,15503,7723,7780,1739,2049,1733,1719,1929,2138,2141,1319,736,1804401,39.85,-87.46,673,77.42,,,30,-24,11.39,,24.11,38.18,23.788889,20.511111,29.65,18.2118,21.82716,88.425803
