location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_LA_22113,2020-05-16,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,1,0,44,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,-4,5,-16,,6.21,9.13,4.75,9.5,7.86,6.21,2.92,6.03,3.84,,2.56,8.77,4.93,,6.76,4.02,4.57,4.2,5.3,2.92,4.2,6.03,5.66,3.84,3.65,5.66,20.46,4.02,,7.67,,,3.47,4.75,36.36,3.65,6.21,5.85,5.48,3.11,2.56,,23.583333,21.0,26.125,0.435429,21.231481,86.153674
US_LA_22113,2020-05-17,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,44,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,14,-10,,3.47,9.9,3.47,11.81,5.38,5.21,2.43,,4.17,2.78,3.47,8.51,3.3,4.17,5.56,3.47,5.91,3.13,3.13,5.04,,4.0,5.04,4.86,2.95,7.47,21.19,5.91,2.6,11.98,3.65,2.6,3.3,4.69,42.2,6.95,9.21,7.99,4.69,2.95,,3.82,23.215278,20.722222,26.083333,2.576286,20.157407,83.674891
US_LA_22113,2020-05-18,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,1,0,45,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,13,4,-13,6,4.66,9.32,3.0,10.65,7.99,10.98,2.83,5.99,2.33,4.33,3.16,7.32,2.83,4.83,4.16,4.49,6.99,4.49,3.49,4.33,5.66,3.99,3.33,3.0,2.83,9.48,21.13,4.99,2.66,9.15,2.33,3.66,3.16,4.66,36.27,3.66,8.32,6.66,3.83,4.66,2.5,3.16,23.173611,18.5625,28.819444,8.509,17.592593,70.942625
US_LA_22113,2020-05-19,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,45,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,12,10,-18,6,6.57,8.47,2.42,15.04,6.91,9.85,3.11,4.84,2.77,2.42,5.19,7.95,3.8,2.59,3.8,5.7,6.74,2.77,,7.61,7.61,3.8,2.42,,2.77,8.47,26.96,6.91,4.15,12.1,,4.84,3.63,6.4,39.06,6.91,12.1,8.12,3.8,5.88,,4.15,25.097222,19.881944,30.430556,0.03175,20.277778,74.015956
US_LA_22113,2020-05-20,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,45,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,12,15,-19,5,3.15,10.68,3.33,11.38,8.93,6.65,2.63,4.9,3.68,3.33,3.5,7.35,4.03,4.03,3.85,5.6,7.35,,,3.33,5.6,4.73,4.9,4.03,4.2,5.95,21.88,4.9,3.33,9.45,3.68,2.45,4.03,6.3,43.23,5.08,9.1,6.48,4.38,5.95,,3.85,25.567901,22.925926,28.666667,0.056444,22.626984,83.844554
US_LA_22113,2020-05-21,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,5,0,50,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,6,13,-18,6,4.18,10.18,3.27,10.55,7.82,8.73,2.73,5.27,4.0,3.82,4.0,6.91,3.64,,5.27,4.73,9.27,5.27,5.64,3.27,3.27,,6.73,4.36,2.91,6.55,25.28,5.27,2.73,8.0,,3.82,4.36,3.64,41.82,5.46,11.27,6.18,4.0,6.91,6.91,5.46,25.395062,21.91358,30.08642,0.620889,21.793651,80.426296
US_LA_22113,2020-05-22,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,50,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,6,6,-25,6,4.12,11.06,3.56,9.37,8.62,4.5,3.56,4.87,4.5,3.0,3.0,7.5,3.19,3.19,5.25,4.5,6.75,3.19,5.43,4.69,2.62,3.75,6.0,,,8.25,19.12,4.69,3.19,9.18,,3.94,3.37,4.31,39.92,3.75,8.06,6.75,3.0,6.0,,2.62,26.407407,22.777778,30.074074,0.028222,22.777778,80.390988
US_LA_22113,2020-05-23,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,50,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,8,17,-12,,6.54,7.92,2.77,12.48,6.54,3.96,,3.76,3.96,,,7.33,3.76,3.96,5.55,,4.36,,3.56,4.75,3.37,2.97,3.37,,3.96,5.74,20.0,3.37,,13.07,,,3.76,3.96,37.04,4.55,10.5,7.72,3.37,5.15,,3.56,27.080247,24.166667,30.395062,0.0,23.396825,80.433485
US_LA_22113,2020-05-24,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,50,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,21,-11,,4.46,9.88,6.01,14.34,9.3,7.56,,6.01,,,,6.78,4.65,3.68,4.65,6.39,3.88,4.46,4.65,5.62,,3.29,4.07,4.65,2.71,6.2,19.95,4.65,,14.72,,3.68,,2.71,44.17,7.36,9.49,9.3,5.04,5.81,,5.42,26.08642,22.685185,30.222222,3.189111,21.936508,78.211125
US_LA_22113,2020-05-25,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,50,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,-10,-2,-54,,5.39,11.68,5.75,11.68,4.85,5.21,,5.03,5.57,2.52,3.77,6.47,3.05,3.23,3.95,3.59,9.52,3.23,,6.11,3.23,3.23,3.41,3.23,,6.65,22.28,3.95,3.59,12.4,,3.41,3.59,3.95,37.73,4.85,10.06,5.57,3.59,5.21,2.88,3.23,25.740741,23.0,29.166667,2.44475,22.126984,81.159924
US_LA_22113,2020-05-26,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,1,0,51,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,-2,2,-21,7,5.34,7.06,3.27,11.37,7.58,4.82,3.62,6.72,3.44,,4.65,8.78,4.65,4.3,2.75,3.1,9.99,5.17,3.1,5.51,6.37,5.17,6.2,5.34,4.48,9.64,22.9,5.51,3.79,7.92,5.17,3.27,3.96,4.99,39.26,5.34,8.96,6.89,5.34,4.48,3.96,,24.580247,21.092593,27.808642,4.92125,21.261905,82.063546
US_LA_22113,2020-05-27,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,2,0,53,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,7,6,-20,6,4.82,10.88,2.5,11.96,7.32,6.42,3.93,7.32,5.35,,4.28,6.6,3.75,2.5,3.57,4.46,8.39,3.39,3.39,7.32,4.82,5.35,3.03,5.17,3.21,5.71,22.13,5.0,3.75,13.2,,5.89,3.39,6.78,39.08,5.53,12.31,5.53,5.53,,3.57,4.82,24.37037,19.5,29.450617,8.636,18.444444,69.715817
US_LA_22113,2020-05-28,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,53,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,1,4,-21,7,8.13,10.78,2.65,13.25,7.77,4.59,3.0,7.24,4.77,3.36,4.59,6.54,4.06,3.89,3.89,4.77,9.72,4.24,2.83,3.18,3.0,3.0,,4.24,,7.6,21.38,6.71,3.71,11.31,3.71,6.89,3.89,5.48,35.51,5.12,7.6,5.48,3.36,6.54,2.83,3.71,23.895062,19.320988,29.845679,1.439333,18.785714,73.287738
US_LA_22113,2020-05-29,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,53,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,2,5,-19,6,3.75,9.93,3.19,13.31,7.87,5.62,,4.12,3.75,,3.56,6.37,4.31,,4.31,4.12,14.43,,,2.81,,4.5,4.69,5.43,3.19,7.87,16.31,4.12,3.37,8.81,,3.19,3.94,3.56,33.92,4.69,7.5,3.75,10.12,4.87,3.75,4.69,24.314815,20.092593,29.814815,1.27,20.18254,77.849244
US_LA_22113,2020-05-30,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,53,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,5,12,-11,,4.7,6.46,4.3,12.52,7.83,3.72,4.11,5.09,4.3,3.52,,5.09,5.28,3.91,4.11,,8.41,4.5,,3.52,,4.5,5.48,4.89,3.91,6.07,14.68,5.09,,11.54,,,2.74,3.72,33.27,5.28,8.61,4.3,7.44,,,,25.666667,21.191358,30.537037,0.0,20.634921,73.389665
US_LA_22113,2020-05-31,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,53,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,17,-9,,6.02,6.77,6.02,14.3,6.58,6.21,,5.83,5.46,,2.63,8.28,3.39,3.39,4.14,3.01,8.09,3.57,3.01,4.33,3.39,2.82,4.89,6.4,2.82,6.77,19.38,6.21,,10.91,5.46,,5.27,5.46,34.99,3.57,10.54,5.46,,3.2,3.95,4.51,25.895062,22.67284,30.024691,0.108857,20.357143,71.616792
US_LA_22113,2020-06-01,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,2,0,55,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,13,11,-16,5,3.7,6.51,4.22,11.26,10.56,7.21,3.7,5.28,3.7,,,6.69,3.17,3.34,3.17,4.4,7.39,5.28,2.46,5.1,,2.99,5.1,4.93,,5.98,22.17,7.21,2.82,7.57,,2.82,2.82,5.28,40.65,4.4,9.68,8.62,4.05,4.22,3.7,4.22,25.451389,22.125,30.069444,0.0,19.194444,68.222942
US_LA_22113,2020-06-02,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,2,0,57,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,17,19,-18,5,3.62,6.52,5.43,11.05,9.24,4.53,,5.98,3.98,3.08,,8.87,4.89,2.72,,4.71,7.24,5.07,2.9,3.26,6.7,4.53,3.62,4.17,3.62,8.69,19.74,4.89,3.26,9.6,2.54,5.79,3.8,4.71,37.49,4.35,8.51,7.42,4.89,3.8,4.17,,26.034722,21.902778,31.638889,0.0,20.157407,69.68893
US_LA_22113,2020-06-03,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,1,0,58,3,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,12,11,-20,5,4.26,7.8,2.84,13.66,8.69,4.97,,8.69,5.5,3.73,3.19,4.08,3.37,,4.79,5.32,6.21,2.84,2.84,4.43,2.48,4.97,4.43,5.14,3.9,8.87,28.38,5.85,2.84,10.64,2.48,5.14,3.55,5.5,40.62,6.03,8.69,6.21,4.08,5.14,,5.14,26.215278,22.756944,31.451389,1.233714,22.611111,80.806577
US_LA_22113,2020-06-04,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,1,1,59,4,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,11,12,-18,5,6.0,8.55,4.37,10.19,8.55,4.55,6.0,4.73,4.37,4.37,,4.91,3.09,3.09,3.64,5.64,7.46,4.19,4.19,4.37,3.46,2.91,6.19,4.37,3.64,8.55,24.02,4.0,,9.83,2.55,5.28,4.19,5.28,36.22,5.28,10.01,7.1,3.82,4.91,2.55,3.64,25.305556,22.0625,30.944444,5.36575,22.055556,82.390772
US_LA_22113,2020-06-05,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,59,4,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,7,9,-19,6,4.18,10.26,4.18,8.17,6.27,5.51,2.66,5.89,3.42,,3.04,5.51,4.18,,3.42,,9.31,2.85,2.85,5.13,3.42,3.04,3.99,4.37,3.04,6.84,21.46,5.32,3.04,9.12,,4.94,4.56,3.42,36.47,3.04,5.51,6.65,4.37,5.32,,4.18,26.923611,22.201389,32.381944,0.9525,22.046296,74.624918
US_LA_22113,2020-06-06,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,2,0,61,4,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,8,21,-8,,4.51,8.44,4.12,12.75,8.24,5.1,4.32,6.28,5.1,,,5.69,3.92,,3.92,3.33,5.88,5.3,,2.94,,,5.69,3.53,4.9,5.1,17.26,8.83,3.33,12.95,3.53,,3.14,4.32,40.8,4.12,10.2,8.63,,5.3,,3.53,27.180556,22.694444,32.236111,0.09525,22.231481,74.304336
US_LA_22113,2020-06-07,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,61,4,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,-1,-5,-18,,6.08,9.3,2.68,8.59,8.94,5.19,,6.44,3.58,3.4,3.04,7.33,5.01,,3.04,,5.9,5.54,3.94,,4.11,4.11,5.37,4.29,4.47,5.37,23.07,5.72,3.94,10.73,,,4.29,5.54,43.28,4.65,8.05,6.8,2.5,4.83,2.86,3.22,25.263889,23.638889,28.326389,1.342571,22.148148,82.994707
US_LA_22113,2020-06-08,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,61,4,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,-2,-5,-24,9,4.64,11.17,3.61,14.26,8.07,3.26,3.44,8.76,4.29,3.26,3.61,5.67,4.29,,3.78,4.98,8.25,3.09,2.4,5.84,3.61,4.47,3.44,3.09,2.92,9.11,25.94,3.95,4.81,12.54,3.26,3.61,3.09,5.33,45.7,7.04,11.51,6.7,4.64,7.56,,,26.6875,24.381944,30.666667,8.09625,23.481481,82.190708
US_LA_22113,2020-06-09,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,61,4,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,6,7,-18,5,7.53,10.76,3.59,10.94,7.71,8.97,2.51,7.18,5.02,5.92,4.13,6.46,5.56,3.41,5.02,4.66,12.2,5.2,3.59,5.2,2.69,3.95,4.49,,2.51,8.43,24.93,8.61,3.05,9.87,3.23,5.56,3.05,3.95,45.92,4.13,8.61,5.92,5.74,5.2,2.87,5.2,28.25,25.784722,31.583333,2.685143,24.601852,80.193376
US_LA_22113,2020-06-10,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,1,0,62,4,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,8,4,-17,4,7.05,11.75,2.53,11.75,5.96,5.96,3.43,5.96,3.61,2.71,2.89,4.88,2.53,4.16,3.25,4.16,10.12,5.78,4.52,5.42,4.34,4.34,3.25,5.6,3.07,9.76,26.39,8.13,2.53,7.95,3.43,6.14,3.25,7.59,43.19,4.88,11.2,7.95,3.79,4.16,3.61,3.79,28.395833,24.125,32.298611,2.503714,21.351852,65.840788
US_LA_22113,2020-06-11,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,3,0,65,4,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,5,5,-19,5,7.16,9.42,4.52,16.39,6.03,3.2,2.83,5.46,2.83,,3.58,8.29,2.64,4.14,4.52,3.58,12.81,4.71,,5.46,4.52,3.01,6.03,7.16,2.64,6.41,26.19,5.28,4.33,9.04,3.96,4.71,6.78,6.22,37.11,6.41,8.85,5.09,4.9,5.09,2.83,3.01,24.6875,18.645833,30.756944,10.7315,15.925926,58.204128
US_LA_22113,2020-06-12,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,4,0,69,4,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,0,8,-19,5,3.85,8.85,4.62,12.5,6.73,4.62,3.27,7.69,4.42,,3.27,7.12,4.62,3.65,5.19,3.27,8.65,4.62,3.85,3.65,4.62,5.38,5.58,4.23,5.38,10.96,22.88,6.35,3.46,9.04,,5.96,5.19,6.35,41.15,5.77,8.46,8.27,4.42,6.54,2.69,3.85,24.4375,18.243056,30.291667,0.0635,14.953704,55.296428
US_LA_22113,2020-06-13,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,10,1,79,5,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,7,22,-7,,4.8,10.85,4.8,11.48,8.14,4.8,,6.89,5.42,4.8,,8.35,4.17,3.13,5.42,2.92,8.76,2.92,,3.34,3.76,,6.47,4.38,2.92,5.01,20.03,6.47,,12.94,3.13,2.92,,4.59,39.23,5.42,12.52,5.84,4.59,6.05,3.55,,25.034722,18.583333,31.9375,0.03175,15.546296,55.430869
US_LA_22113,2020-06-14,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,79,5,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,22,-6,,4.03,7.1,3.45,15.16,5.76,5.56,3.26,3.45,4.41,2.88,,8.82,4.61,4.99,3.65,4.99,8.63,4.61,2.88,4.41,,4.03,2.88,6.14,4.03,7.67,20.91,4.8,,10.74,2.69,4.22,3.07,4.8,38.56,4.8,8.63,5.56,3.84,6.14,,,26.125,20.256944,32.388889,0.41275,19.740741,67.810285
US_LA_22113,2020-06-15,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,2,0,81,5,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,1,4,-19,4,5.25,7.42,3.98,13.56,7.24,6.87,3.08,6.15,5.25,3.26,3.26,6.87,4.88,3.98,,4.16,9.59,4.16,3.62,5.25,4.16,3.44,5.43,5.06,3.44,9.04,24.24,6.87,2.53,10.31,2.89,3.8,5.43,7.05,42.14,4.88,9.22,7.6,6.51,5.61,3.62,4.16,26.777778,22.358025,32.333333,1.890889,21.103175,70.696857
US_LA_22113,2020-06-16,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,4,0,85,5,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,4,5,-20,5,5.44,6.53,2.54,11.96,8.7,5.26,3.26,6.53,3.44,3.63,3.99,11.42,3.63,4.35,2.54,4.17,10.15,3.81,3.99,5.8,5.26,5.44,3.99,3.99,3.44,9.25,25.56,5.98,3.81,9.61,,5.26,3.81,7.07,43.51,4.89,10.52,8.34,5.98,4.89,,5.62,27.395062,22.814815,32.45679,0.395111,20.579365,66.160132
US_LA_22113,2020-06-17,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,14,0,99,5,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,2,11,-20,4,5.55,7.22,,11.29,6.48,7.04,3.33,6.11,,,5.0,7.59,4.26,3.15,3.52,4.81,10.18,4.07,4.07,4.07,2.96,3.52,6.29,2.96,4.07,9.26,30.74,3.33,2.78,12.59,,5.18,4.63,3.15,35.55,4.63,9.44,5.55,3.52,4.63,4.07,5.0,26.37037,20.87037,31.62963,1.439333,19.134921,63.720264
US_LA_22113,2020-06-18,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,99,5,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,3,10,-20,5,3.74,8.41,2.99,12.15,9.35,5.79,4.3,4.86,2.8,4.3,3.55,9.53,2.8,6.36,,3.93,9.72,3.55,2.99,5.98,3.93,3.93,8.22,4.86,3.93,10.09,28.98,6.54,2.99,11.78,,7.29,4.3,2.99,39.82,3.93,10.09,7.66,5.98,3.18,,5.79,26.076389,20.666667,31.548611,0.03175,19.990741,69.296194
US_LA_22113,2020-06-19,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,22,0,121,5,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,0,8,-20,5,6.45,10.17,4.69,14.08,8.02,6.84,,3.13,,4.11,5.28,10.56,5.67,4.69,4.11,5.28,5.87,5.67,3.71,5.28,3.32,3.71,5.28,3.13,3.32,7.62,21.51,6.26,,10.17,,3.13,3.32,3.91,37.54,4.89,8.21,10.95,3.52,3.52,2.74,4.11,26.6875,21.375,31.888889,0.0,20.407407,68.618907
US_LA_22113,2020-06-20,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,9,0,130,5,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,3,16,-13,,6.34,9.52,3.17,10.79,6.56,6.56,5.29,5.29,3.38,3.38,,10.57,3.38,4.23,4.02,6.34,5.08,4.86,2.96,6.98,5.5,3.17,6.13,4.86,4.86,9.09,23.69,4.44,4.23,10.79,3.6,4.65,3.38,3.81,38.91,4.02,8.67,5.08,2.96,,3.38,3.81,26.708333,21.409722,31.680556,0.0,20.555556,68.98314
US_LA_22113,2020-06-21,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,0,0,130,5,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,0,22,-11,,5.6,7.2,,11.2,6.2,7.2,3.2,6.6,5.2,4.2,,11.6,3.6,7.2,5.6,6.8,6.2,4.6,3.6,3.4,5.2,4.2,4.0,6.4,4.0,7.0,25.99,5.4,3.8,10.0,,2.8,6.2,5.0,38.59,2.8,8.8,5.8,3.6,4.0,,3.8,27.4375,23.111111,32.486111,0.4445,22.212963,72.821683
