location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13177,2020-01-11,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,,7.08,7.65,5.67,,,11.05,,4.82,7.37,,,,6.8,22.95,4.82,5.67,5.1,31.73,10.48,6.52,20.506173,17.290123,23.901235,0.0,17.47619,82.776284
US_GA_13177,2020-01-12,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,9.03,6.7,7.28,4.95,4.37,9.03,10.78,7.58,5.54,6.99,,,,4.08,23.31,6.41,6.99,4.08,40.2,4.95,4.66,18.41358,15.345679,22.734568,24.638,17.222222,91.817442
US_GA_13177,2020-01-13,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,,4.82,11.91,4.25,7.66,5.11,10.78,4.82,4.82,17.3,,4.54,5.67,17.02,30.06,10.49,7.37,15.88,39.13,6.24,7.66,20.320988,17.635802,25.074074,0.254,19.087302,93.167006
US_GA_13177,2020-01-14,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,4.02,11.49,9.77,12.35,5.74,4.02,15.22,10.34,5.17,10.63,6.61,7.75,,10.63,34.46,6.61,9.19,7.47,37.05,12.92,8.04,19.283951,14.666667,25.209877,0.042333,17.404762,88.685224
US_GA_13177,2020-01-15,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,5.56,6.15,9.95,9.37,5.27,4.98,15.81,7.32,6.15,9.95,,9.37,5.27,7.32,31.33,5.27,6.15,5.86,39.23,12.88,4.98,18.938272,16.074074,23.611111,1.7272,17.166667,89.777204
US_GA_13177,2020-01-16,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,5.06,,8.63,11.01,4.76,6.25,12.79,9.52,,14.58,,5.65,5.36,8.33,32.42,8.03,8.63,6.84,41.65,11.3,5.36,19.537037,16.62963,23.240741,0.145143,16.960317,86.393286
US_GA_13177,2020-01-17,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,,6.29,12.87,8.98,5.09,4.79,14.07,8.08,6.29,10.77,4.79,6.29,5.09,12.27,22.45,6.29,6.88,6.58,39.51,8.68,5.39,14.6875,10.868056,19.208333,0.03175,1.083333,40.291416
US_GA_13177,2020-01-18,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,4.33,9.28,11.76,4.33,7.12,5.26,15.78,5.26,5.26,7.12,,4.95,5.26,4.64,20.73,4.64,8.35,,37.43,,6.19,12.740741,7.240741,22.074074,0.072571,6.515873,66.83946
US_GA_13177,2020-01-19,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,,10.86,9.39,,4.7,5.28,12.62,5.28,,7.63,,,,5.28,25.83,8.51,10.86,5.58,38.45,6.16,4.4,15.209877,7.475309,19.259259,1.524,10.650794,74.068806
US_GA_13177,2020-01-20,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,6.75,10.27,7.92,4.4,7.34,5.87,15.56,5.28,,8.51,5.28,5.58,5.28,,20.55,7.04,6.46,6.46,39.33,8.51,4.11,5.006173,0.475309,8.802469,0.056444,-4.380952,50.671299
US_GA_13177,2020-01-21,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,5.46,6.98,14.56,8.19,4.55,6.68,19.72,9.71,,8.19,5.16,4.86,6.68,7.89,29.43,11.53,7.59,,39.75,8.5,5.46,2.197531,-1.932099,7.339506,0.0,-5.357143,57.113266
US_GA_13177,2020-01-22,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,4.75,8.61,10.69,7.12,5.94,4.75,11.28,6.83,5.34,10.09,5.05,,7.12,9.5,25.23,6.53,8.01,,39.18,7.12,7.42,3.148148,-2.419753,12.41358,0.0,-6.230159,49.211735
US_GA_13177,2020-01-23,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,6.28,8.98,8.98,11.97,4.79,5.39,16.46,6.58,4.19,10.47,,5.09,4.19,10.17,25.13,6.88,5.09,6.58,35.61,7.18,7.48,8.5,5.635802,14.160494,0.550333,0.650794,58.075178
US_GA_13177,2020-01-24,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,4.16,5.35,14.87,6.84,,8.33,16.95,,6.25,7.14,,4.76,,7.14,28.25,6.25,5.35,,33.6,5.35,9.81,13.895062,10.253086,20.376543,2.3495,11.769841,87.836387
US_GA_13177,2020-01-25,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,5.93,9.99,4.99,6.55,,7.49,19.66,6.55,,10.61,,5.62,6.87,9.36,30.58,5.93,6.87,4.99,38.38,6.87,,9.216049,3.259259,15.969136,1.128889,3.650794,67.196418
US_GA_13177,2020-01-26,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,4.95,5.77,9.07,7.97,4.12,,21.71,7.42,3.85,9.89,6.05,5.22,4.67,8.25,27.21,3.85,5.5,6.87,34.36,5.77,7.42,7.771605,1.62963,14.222222,0.0,2.34127,67.417073
US_GA_13177,2020-01-27,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,,7.17,13.48,7.74,5.74,5.16,22.37,8.89,5.16,10.9,6.88,7.74,5.74,9.18,31.26,6.31,6.02,7.17,41.59,4.3,,10.154321,7.203704,13.901235,0.9525,7.492063,83.167491
US_GA_13177,2020-01-28,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,,4.47,11.92,5.66,5.36,5.36,28.31,9.83,,11.32,8.05,6.26,5.36,11.32,33.97,,4.77,6.85,35.76,8.05,,9.228395,1.919753,17.469136,0.338667,4.142857,69.641159
US_GA_13177,2020-01-29,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,6.2,7.38,12.11,9.45,4.43,6.79,20.67,9.45,4.72,10.33,,5.91,,12.4,32.48,5.02,7.09,,35.73,7.38,6.79,7.074074,2.401235,13.030864,0.9144,4.31746,82.298941
US_GA_13177,2020-01-30,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,4.67,6.13,12.27,9.93,4.09,4.38,28.05,7.6,,9.35,,7.01,4.97,6.43,38.56,5.55,6.72,6.13,43.53,6.72,6.13,10.141975,5.91358,16.697531,6.7945,6.825397,79.907882
US_GA_13177,2020-01-31,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,5.55,8.18,10.81,5.26,5.26,,27.17,10.52,4.09,7.3,4.09,,,13.44,34.19,5.55,7.89,6.43,37.11,6.14,,9.37037,7.080247,12.691358,1.7145,6.825397,84.531527
US_GA_13177,2020-02-01,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,6.26,7.16,7.16,,,8.35,19.08,5.07,,7.16,4.77,7.16,4.47,6.56,25.04,,4.77,,38.46,6.56,9.54,7.209877,6.228395,9.746914,2.38125,6.214286,93.871808
US_GA_13177,2020-02-02,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,5.34,6.74,10.11,7.58,,6.46,18.25,10.95,4.21,7.58,5.05,7.3,3.93,8.14,19.94,5.62,5.05,4.49,30.61,6.74,6.46,9.055556,2.635802,17.450617,0.0,4.007937,70.464266
US_GA_13177,2020-02-03,ChIJf1nu6Vdm8ogRqfMtu6VBxFg,Q491508,geoId/13177,US,United States of America,GA,Georgia,13177,Lee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29410,14790,14620,3934,4559,3399,4197,4300,3717,3134,1523,647,1073766,31.78,-84.14,938,77.75,,,,,5.13,5.71,8.27,7.99,4.56,,17.12,8.27,4.56,8.84,5.13,5.13,,9.98,26.25,5.13,5.42,5.42,31.38,,4.56,11.987654,2.845679,23.432099,0.0,5.365079,63.394249
