location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29163,2020-01-01,ChIJ--AcKoV93ocRvdNVa_DBzBs,Q489877,geoId/29163,US,United States of America,MO,Missouri,29163,Pike County,US,USA,2,,,,,,,18557,10201,8356,2290,2150,2550,2407,2292,2499,2138,1451,780,1180540,39.34,-91.17,1774,76.4,,,,,12.19,15.44,25.19,46.32,3.506944,-2.868056,12.930556,0.0,,-3.576389,60.317584
US_MO_29163,2020-01-02,ChIJ--AcKoV93ocRvdNVa_DBzBs,Q489877,geoId/29163,US,United States of America,MO,Missouri,29163,Pike County,US,USA,2,,,,,,,18557,10201,8356,2290,2150,2550,2407,2292,2499,2138,1451,780,1180540,39.34,-91.17,1774,76.4,,,,,,18.35,28.23,35.99,7.673611,2.020833,12.256944,0.0,,0.076389,58.834927
US_MO_29163,2020-01-03,ChIJ--AcKoV93ocRvdNVa_DBzBs,Q489877,geoId/29163,US,United States of America,MO,Missouri,29163,Pike County,US,USA,2,,,,,,,18557,10201,8356,2290,2150,2550,2407,2292,2499,2138,1451,780,1180540,39.34,-91.17,1774,76.4,,,,,,17.85,28.84,46.0,4.798611,2.402778,9.611111,0.0,,2.715278,86.508794
US_MO_29163,2020-01-04,ChIJ--AcKoV93ocRvdNVa_DBzBs,Q489877,geoId/29163,US,United States of America,MO,Missouri,29163,Pike County,US,USA,2,,,,,,,18557,10201,8356,2290,2150,2550,2407,2292,2499,2138,1451,780,1180540,39.34,-91.17,1774,76.4,,,,,,,28.94,40.2,1.833333,0.0,4.888889,0.072571,,-1.277778,80.192568
US_MO_29163,2020-01-05,ChIJ--AcKoV93ocRvdNVa_DBzBs,Q489877,geoId/29163,US,United States of America,MO,Missouri,29163,Pike County,US,USA,2,,,,,,,18557,10201,8356,2290,2150,2550,2407,2292,2499,2138,1451,780,1180540,39.34,-91.17,1774,76.4,,,,,,16.66,24.59,48.38,2.479167,-3.034722,11.847222,0.0635,,-3.777778,63.908639
US_MO_29163,2020-01-06,ChIJ--AcKoV93ocRvdNVa_DBzBs,Q489877,geoId/29163,US,United States of America,MO,Missouri,29163,Pike County,US,USA,2,,,,,,,18557,10201,8356,2290,2150,2550,2407,2292,2499,2138,1451,780,1180540,39.34,-91.17,1774,76.4,,,,,10.59,19.32,22.43,34.27,2.284722,-3.944444,9.291667,0.0,,-4.708333,60.316141
US_MO_29163,2020-01-07,ChIJ--AcKoV93ocRvdNVa_DBzBs,Q489877,geoId/29163,US,United States of America,MO,Missouri,29163,Pike County,US,USA,2,,,,,,,18557,10201,8356,2290,2150,2550,2407,2292,2499,2138,1451,780,1180540,39.34,-91.17,1774,76.4,,,,,10.4,14.56,33.98,56.87,2.743056,-2.090278,7.972222,0.0,,-4.583333,58.91905
US_MO_29163,2020-01-08,ChIJ--AcKoV93ocRvdNVa_DBzBs,Q489877,geoId/29163,US,United States of America,MO,Missouri,29163,Pike County,US,USA,2,,,,,,,18557,10201,8356,2290,2150,2550,2407,2292,2499,2138,1451,780,1180540,39.34,-91.17,1774,76.4,,,,,9.71,,28.47,41.41,1.430556,-3.569444,5.826389,0.0,,-7.881944,50.324016
US_MO_29163,2020-01-09,ChIJ--AcKoV93ocRvdNVa_DBzBs,Q489877,geoId/29163,US,United States of America,MO,Missouri,29163,Pike County,US,USA,2,,,,,,,18557,10201,8356,2290,2150,2550,2407,2292,2499,2138,1451,780,1180540,39.34,-91.17,1774,76.4,,,,,14.4,19.88,35.65,41.82,8.708333,0.618056,14.875,0.0,,-0.243056,53.622205
US_MO_29163,2020-01-10,ChIJ--AcKoV93ocRvdNVa_DBzBs,Q489877,geoId/29163,US,United States of America,MO,Missouri,29163,Pike County,US,USA,2,,,,,,,18557,10201,8356,2290,2150,2550,2407,2292,2499,2138,1451,780,1180540,39.34,-91.17,1774,76.4,,,,,10.84,10.2,34.42,22.95,11.493056,7.708333,14.416667,10.879667,40.64,10.277778,92.297154
