location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13181,2020-01-11,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,24.97,29.13,18.580247,12.537037,22.91358,0.5588,16.527778,88.245044
US_GA_13181,2020-01-12,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,,49.98,18.055556,13.506944,22.361111,14.308667,15.402778,84.695833
US_GA_13181,2020-01-13,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,25.42,41.6,17.604167,15.895833,20.402778,13.631333,16.547619,93.824517
US_GA_13181,2020-01-14,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,27.63,39.64,18.020833,16.229167,20.145833,14.943667,17.097222,94.500276
US_GA_13181,2020-01-15,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,20.92,44.45,17.736111,14.180556,23.791667,0.762,15.298611,85.922824
US_GA_13181,2020-01-16,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,,54.24,18.9375,15.041667,23.840278,6.096,12.375,65.987925
US_GA_13181,2020-01-17,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,,41.64,9.743056,5.6875,16.888889,0.0,-5.354167,34.459918
US_GA_13181,2020-01-18,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,,44.91,7.333333,3.515873,15.087302,0.0,-0.571429,57.5178
US_GA_13181,2020-01-19,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,,36.47,10.472222,4.958333,14.138889,3.259667,3.743056,63.257917
US_GA_13181,2020-01-20,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,31.06,54.73,3.061728,-1.401235,10.808642,0.451556,-6.680556,48.941589
US_GA_13181,2020-01-21,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,,42.95,0.771605,-2.790123,5.944444,0.0,-8.159722,51.83056
US_GA_13181,2020-01-22,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,27.79,33.34,1.709877,-3.759259,10.240741,0.0,-9.680556,43.218737
US_GA_13181,2020-01-23,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,,31.38,4.740741,-1.783951,10.716049,0.0,-5.138889,49.29751
US_GA_13181,2020-01-24,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,28.62,23.85,9.358025,3.481481,14.006173,3.338286,6.680556,84.483834
US_GA_13181,2020-01-25,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,33.09,40.61,8.444444,4.012346,13.203704,7.591778,4.520833,76.788787
US_GA_13181,2020-01-26,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,26.44,26.44,6.728395,0.685185,14.141975,0.0,-0.284722,61.516629
US_GA_13181,2020-01-27,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,,35.46,10.074074,5.660494,14.179012,0.465667,4.0625,66.605016
US_GA_13181,2020-01-28,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,,32.42,8.5,1.240741,15.765432,0.0,2.361111,66.098355
US_GA_13181,2020-01-29,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,31.78,25.67,6.034722,0.708333,13.25,0.0,1.9375,75.405865
US_GA_13181,2020-01-30,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,21.65,25.71,8.041667,1.402778,14.201389,0.6604,4.006944,75.961262
US_GA_13181,2020-01-31,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,25.35,31.39,4.979167,2.833333,11.284722,8.212667,2.611111,85.008072
US_GA_13181,2020-02-01,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,,48.77,5.909722,3.166667,11.1875,13.081,4.381944,90.123827
US_GA_13181,2020-02-02,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,,24.91,9.020833,3.173611,16.277778,0.0,2.180556,62.925709
US_GA_13181,2020-02-03,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,31.53,39.76,14.395833,4.1875,24.423611,0.0,2.868056,46.203815
US_GA_13181,2020-02-04,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,26.48,50.44,15.569444,6.902778,22.798611,0.0,8.770833,64.056668
US_GA_13181,2020-02-05,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,,27.02,17.097222,13.479167,20.993056,0.465667,14.451389,84.781114
US_GA_13181,2020-02-06,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,24.42,29.97,18.569444,15.527778,22.430556,24.722667,17.277778,92.312971
US_GA_13181,2020-02-07,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,37.07,39.72,10.259259,4.91358,19.87037,50.8,4.534722,66.587014
US_GA_13181,2020-02-08,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,25.57,32.67,2.319444,-1.909722,8.201389,1.058333,-1.423611,76.876724
US_GA_13181,2020-02-09,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,26.15,49.4,3.798611,-1.104167,11.1875,0.9525,1.604167,86.038154
US_GA_13181,2020-02-10,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,26.98,23.3,8.125,0.993056,16.743056,0.0,5.131944,82.070855
US_GA_13181,2020-02-11,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,35.35,42.67,17.493056,12.111111,24.256944,9.1948,15.0625,86.016688
US_GA_13181,2020-02-12,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,22.47,43.62,17.840278,13.152778,23.763889,1.2192,15.770833,87.837671
US_GA_13181,2020-02-13,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,,30.67,18.256944,13.666667,22.402778,1.016,16.298611,88.459175
US_GA_13181,2020-02-14,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,,39.29,10.333333,4.104167,17.979167,9.04875,1.541667,54.572267
US_GA_13181,2020-02-15,ChIJzcyrWXWR94gRPFUdc9QaUjk,Q491519,geoId/13181,US,United States of America,GA,Georgia,13181,Lincoln County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,3844,4012,816,848,865,770,852,1212,1273,839,381,448085,33.79,-82.45,666,76.35,,,,6.368056,0.861111,14.416667,0.0,-2.791667,52.164238
