location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MS_28107,2020-10-18,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,1647,36,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-1,,10,-17,,6.0,9.0,4.2,5.4,6.3,7.5,7.8,5.4,19.19,4.8,5.4,34.19,5.1,4.2,18.338889,11.372222,26.266667,0.0,,8.716049,52.881116
US_MS_28107,2020-10-19,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,4,0,1651,36,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-5,-14,17,-13,1,5.42,6.89,3.45,,3.45,5.42,9.85,7.38,21.42,3.69,7.63,23.88,4.43,4.68,21.261111,16.177778,28.266667,0.0762,,17.049383,76.309724
US_MS_28107,2020-10-20,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,12,1,1663,37,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-4,-9,2,-11,2,6.0,6.96,7.2,4.32,3.84,5.76,8.16,8.64,17.52,4.8,7.68,31.2,4.56,,22.238889,16.166667,28.861111,0.0254,,18.018519,76.983193
US_MS_28107,2020-10-21,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,13,1,1676,38,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-2,-9,3,-13,1,3.62,7.96,3.86,,3.86,6.27,7.47,8.44,18.8,4.82,7.47,27.96,4.82,4.34,21.616667,16.188889,28.8,0.0,,17.574074,76.722952
US_MS_28107,2020-10-22,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,14,0,1690,38,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-4,-15,8,-16,-1,5.31,10.38,6.27,4.1,6.27,5.31,8.45,7.48,14.48,3.62,4.1,31.85,6.51,5.55,23.15,17.261111,29.611111,0.0,,18.654321,75.324001
US_MS_28107,2020-10-23,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,1,1,1691,39,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-7,-14,8,-13,1,4.53,5.25,5.25,,3.34,7.63,8.58,7.15,19.55,3.81,4.77,26.23,4.77,3.34,22.755556,18.694444,28.211111,0.0,,19.419753,81.079877
US_MS_28107,2020-10-24,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,9,1,1700,40,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-3,-9,11,-15,,5.26,6.5,4.64,6.81,5.88,8.36,8.05,7.43,22.61,7.74,6.19,36.23,4.33,,12.511111,9.577778,21.161111,7.4295,,10.91358,89.615378
US_MS_28107,2020-10-25,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,1700,40,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-4,,2,-10,,4.66,8.45,5.54,4.08,4.66,9.04,6.12,8.45,20.69,,4.95,25.36,,,11.432099,9.82716,14.734568,0.79375,,10.180556,91.776872
US_MS_28107,2020-10-26,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,2,0,1702,40,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-7,-13,-2,-14,1,4.57,6.86,5.03,3.88,5.71,7.77,11.2,7.31,27.43,4.11,5.26,35.2,5.94,,12.987654,11.024691,16.253086,0.0,,11.354167,89.379515
US_MS_28107,2020-10-27,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,4,0,1706,40,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-5,-8,-5,-13,0,6.08,6.08,6.79,,5.38,7.25,8.42,9.36,18.25,3.51,9.36,29.95,,,13.728395,11.209877,17.395062,0.028222,,12.270833,90.523235
US_MS_28107,2020-10-28,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,14,0,1720,40,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-4,-16,-3,-15,5,5.0,9.33,6.37,4.55,3.64,6.37,9.33,6.83,20.02,4.32,6.37,26.62,,4.32,15.527778,13.044444,19.633333,4.971143,,15.055556,96.759082
US_MS_28107,2020-10-29,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,2,1,1722,41,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-3,-16,-4,-14,2,8.22,9.63,8.22,4.23,3.29,6.34,11.51,9.86,18.08,5.64,4.93,26.3,4.23,3.29,13.611111,7.855556,21.683333,34.072286,,12.345679,93.503626
US_MS_28107,2020-10-30,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,12,0,1734,41,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,5,-7,3,-18,-1,5.08,7.02,9.2,5.81,3.63,7.51,8.96,8.72,16.71,4.84,4.36,31.48,,3.88,9.327778,5.522222,15.733333,1.411111,,5.388889,76.193661
US_MS_28107,2020-10-31,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,8,0,1742,41,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-2,-1,4,-8,,,,6.38,,5.03,5.37,7.05,5.71,16.78,5.37,6.71,28.19,6.38,,9.861111,3.211111,19.044444,0.0,,5.919753,75.373923
US_MS_28107,2020-11-01,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,1742,41,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,1,,-6,-11,,6.87,6.27,14.94,,5.68,7.17,8.37,8.07,17.63,,5.08,35.85,,,12.161111,5.883333,18.855556,0.0,,5.685185,63.991397
US_MS_28107,2020-11-02,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,1,0,1743,41,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-3,-9,-3,-14,2,5.41,9.65,13.65,4.94,4.47,5.88,14.6,7.06,18.36,6.12,6.12,24.72,9.89,5.65,7.566667,0.627778,15.677778,0.0,,-2.351852,49.13839
US_MS_28107,2020-11-03,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,11,0,1754,41,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,26,8,4,-12,-1,3.33,8.65,6.44,,3.11,5.55,9.1,5.33,16.87,6.44,6.21,23.3,4.0,4.0,9.155556,1.438889,20.172222,0.0,,2.351852,61.344251
US_MS_28107,2020-11-04,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,16,0,1770,41,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,6,-6,0,-13,1,4.31,4.74,7.11,,4.53,7.54,6.68,4.74,24.57,5.17,3.23,30.39,6.68,5.82,12.683333,4.755556,22.705556,0.0,,5.611111,61.154086
US_MS_28107,2020-11-05,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,19,0,1789,41,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-2,-7,-6,-12,0,6.79,9.13,9.13,,4.45,7.96,7.73,4.92,25.52,6.32,4.45,26.46,4.92,4.68,14.188889,8.127778,22.35,0.0,,7.87037,64.817126
US_MS_28107,2020-11-06,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,13,0,1802,41,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-5,-12,-2,-15,2,4.63,3.71,11.12,4.63,3.24,7.18,8.57,7.18,19.23,4.63,7.88,28.73,3.71,,14.166667,6.433333,24.122222,0.0,,9.740741,73.337982
US_MS_28107,2020-11-07,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,19,0,1821,41,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,3,-1,16,-13,,6.53,6.53,4.35,,,4.97,7.15,6.22,13.99,4.66,5.29,31.41,,4.35,17.661111,10.905556,26.261111,0.0508,,13.419753,74.834608
US_MS_28107,2020-11-08,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,16,1,1837,42,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,4,,-7,-16,,6.09,7.54,7.83,4.35,5.22,11.02,8.12,,18.27,4.06,10.73,29.86,5.8,7.54,20.955556,16.0,27.122222,0.0,,17.049383,78.12317
US_MS_28107,2020-11-09,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,4,0,1841,42,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-3,-13,6,-18,3,6.76,7.44,7.66,6.31,5.41,8.56,,5.63,24.12,4.73,7.89,28.85,4.96,,20.188889,16.088889,25.361111,0.0,,17.382716,83.734574
US_MS_28107,2020-11-10,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,9,0,1850,42,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-1,-6,1,-16,2,,11.12,5.22,3.86,,9.08,7.26,7.72,23.38,7.72,6.36,32.24,6.58,4.31,20.561111,16.588889,24.261111,0.0,,18.802469,89.078396
US_MS_28107,2020-11-11,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,39,1,1889,43,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,0,-10,-1,-24,4,5.19,8.34,6.99,4.06,5.19,9.24,9.24,10.37,18.49,5.19,6.09,34.27,4.74,4.96,18.65,14.338889,22.238889,0.4064,,14.425926,76.730192
US_MS_28107,2020-11-12,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,15,0,1904,43,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-7,-7,6,-19,2,,7.4,10.64,4.86,3.7,7.4,7.87,5.78,22.44,,6.01,29.84,3.7,3.7,12.077778,4.905556,20.505556,0.2286,,5.246914,62.86736
US_MS_28107,2020-11-13,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,24,0,1928,43,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-4,-12,7,-21,3,3.99,6.1,6.33,3.28,4.46,9.38,7.97,5.63,18.53,5.39,3.75,27.21,3.28,,13.005556,7.75,19.7,0.0,,5.95679,61.242666
US_MS_28107,2020-11-14,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,12,0,1940,43,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,1,-10,-1,-11,,6.73,10.4,4.59,,,8.26,7.95,4.28,15.6,,5.81,24.16,5.81,4.28,14.666667,8.255556,25.0,0.0,,7.308642,60.316078
US_MS_28107,2020-11-15,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,14,0,1954,43,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,5,,2,-21,,6.06,8.94,4.04,,,10.68,,,16.16,5.19,,27.7,4.33,,17.816667,10.416667,22.205556,2.455333,,7.567901,51.057848
US_MS_28107,2020-11-16,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,11,0,1965,43,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-4,-10,-2,-16,3,4.68,8.65,7.02,5.85,5.61,10.76,8.42,6.55,22.68,4.91,8.65,35.78,7.48,,8.994444,0.772222,19.383333,0.7874,,-0.58642,50.425511
US_MS_28107,2020-11-17,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,19,3,1984,46,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-3,-3,-3,-15,3,3.73,10.25,8.62,4.19,3.96,13.05,7.46,7.69,20.27,5.83,5.83,26.56,4.19,4.89,10.094444,2.483333,18.4,0.0,,-0.41358,47.193988
US_MS_28107,2020-11-18,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,20,0,2004,46,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-3,-13,-4,-17,3,5.36,8.39,10.26,4.66,3.5,6.99,6.99,9.32,18.41,3.73,4.2,27.27,7.23,4.66,9.383333,2.061111,20.005556,0.0,,-2.382716,43.027376
US_MS_28107,2020-11-19,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,16,1,2020,47,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-5,-15,-3,-16,1,4.86,9.26,6.25,3.24,3.24,13.66,4.63,7.87,20.83,4.17,5.32,30.79,4.86,3.24,12.744444,5.477778,21.505556,0.0,,-0.580247,39.925933
US_MS_28107,2020-11-20,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,30,0,2050,47,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-4,-17,7,-16,3,4.05,8.34,5.0,4.76,,12.15,6.91,6.91,18.34,,5.48,33.83,6.67,4.29,14.994444,8.611111,23.033333,0.0,,5.938272,54.33673
US_MS_28107,2020-11-21,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,44,0,2094,47,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,3,-5,19,-14,,7.67,11.05,,,5.22,7.98,,6.45,19.34,4.3,6.14,30.08,,,16.15,10.422222,23.311111,0.0,,11.567901,72.858735
US_MS_28107,2020-11-22,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,9,0,2103,47,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,5,,2,-15,,6.48,5.07,7.89,,,9.86,7.04,5.07,21.97,,7.61,31.55,6.48,5.35,13.905556,8.972222,18.666667,0.03175,,11.339506,84.042102
US_MS_28107,2020-11-23,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,7,0,2110,47,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,4,-8,5,-25,6,8.76,9.33,5.37,,,7.35,7.07,5.09,16.67,4.8,6.5,29.11,7.35,,7.966667,1.455556,14.711111,2.6416,,3.728395,73.60751
US_MS_28107,2020-11-24,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,7,2,2117,49,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,3,,2,-25,4,7.17,8.03,6.88,4.3,6.02,10.04,6.6,8.61,20.36,,4.59,24.38,5.74,4.88,8.505556,1.633333,18.044444,0.0,,2.376543,64.186828
US_MS_28107,2020-11-25,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,41,0,2158,49,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,,35,18,-31,3,4.47,6.14,,4.47,5.03,7.26,7.26,4.19,18.99,,8.66,31.0,6.98,,16.955556,11.938889,20.394444,6.434667,,11.851852,71.692682
US_MS_28107,2020-11-26,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,30,0,2188,49,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-72,-41,-46,-80,17,4.33,,,,,8.66,5.26,7.42,18.24,,6.8,24.74,6.8,4.95,9.277778,2.233333,17.783333,2.2606,,5.506173,76.339297
US_MS_28107,2020-11-27,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,10,1,2198,50,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-10,-26,-39,-59,16,,9.94,,3.87,3.87,11.6,6.9,6.62,14.36,,5.52,31.2,7.73,,10.244444,4.961111,16.038889,0.0,,7.62963,82.529837
US_MS_28107,2020-11-28,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,25,0,2223,50,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-3,-17,5,-30,,4.13,6.2,,6.49,5.01,11.21,8.55,5.61,23.6,,5.01,35.1,,5.9,10.246914,4.876543,14.290123,0.451556,,5.347222,71.869983
US_MS_28107,2020-11-29,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,25,2,2248,52,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-8,,1,-27,,6.35,9.66,,,4.69,6.35,7.18,6.35,12.7,,,28.44,4.14,5.52,6.530864,3.907407,10.117284,0.0,,3.902778,82.369432
US_MS_28107,2020-11-30,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,48,1,2296,53,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-1,-12,8,-16,4,6.32,7.22,5.42,4.06,4.51,6.77,4.06,5.42,23.71,4.74,4.97,30.03,6.1,4.97,4.074074,0.518519,7.617284,8.41375,,-0.625,71.120443
US_MS_28107,2020-12-01,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,30,0,2326,53,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,5,-5,1,-16,2,3.95,7.66,5.8,,,8.82,12.77,6.04,20.66,4.64,4.41,26.23,7.2,4.41,1.605556,-3.883333,9.55,0.0254,,-5.111111,60.37462
US_MS_28107,2020-12-02,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,47,0,2373,53,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,2,7,-3,-15,2,5.09,9.02,8.09,5.09,,10.87,7.4,7.17,22.89,4.86,5.32,29.13,6.24,5.09,3.322222,-3.066667,13.444444,0.0,,-3.839506,58.16968
US_MS_28107,2020-12-03,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,29,0,2402,53,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,2,4,-3,-17,2,5.19,9.49,7.45,5.42,3.16,10.84,5.42,9.71,20.33,4.07,9.71,30.26,4.29,4.29,5.866667,2.261111,9.15,0.03175,,0.308642,66.676448
US_MS_28107,2020-12-04,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,35,1,2437,54,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-7,-12,-5,-17,3,4.57,7.31,5.94,4.34,5.94,8.45,9.37,7.31,16.45,3.2,6.17,27.88,5.25,5.03,6.522222,3.816667,9.522222,6.745111,,4.611111,87.21269
US_MS_28107,2020-12-05,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,18,1,2455,55,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,0,-4,4,-8,,10.05,7.09,,4.73,5.02,7.68,7.98,5.02,13.59,,6.5,31.91,5.02,,5.733333,-0.15,15.15,1.1938,,2.111111,76.578095
US_MS_28107,2020-12-06,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,14,1,2469,56,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-5,,-2,-15,,5.94,7.07,4.81,6.22,,8.77,3.96,3.96,19.52,4.81,6.22,29.14,,5.09,6.694444,0.766667,14.361111,0.0,,3.32716,77.675412
US_MS_28107,2020-12-07,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,31,0,2500,56,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-4,-9,-6,-16,4,7.55,7.99,7.77,3.55,4.22,10.21,6.66,5.77,21.76,4.44,5.55,30.2,4.0,4.66,5.5,0.733333,11.088889,0.0,,1.37037,74.64937
US_MS_28107,2020-12-08,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,33,1,2533,57,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,2,-4,-11,-13,2,4.55,8.65,6.37,4.1,4.32,8.88,7.51,8.19,21.62,5.92,5.01,31.4,4.32,5.23,5.155556,-0.672222,15.027778,0.0,,1.641975,76.563445
US_MS_28107,2020-12-09,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,43,0,2576,57,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,3,-1,-1,-16,3,5.79,10.89,4.17,4.87,,7.65,9.97,7.19,21.09,6.26,5.33,28.28,5.79,3.94,8.111111,0.75,19.561111,0.0,,3.012346,69.114919
US_MS_28107,2020-12-10,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,18,3,2594,60,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-1,-3,-6,-15,3,3.67,9.16,7.56,3.67,3.9,5.5,8.25,9.39,23.83,5.5,6.87,26.81,7.79,4.81,11.088889,2.955556,22.277778,0.0,,3.950617,60.742644
